"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     6.257   137.920   118.725    80.163   100.478    80.163     1.481       472
     6.257   138.071   132.575    96.418    87.007    97.828     1.355       472
     6.257   138.221   147.560   102.835    42.662   104.276     1.415       472
     6.257   138.372   163.181   104.248     9.394   105.748     1.543       472
     6.257   138.522   178.914   104.945     4.635   106.507     1.680       472
     6.257   138.672   194.752   105.642     4.635   107.267     1.816       472
     6.257   138.823   210.694   106.340     4.635   108.026     1.950       472
     6.257   138.973   226.742   107.037     4.635   108.786     2.084       472
     6.257   139.124   242.894   107.734     4.635   109.545     2.217       472
     6.257   139.274   259.151   108.431     4.635   110.305     2.349       472
     6.257   139.424   275.513   109.132     4.657   111.067     2.481       472
     6.257   139.575   291.981   109.832     4.658   111.830     2.611       472
     6.257   139.725   308.554   110.533     4.658   112.593     2.740       472
     6.257   139.876   325.232   111.234     4.658   113.355     2.869       472
     6.257   140.026   342.016   111.934     4.658   114.118     2.997       472
     6.257   140.177   358.905   112.635     4.658   114.881     3.124       472
     6.257   140.327   375.900   113.337     4.667   115.645     3.250       472
     6.257   140.477   393.000   114.042     4.689   116.411     3.376       472
     6.257   140.628   410.207   114.747     4.688   117.178     3.501       472
     6.257   140.778   427.519   115.453     4.689   117.945     3.625       472
     6.257   140.929   444.938   116.158     4.688   118.712     3.748       472
     6.257   141.079   462.463   116.863     4.689   119.479     3.871       472
     6.257   141.229   480.094   117.568     4.688   120.246     3.993       472
     6.257   141.380   497.830   118.274     4.689   121.013     4.114       472
     6.257   141.530   515.673   118.979     4.688   121.780     4.234       472
     6.257   141.681   533.651   120.340     9.050   123.286     4.329       472
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     6.101   134.166     0.143     1.994     0.000     2.020     0.071       468
     6.101   134.312     0.581     3.997    15.789     4.046     0.144       468
     6.101   134.458     1.310     5.987    13.629     6.059     0.216       468
     6.101   134.604     2.285     7.264     8.743     7.372     0.310       468
     6.101   134.750     3.429     8.414     7.876     8.561     0.401       468
     6.101   134.896     4.742     9.564     7.877     9.749     0.486       468
     6.101   135.042     6.222    10.714     7.876    10.938     0.569       468
     6.101   135.188     7.870    11.864     7.876    12.127     0.649       468
     6.101   135.334     9.686    13.014     7.877    13.316     0.727       468
     6.101   135.480    11.677    14.300     8.810    14.639     0.798       468
     6.101   135.626    13.864    15.649     9.240    16.023     0.865       468
     6.101   135.772    16.247    16.998     9.239    17.408     0.933       468
     6.101   135.918    18.827    18.347     9.240    18.793     1.002       468
     6.101   136.064    21.605    19.696     9.239    20.177     1.071       468
     6.101   136.210    24.579    21.045     9.239    21.562     1.140       468
     6.101   136.356    27.750    22.394     9.240    22.946     1.209       468
     6.101   136.502    31.100    23.296     6.180    23.916     1.300       468
     6.101   136.648    34.542    23.851     3.798    24.562     1.406       468
     6.101   136.794    38.661    30.336    44.415    31.177     1.240       468
     6.101   136.940    43.110    30.612     1.889    31.579     1.365       468
     6.101   137.086    47.600    30.888     1.889    31.981     1.488       468
     6.101   137.232    52.130    31.163     1.889    32.383     1.610       468
     6.101   137.378    56.700    31.439     1.889    32.785     1.729       468
     6.101   137.524    61.411    34.471    20.764    35.876     1.712       468
     6.101   137.670    66.890    40.610    42.052    42.052     1.591       468
     6.101   137.816    76.742    56.111   106.158    56.111     1.368       468
     6.101   137.962    90.829    79.995   -96.771    79.995     1.135       468
     6.101   138.108   105.860   104.074    34.677   104.754     1.011       468
     6.101   138.254   121.126   105.037     6.601   106.669     1.136       468
     6.101   138.400   136.532   106.001     6.601   107.678     1.268       468
     6.101   138.546   152.079   106.965     6.601   108.686     1.399       468
     6.101   138.692   167.767   107.929     6.601   109.694     1.529       468
     6.101   138.838   183.596   108.892     6.601   110.703     1.658       468
     6.101   138.984   199.565   109.856     6.601   111.711     1.786       468
     6.101   139.130   215.675   110.820     6.601   112.719     1.913       468
     6.101   139.276   231.925   111.784     6.601   113.728     2.039       468
     6.101   139.422   248.317   112.748     6.601   114.736     2.164       468
     6.101   139.568   264.849   113.711     6.601   115.745     2.288       468
     6.101   139.714   281.521   114.675     6.601   116.753     2.411       468
     6.101   139.860   298.335   115.639     6.601   117.761     2.533       468
     6.101   140.006   315.289   116.603     6.601   118.770     2.655       468
     6.101   140.152   332.384   117.566     6.601   119.778     2.775       468
     6.101   140.298   349.620   118.530     6.601   120.786     2.895       468
     6.101   140.444   366.996   119.494     6.601   121.795     3.013       468
     6.101   140.590   384.500   120.187     4.750   122.615     3.136       468
     6.101   140.736   402.089   120.758     3.905   123.350     3.260       468
     6.101   140.882   419.762   121.328     3.905   124.084     3.383       468
     6.101   141.028   437.518   121.898     3.905   124.819     3.505       468
     6.101   141.174   455.357   122.468     3.905   125.553     3.627       468
     6.101   141.320   473.278   122.920     3.096   126.196     3.750       468
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     6.021   134.730     0.253     3.717     0.000     3.732     0.068       466
     6.021   134.870     1.040     7.537    17.887     7.562     0.138       466
     6.021   135.009     2.282    10.139    18.614    10.180     0.224       466
     6.021   135.149     3.875    12.644    17.917    12.701     0.305       466
     6.021   135.289     5.818    15.149    17.915    15.222     0.382       466
     6.021   135.429     8.111    17.654    17.915    17.743     0.457       466
     6.021   135.569    10.751    20.016    16.896    20.122     0.534       466
     6.021   135.708    13.689    22.005    14.224    22.131     0.619       466
     6.021   135.848    16.904    23.964    14.015    24.110     0.701       466
     6.021   135.988    20.378    25.727    12.608    25.895     0.787       466
     6.021   136.128    24.098    27.490    12.608    27.680     0.871       466
     6.021   136.268    28.064    29.252    12.610    29.466     0.952       466
     6.021   136.408    32.277    31.015    12.608    31.251     1.033       466
     6.021   136.547    36.722    32.408     9.960    32.698     1.123       466
     6.021   136.687    41.281    32.740     2.373    33.150     1.245       466
     6.021   136.827    45.877    32.996     1.831    33.531     1.368       466
     6.021   136.967    50.508    33.252     1.831    33.912     1.489       466
     6.021   137.107    55.174    33.508     1.831    34.293     1.609       466
     6.021   137.246    59.877    33.764     1.831    34.674     1.727       466
     6.021   137.386    64.616    34.065     2.157    35.090     1.841       466
     6.021   137.526    69.410    34.510     3.179    35.615     1.949       466
     6.021   137.666    74.849    43.007    60.782    43.007     1.740       466
     6.021   137.806    81.886    53.589    64.974    53.589     1.528       466
     6.021   137.945    92.229    69.514    81.165    69.514     1.327       466
     6.021   138.085   104.977    89.364     4.117    89.364     1.175       466
     6.021   138.225   118.396    98.376    34.285    99.568     1.189       466
     6.021   138.365   132.485   103.170    34.289   104.394     1.269       466
     6.021   138.505   147.010   104.198     7.356   105.484     1.394       466
     6.021   138.644   161.618   104.769     4.087   106.120     1.523       466
     6.021   138.784   176.305   105.341     4.087   106.757     1.651       466
     6.021   138.924   191.073   105.912     4.087   107.393     1.779       466
     6.021   139.064   205.921   106.484     4.087   108.030     1.906       466
     6.021   139.204   220.848   107.055     4.087   108.666     2.032       466
     6.021   139.344   235.855   107.627     4.087   109.302     2.158       466
     6.021   139.483   250.943   108.198     4.087   109.939     2.283       466
     6.021   139.623   266.110   108.769     4.087   110.575     2.407       466
     6.021   139.763   281.357   109.341     4.087   111.211     2.530       466
     6.021   139.903   296.684   109.912     4.087   111.848     2.653       466
     6.021   140.043   312.090   110.484     4.087   112.484     2.775       466
     6.021   140.182   327.577   111.055     4.087   113.121     2.896       466
     6.021   140.322   343.144   111.626     4.087   113.757     3.016       466
     6.021   140.462   358.790   112.198     4.087   114.393     3.136       466
     6.021   140.602   374.551   113.619    10.166   115.865     3.233       466
     6.021   140.742   390.578   115.643    14.475   117.929     3.312       466
     6.021   140.881   406.792   116.219     4.121   118.578     3.431       466
     6.021   141.021   423.075   116.703     3.463   119.138     3.551       466
     6.021   141.161   439.425   117.187     3.462   119.697     3.671       466
     6.021   141.301   455.842   117.671     3.462   120.257     3.791       466
     6.021   141.441   472.655   122.982    37.989   125.629     3.762       466
     6.021   141.581   490.123   127.220    30.311   130.044     3.769       466
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     6.006   134.377     0.179     2.535     0.000     2.556     0.070       465
     6.006   134.524     0.746     5.171    17.296     5.210     0.143       465
     6.006   134.671     1.695     7.627    16.706     7.684     0.221       465
     6.006   134.818     2.974     9.801    14.792     9.878     0.301       465
     6.006   134.965     4.581    12.066    15.402    12.162     0.377       465
     6.006   135.112     6.527    14.429    16.078    14.544     0.449       465
     6.006   135.259     8.824    16.813    16.214    16.946     0.521       465
     6.006   135.406    11.470    19.197    16.216    19.348     0.593       465
     6.006   135.553    14.468    21.598    16.332    21.767     0.665       465
     6.006   135.700    17.787    23.530    13.144    23.725     0.750       465
     6.006   135.847    21.386    25.437    12.973    25.659     0.833       465
     6.006   135.994    25.266    27.344    12.971    27.592     0.916       465
     6.006   136.141    29.426    29.251    12.973    29.526     0.997       465
     6.006   136.288    33.866    31.158    12.971    31.460     1.077       465
     6.006   136.435    38.584    32.929    12.046    33.271     1.160       465
     6.006   136.582    43.532    34.293     9.275    34.714     1.254       465
     6.006   136.729    48.592    34.547     1.734    35.103     1.384       465
     6.006   136.876    53.690    34.802     1.734    35.492     1.513       465
     6.006   137.023    58.825    35.057     1.734    35.881     1.639       465
     6.006   137.170    63.997    35.312     1.734    36.270     1.764       465
     6.006   137.317    69.207    35.567     1.735    36.660     1.888       465
     6.006   137.464    75.127    45.009    64.219    45.009     1.669       465
     6.006   137.611    82.740    56.831    78.708    56.831     1.456       465
     6.006   137.758    94.282    75.513   115.020    75.513     1.249       465
     6.006   137.905   109.053   100.231    20.272   100.231     1.088       465
     6.006   138.052   124.771   110.138    43.830   111.408     1.120       465
     6.006   138.199   141.312   113.470    22.667   114.787     1.231       465
     6.006   138.346   158.043   114.142     4.567   115.521     1.368       465
     6.006   138.493   174.872   114.813     4.567   116.254     1.504       465
     6.006   138.640   191.800   115.485     4.567   116.987     1.639       465
     6.006   138.787   208.827   116.156     4.567   117.721     1.774       465
     6.006   138.934   225.952   116.827     4.567   118.454     1.908       465
     6.006   139.081   243.176   117.499     4.567   119.188     2.040       465
     6.006   139.228   260.499   118.170     4.567   119.921     2.172       465
     6.006   139.375   277.921   118.842     4.567   120.655     2.303       465
     6.006   139.522   295.441   119.513     4.567   121.388     2.434       465
     6.006   139.669   313.060   120.185     4.567   122.122     2.564       465
     6.006   139.816   330.777   120.856     4.567   122.855     2.692       465
     6.006   139.963   348.594   121.527     4.567   123.588     2.821       465
     6.006   140.110   366.509   122.199     4.567   124.322     2.948       465
     6.006   140.257   384.522   122.870     4.567   125.055     3.075       465
     6.006   140.404   402.635   123.542     4.567   125.789     3.201       465
     6.006   140.551   420.846   124.213     4.567   126.522     3.326       465
     6.006   140.698   439.156   124.884     4.567   127.256     3.451       465
     6.006   140.845   457.564   125.556     4.567   127.989     3.575       465
     6.006   140.992   476.072   126.227     4.567   128.723     3.698       465
     6.006   141.139   494.678   126.899     4.567   129.456     3.821       465
     6.006   141.286   513.506   129.918    20.540   132.521     3.875       465
     6.006   141.433   532.840   133.309    23.063   136.087     3.915       465
     6.006   141.580   552.467   133.640     2.253   136.616     4.044       465
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     5.999   134.519     0.720     5.081     0.000     5.119     0.141       464
     5.999   134.808     2.876     9.647    18.308     9.722     0.296       464
     5.999   135.097     6.312    14.185    15.703    14.298     0.441       464
     5.999   135.386    11.089    18.872    16.215    19.020     0.583       464
     5.999   135.675    17.201    23.205    14.994    23.395     0.735       464
     5.999   135.964    24.449    26.954    12.972    27.197     0.899       464
     5.999   136.253    32.781    30.703    12.972    30.998     1.058       464
     5.999   136.542    42.161    33.993    11.384    34.389     1.226       464
     5.999   136.831    52.121    34.724     2.530    35.373     1.473       464
     5.999   137.120    62.229    35.225     1.734    36.138     1.722       464
     5.999   137.409    72.640    39.778    15.751    41.011     1.771       464
     5.999   137.698    86.829    80.311   140.253    82.459     1.053       464
     5.999   137.987   113.905   100.162    68.686   103.522     1.100       464
     5.999   138.276   144.204   106.701    22.629   111.311     1.296       464
     5.999   138.565   175.232   108.021     4.567   113.909     1.538       464
     5.999   138.854   206.642   109.341     4.567   116.507     1.774       464
     5.999   139.143   238.433   110.661     4.567   119.105     2.002       464
     5.999   139.432   270.605   111.981     4.567   121.703     2.223       464
     5.999   139.721   303.159   113.301     4.567   124.301     2.439       464
     5.999   140.010   336.094   114.621     4.567   126.898     2.649       464
     5.999   140.299   369.411   115.941     4.567   129.496     2.853       464
     5.999   140.588   403.109   117.261     4.567   132.094     3.052       464
     5.999   140.877   437.189   118.581     4.567   134.692     3.246       464
     5.999   141.166   471.650   119.900     4.567   137.290     3.435       464
     5.999   141.455   507.023   123.318    11.826   142.153     3.567       464
     5.999   141.744   542.686   123.482     0.567   143.930     3.770       464
     5.999   142.033   578.397   123.646     0.567   145.707     3.970       464
     5.999   142.322   614.155   123.810     0.567   147.485     4.164       464
     5.999   142.611   649.961   123.974     0.567   149.262     4.354       464
     5.999   142.900   685.813   124.137     0.567   151.039     4.541       464
     5.999   143.189   721.713   124.301     0.567   152.816     4.723       464
     5.999   143.478   757.661   124.465     0.567   154.594     4.901       464
     5.999   143.767   793.656   124.629     0.567   156.371     5.075       464
     5.999   144.056   829.698   124.793     0.567   158.148     5.246       464
     5.999   144.345   865.787   124.957     0.567   159.925     5.414       464
     5.999   144.634   901.924   125.121     0.567   161.703     5.578       464
     5.999   144.923   938.108   125.284     0.567   163.480     5.738       464
     5.999   145.212   974.340   125.448     0.567   165.257     5.896       464
     5.999   145.501  1010.619   125.612     0.567   167.034     6.050       464
     5.999   145.790  1044.965   111.122   -50.137   185.728     5.626       464
     5.999   146.079  1074.839    95.613   -53.664   205.598     5.228       464
     5.999   146.368  1100.231    80.104   -53.662   225.468     4.880       464
     5.999   146.657  1114.816    12.639  -233.444   304.349     3.663       464
     5.999   146.946  1116.501     5.980   -23.040   320.918     3.479       464
     5.999   147.235  1118.401     7.171     4.123   323.011     3.462       464
     5.999   147.524  1120.646     8.363     4.123   325.104     3.447       464
     5.999   147.813  1123.511    15.478    24.621   333.111     3.373       464
     5.999   148.102  1130.810    35.030    67.653   353.532     3.199       464
     5.999   148.391  1143.759    54.582    67.649   373.953     3.059       464
     5.999   148.680  1175.559   157.470   356.012   477.889     2.460       464
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     5.995   134.519     0.720     5.081     0.000     5.119     0.141       463
     5.995   134.808     2.876     9.647    10.656     9.722     0.296       463
     5.995   135.097     6.312    14.185    15.703    14.298     0.441       463
     5.995   135.386    11.089    18.872    16.215    19.020     0.583       463
     5.995   135.675    17.201    23.205    14.994    23.395     0.735       463
     5.995   135.964    24.449    26.954    12.972    27.197     0.899       463
     5.995   136.253    32.781    30.703    12.972    30.998     1.058       463
     5.995   136.542    42.161    33.993    11.384    34.389     1.226       463
     5.995   136.831    52.121    34.724     2.530    35.373     1.473       463
     5.995   137.120    62.229    35.225     1.734    36.138     1.722       463
     5.995   137.409    72.640    39.778    15.751    41.011     1.771       463
     5.995   137.698    86.829    80.311   140.253    82.459     1.053       463
     5.995   137.987   113.905   100.162    68.686   103.522     1.100       463
     5.995   138.276   144.204   106.701    22.629   111.311     1.296       463
     5.995   138.565   175.232   108.021     4.567   113.909     1.538       463
     5.995   138.854   206.642   109.341     4.567   116.507     1.774       463
     5.995   139.143   238.433   110.661     4.567   119.105     2.002       463
     5.995   139.432   270.605   111.981     4.567   121.703     2.223       463
     5.995   139.721   303.159   113.301     4.567   124.301     2.439       463
     5.995   140.010   336.094   114.621     4.567   126.898     2.649       463
     5.995   140.299   369.411   115.941     4.567   129.496     2.853       463
     5.995   140.588   403.109   117.261     4.567   132.094     3.052       463
     5.995   140.877   437.189   118.581     4.567   134.692     3.246       463
     5.995   141.166   471.650   119.900     4.567   137.290     3.435       463
     5.995   141.455   507.023   123.318    11.826   142.153     3.567       463
     5.995   141.744   542.686   123.482     0.567   143.930     3.770       463
     5.995   142.033   578.397   123.646     0.567   145.707     3.970       463
     5.995   142.322   614.155   123.810     0.567   147.485     4.164       463
     5.995   142.611   649.961   123.974     0.567   149.262     4.354       463
     5.995   142.900   685.813   124.137     0.567   151.039     4.541       463
     5.995   143.189   721.713   124.301     0.567   152.816     4.723       463
     5.995   143.478   757.661   124.465     0.567   154.594     4.901       463
     5.995   143.767   793.656   124.629     0.567   156.371     5.075       463
     5.995   144.056   829.698   124.793     0.567   158.148     5.246       463
     5.995   144.345   865.787   124.957     0.567   159.925     5.414       463
     5.995   144.634   901.924   125.121     0.567   161.703     5.578       463
     5.995   144.923   938.108   125.284     0.567   163.480     5.738       463
     5.995   145.212   974.340   125.448     0.567   165.257     5.896       463
     5.995   145.501  1010.619   125.612     0.567   167.034     6.050       463
     5.995   145.790  1044.965   111.122   -50.137   185.728     5.626       463
     5.995   146.079  1074.839    95.613   -53.664   205.598     5.228       463
     5.995   146.368  1100.231    80.104   -53.662   225.468     4.880       463
     5.995   146.657  1114.816    12.639  -233.444   304.349     3.663       463
     5.995   146.946  1116.501     5.980   -23.040   320.918     3.479       463
     5.995   147.235  1118.401     7.171     4.123   323.011     3.462       463
     5.995   147.524  1120.646     8.363     4.123   325.104     3.447       463
     5.995   147.813  1123.511    15.478    24.621   333.111     3.373       463
     5.995   148.102  1130.810    35.030    67.653   353.532     3.199       463
     5.995   148.391  1143.759    54.582    67.649   373.953     3.059       463
     5.995   148.680  1175.559   157.470   356.012   477.889     2.460       463
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     5.982   134.375     0.175     2.502     0.000     2.523     0.069       462
     5.982   134.520     0.727     5.107    10.760     5.145     0.141       462
     5.982   134.666     1.654     7.549    16.821     7.606     0.218       462
     5.982   134.811     2.904     9.691    14.746     9.767     0.297       462
     5.982   134.956     4.473    11.928    15.403    12.023     0.372       462
     5.982   135.101     6.373    14.255    16.026    14.368     0.444       462
     5.982   135.246     8.614    16.609    16.214    16.740     0.515       462
     5.982   135.392    11.196    18.964    16.214    19.113     0.586       462
     5.982   135.537    14.121    21.329    16.289    21.496     0.657       462
     5.982   135.682    17.367    23.297    13.553    23.489     0.739       462
     5.982   135.827    20.887    25.181    12.972    25.399     0.822       462
     5.982   135.973    24.680    27.065    12.972    27.309     0.904       462
     5.982   136.118    28.747    28.948    12.972    29.219     0.984       462
     5.982   136.263    33.088    30.832    12.972    31.129     1.063       462
     5.982   136.408    37.701    32.661    12.595    32.990     1.143       462
     5.982   136.553    42.549    34.106     9.953    34.508     1.233       462
     5.982   136.699    47.539    34.495     2.673    35.022     1.357       462
     5.982   136.844    52.566    34.746     1.734    35.406     1.485       462
     5.982   136.989    57.630    34.998     1.735    35.791     1.610       462
     5.982   137.134    62.730    35.250     1.734    36.175     1.734       462
     5.982   137.279    67.868    35.502     1.734    36.560     1.856       462
     5.982   137.425    73.376    42.901    50.951    44.064     1.665       462
     5.982   137.570    80.390    51.070    56.260    51.070     1.574       462
     5.982   137.715    90.132    63.086    54.197    63.086     1.429       462
     5.982   137.860   104.443    82.602   -88.420    82.602     1.264       462
     5.982   138.006   119.678   102.002     1.890   102.002     1.173       462
     5.982   138.151   135.818   113.249    35.513   114.545     1.186       462
     5.982   138.296   152.311   113.912     4.567   115.270     1.321       462
     5.982   138.441   168.901   114.575     4.567   115.994     1.456       462
     5.982   138.586   185.587   115.239     4.567   116.719     1.590       462
     5.982   138.732   202.370   115.902     4.567   117.443     1.723       462
     5.982   138.877   219.249   116.565     4.567   118.168     1.855       462
     5.982   139.022   236.224   117.228     4.567   118.892     1.987       462
     5.982   139.167   253.295   117.892     4.567   119.617     2.118       462
     5.982   139.312   270.463   118.555     4.567   120.341     2.247       462
     5.982   139.458   287.727   119.218     4.567   121.066     2.377       462
     5.982   139.603   305.087   119.881     4.567   121.790     2.505       462
     5.982   139.748   322.544   120.544     4.567   122.515     2.633       462
     5.982   139.893   340.097   121.208     4.567   123.239     2.760       462
     5.982   140.039   357.746   121.871     4.567   123.964     2.886       462
     5.982   140.184   375.491   122.534     4.567   124.688     3.011       462
     5.982   140.329   393.333   123.197     4.567   125.413     3.136       462
     5.982   140.474   411.271   123.860     4.567   126.137     3.261       462
     5.982   140.619   429.306   124.524     4.568   126.862     3.384       462
     5.982   140.765   447.436   125.187     4.567   127.586     3.507       462
     5.982   140.910   465.664   125.850     4.567   128.311     3.629       462
     5.982   141.055   483.987   126.513     4.567   129.035     3.751       462
     5.982   141.200   502.408   127.454     6.478   130.035     3.864       462
     5.982   141.345   521.165   129.810    16.222   132.501     3.933       462
     5.982   141.491   540.575   135.070    36.224   137.945     3.919       462
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     5.974   134.256     0.174     2.451     0.000     2.471     0.070       461
     5.974   134.402     0.715     4.974    18.352     5.012     0.143       461
     5.974   134.547     1.631     7.688    18.612     7.741     0.211       461
     5.974   134.693     2.966    10.625    20.139    10.692     0.277       461
     5.974   134.839     4.724    13.351    18.700    13.436     0.352       461
     5.974   134.985     6.838    15.643    15.716    15.750     0.434       461
     5.974   135.131     9.286    17.934    15.716    18.064     0.514       461
     5.974   135.276    12.068    20.226    15.718    20.378     0.592       461
     5.974   135.422    15.184    22.518    15.716    22.692     0.669       461
     5.974   135.568    18.586    24.045    10.477    24.248     0.766       461
     5.974   135.714    22.196    25.467     9.752    25.700     0.864       461
     5.974   135.860    26.013    26.889     9.752    27.152     0.958       461
     5.974   136.006    30.031    28.222     9.143    28.517     1.053       461
     5.974   136.151    34.243    29.541     9.043    29.868     1.146       461
     5.974   136.297    38.646    30.859     9.043    31.219     1.238       461
     5.974   136.443    43.242    32.178     9.043    32.571     1.328       461
     5.974   136.589    48.030    33.496     9.044    33.922     1.416       461
     5.974   136.735    52.980    34.217     4.943    34.714     1.526       461
     5.974   136.880    57.998    34.617     2.741    35.209     1.647       461
     5.974   137.026    63.075    35.016     2.741    35.704     1.767       461
     5.974   137.172    68.209    35.416     2.741    36.198     1.884       461
     5.974   137.318    73.403    35.816     2.741    36.693     2.000       461
     5.974   137.464    78.659    36.304     3.347    37.262     2.111       461
     5.974   137.609    85.067    45.322    61.845    45.322     1.877       461
     5.974   137.755    96.328    61.237    -0.714    61.237     1.573       461
     5.974   137.901   110.457    81.689   -45.276    81.689     1.352       461
     5.974   138.047   126.051   103.675   -12.542   103.675     1.216       461
     5.974   138.193   141.759   108.061     4.533   109.178     1.298       461
     5.974   138.338   157.563   108.713     4.476   109.894     1.434       461
     5.974   138.484   173.462   109.359     4.427   110.604     1.568       461
     5.974   138.630   189.454   110.005     4.428   111.314     1.702       461
     5.974   138.776   205.541   110.651     4.430   112.024     1.835       461
     5.974   138.922   221.722   111.297     4.432   112.735     1.967       461
     5.974   139.068   237.997   111.943     4.432   113.445     2.098       461
     5.974   139.213   254.367   112.589     4.433   114.155     2.228       461
     5.974   139.359   270.831   113.236     4.432   114.866     2.358       461
     5.974   139.505   287.389   113.882     4.432   115.576     2.487       461
     5.974   139.651   304.041   114.530     4.447   116.289     2.615       461
     5.974   139.797   320.788   115.187     4.500   117.008     2.742       461
     5.974   139.942   337.631   115.843     4.501   117.727     2.868       461
     5.974   140.088   354.570   116.499     4.500   118.446     2.994       461
     5.974   140.234   371.605   117.155     4.500   119.165     3.118       461
     5.974   140.380   388.735   117.811     4.500   119.884     3.243       461
     5.974   140.526   405.961   118.467     4.501   120.604     3.366       461
     5.974   140.671   423.282   119.124     4.500   121.323     3.489       461
     5.974   140.817   440.699   119.780     4.500   122.042     3.611       461
     5.974   140.963   458.212   120.436     4.500   122.761     3.733       461
     5.974   141.109   475.821   121.092     4.500   123.480     3.853       461
     5.974   141.255   493.524   121.685     4.064   124.156     3.975       461
     5.974   141.400   511.459   125.060    23.148   127.724     4.004       461
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     5.930   136.800     2.506    25.350     0.000    25.482     0.098       460
     5.930   136.900     5.041    25.362    22.153    25.683     0.196       460
     5.930   137.000     7.578    25.375     0.125    25.883     0.293       460
     5.930   137.100    10.116    25.387     0.125    26.083     0.388       460
     5.930   137.200    12.656    25.400     0.125    26.284     0.481       460
     5.930   137.300    15.693    39.602   142.035    40.662     0.386       460
     5.930   137.400    21.499    77.876   382.719    77.876     0.276       460
     5.930   137.500    30.462    91.251    75.210    92.812     0.328       460
     5.930   137.600    39.964    98.782    75.314   100.616     0.397       460
     5.930   137.700    50.058   103.619    48.367   105.652     0.474       460
     5.930   137.800    60.442   104.049     4.299   106.126     0.570       460
     5.930   137.900    70.868   104.477     4.278   106.599     0.665       460
     5.930   138.000    81.337   104.905     4.278   107.071     0.760       460
     5.930   138.100    91.849   105.333     4.279   107.543     0.854       460
     5.930   138.200   102.404   105.760     4.278   108.016     0.948       460
     5.930   138.300   113.001   106.188     4.279   108.488     1.042       460
     5.930   138.400   123.641   106.616     4.278   108.960     1.135       460
     5.930   138.500   134.324   107.044     4.278   109.433     1.227       460
     5.930   138.600   145.050   107.472     4.279   109.905     1.320       460
     5.930   138.700   155.819   107.900     4.278   110.377     1.412       460
     5.930   138.800   166.630   108.328     4.279   110.850     1.503       460
     5.930   138.900   177.484   108.755     4.278   111.322     1.594       460
     5.930   139.000   188.381   109.183     4.279   111.794     1.685       460
     5.930   139.100   199.321   109.611     4.278   112.267     1.775       460
     5.930   139.200   210.303   110.039     4.278   112.739     1.865       460
     5.930   139.300   221.328   110.467     4.279   113.211     1.955       460
     5.930   139.400   232.396   110.895     4.278   113.684     2.044       460
     5.930   139.500   243.507   111.323     4.279   114.156     2.133       460
     5.930   139.600   254.661   111.750     4.278   114.628     2.222       460
     5.930   139.700   265.857   112.178     4.278   115.101     2.310       460
     5.930   139.800   277.097   112.606     4.279   115.573     2.398       460
     5.930   139.900   288.379   113.034     4.278   116.045     2.485       460
     5.930   140.000   299.703   113.462     4.279   116.518     2.572       460
     5.930   140.100   311.071   113.890     4.278   116.990     2.659       460
     5.930   140.200   322.481   114.318     4.278   117.462     2.745       460
     5.930   140.300   333.934   114.745     4.279   117.935     2.832       460
     5.930   140.400   345.430   115.173     4.278   118.407     2.917       460
     5.930   140.500   356.969   115.605     4.316   118.882     3.003       460
     5.930   140.600   368.551   116.037     4.320   119.359     3.088       460
     5.930   140.700   380.177   116.469     4.320   119.835     3.173       460
     5.930   140.800   391.845   116.901     4.320   120.311     3.257       460
     5.930   140.900   403.557   117.333     4.320   120.787     3.341       460
     5.930   141.000   415.312   117.765     4.320   121.263     3.425       460
     5.930   141.100   427.127   119.140    13.756   122.677     3.482       460
     5.930   141.200   439.082   120.430    12.891   124.074     3.539       460
     5.930   141.300   451.304   122.910    24.806   126.695     3.562       460
     5.930   141.400   463.595   122.910     0.000   126.895     3.653       460
     5.930   141.500   475.886   122.910     0.000   127.095     3.744       460
     5.930   141.600   488.177   122.910     0.000   127.295     3.835       460
     5.930   141.700   500.468   122.910     0.000   127.495     3.925       460
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     5.878   133.458     0.227     3.377     0.000     3.392     0.067       459
