"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    15.500   133.109   526.392   199.780     6.696   200.566     2.625      1155
    15.500   133.258   556.185   200.777     6.702   201.612     2.759      1155
    15.500   133.406   586.126   201.739     6.465   202.623     2.893      1155
    15.500   133.555   616.204   202.666     6.234   203.598     3.027      1155
    15.500   133.704   646.423   203.598     6.259   204.576     3.160      1155
    15.500   133.853   676.770   204.413     5.480   205.444     3.294      1155
    15.500   134.002   707.239   205.228     5.480   206.312     3.428      1155
    15.500   134.150   737.840   206.326     7.382   207.454     3.557      1155
    15.500   134.299   768.632   207.666     9.005   208.831     3.681      1155
    15.500   134.448   799.651   209.959    15.416   211.157     3.787      1155
    15.500   134.597   831.251   216.817    46.100   218.049     3.812      1155
    15.500   134.745   864.307   223.638    45.854   224.910     3.843      1155
    15.500   134.894   897.665   224.842     8.093   226.153     3.969      1155
    15.500   135.043   931.201   226.046     8.094   227.396     4.095      1155
    15.500   135.192   964.917   227.250     8.094   228.639     4.220      1155
    15.500   135.340   998.812   228.454     8.094   229.881     4.345      1155
    15.500   135.489  1032.885   229.658     8.094   231.124     4.469      1155
    15.500   135.638  1067.109   230.328     4.503   231.868     4.602      1155
    15.500   135.787  1101.408   230.821     3.315   232.447     4.738      1155
    15.500   135.935  1135.782   231.314     3.315   233.025     4.874      1155
    15.500   136.084  1170.228   231.807     3.315   233.604     5.009      1155
    15.500   136.233  1204.748   232.300     3.315   234.182     5.144      1155
    15.500   136.382  1239.341   232.793     3.315   234.760     5.279      1155
    15.500   136.530  1274.008   233.286     3.315   235.339     5.414      1155
    15.500   136.679  1308.748   233.779     3.314   235.917     5.547      1155
    15.500   136.828  1343.560   234.272     3.315   236.496     5.681      1155
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    15.400   129.391     3.636    39.972     0.000    39.982     0.091      1154
    15.400   129.543    10.452    48.232    25.536    48.258     0.217      1154
    15.400   129.694    18.065    52.541    28.487    52.586     0.344      1154
    15.400   129.845    26.327    56.718    27.608    56.786     0.464      1154
    15.400   129.996    35.316    61.222    29.777    61.312     0.576      1154
    15.400   130.148    44.875    66.075    32.080    66.186     0.678      1154
    15.400   130.299    55.382    72.594    43.087    72.724     0.762      1154
    15.400   130.450    66.782    78.008    35.792    78.169     0.854      1154
    15.400   130.602    79.497   101.007   152.030   101.199     0.786      1154
    15.400   130.753    96.702   123.510   148.760   123.731     0.782      1154
    15.400   130.904   116.927   141.342   117.875   141.589     0.826      1154
    15.400   131.055   139.183   153.992    83.615   154.273     0.902      1154
    15.400   131.207   163.797   165.466    75.850   165.780     0.988      1154
    15.400   131.358   188.917   166.587     7.406   166.942     1.132      1154
    15.400   131.509   214.200   167.673     7.182   168.070     1.274      1154
    15.400   131.660   239.648   168.770     7.252   169.208     1.416      1154
    15.400   131.812   265.263   169.991     8.065   170.469     1.556      1154
    15.400   131.963   291.180   172.531    16.795   173.038     1.683      1154
    15.400   132.114   317.436   174.683    14.228   175.219     1.812      1154
    15.400   132.266   344.056   177.257    17.014   177.821     1.935      1154
    15.400   132.417   371.058   180.632    22.309   181.237     2.047      1154
    15.400   132.568   398.705   183.867    21.384   184.514     2.161      1154
    15.400   132.719   426.604   184.981     7.362   185.669     2.298      1154
    15.400   132.871   454.669   186.059     7.128   186.790     2.434      1154
    15.400   133.022   482.900   187.262     7.954   188.033     2.568      1154
    15.400   133.173   511.345   188.798    10.150   189.604     2.697      1154
    15.400   133.325   540.046   190.787    13.149   191.625     2.818      1154
    15.400   133.476   569.162   195.612    31.896   196.483     2.897      1154
    15.400   133.627   599.422   203.035    49.071   203.938     2.939      1154
    15.400   133.778   630.272   204.456     9.391   205.401     3.068      1154
    15.400   133.930   661.338   211.558    46.941   212.550     3.111      1154
    15.400   134.081   693.891   215.826    28.215   216.863     3.200      1154
    15.400   134.232   726.621   216.885     7.001   217.965     3.334      1154
    15.400   134.383   759.531   218.690    11.932   219.808     3.455      1154
    15.400   134.535   792.920   222.459    24.915   223.648     3.545      1154
    15.400   134.686   826.608   222.917     3.025   224.282     3.686      1154
    15.400   134.837   860.365   223.374     3.025   224.915     3.825      1154
    15.400   134.989   894.191   223.832     3.025   225.548     3.965      1154
    15.400   135.140   928.087   224.290     3.025   226.181     4.103      1154
    15.400   135.291   962.052   224.747     3.025   226.815     4.242      1154
    15.400   135.442   996.086   225.205     3.025   227.448     4.379      1154
    15.400   135.594  1030.188   225.607     2.661   228.030     4.518      1154
    15.400   135.745  1064.340   225.910     2.000   228.520     4.658      1154
    15.400   135.896  1098.539   226.213     2.000   229.009     4.797      1154
    15.400   136.048  1132.783   226.515     2.000   229.499     4.936      1154
    15.400   136.199  1167.072   226.818     2.000   229.988     5.074      1154
    15.400   136.350  1201.408   227.120     2.000   230.478     5.213      1154
    15.400   136.501  1235.790   227.423     2.000   230.967     5.350      1154
    15.400   136.653  1270.217   227.725     2.000   231.457     5.488      1154
    15.400   136.804  1304.689   228.028     2.000   231.946     5.625      1154
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    15.300   128.696     0.176     2.125     0.000     2.151     0.082      1153
    15.300   128.861     0.701     4.143    28.187     4.199     0.167      1153
    15.300   129.027     1.800    13.156    54.456    13.263     0.136      1153
    15.300   129.192     5.641    31.737   112.253    31.916     0.177      1153
    15.300   129.358    11.533    39.370    46.117    39.624     0.291      1153
    15.300   129.523    18.420    45.943    39.713    46.278     0.398      1153
    15.300   129.689    26.884    58.309    74.711    58.758     0.458      1153
    15.300   129.854    37.700    70.135    71.444    70.716     0.533      1153
    15.300   130.020    50.214    80.831    64.622    81.543     0.616      1153
    15.300   130.185    65.638   117.437   221.149   118.243     0.555      1153
    15.300   130.351    87.040   136.825   117.141   137.692     0.632      1153
    15.300   130.516   111.057   151.766    90.261   152.658     0.727      1153
    15.300   130.682   136.377   153.701    11.690   154.638     0.882      1153
    15.300   130.847   161.893   154.623     5.576   155.635     1.040      1153
    15.300   131.013   187.570   155.625     6.052   156.709     1.197      1153
    15.300   131.178   213.411   156.627     6.051   157.782     1.353      1153
    15.300   131.344   239.474   159.349    16.447   160.582     1.491      1153
    15.300   131.509   266.334   163.195    23.237   164.495     1.619      1153
    15.300   131.675   293.408   163.888     4.184   165.273     1.775      1153
    15.300   131.840   320.587   164.522     3.831   165.994     1.931      1153
    15.300   132.006   347.866   165.087     3.413   166.652     2.087      1153
    15.300   132.171   375.252   167.038    11.791   168.699     2.224      1153
    15.300   132.337   403.238   170.473    20.749   172.252     2.341      1153
    15.300   132.502   431.619   172.327    11.201   174.243     2.477      1153
    15.300   132.668   460.322   174.996    16.126   177.085     2.599      1153
    15.300   132.833   489.700   180.964    36.058   183.235     2.673      1153
    15.300   132.999   520.692   193.199    73.912   195.630     2.662      1153
    15.300   133.165   554.100   208.420    91.965   211.003     2.626      1153
    15.300   133.330   589.034   214.313    35.603   217.019     2.714      1153
    15.300   133.496   625.216   221.503    43.439   224.331     2.787      1153
    15.300   133.661   662.120   224.466    17.901   227.409     2.912      1153
    15.300   133.827   699.908   231.058    39.827   234.100     2.990      1153
    15.300   133.992   738.198   231.602     3.284   234.739     3.145      1153
    15.300   134.158   776.577   232.145     3.284   235.378     3.299      1153
    15.300   134.323   815.047   232.689     3.284   236.016     3.453      1153
    15.300   134.489   853.606   233.232     3.284   236.655     3.607      1153
    15.300   134.654   892.255   233.776     3.284   237.293     3.760      1153
    15.300   134.820   930.995   234.320     3.284   237.932     3.913      1153
    15.300   134.985   969.824   234.863     3.284   238.570     4.065      1153
    15.300   135.151  1008.744   235.407     3.284   239.209     4.217      1153
    15.300   135.316  1047.754   235.950     3.284   239.847     4.368      1153
    15.300   135.482  1086.853   236.494     3.284   240.486     4.519      1153
    15.300   135.647  1126.048   237.116     3.761   241.191     4.669      1153
    15.300   135.813  1165.347   237.749     3.819   241.905     4.817      1153
    15.300   135.978  1204.752   238.381     3.820   242.619     4.966      1153
    15.300   136.144  1244.254   238.883     3.032   243.235     5.115      1153
    15.300   136.309  1283.828   239.285     2.431   243.776     5.266      1153
    15.300   136.475  1323.467   239.687     2.430   244.318     5.417      1153
    15.300   136.640  1363.173   240.090     2.431   244.859     5.567      1153
    15.300   136.806  1402.946   240.492     2.430   245.400     5.717      1153
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    15.200   128.891     1.679    14.703     0.000    14.713     0.114      1152
    15.200   129.052     4.887    27.733    27.439    27.752     0.176      1152
    15.200   129.213    10.507    38.696    68.093    38.725     0.271      1152
    15.200   129.374    17.558    49.701    68.341    49.736     0.353      1152
    15.200   129.535    26.516    60.178    65.070    60.218     0.440      1152
    15.200   129.696    36.817    68.525    51.840    68.603     0.537      1152
    15.200   129.857    48.495    77.567    56.154    77.677     0.624      1152
    15.200   130.018    61.774    85.807    51.174    85.957     0.719      1152
    15.200   130.179    76.022    91.288    34.039    91.477     0.831      1152
    15.200   130.340    90.956    94.521    20.079    94.752     0.960      1152
    15.200   130.501   106.846   101.778    45.071   102.049     1.047      1152
    15.200   130.662   123.591   105.197    21.237   105.507     1.171      1152
    15.200   130.823   140.635   106.715     9.424   107.088     1.313      1152
    15.200   130.984   158.337   117.364    66.136   117.843     1.344      1152
    15.200   131.145   178.901   133.244    98.619   133.874     1.336      1152
    15.200   131.306   201.040   144.600    70.531   145.330     1.383      1152
    15.200   131.467   225.608   158.055    83.555   158.878     1.420      1152
    15.200   131.628   251.878   165.539    46.485   166.431     1.513      1152
    15.200   131.789   278.824   169.822    26.600   170.748     1.633      1152
    15.200   131.950   306.416   172.722    18.008   173.683     1.764      1152
    15.200   132.111   334.637   179.087    39.535   180.104     1.858      1152
    15.200   132.272   364.019   186.003    42.944   187.093     1.946      1152
    15.200   132.433   394.632   192.293    39.067   193.462     2.040      1152
    15.200   132.594   425.647   192.952     4.092   194.197     2.192      1152
    15.200   132.755   456.770   193.643     4.295   194.962     2.343      1152
    15.200   132.916   488.019   194.508     5.371   195.892     2.491      1152
    15.200   133.077   519.408   195.373     5.372   196.821     2.639      1152
    15.200   133.238   550.936   196.238     5.372   197.750     2.786      1152
    15.200   133.400   582.604   197.103     5.371   198.679     2.932      1152
    15.200   133.561   614.974   203.336    38.712   204.986     3.000      1152
    15.200   133.722   648.091   208.040    29.209   209.769     3.090      1152
    15.200   133.883   682.219   215.343    45.358   217.145     3.142      1152
    15.200   134.044   717.120   218.019    16.618   219.866     3.262      1152
    15.200   134.205   752.562   222.582    28.342   224.468     3.353      1152
    15.200   134.366   788.607   224.962    14.781   226.891     3.476      1152
    15.200   134.527   824.919   226.087     6.987   228.066     3.617      1152
    15.200   134.688   861.416   227.246     7.195   229.271     3.757      1152
    15.200   134.849   898.100   228.404     7.195   230.476     3.897      1152
    15.200   135.010   934.970   229.563     7.195   231.681     4.036      1152
    15.200   135.171   972.027   230.721     7.195   232.887     4.174      1152
    15.200   135.332  1009.270   231.880     7.195   234.092     4.311      1152
    15.200   135.493  1046.700   233.005     6.992   235.266     4.449      1152
    15.200   135.654  1084.266   233.596     3.667   235.939     4.596      1152
    15.200   135.815  1121.926   234.179     3.622   236.606     4.742      1152
    15.200   135.976  1159.680   234.762     3.621   237.272     4.888      1152
    15.200   136.137  1197.528   235.345     3.622   237.939     5.033      1152
    15.200   136.298  1235.470   235.928     3.621   238.605     5.178      1152
    15.200   136.459  1273.505   236.512     3.622   239.272     5.322      1152
    15.200   136.620  1311.634   237.095     3.621   239.938     5.467      1152
    15.200   136.781  1349.858   237.678     3.622   240.605     5.610      1152
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    15.100   129.126     0.948    17.804     0.000    17.812     0.053      1151
    15.100   129.282     5.763    44.649    25.740    44.672     0.129      1151
    15.100   129.438    14.348    59.040    92.335    59.072     0.243      1151
    15.100   129.593    23.887    63.270    27.136    63.314     0.377      1151
    15.100   129.749    34.147    68.485    33.459    68.545     0.498      1151
    15.100   129.905    45.235    75.292    43.670    75.367     0.600      1151
    15.100   130.061    57.380    79.866    29.348    79.962     0.718      1151
    15.100   130.217    70.091    83.169    21.196    83.288     0.842      1151
    15.100   130.373    83.678    96.074    82.791    96.212     0.870      1151
    15.100   130.529    99.456   104.107    51.541   104.279     0.954      1151
    15.100   130.685   115.840   106.368    14.511   106.579     1.087      1151
    15.100   130.840   132.979   112.313    38.138   112.583     1.181      1151
    15.100   130.996   150.712   115.321    19.297   115.671     1.303      1151
    15.100   131.152   169.182   126.876    74.141   127.299     1.329      1151
    15.100   131.308   190.455   144.462   112.825   144.973     1.314      1151
    15.100   131.464   214.957   171.051   170.588   171.630     1.252      1151
    15.100   131.620   242.497   181.011    63.900   181.646     1.335      1151
    15.100   131.776   270.935   183.473    15.797   184.158     1.471      1151
    15.100   131.931   299.683   186.258    17.864   186.970     1.603      1151
    15.100   132.087   329.594   195.047    56.391   195.794     1.683      1151
    15.100   132.243   360.099   196.355     8.392   197.143     1.827      1151
    15.100   132.399   390.803   197.625     8.148   198.456     1.969      1151
    15.100   132.555   421.692   198.580     6.130   199.471     2.114      1151
    15.100   132.711   452.693   199.212     4.053   200.178     2.261      1151
    15.100   132.867   483.792   199.844     4.053   200.885     2.408      1151
    15.100   133.022   514.993   200.521     4.346   201.634     2.554      1151
    15.100   133.178   546.299   201.127     3.887   202.322     2.700      1151
    15.100   133.334   577.681   201.556     2.749   202.853     2.848      1151
    15.100   133.490   609.132   202.049     3.166   203.443     2.994      1151
    15.100   133.646   640.669   202.622     3.676   204.104     3.139      1151
    15.100   133.802   672.312   203.485     5.535   205.036     3.279      1151
    15.100   133.958   704.122   204.903     9.103   206.516     3.410      1151
    15.100   134.114   736.275   209.129    27.115   210.796     3.493      1151
    15.100   134.269   769.659   216.232    45.566   217.926     3.532      1151
    15.100   134.425   803.544   218.534    14.772   220.256     3.648      1151
    15.100   134.581   837.782   220.802    14.552   222.552     3.764      1151
    15.100   134.737   872.374   223.070    14.551   224.848     3.880      1151
    15.100   134.893   907.320   225.337    14.540   227.143     3.994      1151
    15.100   135.049   942.611   227.509    13.940   229.344     4.110      1151
    15.100   135.205   978.241   229.682    13.941   231.545     4.225      1151
    15.100   135.360  1014.210   231.855    13.940   233.747     4.339      1151
    15.100   135.516  1050.502   233.590    11.130   235.518     4.460      1151
    15.100   135.672  1086.998   234.717     7.230   236.700     4.592      1151
    15.100   135.828  1123.670   235.844     7.230   237.881     4.724      1151
    15.100   135.984  1160.517   236.970     7.230   239.063     4.854      1151
    15.100   136.140  1197.526   237.804     5.347   239.961     4.991      1151
    15.100   136.296  1234.643   238.472     4.289   240.700     5.129      1151
    15.100   136.451  1271.864   239.141     4.289   241.439     5.268      1151
    15.100   136.607  1309.190   239.810     4.289   242.178     5.406      1151
    15.100   136.763  1346.620   240.478     4.289   242.917     5.544      1151
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    15.000   129.576     2.939    38.008     0.000    38.013     0.077      1150
    15.000   129.723    10.019    56.890    26.077    56.909     0.176      1150
    15.000   129.869    19.699    75.184   124.896    75.215     0.262      1150
    15.000   130.016    31.007    78.895    25.342    78.947     0.393      1150
    15.000   130.162    43.178    86.456    51.622    86.530     0.499      1150
    15.000   130.309    56.679    97.204    73.385    97.299     0.583      1150
    15.000   130.455    71.872   117.902   141.331   118.008     0.609      1150
    15.000   130.602    89.448   121.537    24.818   121.659     0.735      1150
    15.000   130.748   107.407   123.459    13.121   123.605     0.869      1150
    15.000   130.895   125.630   125.982    17.229   126.164     0.996      1150
    15.000   131.041   145.951   153.222   185.994   153.464     0.951      1150
    15.000   131.188   169.813   170.662   119.073   170.950     0.993      1150
    15.000   131.334   196.248   187.499   114.963   187.827     1.045      1150
    15.000   131.480   224.170   192.318    32.902   192.677     1.163      1150
    15.000   131.627   252.418   193.420     7.526   193.817     1.302      1150
    15.000   131.773   280.822   194.411     6.761   194.852     1.441      1150
    15.000   131.920   309.349   195.103     4.725   195.605     1.581      1150
    15.000   132.066   337.969   195.713     4.167   196.282     1.722      1150
    15.000   132.213   366.677   196.372     4.498   197.007     1.861      1150
    15.000   132.359   395.513   197.395     6.987   198.081     1.997      1150
    15.000   132.506   424.540   198.991    10.894   199.722     2.126      1150
    15.000   132.652   453.865   201.921    20.008   202.694     2.239      1150
    15.000   132.799   483.550   203.456    10.483   204.275     2.367      1150
    15.000   132.945   513.454   204.674     8.317   205.548     2.498      1150
    15.000   133.092   543.468   205.178     3.437   206.131     2.637      1150
    15.000   133.238   573.555   205.680     3.432   206.714     2.775      1150
    15.000   133.384   603.716   206.181     3.420   207.294     2.912      1150
    15.000   133.531   633.948   206.651     3.207   207.849     3.050      1150
    15.000   133.677   664.252   208.300    11.259   209.583     3.169      1150
    15.000   133.824   695.081   213.530    35.709   214.866     3.235      1150
    15.000   133.970   726.723   217.706    28.511   219.080     3.317      1150
    15.000   134.117   758.716   219.184    10.095   220.597     3.439      1150
    15.000   134.263   791.157   225.002    39.725   226.442     3.494      1150
    15.000   134.410   824.409   228.580    24.427   230.040     3.584      1150
    15.000   134.556   857.992   229.826     8.504   231.328     3.709      1150
    15.000   134.703   891.727   230.855     7.026   232.402     3.837      1150
    15.000   134.849   925.614   231.884     7.026   233.475     3.965      1150
    15.000   134.995   959.651   232.913     7.026   234.549     4.091      1150
    15.000   135.142   993.839   233.942     7.026   235.622     4.218      1150
    15.000   135.288  1028.177   234.971     7.026   236.696     4.344      1150
    15.000   135.435  1062.667   236.000     7.026   237.769     4.469      1150
    15.000   135.581  1097.284   236.636     4.345   238.474     4.601      1150
    15.000   135.728  1131.980   237.160     3.577   239.075     4.735      1150
    15.000   135.874  1166.753   237.684     3.578   239.676     4.868      1150
    15.000   136.021  1201.603   238.208     3.578   240.276     5.001      1150
    15.000   136.167  1236.529   238.732     3.577   240.877     5.133      1150
    15.000   136.314  1271.533   239.256     3.578   241.478     5.266      1150
    15.000   136.460  1306.612   239.780     3.577   242.079     5.397      1150
    15.000   136.607  1341.769   240.304     3.578   242.680     5.529      1150
    15.000   136.753  1377.003   240.828     3.577   243.280     5.660      1150
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    14.900   129.909     4.392    52.061     0.000    52.065     0.084      1149
    14.900   130.049    12.884    66.626    25.983    66.635     0.193      1149
    14.900   130.188    23.072    77.421    77.480    77.437     0.298      1149
    14.900   130.327    34.321    84.691    52.171    84.714     0.405      1149
    14.900   130.467    46.727    93.120    60.500    93.149     0.502      1149
    14.900   130.606    60.565   110.099   121.844   110.132     0.550      1149
    14.900   130.745    78.332   139.044   207.754   139.084     0.563      1149
    14.900   130.885    98.434   150.402    81.509   150.450     0.654      1149
    14.900   131.024   121.663   178.401   200.958   178.457     0.682      1149
    14.900   131.163   146.981   183.777    38.581   183.843     0.799      1149
    14.900   131.303   172.880   187.590    27.366   187.669     0.921      1149
    14.900   131.442   199.202   190.130    18.229   190.225     1.047      1149
    14.900   131.581   225.830   192.090    14.069   192.205     1.175      1149
    14.900   131.721   252.773   194.762    19.172   194.892     1.297      1149
    14.900   131.860   280.040   196.399    11.754   196.557     1.425      1149
    14.900   131.999   307.514   198.051    11.851   198.233     1.551      1149
    14.900   132.139   335.234   199.835    12.809   200.040     1.676      1149
    14.900   132.278   363.184   201.225     9.974   201.459     1.803      1149
    14.900   132.417   391.304   202.434     8.676   202.699     1.930      1149
    14.900   132.557   419.599   203.712     9.173   204.008     2.057      1149
    14.900   132.696   448.059   204.730     7.307   205.064     2.185      1149
    14.900   132.835   476.680   206.360    11.697   206.725     2.306      1149
    14.900   132.975   505.994   212.892    46.877   213.278     2.372      1149
    14.900   133.114   535.790   214.792    13.633   215.199     2.490      1149
    14.900   133.253   565.816   216.078     9.231   216.520     2.613      1149
    14.900   133.393   596.003   217.251     8.422   217.732     2.737      1149
    14.900   133.532   626.455   219.869    18.786   220.383     2.843      1149
    14.900   133.671   657.275   222.225    16.910   222.783     2.950      1149
    14.900   133.811   688.349   223.798    11.286   224.402     3.067      1149
    14.900   133.950   719.618   224.959     8.333   225.613     3.190      1149
    14.900   134.089   751.036   226.010     7.547   226.715     3.313      1149
    14.900   134.229   782.599   227.004     7.134   227.753     3.436      1149
    14.900   134.368   814.295   227.984     7.033   228.775     3.559      1149
    14.900   134.507   846.159   229.417    10.284   230.239     3.675      1149
    14.900   134.647   878.228   230.901    10.650   231.752     3.790      1149
    14.900   134.786   910.504   232.385    10.651   233.265     3.903      1149
    14.900   134.925   942.987   233.869    10.650   234.778     4.017      1149
    14.900   135.065   975.677   235.353    10.651   236.291     4.129      1149
    14.900   135.204  1008.574   236.837    10.650   237.804     4.241      1149
    14.900   135.343  1041.677   238.321    10.651   239.317     4.353      1149
    14.900   135.483  1074.986   239.685     9.792   240.715     4.466      1149
    14.900   135.622  1108.425   240.257     4.099   241.352     4.593      1149
    14.900   135.761  1141.938   240.784     3.783   241.948     4.720      1149
    14.900   135.901  1175.525   241.311     3.783   242.545     4.847      1149
    14.900   136.040  1209.184   241.838     3.783   243.141     4.973      1149
    14.900   136.179  1242.917   242.365     3.783   243.737     5.099      1149
    14.900   136.319  1276.725   242.892     3.783   244.333     5.225      1149
    14.900   136.458  1310.604   243.419     3.783   244.930     5.351      1149
    14.900   136.597  1344.558   243.946     3.783   245.526     5.476      1149
    14.900   136.737  1378.585   244.473     3.783   246.122     5.601      1149
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    14.800   130.066     2.741    37.547     0.000    37.556     0.073      1148
    14.800   130.202     9.522    63.260    27.730    63.282     0.150      1148
    14.800   130.338    18.885    77.655   105.918    77.721     0.243      1148
    14.800   130.474    31.841   118.190   298.252   118.311     0.269      1148
    14.800   130.610    49.541   142.286   177.311   142.443     0.348      1148
    14.800   130.745    70.527   160.672   135.283   160.840     0.438      1148
    14.800   130.881    92.737   165.189    33.239   165.370     0.561      1148
    14.800   131.017   115.533   170.892    41.962   171.081     0.675      1148
    14.800   131.153   139.203   179.588    63.986   179.788     0.774      1148
    14.800   131.289   164.473   190.823    82.670   191.036     0.861      1148
    14.800   131.425   190.606   193.640    20.728   193.866     0.983      1148
    14.800   131.561   217.067   195.663    14.885   195.908     1.108      1148
    14.800   131.697   243.820   198.429    20.353   198.692     1.227      1148
    14.800   131.833   271.085   203.633    38.288   203.911     1.329      1148
    14.800   131.969   299.020   206.741    22.874   207.039     1.444      1148
    14.800   132.104   327.222   208.239    11.020   208.564     1.569      1148
    14.800   132.240   355.602   209.369     8.316   209.730     1.696      1148
    14.800   132.376   384.129   210.442     7.891   210.840     1.822      1148
    14.800   132.512   412.893   213.244    20.618   213.665     1.932      1148
    14.800   132.648   442.149   219.383    45.171   219.822     2.011      1148
    14.800   132.784   472.084   221.154    13.031   221.618     2.130      1148
    14.800   132.920   502.246   222.567    10.398   223.061     2.252      1148
    14.800   133.056   532.568   223.590     7.526   224.122     2.376      1148
    14.800   133.192   563.004   224.321     5.380   224.902     2.503      1148
    14.800   133.328   593.539   224.986     4.895   225.624     2.631      1148
    14.800   133.463   624.151   225.513     3.881   226.225     2.759      1148
    14.800   133.599   654.835   226.022     3.744   226.808     2.887      1148
    14.800   133.735   685.582   226.461     3.232   227.327     3.016      1148
    14.800   133.871   716.389   226.907     3.276   227.852     3.144      1148
    14.800   134.007   747.257   227.372     3.428   228.396     3.272      1148
    14.800   134.143   778.193   227.974     4.427   229.065     3.397      1148
    14.800   134.279   809.236   228.869     6.585   230.004     3.518      1148
    14.800   134.415   840.425   230.175     9.612   231.340     3.633      1148
    14.800   134.551   871.800   231.557    10.166   232.749     3.746      1148
    14.800   134.687   903.363   232.939    10.168   234.158     3.858      1148
    14.800   134.823   935.114   234.320    10.166   235.566     3.970      1148
    14.800   134.958   967.053   235.702    10.166   236.975     4.081      1148
    14.800   135.094   999.180   237.084    10.168   238.384     4.191      1148
    14.800   135.230  1031.494   238.466    10.166   239.792     4.302      1148
    14.800   135.366  1063.997   239.847    10.168   241.201     4.411      1148
    14.800   135.502  1096.681   241.092     9.158   242.476     4.523      1148
    14.800   135.638  1129.505   241.940     6.241   243.371     4.641      1148
    14.800   135.774  1162.441   242.769     6.100   244.249     4.759      1148
    14.800   135.910  1195.492   243.598     6.101   245.126     4.877      1148
    14.800   136.046  1228.653   244.427     6.101   246.004     4.994      1148
    14.800   136.182  1261.918   245.054     4.612   246.690     5.115      1148
    14.800   136.317  1295.260   245.613     4.109   247.311     5.237      1148
    14.800   136.453  1328.678   246.171     4.109   247.932     5.359      1148
    14.800   136.589  1362.171   246.730     4.109   248.553     5.480      1148
    14.800   136.725  1395.740   247.288     4.109   249.174     5.601      1148
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    14.700   129.664     0.873     8.564     0.000     8.573     0.102      1147
    14.700   129.808     2.356    12.399    33.956    12.421     0.190      1147
    14.700   129.952     4.636    18.214    40.412    18.247     0.254      1147
    14.700   130.096     8.063    31.642    93.323    31.699     0.254      1147
    14.700   130.239    17.078    89.196   400.026    89.269     0.191      1147
    14.700   130.383    34.787   138.741   344.322   138.826     0.251      1147
    14.700   130.527    55.338   146.131    51.366   146.223     0.378      1147
    14.700   130.671    77.072   155.065    62.088   155.165     0.497      1147
    14.700   130.815   100.038   163.394    57.885   163.503     0.612      1147
    14.700   130.959   124.133   169.986    45.819   170.107     0.730      1147
    14.700   131.103   149.045   175.234    36.470   175.367     0.850      1147
    14.700   131.247   174.722   182.974    53.794   183.114     0.954      1147
    14.700   131.391   201.491   189.015    41.986   189.164     1.065      1147
    14.700   131.534   229.451   201.031    83.507   201.187     1.140      1147
    14.700   131.678   258.647   204.186    21.930   204.359     1.266      1147
    14.700   131.822   288.167   206.073    13.113   206.272     1.397      1147
    14.700   131.966   317.936   207.693    11.258   207.919     1.529      1147
    14.700   132.110   347.925   209.163    10.217   209.418     1.661      1147
    14.700   132.254   378.127   210.668    10.464   210.952     1.792      1147
    14.700   132.398   408.545   212.021     9.402   212.338     1.924      1147
    14.700   132.542   439.122   212.998     6.791   213.358     2.058      1147
    14.700   132.685   469.847   214.196     8.322   214.592     2.189      1147
    14.700   132.829   500.771   215.611     9.838   216.038     2.318      1147
    14.700   132.973   531.875   216.733     7.800   217.197     2.449      1147
    14.700   133.117   563.140   217.851     7.764   218.351     2.579      1147
    14.700   133.261   594.573   219.162     9.113   219.694     2.706      1147
    14.700   133.405   626.211   220.589     9.919   221.151     2.832      1147
    14.700   133.549   658.047   221.937     9.366   222.530     2.957      1147
    14.700   133.693   690.072   223.168     8.560   223.796     3.083      1147
    14.700   133.837   722.477   227.978    33.424   228.649     3.160      1147
    14.700   133.980   755.609   232.507    31.476   233.227     3.240      1147
    14.700   134.124   789.442   236.463    27.500   237.220     3.328      1147
    14.700   134.268   823.539   237.501     7.215   238.298     3.456      1147
    14.700   134.412   857.789   238.584     7.526   239.419     3.583      1147
    14.700   134.556   892.198   239.701     7.759   240.573     3.709      1147
    14.700   134.700   926.767   240.817     7.758   241.727     3.834      1147
    14.700   134.844   961.497   241.933     7.759   242.881     3.959      1147
    14.700   134.988   996.388   243.050     7.758   244.035     4.083      1147
