1715.90015,,-1384.09985
1752.38159,,-1347.61841
1653.78381,,-1446.21619
1634.04639,,-1465.95361
1766.71851,,-1333.28149
1703.6532,,-1396.3468
1653.78381,,-1446.21619
1715.90015,,-1384.09985
1729.78455,,-1370.21545
1674.24731,,-1425.75269
1729.78455,,-1370.21545
1618.47632,,-1481.52368
1592.21484,,-1507.78516
1595.35693,,-1504.64307
1607.77283,,-1492.22717
1676.33716,,-1423.66284
1680.51697,,-1419.48303
1627.46729,,-1472.53271
1623.30005,,-1476.69995
1567.91919,,-1532.08081
1577.71033,,-1522.28967
1538.37366,,-1561.62634
1571.39929,,-1528.60071
1640.78235,,-1459.21765
1630.54932,,-1469.45068
1565.06445,,-1534.93555
1371.30591,,-1728.69409
1500.71277,,-1599.28723
1549.72998,,-1550.27002
1533.70789,,-1566.29211
1504.3551,,-1595.6449
1554.2063,,-1545.7937
1538.39746,,-1561.60254
1464.0011,,-1635.9989
1504.3551,,-1595.6449
1557.15576,,-1542.84424
1600.40833,,-1499.59167
1599.4812,,-1500.5188
1520.37622,,-1579.62378
1575.82788,,-1524.17212
1563.34827,,-1536.65173
1567.06543,,-1532.93457
1552.41858,,-1547.58142
1496.98914,,-1603.01086
1543.08704,,-1556.91296
1554.2063,,-1545.7937
1575.82788,,-1524.17212
1560.84912,,-1539.15088
1542.82617,,-1557.17383
1464.7179,,-1635.2821
1440.8728,,-1659.1272
1400.69507,,-1699.30493
1480.85352,,-1619.14648
1522.12354,,-1577.87646
1536.39746,,-1563.60254
1473.37305,,-1626.62695
1432.44666,,-1667.55334
1440.8728,,-1659.1272
1464.7179,,-1635.2821
1522.12354,,-1577.87646
1543.5343,,-1556.4657
1556.63391,,-1543.36609
1479.90771,,-1620.09229
1488.33398,,-1611.66602
1496.98914,,-1603.01086
1424.62268,,-1675.37732
1448.58228,,-1651.41772
1456.29163,,-1643.70837
1534.87915,,-1565.12085
1561.84534,,-1538.15466
1573.99316,,-1526.00684
1579.92468,,-1520.07532
1558.77722,,-1541.22278
1560.84912,,-1539.15088
1554.06384,,-1545.93616
1575.73315,,-1524.26685
1596.17017,,-1503.82983
1603.60559,,-1496.39441
1632.64758,,-1467.35242
1622.80042,,-1477.19958
1618.47632,,-1481.52368
1601.15076,,-1498.84924
1599.4812,,-1500.5188
1601.15076,,-1498.84924
1740.40417,,-1359.59583
1729.33191,,-1370.66809
1651.91455,,-1448.08545
1676.33716,,-1423.66284
1857.16199,,-1242.83801
1871.651,,-1228.349
1810.47083,,-1289.52917
1743.66882,,-1356.33118
1766.71851,,-1333.28149
1647.20471,,-1452.79529
1653.78381,,-1446.21619
1640.93921,,-1459.06079
1650.04529,,-1449.95471
1692.49438,,-1407.50562
1620.84521,,-1479.15479
1640.31201,,-1459.68799
1618.47632,,-1481.52368
1584.24939,,-1515.75061
1543.08704,,-1556.91296
1567.63452,,-1532.36548
1505.87341,,-1594.12659
1578.39795,,-1521.60205
1611.04089,,-1488.95911
1571.22449,,-1528.77551
1586.35425,,-1513.64575
1416.31091,,-1683.68909
1408.37256,,-1691.62744
1440.8728,,-1659.1272
1393.65613,,-1706.34387
1459.10901,,-1640.89099
1543.66138,,-1556.33862
1449.13391,,-1650.86609
1577.75195,,-1522.24805
1567.30579,,-1532.69421
1608.73669,,-1491.26331
1431.62451,,-1668.37549
1522.14233,,-1577.85767
1483.2821,,-1616.7179
1437.28418,,-1662.71582
1423.21741,,-1676.78259
1533.69263,,-1566.30737
1468.75513,,-1631.24487
1562.78223,,-1537.21777
1563.6449,,-1536.3551
1569.87769,,-1530.12231
1622.75452,,-1477.24548
1636.84412,,-1463.15588
1531.3512,,-1568.6488
1567.06543,,-1532.93457
1611.85425,,-1488.14575
1684.69666,,-1415.30334
1652.18652,,-1447.81348
1739.31604,,-1360.68396
1828.18396,,-1271.81604
1888.16382,,-1211.83618
1833.81921,,-1266.18079
1843.29382,,-1256.70618
1791.9447,,-1308.0553
1683.7688,,-1416.2312
1716.26624,,-1383.73376
1702.01587,,-1397.98413
1776.33655,,-1323.66345
1776.33655,,-1323.66345
1744.75696,,-1355.24304
1764.35913,,-1335.64087
1766.71851,,-1333.28149
1855.15735,,-1244.84265
1853.15271,,-1246.84729
1920.08447,,-1179.91553
2263.26978,,-836.73022
2630.07495,,-469.92505
2851.19995,,-248.80005
3087.5979,,-12.4021
3228.0002976,,3.8464399999998,1.04
3493.3335944,,258.97461,1.04
3715.9758584,,473.05371,1.04
3945.3992032,,693.65308,1.04
4098.9005096,,841.25049,1.04
3716.31689,,616.31689,1
3389.68774,,289.68774,1
3123.46509,,23.46509,1
3277.8207396,,66.97656,1.035
3323.3412816,,110.95776,1.035
3471.21842805,,253.83423,1.035
3786.43479885,,558.39111,1.035
4126.24279035,,886.70801,1.035
3940.62646,,840.62646
3863.625,,763.625
3655.61572,,555.61572
3563.10596,,463.10596
3617.4314,,517.4314
3625.21167,,525.21167
3608.92676,,508.92676
3648.56445,,548.56445
3656.43164,,556.43164
3574.49902,,474.49902
3477.46997,,377.46997
3107.1377,,7.1377000000002
2911.33594,,-188.66406
2919.35474,,-180.64526
2999.00342,,-100.99658
2906.12036,,-193.87964
2839.68677,,-260.31323
2808.20996,,-291.79004
2774.9668,,-325.0332
2677.94434,,-422.05566
2703.99634,,-396.00366
2675.64893,,-424.35107
2635.67334,,-464.32666
2613.24487,,-486.75513
2600.48096,,-499.51904
2577.8374,,-522.1626
2407.35181,,-692.64819
2352.70386,,-747.29614
2518.69922,,-581.30078
2514.20703,,-585.79297
2491.15015,,-608.84985
2474.18774,,-625.81226
2458.37939,,-641.62061
2457.80664,,-642.19336
2414.34326,,-685.65674
2413.2793,,-686.7207
2427.33228,,-672.66772
2422.23193,,-677.76807
2399.63208,,-700.36792
2348.81226,,-751.18774
2382.19214,,-717.80786
2354.31274,,-745.68726
2333.86841,,-766.13159
2276.52881,,-823.47119
2283.00781,,-816.99219
2333.86841,,-766.13159
2210.89502,,-889.10498
2293.86035,,-806.13965
2293.53247,,-806.46753
2276.52881,,-823.47119
2184.21069,,-915.78931
2135.81885,,-964.18115
2202.42896,,-897.57104
2187.76733,,-912.23267
2077.67969,,-1022.32031
2083.54858,,-1016.45142
2165.8291,,-934.1709
2307.29663,,-792.70337
2245.76099,,-854.23901
2423.10376,,-676.89624
2541.1438,,-558.8562
2607.7876,,-492.2124
2612.75269,,-487.24731
2671.44385,,-428.55615
2668.45288,,-431.54712
2606.61694,,-493.38306
2586.61084,,-513.38916
2531.30371,,-568.69629
2485.43384,,-614.56616
2444.79199,,-655.20801
2453.73486,,-646.26514
2499.09692,,-600.90308
2560.29028,,-539.70972
2564.35986,,-535.64014
2440.13745,,-659.86255
2377.46802,,-722.53198
2359.04688,,-740.95312
2363.29541,,-736.70459
2290.02441,,-809.97559
2314.33521,,-785.66479
2367.03247,,-732.96753
2269.39404,,-830.60596
2166.02026,,-933.97974
2021.57532,,-1078.42468
2077.67969,,-1022.32031
2141.31836,,-958.68164
2162.53125,,-937.46875
2234.25781,,-865.74219
2135.81885,,-964.18115
