 "ZEIT[h]" "ZRET  1" "ZRETO  1"
  282.167   140.600   140.600
  282.333   140.600   140.600
  282.500   140.600   140.600
  282.667   140.600   140.600
  282.833   140.600   140.600
  283.000   140.600   140.600
  283.167   140.600   140.600
  283.333   140.600   140.600
  283.500   140.600   140.600
  283.667   140.600   140.600
  283.833   140.600   140.600
  284.000   140.600   140.600
  284.167   140.600   140.600
  284.333   140.600   140.600
  284.500   140.600   140.600
  284.667   140.600   140.600
  284.833   140.600   140.600
  285.000   140.600   140.600
  285.167   140.600   140.600
  285.333   140.600   140.600
  285.500   140.600   140.600
  285.667   140.600   140.600
  285.833   140.600   140.600
  286.000   140.600   140.600
  286.167   140.600   140.600
  286.333   140.600   140.600
  286.500   140.600   140.600
  286.667   140.600   140.600
  286.833   140.600   140.600
  287.000   140.600   140.600
  287.167   140.600   140.600
  287.333   140.600   140.600
  287.500   140.600   140.600
  287.667   140.600   140.600
  287.833   140.600   140.600
  288.000   140.600   140.600
  288.167   140.600   140.600
  288.333   140.600   140.600
  288.500   140.600   140.600
  288.667   140.600   140.600
  288.833   140.600   140.600
  289.000   140.600   140.600
  289.167   140.600   140.600
  289.333   140.600   140.600
  289.500   140.600   140.600
  289.667   140.600   140.600
  289.833   140.600   140.600
  290.000   140.600   140.600
  290.167   140.600   140.600
  290.333   140.600   140.600
  290.500   140.600   140.600
  290.667   140.600   140.600
  290.833   140.600   140.600
  291.000   140.600   140.600
  291.167   140.600   140.600
  291.333   140.600   140.600
  291.500   140.600   140.600
  291.667   140.600   140.600
  291.833   140.600   140.600
  292.000   140.600   140.600
  292.167   140.600   140.600
  292.333   140.600   140.600
  292.500   140.600   140.600
  292.667   140.600   140.600
  292.833   140.600   140.600
  293.000   140.600   140.600
  293.167   140.600   140.600
  293.333   140.600   140.600
  293.500   140.600   140.600
  293.667   140.600   140.600
  293.833   140.600   140.600
  294.000   140.600   140.600
  294.167   140.600   140.600
  294.333   140.600   140.600
  294.500   140.600   140.600
  294.667   140.600   140.600
  294.833   140.600   140.600
  295.000   140.600   140.600
  295.167   140.600   140.600
  295.333   140.600   140.600
  295.500   140.600   140.600
  295.667   140.600   140.600
  295.833   140.600   140.600
  296.000   140.600   140.600
  296.167   140.600   140.600
  296.333   140.600   140.600
  296.500   140.600   140.600
  296.667   140.600   140.600
  296.833   140.600   140.600
  297.000   140.600   140.600
  297.167   140.600   140.600
  297.333   140.600   140.600
  297.500   140.600   140.600
  297.667   140.600   140.600
  297.833   140.600   140.600
  298.000   140.600   140.600
  298.167   140.600   140.600
  298.333   140.600   140.600
  298.500   140.600   140.600
  298.667   140.600   140.600
  298.833   140.600   140.600
  299.000   140.600   140.600
  299.167   140.600   140.600
  299.333   140.600   140.600
  299.500   140.600   140.600
  299.667   140.600   140.600
  299.833   140.600   140.600
  300.000   140.600   140.600
  300.167   140.600   140.600
  300.333   140.600   140.600
  300.500   140.600   140.600
  300.667   140.600   140.600
  300.833   140.600   140.600
  301.000   140.600   140.600
  301.167   140.600   140.600
  301.333   140.600   140.600
  301.500   140.600   140.600
  301.667   140.600   140.600
  301.833   140.600   140.600
  302.000   140.600   140.600
  302.167   140.600   140.600
  302.333   140.600   140.600
  302.500   140.600   140.600
  302.667   140.600   140.600
  302.833   140.600   140.600
  303.000   140.600   140.600
  303.167   140.600   140.600
  303.333   140.600   140.600
  303.500   140.600   140.600
  303.667   140.600   140.600
  303.833   140.600   140.600
  304.000   140.600   140.600
  304.167   140.600   140.600
  304.333   140.600   140.600
  304.500   140.600   140.600
  304.667   140.600   140.600
  304.833   140.600   140.600
  305.000   140.600   140.600
  305.167   140.600   140.600
  305.333   140.600   140.600
  305.500   140.600   140.600
  305.667   140.600   140.600
  305.833   140.600   140.600
  306.000   140.600   140.600
  306.167   140.600   140.600
  306.333   140.600   140.600
  306.500   140.600   140.600
  306.667   140.600   140.600
  306.833   140.600   140.600
  307.000   140.600   140.600
  307.167   140.600   140.600
  307.333   140.600   140.600
  307.500   140.600   140.600
  307.667   140.600   140.600
  307.833   140.600   140.600
  308.000   140.600   140.600
  308.167   140.600   140.600
  308.333   140.600   140.600
  308.500   140.600   140.600
  308.667   140.600   140.600
  308.833   140.600   140.600
  309.000   140.600   140.600
  309.167   140.600   140.600
  309.333   140.600   140.600
  309.500   140.600   140.600
  309.667   140.600   140.600
  309.833   140.600   140.600
  310.000   140.600   140.600
  310.167   140.600   140.600
  310.333   140.600   140.600
  310.500   140.600   140.600
  310.667   140.600   140.600
  310.833   140.600   140.600
  311.000   140.600   140.600
  311.167   140.600   140.600
  311.333   140.600   140.600
  311.500   140.600   140.600
  311.667   140.600   140.600
  311.833   140.600   140.600
  312.000   140.600   140.600
  312.167   140.600   140.600
  312.333   140.600   140.600
  312.500   140.600   140.600
  312.667   140.600   140.600
  312.833   140.600   140.600
  313.000   140.600   140.600
  313.167   140.600   140.600
  313.333   140.600   140.600
  313.500   140.600   140.600
  313.667   140.600   140.600
  313.833   140.600   140.600
  314.000   140.600   140.600
  314.167   140.600   140.600
  314.333   140.600   140.600
  314.500   140.600   140.600
  314.667   140.600   140.600
  314.833   140.600   140.600
  315.000   140.600   140.600
  315.167   140.600   140.600
  315.333   140.600   140.600
  315.500   140.600   140.600
  315.667   140.600   140.600
  315.833   140.600   140.600
  316.000   140.600   140.600
  316.167   140.600   140.600
  316.333   140.600   140.600
  316.500   140.600   140.600
  316.667   140.600   140.600
  316.833   140.600   140.600
  317.000   140.600   140.600
  317.167   140.600   140.600
  317.333   140.600   140.600
  317.500   140.600   140.600
  317.667   140.600   140.600
  317.833   140.600   140.600
  318.000   140.600   140.600
  318.167   140.600   140.600
  318.333   140.600   140.600
  318.500   140.600   140.600
  318.667   140.600   140.600
  318.833   140.600   140.600
  319.000   140.600   140.600
  319.167   140.600   140.600
  319.333   140.600   140.600
  319.500   140.600   140.600
  319.667   140.600   140.600
  319.833   140.600   140.600
  320.000   140.600   140.600
  320.167   140.600   140.600
  320.333   140.600   140.600
  320.500   140.600   140.600
  320.667   140.600   140.600
  320.833   140.600   140.600
  321.000   140.600   140.600
  321.167   140.600   140.600
  321.333   140.600   140.600
  321.500   140.600   140.600
  321.667   140.600   140.600
  321.833   140.600   140.600
  322.000   140.600   140.600
  322.167   140.600   140.600
  322.333   140.600   140.600
  322.500   140.600   140.600
  322.667   140.600   140.600
  322.833   140.600   140.600
  323.000   140.600   140.600
  323.167   140.600   140.600
  323.333   140.600   140.600
  323.500   140.600   140.600
  323.667   140.600   140.600
  323.833   140.600   140.600
  324.000   140.600   140.600
  324.167   140.600   140.600
  324.333   140.600   140.600
  324.500   140.600   140.600
  324.667   140.600   140.600
  324.833   140.600   140.600
  325.000   140.600   140.600
  325.167   140.600   140.600
  325.333   140.600   140.600
  325.500   140.600   140.600
  325.667   140.600   140.600
  325.833   140.600   140.600
  326.000   140.600   140.600
  326.167   140.600   140.600
  326.333   140.600   140.600
  326.500   140.600   140.600
  326.667   140.600   140.600
  326.833   140.600   140.600
  327.000   140.600   140.600
  327.167   140.600   140.600
  327.333   140.600   140.600
  327.500   140.600   140.600
  327.667   140.600   140.600
  327.833   140.600   140.600
  328.000   140.600   140.600
  328.167   140.600   140.600
  328.333   140.600   140.600
  328.500   140.600   140.600
  328.667   140.600   140.600
  328.833   140.600   140.600
  329.000   140.600   140.600
  329.167   140.600   140.600
  329.333   140.600   140.600
  329.500   140.600   140.600
  329.667   140.600   140.600
  329.833   140.600   140.600
  330.000   140.600   140.600
  330.167   140.600   140.600
  330.333   140.600   140.600
  330.500   140.600   140.600
  330.667   140.600   140.600
  330.833   140.600   140.600
  331.000   140.600   140.600
  331.167   140.600   140.600
  331.333   140.600   140.600
  331.500   140.600   140.600
  331.667   140.600   140.600
  331.833   140.600   140.600
  332.000   140.600   140.600
  332.167   140.600   140.600
  332.333   140.600   140.600
  332.500   140.600   140.600
  332.667   140.600   140.600
  332.833   140.600   140.600
  333.000   140.600   140.600
  333.167   140.600   140.600
  333.333   140.600   140.600
  333.500   140.600   140.600
  333.667   140.600   140.600
  333.833   140.600   140.600
  334.000   140.600   140.600
  334.167   140.600   140.600
  334.333   140.600   140.600
  334.500   140.600   140.600
  334.667   140.600   140.600
  334.833   140.600   140.600
  335.000   140.600   140.600
  335.167   140.600   140.600
  335.333   140.600   140.600
  335.500   140.600   140.600
  335.667   140.600   140.600
  335.833   140.600   140.600
  336.000   140.600   140.600
  336.167   140.600   140.600
  336.333   140.600   140.600
  336.500   140.600   140.600
  336.667   140.600   140.600
  336.833   140.600   140.600
  337.000   140.600   140.600
  337.167   140.600   140.600
  337.333   140.600   140.600
  337.500   140.600   140.600
  337.667   140.600   140.600
  337.833   140.600   140.600
  338.000   140.600   140.600
  338.167   140.600   140.600
  338.333   140.600   140.600
  338.500   140.600   140.600
  338.667   140.600   140.600
  338.833   140.600   140.600
  339.000   140.600   140.600
  339.167   140.600   140.600
  339.333   140.600   140.600
  339.500   140.600   140.600
  339.667   140.600   140.600
  339.833   140.600   140.600
  340.000   140.600   140.600
  340.167   140.600   140.600
  340.333   140.600   140.600
  340.500   140.600   140.600
  340.667   140.600   140.600
  340.833   140.600   140.600
  341.000   140.600   140.600
  341.167   140.600   140.600
  341.333   140.600   140.600
  341.500   140.600   140.600
  341.667   140.600   140.600
  341.833   140.600   140.600
  342.000   140.600   140.600
  342.167   140.600   140.600
  342.333   140.600   140.600
  342.500   140.600   140.600
  342.667   140.600   140.600
  342.833   140.600   140.600
  343.000   140.600   140.600
  343.167   140.600   140.600
  343.333   140.600   140.600
  343.500   140.600   140.600
  343.667   140.600   140.600
  343.833   140.600   140.600
  344.000   140.600   140.600
  344.167   140.600   140.600
  344.333   140.600   140.600
  344.500   140.600   140.600
  344.667   140.600   140.600
  344.833   140.600   140.600
  345.000   140.600   140.600
  345.167   140.600   140.600
  345.333   140.600   140.600
  345.500   140.600   140.600
  345.667   140.600   140.600
  345.833   140.600   140.600
  346.000   140.600   140.600
  346.167   140.600   140.600
  346.333   140.600   140.600
  346.500   140.600   140.600
  346.667   140.600   140.600
  346.833   140.600   140.600
  347.000   140.600   140.600
  347.167   140.600   140.600
  347.333   140.600   140.600
  347.500   140.600   140.600
  347.667   140.600   140.600
  347.833   140.600   140.600
  348.000   140.600   140.600
  348.167   140.600   140.600
  348.333   140.600   140.600
  348.500   140.600   140.600
  348.667   140.600   140.600
  348.833   140.600   140.600
  349.000   140.600   140.600
  349.167   140.600   140.600
  349.333   140.600   140.600
  349.500   140.600   140.600
  349.667   140.600   140.600
  349.833   140.600   140.600
  350.000   140.600   140.600
  350.167   140.600   140.600
  350.333   140.600   140.600
  350.500   140.600   140.600
  350.667   140.600   140.600
  350.833   140.600   140.600
  351.000   140.600   140.600
  351.167   140.600   140.600
  351.333   140.600   140.600
  351.500   140.600   140.600
  351.667   140.600   140.600
  351.833   140.600   140.600
  352.000   140.600   140.600
  352.167   140.600   140.600
  352.333   140.600   140.600
  352.500   140.600   140.600
  352.667   140.600   140.600
  352.833   140.600   140.600
  353.000   140.600   140.600
  353.167   140.600   140.600
  353.333   140.600   140.600
  353.500   140.600   140.600
  353.667   140.600   140.600
  353.833   140.600   140.600
  354.000   140.600   140.600
  354.167   140.600   140.600
  354.333   140.600   140.600
  354.500   140.600   140.600
  354.667   140.600   140.600
  354.833   140.600   140.600
  355.000   140.600   140.600
  355.167   140.600   140.600
  355.333   140.600   140.600
  355.500   140.600   140.600
  355.667   140.600   140.600
  355.833   140.600   140.600
  356.000   140.600   140.600
  356.167   140.600   140.600
  356.333   140.600   140.600
  356.500   140.600   140.600
  356.667   140.600   140.600
  356.833   140.600   140.600
  357.000   140.600   140.600
  357.167   140.600   140.600
  357.333   140.600   140.600
  357.500   140.600   140.600
  357.667   140.600   140.600
  357.833   140.600   140.600
  358.000   140.600   140.600
  358.167   140.600   140.600
  358.333   140.600   140.600
  358.500   140.600   140.600
  358.667   140.600   140.600
  358.833   140.600   140.600
  359.000   140.600   140.600
  359.167   140.600   140.600
  359.333   140.600   140.600
  359.500   140.600   140.600
  359.667   140.600   140.600
  359.833   140.600   140.600
  360.000   140.600   140.600
  360.167   140.600   140.600
  360.333   140.600   140.600
  360.500   140.600   140.600
  360.667   140.600   140.600
  360.833   140.600   140.600
  361.000   140.600   140.600
  361.167   140.600   140.600
  361.333   140.600   140.600
  361.500   140.600   140.600
  361.667   140.600   140.600
  361.833   140.600   140.600
  362.000   140.600   140.600
  362.167   140.600   140.600
  362.333   140.600   140.600
  362.500   140.600   140.600
  362.667   140.600   140.600
  362.833   140.600   140.600
  363.000   140.600   140.600
  363.167   140.600   140.600
  363.333   140.600   140.600
  363.500   140.600   140.600
  363.667   140.600   140.600
  363.833   140.600   140.600
  364.000   140.600   140.600
  364.167   140.600   140.600
  364.333   140.600   140.600
  364.500   140.600   140.600
  364.667   140.600   140.600
  364.833   140.600   140.600
  365.000   140.600   140.600
  365.167   140.600   140.600
  365.333   140.600   140.600
  365.500   140.600   140.600
  365.667   140.600   140.600
  365.833   140.600   140.600
  366.000   140.600   140.600
  366.167   140.600   140.600
  366.333   140.600   140.600
  366.500   140.600   140.600
  366.667   140.600   140.600
  366.833   140.600   140.600
  367.000   140.600   140.600
  367.167   140.600   140.600
  367.333   140.600   140.600
  367.500   140.600   140.600
  367.667   140.600   140.600
  367.833   140.600   140.600
  368.000   140.600   140.600
  368.167   140.600   140.600
  368.333   140.600   140.600
  368.500   140.600   140.600
  368.667   140.600   140.600
  368.833   140.600   140.600
  369.000   140.600   140.600
  369.167   140.600   140.600
  369.333   140.600   140.600
  369.500   140.600   140.600
  369.667   140.600   140.600
  369.833   140.600   140.600
  370.000   140.600   140.600
  370.167   140.600   140.600
  370.333   140.600   140.600
  370.500   140.600   140.600
  370.667   140.600   140.600
  370.833   140.600   140.600
  371.000   140.600   140.600
  371.167   140.600   140.600
  371.333   140.600   140.600
  371.500   140.600   140.600
  371.667   140.600   140.600
  371.833   140.600   140.600
  372.000   140.600   140.600
  372.167   140.600   140.600
  372.333   140.600   140.600
  372.500   140.600   140.600
  372.667   140.600   140.600
  372.833   140.600   140.600
  373.000   140.600   140.600
  373.167   140.600   140.600
  373.333   140.600   140.600
  373.500   140.600   140.600
  373.667   140.600   140.600
  373.833   140.600   140.600
  374.000   140.600   140.600
  374.167   140.600   140.600
  374.333   140.600   140.600
  374.500   140.600   140.600
  374.667   140.600   140.600
  374.833   140.600   140.600
  375.000   140.600   140.600
  375.167   140.600   140.600
  375.333   140.600   140.600
  375.500   140.600   140.600
  375.667   140.600   140.600
  375.833   140.600   140.600
  376.000   140.600   140.600
  376.167   140.600   140.600
  376.333   140.600   140.600
  376.500   140.600   140.600
  376.667   140.600   140.600
  376.833   140.600   140.600
  377.000   140.600   140.600
  377.167   140.600   140.600
  377.333   140.600   140.600
  377.500   140.600   140.600
  377.667   140.600   140.600
  377.833   140.600   140.600
  378.000   140.600   140.600
  378.167   140.600   140.600
  378.333   140.600   140.600
  378.500   140.600   140.600
  378.667   140.600   140.600
  378.833   140.600   140.600
  379.000   140.600   140.600
  379.167   140.600   140.600
  379.333   140.600   140.600
  379.500   140.600   140.600
  379.667   140.600   140.600
  379.833   140.600   140.600
  380.000   140.600   140.600
  380.167   140.600   140.600
  380.333   140.600   140.600
  380.500   140.600   140.600
  380.667   140.600   140.600
  380.833   140.600   140.600
  381.000   140.600   140.600
  381.167   140.600   140.600
  381.333   140.600   140.600
  381.500   140.600   140.600
  381.667   140.600   140.600
  381.833   140.600   140.600
  382.000   140.600   140.600
  382.167   140.600   140.600
  382.333   140.600   140.600
  382.500   140.600   140.600
  382.667   140.600   140.600
  382.833   140.600   140.600
  383.000   140.600   140.600
  383.167   140.600   140.600
  383.333   140.600   140.600
  383.500   140.600   140.600
  383.667   140.600   140.600
  383.833   140.600   140.600
  384.000   140.600   140.600
  384.167   140.600   140.600
  384.333   140.600   140.600
  384.500   140.600   140.600
  384.667   140.600   140.600
  384.833   140.600   140.600
  385.000   140.600   140.600
  385.167   140.600   140.600
  385.333   140.600   140.600
  385.500   140.600   140.600
  385.667   140.600   140.600
  385.833   140.600   140.600
  386.000   140.600   140.600
  386.167   140.600   140.600
  386.333   140.600   140.600
  386.500   140.600   140.600
  386.667   140.600   140.600
  386.833   140.600   140.600
  387.000   140.600   140.600
  387.167   140.600   140.600
  387.333   140.600   140.600
  387.500   140.600   140.600
  387.667   140.600   140.600
  387.833   140.600   140.600
  388.000   140.600   140.600
  388.167   140.600   140.600
  388.333   140.600   140.600
  388.500   140.600   140.600
  388.667   140.600   140.600
  388.833   140.600   140.600
  389.000   140.600   140.600
  389.167   140.600   140.600
  389.333   140.600   140.600
  389.500   140.600   140.600
  389.667   140.600   140.600
  389.833   140.600   140.600
  390.000   140.600   140.600
  390.167   140.600   140.600
  390.333   140.600   140.600
  390.500   140.600   140.600
  390.667   140.600   140.600
  390.833   140.600   140.600
  391.000   140.600   140.600
  391.167   140.600   140.600
  391.333   140.600   140.600
  391.500   140.600   140.600
  391.667   140.600   140.600
  391.833   140.600   140.600
  392.000   140.600   140.600
  392.167   140.600   140.600
  392.333   140.600   140.600
  392.500   140.600   140.600
  392.667   140.600   140.600
  392.833   140.600   140.600
  393.000   140.600   140.600
  393.167   140.600   140.600
  393.333   140.600   140.600
  393.500   140.600   140.600
  393.667   140.600   140.600
  393.833   140.600   140.600
  394.000   140.600   140.600
  394.167   140.600   140.600
  394.333   140.600   140.600
  394.500   140.600   140.600
  394.667   140.600   140.600
  394.833   140.600   140.600
  395.000   140.600   140.600
  395.167   140.600   140.600
  395.333   140.600   140.600
  395.500   140.600   140.600
  395.667   140.600   140.600
  395.833   140.600   140.600
  396.000   140.600   140.600
  396.167   140.600   140.600
  396.333   140.600   140.600
  396.500   140.600   140.600
  396.667   140.600   140.600
  396.833   140.600   140.600
  397.000   140.600   140.600
  397.167   140.600   140.600
  397.333   140.600   140.600
  397.500   140.600   140.600
  397.667   140.600   140.600
  397.833   140.600   140.600
  398.000   140.600   140.600
  398.167   140.600   140.600
  398.333   140.600   140.600
  398.500   140.600   140.600
  398.667   140.600   140.600
  398.833   140.600   140.600
  399.000   140.600   140.600
  399.167   140.600   140.600
  399.333   140.600   140.600
  399.500   140.600   140.600
  399.667   140.600   140.600
  399.833   140.600   140.600
  400.000   140.600   140.600
  400.167   140.600   140.600
  400.333   140.600   140.600
  400.500   140.600   140.600
  400.667   140.600   140.600
  400.833   140.600   140.600
  401.000   140.600   140.600
  401.167   140.600   140.600
  401.333   140.600   140.600
  401.500   140.600   140.600
  401.667   140.600   140.600
  401.833   140.600   140.600
  402.000   140.600   140.600
  402.167   140.600   140.600
  402.333   140.600   140.600
  402.500   140.600   140.600
  402.667   140.600   140.600
  402.833   140.600   140.600
  403.000   140.600   140.600
  403.167   140.600   140.600
  403.333   140.600   140.600
  403.500   140.600   140.600
  403.667   140.600   140.600
  403.833   140.600   140.600
  404.000   140.600   140.600
  404.167   140.600   140.600
  404.333   140.600   140.600
  404.500   140.600   140.600
  404.667   140.600   140.600
  404.833   140.600   140.600
  405.000   140.600   140.600
  405.167   140.600   140.600
  405.333   140.600   140.600
  405.500   140.600   140.600
  405.667   140.600   140.600
  405.833   140.600   140.600
  406.000   140.600   140.600
  406.167   140.600   140.600
  406.333   140.600   140.600
  406.500   140.600   140.600
  406.667   140.600   140.600
  406.833   140.600   140.600
  407.000   140.600   140.600
  407.167   140.600   140.600
  407.333   140.600   140.600
  407.500   140.600   140.600
  407.667   140.600   140.600
  407.833   140.600   140.600
  408.000   140.600   140.600
  408.167   140.600   140.600
  408.333   140.600   140.600
  408.500   140.600   140.600
  408.667   140.600   140.600
  408.833   140.600   140.600
  409.000   140.600   140.600
  409.167   140.600   140.600
  409.333   140.600   140.600
  409.500   140.600   140.600
  409.667   140.600   140.600
  409.833   140.600   140.600
  410.000   140.600   140.600
  410.167   140.600   140.600
  410.333   140.600   140.600
  410.500   140.600   140.600
  410.667   140.600   140.600
  410.833   140.600   140.600
  411.000   140.600   140.600
  411.167   140.600   140.600
  411.333   140.600   140.600
  411.500   140.600   140.600
  411.667   140.600   140.600
  411.833   140.600   140.600
  412.000   140.600   140.600
  412.167   140.600   140.600
  412.333   140.600   140.600
  412.500   140.600   140.600
  412.667   140.600   140.600
  412.833   140.600   140.600
  413.000   140.600   140.600
  413.167   140.600   140.600
  413.333   140.600   140.600
  413.500   140.600   140.600
  413.667   140.600   140.600
  413.833   140.600   140.600
  414.000   140.600   140.600
  414.167   140.600   140.600
  414.333   140.600   140.600
  414.500   140.600   140.600
  414.667   140.600   140.600
  414.833   140.600   140.600
  415.000   140.600   140.600
  415.167   140.600   140.600
  415.333   140.600   140.600
  415.500   140.600   140.600
  415.667   140.600   140.600
  415.833   140.600   140.600
  416.000   140.600   140.600
  416.167   140.600   140.600
  416.333   140.600   140.600
  416.500   140.600   140.600
  416.667   140.600   140.600
  416.833   140.600   140.600
  417.000   140.600   140.600
  417.167   140.600   140.600
  417.333   140.600   140.600
  417.500   140.600   140.600
  417.667   140.600   140.600
  417.833   140.600   140.600
  418.000   140.600   140.600
  418.167   140.600   140.600
  418.333   140.600   140.600
  418.500   140.600   140.600
  418.667   140.600   140.600
  418.833   140.600   140.600
  419.000   140.600   140.600
  419.167   140.600   140.600
  419.333   140.600   140.600
  419.500   140.600   140.600
  419.667   140.600   140.600
  419.833   140.600   140.600
  420.000   140.600   140.600
  420.167   140.600   140.600
  420.333   140.600   140.600
  420.500   140.600   140.600
  420.667   140.600   140.600
  420.833   140.600   140.600
  421.000   140.600   140.600
  421.167   140.600   140.600
  421.333   140.600   140.600
  421.500   140.600   140.600
  421.667   140.600   140.600
  421.833   140.600   140.600
  422.000   140.600   140.600
  422.167   140.600   140.600
  422.333   140.600   140.600
  422.500   140.600   140.600
  422.667   140.600   140.600
  422.833   140.600   140.600
  423.000   140.600   140.600
  423.167   140.600   140.600
  423.333   140.600   140.600
  423.500   140.600   140.600
  423.667   140.600   140.600
  423.833   140.600   140.600
  424.000   140.600   140.600
  424.167   140.600   140.600
  424.333   140.600   140.600
  424.500   140.600   140.600
  424.667   140.600   140.600
  424.833   140.600   140.600
  425.000   140.600   140.600
  425.167   140.600   140.600
  425.333   140.600   140.600
  425.500   140.600   140.600
  425.667   140.600   140.600
  425.833   140.600   140.600
  426.000   140.600   140.600
  426.167   140.600   140.600
  426.333   140.600   140.600
  426.500   140.600   140.600
  426.667   140.600   140.600
  426.833   140.600   140.600
  427.000   140.600   140.600
  427.167   140.600   140.600
  427.333   140.600   140.600
  427.500   140.600   140.600
  427.667   140.600   140.600
  427.833   140.600   140.600
  428.000   140.600   140.600
  428.167   140.600   140.600
  428.333   140.600   140.600
  428.500   140.600   140.600
  428.667   140.600   140.600
  428.833   140.600   140.600
  429.000   140.600   140.600
  429.167   140.600   140.600
  429.333   140.600   140.600
  429.500   140.600   140.600
  429.667   140.600   140.600
  429.833   140.600   140.600
  430.000   140.600   140.600
  430.167   140.600   140.600
  430.333   140.600   140.600
  430.500   140.600   140.600
  430.667   140.600   140.600
  430.833   140.600   140.600
  431.000   140.600   140.600
  431.167   140.600   140.600
  431.333   140.600   140.600
  431.500   140.600   140.600
  431.667   140.600   140.600
  431.833   140.600   140.600
  432.000   140.600   140.600
  432.167   140.600   140.600
  432.333   140.600   140.600
  432.500   140.600   140.600
  432.667   140.600   140.600
  432.833   140.600   140.600
  433.000   140.600   140.600
  433.167   140.600   140.600
  433.333   140.600   140.600
  433.500   140.600   140.600
  433.667   140.600   140.600
  433.833   140.600   140.600
  434.000   140.600   140.600
  434.167   140.600   140.600
  434.333   140.600   140.600
  434.500   140.600   140.600
  434.667   140.600   140.600
  434.833   140.600   140.600
  435.000   140.600   140.600
  435.167   140.600   140.600
  435.333   140.600   140.600
  435.500   140.600   140.600
  435.667   140.600   140.600
  435.833   140.600   140.600
  436.000   140.600   140.600
  436.167   140.600   140.600
  436.333   140.600   140.600
  436.500   140.600   140.600
  436.667   140.600   140.600
  436.833   140.600   140.600
  437.000   140.600   140.600
  437.167   140.600   140.600
  437.333   140.600   140.600
  437.500   140.600   140.600
  437.667   140.600   140.600
  437.833   140.600   140.600
  438.000   140.600   140.600
  438.167   140.600   140.600
  438.333   140.600   140.600
  438.500   140.600   140.600
  438.667   140.600   140.600
  438.833   140.600   140.600
  439.000   140.600   140.600
  439.167   140.600   140.600
  439.333   140.600   140.600
  439.500   140.600   140.600
  439.667   140.600   140.600
  439.833   140.600   140.600
  440.000   140.600   140.600
  440.167   140.600   140.600
  440.333   140.600   140.600
  440.500   140.600   140.600
  440.667   140.600   140.600
  440.833   140.600   140.600
  441.000   140.600   140.600
  441.167   140.600   140.600
  441.333   140.600   140.600
  441.500   140.600   140.600
  441.667   140.600   140.600
  441.833   140.600   140.600
  442.000   140.600   140.600
  442.167   140.600   140.600
  442.333   140.600   140.600
  442.500   140.600   140.600
  442.667   140.600   140.600
  442.833   140.600   140.600
  443.000   140.600   140.600
  443.167   140.600   140.600
  443.333   140.600   140.600
  443.500   140.600   140.600
  443.667   140.600   140.600
  443.833   140.600   140.600
  444.000   140.600   140.600
  444.167   140.600   140.600
  444.333   140.600   140.600
  444.500   140.600   140.600
  444.667   140.600   140.600
  444.833   140.600   140.600
  445.000   140.600   140.600
  445.167   140.600   140.600
  445.333   140.600   140.600
  445.500   140.600   140.600
  445.667   140.600   140.600
  445.833   140.600   140.600
  446.000   140.600   140.600
  446.167   140.600   140.600
  446.333   140.600   140.600
  446.500   140.600   140.600
  446.667   140.600   140.600
  446.833   140.600   140.600
  447.000   140.600   140.600
  447.167   140.600   140.600
  447.333   140.600   140.600
  447.500   140.600   140.600
  447.667   140.600   140.600
  447.833   140.600   140.600
  448.000   140.600   140.600
  448.167   140.600   140.600
  448.333   140.600   140.600
  448.500   140.600   140.600
  448.667   140.600   140.600
  448.833   140.600   140.600
  449.000   140.600   140.600
  449.167   140.600   140.600
  449.333   140.600   140.600
  449.500   140.600   140.600
  449.667   140.600   140.600
  449.833   140.600   140.600
  450.000   140.600   140.600
  450.167   140.600   140.600
  450.333   140.600   140.600
  450.500   140.600   140.600
  450.667   140.600   140.600
  450.833   140.600   140.600
  451.000   140.600   140.600
  451.167   140.600   140.600
  451.333   140.600   140.600
  451.500   140.600   140.600
  451.667   140.600   140.600
  451.833   140.600   140.600
  452.000   140.600   140.600
  452.167   140.600   140.600
  452.333   140.600   140.600
  452.500   140.600   140.600
  452.667   140.600   140.600
  452.833   140.600   140.600
  453.000   140.600   140.600
  453.167   140.600   140.600
  453.333   140.600   140.600
  453.500   140.600   140.600
  453.667   140.600   140.600
  453.833   140.600   140.600
  454.000   140.600   140.600
  454.167   140.600   140.600
  454.333   140.600   140.600
  454.500   140.600   140.600
  454.667   140.600   140.600
  454.833   140.600   140.600
  455.000   140.600   140.600
  455.167   140.600   140.600
  455.333   140.600   140.600
  455.500   140.600   140.600
  455.667   140.600   140.600
  455.833   140.600   140.600
  456.000   140.600   140.600
  456.167   140.600   140.600
  456.333   140.600   140.600
  456.500   140.600   140.600
  456.667   140.600   140.600
  456.833   140.600   140.600
  457.000   140.600   140.600
  457.167   140.600   140.600
  457.333   140.600   140.600
  457.500   140.600   140.600
  457.667   140.600   140.600
  457.833   140.600   140.600
  458.000   140.600   140.600
  458.167   140.600   140.600
  458.333   140.600   140.600
  458.500   140.600   140.600
  458.667   140.600   140.600
  458.833   140.600   140.600
  459.000   140.600   140.600
  459.167   140.600   140.600
  459.333   140.600   140.600
  459.500   140.600   140.600
  459.667   140.600   140.600
  459.833   140.600   140.600
  460.000   140.600   140.600
  460.167   140.600   140.600
  460.333   140.600   140.600
  460.500   140.600   140.600
  460.667   140.600   140.600
  460.833   140.600   140.600
  461.000   140.600   140.600
