"ID","KNO","TYP","STAT","SOHL","UF_L","UF_R","WSP","Q","V","AVOL","I1000","HEL","HGR","HWSPORI","HDECKDF","HSOHLOF","KS","B_WSP","FROUDE","IT","TIME","X","Y"
10488,409,4,27463.0,110.36,113.33,114.15,112.50,13.18,0.21,0.0,0.089,112.51,111.15,112.50,3047.87,110.36,20.00,55.28,0.06,1441,60.042,3473312.38,5448113.47
10488,535,4,27407.0,110.21,113.17,113.96,112.49,13.18,0.23,0.0,0.154,112.50,111.10,112.49,3047.87,110.21,20.00,60.23,0.08,1441,60.042,3473303.18,5448167.36
10488,408,4,27283.0,110.20,113.02,114.82,112.48,13.18,0.19,0.0,0.064,112.48,110.94,112.48,3047.87,110.20,20.00,54.65,0.05,1441,60.042,3473360.99,5448253.02
10488,534,4,27193.0,110.05,112.88,113.79,112.47,13.18,0.27,0.0,0.217,112.47,111.02,112.47,3047.87,110.05,20.00,52.47,0.09,1441,60.042,3473404.64,5448314.51
10488,407,4,27156.0,110.19,113.02,114.20,112.46,13.18,0.23,0.0,0.113,112.47,110.98,112.46,3047.87,110.19,20.00,46.97,0.07,1441,60.042,3473435.38,5448333.89
10488,406,4,27049.0,110.16,112.96,114.09,112.41,13.18,0.60,0.0,0.719,112.41,111.01,112.41,3047.87,110.16,20.00,17.38,0.17,1441,60.042,3473497.55,5448415.42
10488,533,4,26982.0,110.03,112.67,114.28,112.33,13.18,0.86,0.0,0.855,112.36,111.02,112.33,3047.87,110.03,25.00,10.20,0.23,1441,60.042,3473532.64,5448472.50
10488,405,4,26938.0,110.13,112.99,114.15,112.29,13.18,0.90,0.0,1.065,112.33,111.10,112.29,3047.87,110.13,25.00,10.79,0.25,1441,60.042,3473556.82,5448509.25
10488,532,4,26810.0,109.99,112.90,114.15,112.19,13.18,0.79,0.0,0.546,112.23,110.88,112.19,3047.87,109.99,28.01,10.86,0.20,1441,60.042,3473621.45,5448619.67
10488,404,4,26808.0,110.11,113.03,114.22,112.19,13.18,0.84,0.0,0.641,112.22,110.99,112.19,3047.87,110.11,28.01,10.54,0.22,1441,60.042,3473622.42,5448621.41
10488,531,4,26683.0,110.04,112.50,112.56,112.13,13.18,0.73,0.0,0.448,112.16,110.82,112.13,3047.87,110.04,28.01,11.84,0.19,1441,60.042,3473639.20,5448744.69
