"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.693   111.750     0.852     5.391    16.160     5.500     0.155       563
    28.693   111.850     1.408     5.735     3.439     5.900     0.239       563
    28.693   111.950     1.990     5.884     1.496     6.176     0.322       563
    28.693   112.050     2.584     6.000     1.160     6.430     0.402       563
    28.693   112.150     3.190     6.116     1.160     6.684     0.477       563
    28.693   112.250     3.803     6.128     0.118     6.889     0.552       563
    28.693   112.350     4.416     6.128     0.002     7.089     0.623       563
    28.693   112.450     5.029     6.128     0.002     7.289     0.690       563
    28.693   112.550     5.642     6.129     0.002     7.489     0.753       563
    28.693   112.650     6.254     6.129     0.002     7.689     0.813       563
    28.693   112.750     6.867     6.129     0.002     7.889     0.870       563
    28.693   112.850     7.480     6.129     0.002     8.089     0.925       563
    28.693   112.950     8.093     6.129     0.002     8.289     0.976       563
    28.693   113.050     8.706     6.129     0.002     8.489     1.026       563
    28.693   113.150     9.319     6.130     0.002     8.689     1.072       563
    28.693   113.250     9.932     6.130     0.002     8.889     1.117       563
    28.693   113.350    10.359     0.100   -60.298    15.139     0.684       563
    28.693   113.450    10.369     0.100     0.000    15.339     0.676       563
    28.693   113.550    10.379     0.100     0.000    15.539     0.668       563
    28.693   113.650    10.389     0.100     0.000    15.739     0.660       563
    28.693   113.750    10.399     0.100     0.000    15.939     0.652       563
    28.693   113.850    10.409     0.100     0.000    16.139     0.645       563
    28.693   113.950    10.419     0.100     0.000    16.339     0.638       563
    28.693   114.050    10.429     0.100     0.000    16.539     0.631       563
    28.693   114.150    10.649     7.289    71.893    23.899     0.446       563
    28.693   114.250    11.446     8.653    13.643    25.367     0.451       563
    28.693   114.350    12.742    13.710    50.566    30.604     0.416       563
    28.693   114.450    14.113    13.710     0.000    30.804     0.458       563
    28.693   114.550    15.484    13.710     0.000    31.004     0.499       563
    28.693   114.650    16.855    13.710     0.000    31.204     0.540       563
    28.693   114.750    18.226    13.710     0.000    31.404     0.580       563
    28.693   114.850    19.597    13.710     0.000    31.604     0.620       563
    28.693   114.950    20.968    13.710     0.000    31.804     0.659       563
    28.693   115.050    22.339    13.710     0.000    32.004     0.698       563
    28.693   115.150    23.710    13.710     0.000    32.204     0.736       563
    28.693   115.250    25.081    13.710     0.000    32.404     0.774       563
    28.693   115.350    26.452    13.710     0.000    32.604     0.811       563
    28.693   115.450    27.823    13.710     0.000    32.804     0.848       563
    28.693   115.550    29.194    13.710     0.000    33.004     0.885       563
    28.693   115.650    30.565    13.710     0.000    33.204     0.921       563
    28.693   115.750    31.936    13.710     0.000    33.404     0.956       563
    28.693   115.850    33.307    13.710     0.000    33.604     0.991       563
    28.693   115.950    34.678    13.710     0.000    33.804     1.026       563
    28.693   116.050    36.049    13.710     0.000    34.004     1.060       563
    28.693   116.150    37.420    13.710     0.000    34.204     1.094       563
    28.693   116.250    38.791    13.710     0.000    34.404     1.128       563
    28.693   116.350    40.162    13.710     0.000    34.604     1.161       563
    28.693   116.450    41.533    13.710     0.000    34.804     1.193       563
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.682   111.550     0.100     2.003     0.000     2.039     0.049       562
    28.682   111.650     0.394     3.775     2.070     3.848     0.102       562
    28.682   111.750     0.852     5.391    16.160     5.500     0.155       562
    28.682   111.850     1.408     5.735     3.439     5.900     0.239       562
    28.682   111.950     1.990     5.884     1.496     6.176     0.322       562
    28.682   112.050     2.584     6.000     1.160     6.430     0.402       562
    28.682   112.150     3.190     6.116     1.160     6.684     0.477       562
    28.682   112.250     3.803     6.128     0.118     6.889     0.552       562
    28.682   112.350     4.416     6.128     0.002     7.089     0.623       562
    28.682   112.450     5.029     6.128     0.002     7.289     0.690       562
    28.682   112.550     5.642     6.129     0.002     7.489     0.753       562
    28.682   112.650     6.254     6.129     0.002     7.689     0.813       562
    28.682   112.750     6.867     6.129     0.002     7.889     0.870       562
    28.682   112.850     7.480     6.129     0.002     8.089     0.925       562
    28.682   112.950     8.093     6.129     0.002     8.289     0.976       562
    28.682   113.050     8.706     6.129     0.002     8.489     1.026       562
    28.682   113.150     9.319     6.130     0.002     8.689     1.072       562
    28.682   113.250     9.932     6.130     0.002     8.889     1.117       562
    28.682   113.350    10.359     0.100   -60.298    15.139     0.684       562
    28.682   113.450    10.369     0.100     0.000    15.339     0.676       562
    28.682   113.550    10.379     0.100     0.000    15.539     0.668       562
    28.682   113.650    10.389     0.100     0.000    15.739     0.660       562
    28.682   113.750    10.399     0.100     0.000    15.939     0.652       562
    28.682   113.850    10.409     0.100     0.000    16.139     0.645       562
    28.682   113.950    10.419     0.100     0.000    16.339     0.638       562
    28.682   114.050    10.429     0.100     0.000    16.539     0.631       562
    28.682   114.150    10.649     7.289    71.893    23.899     0.446       562
    28.682   114.250    11.446     8.653    13.643    25.367     0.451       562
    28.682   114.350    12.742    13.710    50.566    30.604     0.416       562
    28.682   114.450    14.113    13.710     0.000    30.804     0.458       562
    28.682   114.550    15.484    13.710     0.000    31.004     0.499       562
    28.682   114.650    16.855    13.710     0.000    31.204     0.540       562
    28.682   114.750    18.226    13.710     0.000    31.404     0.580       562
    28.682   114.850    19.597    13.710     0.000    31.604     0.620       562
    28.682   114.950    20.968    13.710     0.000    31.804     0.659       562
    28.682   115.050    22.339    13.710     0.000    32.004     0.698       562
    28.682   115.150    23.710    13.710     0.000    32.204     0.736       562
    28.682   115.250    25.081    13.710     0.000    32.404     0.774       562
    28.682   115.350    26.452    13.710     0.000    32.604     0.811       562
    28.682   115.450    27.823    13.710     0.000    32.804     0.848       562
    28.682   115.550    29.194    13.710     0.000    33.004     0.885       562
    28.682   115.650    30.565    13.710     0.000    33.204     0.921       562
    28.682   115.750    31.936    13.710     0.000    33.404     0.956       562
    28.682   115.850    33.307    13.710     0.000    33.604     0.991       562
    28.682   115.950    34.678    13.710     0.000    33.804     1.026       562
    28.682   116.050    36.049    13.710     0.000    34.004     1.060       562
    28.682   116.150    37.420    13.710     0.000    34.204     1.094       562
    28.682   116.250    38.791    13.710     0.000    34.404     1.128       562
    28.682   116.350    40.162    13.710     0.000    34.604     1.161       562
    28.682   116.450    41.533    13.710     0.000    34.804     1.193       562
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.680   111.530     0.075     1.500     0.000     1.515     0.050       420
    28.680   111.630     0.322     4.414     1.929     4.451     0.072       420
    28.680   111.730     0.816     5.482    10.684     5.577     0.146       420
    28.680   111.830     1.374     5.666     1.839     5.851     0.235       420
    28.680   111.930     1.950     5.850     1.839     6.125     0.318       420
    28.680   112.030     2.547     6.188     3.377     6.542     0.389       420
    28.680   112.130     3.190     6.572     3.841     7.012     0.455       420
    28.680   112.230     3.853     6.679     1.076     7.240     0.532       420
    28.680   112.330     4.526     6.787     1.076     7.469     0.606       420
    28.680   112.430     5.210     6.895     1.076     7.697     0.677       420
    28.680   112.530     5.905     7.002     1.076     7.926     0.745       420
    28.680   112.630     6.611     7.110     1.076     8.155     0.811       420
    28.680   112.730     7.327     7.217     1.076     8.383     0.874       420
    28.680   112.830     8.054     7.325     1.076     8.612     0.935       420
    28.680   112.930     8.792     7.433     1.076     8.840     0.995       420
    28.680   113.030     9.541     7.540     1.076     9.069     1.052       420
    28.680   113.130    10.300     7.648     1.076     9.298     1.108       420
    28.680   113.230    11.075     7.989     3.414     9.736     1.138       420
    28.680   113.330    11.909     8.681     6.922    10.489     1.135       420
    28.680   113.430    12.812     9.467     7.854    11.330     1.131       420
    28.680   113.530    13.840    11.091    16.237    12.967     1.067       420
    28.680   113.630    15.025    12.552    14.617    14.445     1.040       420
    28.680   113.730    16.398    15.020    24.676    16.929     0.969       420
    28.680   113.830    18.063    19.858    48.377    21.426     0.843       420
    28.680   113.930    20.159    21.184    13.264    23.212     0.868       420
    28.680   114.030    22.295    21.538     3.539    23.680     0.942       420
    28.680   114.130    24.474    22.259     7.212    24.511     0.998       420
    28.680   114.230    26.764    23.531    12.722    25.887     1.034       420
    28.680   114.330    29.158    24.040     5.088    26.558     1.098       420
    28.680   114.430    31.562    24.040     0.000    26.758     1.180       420
    28.680   114.530    33.966    24.040     0.000    26.958     1.260       420
    28.680   114.630    36.370    24.040     0.000    27.158     1.339       420
    28.680   114.730    38.774    24.040     0.000    27.358     1.417       420
    28.680   114.830    41.178    24.040     0.000    27.558     1.494       420
    28.680   114.930    43.582    24.040     0.000    27.758     1.570       420
    28.680   115.030    45.986    24.040     0.000    27.958     1.645       420
    28.680   115.130    48.389    24.040     0.000    28.158     1.719       420
    28.680   115.230    50.793    24.040     0.000    28.358     1.791       420
    28.680   115.330    53.197    24.040     0.000    28.558     1.863       420
    28.680   115.430    55.601    24.040     0.000    28.758     1.933       420
    28.680   115.530    58.005    24.040     0.000    28.958     2.003       420
    28.680   115.630    60.409    24.040     0.000    29.158     2.072       420
    28.680   115.730    62.813    24.040     0.000    29.358     2.140       420
    28.680   115.830    65.217    24.040     0.000    29.558     2.206       420
    28.680   115.930    67.621    24.040     0.000    29.758     2.272       420
    28.680   116.030    70.025    24.040     0.000    29.958     2.337       420
    28.680   116.130    72.429    24.040     0.000    30.158     2.402       420
    28.680   116.230    74.833    24.040     0.000    30.358     2.465       420
    28.680   116.330    77.237    24.040     0.000    30.558     2.528       420
    28.680   116.430    79.641    24.040     0.000    30.758     2.589       420
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.678   111.550     0.100     2.003     0.000     2.039     0.049       561
    28.678   111.650     0.394     3.775     4.240     3.848     0.102       561
    28.678   111.750     0.852     5.391    16.160     5.500     0.155       561
    28.678   111.850     1.408     5.735     3.439     5.900     0.239       561
    28.678   111.950     2.001     6.081     3.463     6.306     0.317       561
    28.678   112.050     2.619     6.284     2.034     6.592     0.397       561
    28.678   112.150     3.258     6.488     2.034     6.878     0.474       561
    28.678   112.250     3.915     6.663     1.752     7.145     0.548       561
    28.678   112.350     4.590     6.835     1.721     7.408     0.620       561
    28.678   112.450     5.282     7.007     1.721     7.672     0.689       561
    28.678   112.550     5.992     7.179     1.721     7.936     0.755       561
    28.678   112.650     6.718     7.352     1.721     8.200     0.819       561
    28.678   112.750     7.462     7.524     1.721     8.464     0.882       561
    28.678   112.850     8.223     7.696     1.721     8.728     0.942       561
    28.678   112.950     9.001     7.868     1.721     8.992     1.001       561
    28.678   113.050     9.797     8.040     1.721     9.255     1.058       561
    28.678   113.150    10.610     8.281     2.413     9.582     1.107       561
    28.678   113.250    11.464     8.800     5.183    10.157     1.129       561
    28.678   113.350    12.398     9.881    10.811    11.258     1.101       561
    28.678   113.450    13.440    10.962    10.811    12.358     1.088       561
    28.678   113.550    14.599    12.602    16.399    14.015     1.042       561
    28.678   113.650    16.002    15.343    27.416    16.770     0.954       561
    28.678   113.750    17.658    17.782    24.382    19.222     0.919       561
    28.678   113.850    19.563    20.406    26.241    21.860     0.895       561
    28.678   113.950    21.744    23.216    28.100    24.684     0.881       561
    28.678   114.050    24.213    26.356    31.405    27.835     0.870       561
    28.678   114.150    26.934    27.854    14.977    29.427     0.915       561
    28.678   114.250    29.782    29.114    12.600    30.791     0.967       561
    28.678   114.350    33.124    34.160    50.462    36.017     0.920       561
    28.678   114.450    36.540    34.160     0.000    36.217     1.009       561
    28.678   114.550    39.956    34.160     0.000    36.417     1.097       561
    28.678   114.650    43.372    34.160     0.000    36.617     1.184       561
    28.678   114.750    46.788    34.160     0.000    36.817     1.271       561
    28.678   114.850    50.204    34.160     0.000    37.017     1.356       561
    28.678   114.950    53.620    34.160     0.000    37.217     1.441       561
    28.678   115.050    57.036    34.160     0.000    37.417     1.524       561
    28.678   115.150    60.452    34.160     0.000    37.617     1.607       561
    28.678   115.250    63.868    34.160     0.000    37.817     1.689       561
    28.678   115.350    67.284    34.160     0.000    38.017     1.770       561
    28.678   115.450    70.700    34.160     0.000    38.217     1.850       561
    28.678   115.550    74.116    34.160     0.000    38.417     1.929       561
    28.678   115.650    77.532    34.160     0.000    38.617     2.008       561
    28.678   115.750    80.948    34.160     0.000    38.817     2.085       561
    28.678   115.850    84.364    34.160     0.000    39.017     2.162       561
    28.678   115.950    87.780    34.160     0.000    39.217     2.238       561
    28.678   116.050    91.196    34.160     0.000    39.417     2.314       561
    28.678   116.150    94.612    34.160     0.000    39.617     2.388       561
    28.678   116.250    98.028    34.160     0.000    39.817     2.462       561
    28.678   116.350   101.444    34.160     0.000    40.017     2.535       561
    28.678   116.450   104.860    34.160     0.000    40.217     2.607       561
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.662   111.140     0.086     1.714     0.000     1.726     0.050       419
    28.662   111.240     0.343     3.428     5.899     3.452     0.099       419
    28.662   111.340     0.767     4.884    14.560     4.928     0.156       419
    28.662   111.440     1.289     5.408     5.241     5.504     0.234       419
    28.662   111.540     1.845     5.708     3.002     5.866     0.314       419
    28.662   111.640     2.429     5.973     2.652     6.200     0.392       419
    28.662   111.740     3.039     6.244     2.709     6.540     0.465       419
    28.662   111.840     3.678     6.521     2.767     6.885     0.534       419
    28.662   111.940     4.344     6.782     2.613     7.220     0.602       419
    28.662   112.040     5.028     6.905     1.226     7.466     0.673       419
    28.662   112.140     5.724     7.027     1.226     7.712     0.742       419
    28.662   112.240     6.433     7.150     1.226     7.958     0.808       419
    28.662   112.340     7.154     7.273     1.226     8.204     0.872       419
    28.662   112.440     7.888     7.409     1.365     8.462     0.932       419
    28.662   112.540     8.642     7.670     2.614     8.826     0.979       419
    28.662   112.640     9.422     7.949     2.788     9.202     1.024       419
    28.662   112.740    10.239     8.385     4.355     9.682     1.058       419
    28.662   112.840    11.099     8.820     4.355    10.162     1.092       419
    28.662   112.940    12.003     9.256     4.355    10.641     1.128       419
    28.662   113.040    12.950     9.691     4.356    11.121     1.164       419
    28.662   113.140    13.941    10.127     4.357    11.601     1.202       419
    28.662   113.240    14.976    10.563     4.357    12.081     1.240       419
    28.662   113.340    16.054    11.015     4.517    12.575     1.277       419
    28.662   113.440    17.180    11.504     4.891    13.104     1.311       419
    28.662   113.540    18.355    11.993     4.891    13.632     1.346       419
    28.662   113.640    19.578    12.482     4.891    14.161     1.383       419
    28.662   113.740    21.004    16.284    38.023    16.880     1.244       419
    28.662   113.840    23.302    21.138    48.537    21.138     1.102       419
    28.662   113.940    26.665    28.589   -47.712    28.589     0.933       419
    28.662   114.040    30.117    35.154    12.670    36.973     0.815       419
    28.662   114.140    33.683    35.928     7.736    37.817     0.891       419
    28.662   114.240    37.290    36.208     2.803    38.214     0.976       419
    28.662   114.340    40.920    36.320     1.121    38.493     1.063       419
    28.662   114.440    44.552    36.320     0.000    38.693     1.151       419
    28.662   114.540    48.184    36.320     0.000    38.893     1.239       419
    28.662   114.640    51.816    36.320     0.000    39.093     1.325       419
    28.662   114.740    55.448    36.320     0.000    39.293     1.411       419
    28.662   114.840    59.080    36.320     0.000    39.493     1.496       419
    28.662   114.940    62.712    36.320     0.000    39.693     1.580       419
    28.662   115.040    66.344    36.320     0.000    39.893     1.663       419
    28.662   115.140    69.976    36.320     0.000    40.093     1.745       419
    28.662   115.240    73.608    36.320     0.000    40.293     1.827       419
    28.662   115.340    77.240    36.320     0.000    40.493     1.907       419
    28.662   115.440    80.872    36.320     0.000    40.693     1.987       419
    28.662   115.540    84.504    36.320     0.000    40.893     2.066       419
    28.662   115.640    88.136    36.320     0.000    41.093     2.145       419
    28.662   115.740    91.768    36.320     0.000    41.293     2.222       419
    28.662   115.840    95.400    36.320     0.000    41.493     2.299       419
    28.662   115.940    99.032    36.320     0.000    41.693     2.375       419
    28.662   116.040   102.664    36.320     0.000    41.893     2.451       419
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.638   111.050     0.049     1.010     0.000     1.032     0.047       560
    28.638   111.150     0.202     2.060     7.006     2.101     0.096       560
    28.638   111.250     0.461     3.111    10.504     3.170     0.145       560
    28.638   111.350     0.824     4.161    10.504     4.240     0.194       560
    28.638   111.450     1.292     5.125     9.640     5.228     0.247       560
    28.638   111.550     1.835     5.744     6.186     5.895     0.311       560
    28.638   111.650     2.425     6.002     2.588     6.228     0.389       560
    28.638   111.750     3.036     6.221     2.188     6.525     0.465       560
    28.638   111.850     3.669     6.440     2.188     6.821     0.538       560
    28.638   111.950     4.318     6.535     0.947     7.044     0.613       560
    28.638   112.050     4.976     6.630     0.948     7.266     0.685       560
    28.638   112.150     5.643     6.724     0.948     7.488     0.754       560
    28.638   112.250     6.321     6.819     0.948     7.710     0.820       560
    28.638   112.350     7.007     6.914     0.948     7.932     0.883       560
    28.638   112.450     7.703     7.009     0.947     8.155     0.945       560
    28.638   112.550     8.409     7.103     0.948     8.377     1.004       560
    28.638   112.650     9.124     7.198     0.948     8.599     1.061       560
    28.638   112.750     9.849     7.293     0.948     8.821     1.116       560
    28.638   112.850    10.606     7.910     6.176     9.511     1.115       560
    28.638   112.950    11.432     8.651     7.407    10.302     1.110       560
    28.638   113.050    12.339     9.489     8.383    11.170     1.105       560
    28.638   113.150    13.328    10.217     7.279    11.930     1.117       560
    28.638   113.250    14.378    10.779     5.621    12.528     1.148       560
    28.638   113.350    15.484    11.341     5.621    13.126     1.180       560
    28.638   113.450    16.646    11.903     5.621    13.724     1.213       560
    28.638   113.550    17.864    12.466     5.620    14.322     1.247       560
    28.638   113.650    19.156    14.294    18.281    16.183     1.184       560
    28.638   113.750    20.854    19.310    50.162    19.310     1.080       560
    28.638   113.850    23.643    26.172    35.951    26.172     0.903       560
    28.638   113.950    27.044    36.254    48.118    36.254     0.746       560
    28.638   114.050    30.725    37.989    16.352    40.012     0.768       560
    28.638   114.150    34.704    40.267    22.784    42.378     0.819       560
    28.638   114.250    38.782    41.330    10.626    43.546     0.891       560
    28.638   114.350    42.915    41.330     0.000    43.746     0.981       560
    28.638   114.450    47.048    41.330     0.000    43.946     1.071       560
    28.638   114.550    51.181    41.330     0.000    44.146     1.159       560
    28.638   114.650    55.314    41.330     0.000    44.346     1.247       560
    28.638   114.750    59.447    41.330     0.000    44.546     1.335       560
    28.638   114.850    63.580    41.330     0.000    44.746     1.421       560
    28.638   114.950    67.713    41.330     0.000    44.946     1.507       560
    28.638   115.050    71.846    41.330     0.000    45.146     1.591       560
    28.638   115.150    75.979    41.330     0.000    45.346     1.676       560
    28.638   115.250    80.112    41.330     0.000    45.546     1.759       560
    28.638   115.350    84.245    41.330     0.000    45.746     1.842       560
    28.638   115.450    88.378    41.330     0.000    45.946     1.924       560
    28.638   115.550    92.511    41.330     0.000    46.146     2.005       560
    28.638   115.650    96.644    41.330     0.000    46.346     2.085       560
    28.638   115.750   100.777    41.330     0.000    46.546     2.165       560
    28.638   115.850   104.910    41.330     0.000    46.746     2.244       560
    28.638   115.950   109.043    41.330     0.000    46.946     2.323       560
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.616   111.060     0.058     1.207     0.000     1.226     0.047       559
    28.616   111.160     0.242     2.464     8.114     2.499     0.097       559
    28.616   111.260     0.551     3.721    12.572     3.772     0.146       559
    28.616   111.360     0.974     4.484     7.633     4.586     0.212       559
    28.616   111.460     1.431     4.651     1.672     4.848     0.295       559
    28.616   111.560     1.905     4.819     1.672     5.109     0.373       559
    28.616   111.660     2.395     4.986     1.672     5.370     0.446       559
    28.616   111.760     2.902     5.153     1.672     5.631     0.515       559
    28.616   111.860     3.425     5.316     1.635     5.890     0.582       559
    28.616   111.960     3.965     5.471     1.547     6.144     0.645       559
    28.616   112.060     4.520     5.626     1.547     6.398     0.706       559
    28.616   112.160     5.090     5.781     1.547     6.652     0.765       559
    28.616   112.260     5.676     5.935     1.547     6.906     0.822       559
    28.616   112.360     6.277     6.090     1.547     7.160     0.877       559
    28.616   112.460     6.894     6.245     1.547     7.414     0.930       559
    28.616   112.560     7.526     6.400     1.547     7.668     0.982       559
    28.616   112.660     8.186     6.867     4.669     8.198     0.999       559
    28.616   112.760     8.900     7.412     5.450     8.798     1.012       559
    28.616   112.860     9.669     7.985     5.736     9.422     1.026       559
    28.616   112.960    10.501     8.627     6.413    10.096     1.040       559
    28.616   113.060    11.392     9.198     5.713    10.702     1.064       559
    28.616   113.160    12.340     9.769     5.713    11.308     1.091       559
    28.616   113.260    13.346    10.340     5.713    11.915     1.120       559
    28.616   113.360    14.409    10.912     5.713    12.521     1.151       559
    28.616   113.460    15.528    11.483     5.713    13.127     1.183       559
    28.616   113.560    16.847    16.093    46.101    16.093     1.047       559
    28.616   113.660    19.756    23.307    61.225    23.307     0.848       559
    28.616   113.760    23.649    34.696   -36.754    34.696     0.682       559
    28.616   113.860    27.632    40.243     8.233    41.994     0.658       559
    28.616   113.960    31.698    41.066     8.233    42.846     0.740       559
    28.616   114.060    35.939    43.941    28.753    45.745     0.786       559
    28.616   114.160    40.375    44.818     8.770    46.728     0.864       559
    28.616   114.260    44.874    45.000     1.819    47.091     0.953       559
    28.616   114.360    49.374    45.000     0.000    47.291     1.044       559
    28.616   114.460    53.874    45.000     0.000    47.491     1.134       559
    28.616   114.560    58.374    45.000     0.000    47.691     1.224       559
    28.616   114.660    62.873    45.000     0.000    47.891     1.313       559
    28.616   114.760    67.373    45.000     0.000    48.091     1.401       559
    28.616   114.860    71.873    45.000     0.000    48.291     1.488       559
    28.616   114.960    76.373    45.000     0.000    48.491     1.575       559
    28.616   115.060    80.873    45.000     0.000    48.691     1.661       559
    28.616   115.160    85.373    45.000     0.000    48.891     1.746       559
    28.616   115.260    89.873    45.000     0.000    49.091     1.831       559
    28.616   115.360    94.373    45.000     0.000    49.291     1.915       559
    28.616   115.460    98.873    45.000     0.000    49.491     1.998       559
    28.616   115.560   103.373    45.000     0.000    49.691     2.080       559
    28.616   115.660   107.873    45.000     0.000    49.891     2.162       559
    28.616   115.760   112.373    45.000     0.000    50.091     2.243       559
    28.616   115.860   116.873    45.000     0.000    50.291     2.324       559
    28.616   115.960   121.373    45.000     0.000    50.491     2.404       559
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.564   111.170     0.098     2.038     0.000     2.051     0.048       558
    28.564   111.270     0.408     4.167     8.706     4.190     0.097       558
    28.564   111.370     0.912     5.550    13.826     5.601     0.163       558
    28.564   111.470     1.482     5.837     2.870     5.954     0.249       558
    28.564   111.570     2.080     6.124     2.870     6.306     0.330       558
    28.564   111.670     2.707     6.411     2.870     6.659     0.406       558
    28.564   111.770     3.362     6.698     2.870     7.011     0.480       558
    28.564   111.870     4.045     6.939     2.416     7.329     0.552       558
    28.564   111.970     4.748     7.113     1.736     7.595     0.625       558
    28.564   112.070     5.468     7.287     1.736     7.862     0.696       558
    28.564   112.170     6.205     7.460     1.736     8.128     0.763       558
    28.564   112.270     6.960     7.634     1.736     8.394     0.829       558
    28.564   112.370     7.732     7.807     1.736     8.660     0.893       558
    28.564   112.470     8.521     7.981     1.736     8.926     0.955       558
    28.564   112.570     9.328     8.154     1.736     9.192     1.015       558
    28.564   112.670    10.152     8.328     1.736     9.458     1.073       558
    28.564   112.770    10.994     8.502     1.736     9.725     1.130       558
    28.564   112.870    11.852     8.675     1.736     9.991     1.186       558
    28.564   112.970    12.729     8.849     1.736    10.257     1.241       558
    28.564   113.070    13.642     9.560     7.113    11.014     1.239       558
    28.564   113.170    14.644    10.474     9.136    11.958     1.225       558
    28.564   113.270    15.737    11.387     9.136    12.901     1.220       558
    28.564   113.370    16.939    12.823    14.355    14.365     1.179       558
    28.564   113.470    18.460    16.337    35.144    17.745     1.040       558
    28.564   113.570    20.186    19.417    30.802    21.014     0.961       558
    28.564   113.670    22.557    27.739    83.214    27.739     0.813       558
    28.564   113.770    26.072    35.897    38.789    37.557     0.694       558
    28.564   113.870    29.701    36.689     7.918    38.380     0.774       558
    28.564   113.970    33.412    37.575     8.864    39.297     0.850       558
    28.564   114.070    37.229    39.439    18.636    41.189     0.904       558
    28.564   114.170    41.179    39.520     0.814    41.440     0.994       558
    28.564   114.270    45.131    39.520     0.000    41.640     1.084       558
    28.564   114.370    49.083    39.520     0.000    41.840     1.173       558
    28.564   114.470    53.035    39.520     0.000    42.040     1.262       558
    28.564   114.570    56.987    39.520     0.000    42.240     1.349       558
    28.564   114.670    60.939    39.520     0.000    42.440     1.436       558
    28.564   114.770    64.891    39.520     0.000    42.640     1.522       558
    28.564   114.870    68.843    39.520     0.000    42.840     1.607       558
    28.564   114.970    72.795    39.520     0.000    43.040     1.691       558
    28.564   115.070    76.747    39.520     0.000    43.240     1.775       558
    28.564   115.170    80.699    39.520     0.000    43.440     1.858       558
    28.564   115.270    84.651    39.520     0.000    43.640     1.940       558
    28.564   115.370    88.603    39.520     0.000    43.840     2.021       558
    28.564   115.470    92.555    39.520     0.000    44.040     2.102       558
    28.564   115.570    96.507    39.520     0.000    44.240     2.181       558
    28.564   115.670   100.459    39.520     0.000    44.440     2.261       558
    28.564   115.770   104.411    39.520     0.000    44.640     2.339       558
    28.564   115.870   108.363    39.520     0.000    44.840     2.417       558
    28.564   115.970   112.315    39.520     0.000    45.040     2.494       558
    28.564   116.070   116.267    39.520     0.000    45.240     2.570       558
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.525   111.190     0.277     3.947     0.000     3.984     0.070       557
    28.525   111.290     0.736     5.225     7.175     5.307     0.139       557
    28.525   111.390     1.308     5.948     7.235     6.100     0.215       557
    28.525   111.490     1.912     6.117     1.695     6.363     0.300       557
    28.525   111.590     2.532     6.287     1.695     6.627     0.382       557
    28.525   111.690     3.169     6.457     1.695     6.890     0.460       557
    28.525   111.790     3.823     6.626     1.695     7.154     0.534       557
    28.525   111.890     4.497     6.841     2.145     7.454     0.603       557
    28.525   111.990     5.191     7.041     2.008     7.739     0.671       557
    28.525   112.090     5.905     7.242     2.008     8.024     0.736       557
    28.525   112.190     6.640     7.443     2.008     8.309     0.799       557
    28.525   112.290     7.394     7.644     2.008     8.594     0.860       557
    28.525   112.390     8.168     7.845     2.008     8.878     0.920       557
    28.525   112.490     8.963     8.045     2.008     9.163     0.978       557
    28.525   112.590     9.794     8.399     3.533     9.608     1.019       557
    28.525   112.690    10.641     8.560     1.614     9.865     1.079       557
    28.525   112.790    11.506     8.721     1.614    10.122     1.137       557
    28.525   112.890    12.386     8.911     1.894    10.401     1.191       557
    28.525   112.990    13.293     9.353     4.416    10.908     1.219       557
    28.525   113.090    14.313    11.056    17.032    12.636     1.133       557
    28.525   113.190    15.504    12.759    17.032    14.364     1.079       557
    28.525   113.290    16.865    14.462    17.032    16.092     1.048       557
    28.525   113.390    18.411    16.693    22.312    18.349     1.003       557
    28.525   113.490    20.188    18.844    21.505    20.523     0.984       557
    28.525   113.590    22.428    26.002    71.582    26.701     0.840       557
    28.525   113.690    25.514    32.536    65.340    34.274     0.744       557
    28.525   113.790    28.813    33.449     9.132    35.216     0.818       557
    28.525   113.890    32.213    34.632    11.825    36.426     0.884       557
    28.525   113.990    35.770    36.038    14.060    37.905     0.944       557
    28.525   114.090    39.385    36.258     2.203    38.247     1.030       557
    28.525   114.190    43.013    36.280     0.221    38.461     1.118       557
    28.525   114.290    46.641    36.280     0.000    38.661     1.206       557
