"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.263   114.800    42.833    25.510     0.000    28.157     1.521       548
    28.263   114.900    45.384    25.510     0.000    28.357     1.600       548
    28.263   115.000    47.935    25.510     0.000    28.557     1.679       548
    28.263   115.100    50.486    25.510     0.000    28.757     1.756       548
    28.263   115.200    53.037    25.510     0.000    28.957     1.832       548
    28.263   115.300    55.588    25.510     0.000    29.157     1.906       548
    28.263   115.400    58.139    25.510     0.000    29.357     1.980       548
    28.263   115.500    60.690    25.510     0.000    29.557     2.053       548
    28.263   115.600    63.241    25.510     0.000    29.757     2.125       548
    28.263   115.700    65.792    25.510     0.000    29.957     2.196       548
    28.263   115.800    68.343    25.510     0.000    30.157     2.266       548
    28.263   115.900    70.894    25.510     0.000    30.357     2.335       548
    28.263   116.000    73.445    25.510     0.000    30.557     2.404       548
    28.263   116.100    75.996    25.510     0.000    30.757     2.471       548
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.199   111.020     0.170     2.981     0.000     3.005     0.057       547
    28.199   111.120     0.513     3.877     4.344     3.951     0.130       547
    28.199   111.220     0.945     4.773     8.960     4.897     0.193       547
    28.199   111.320     1.447     5.158     3.851     5.349     0.271       547
    28.199   111.420     1.976     5.415     2.574     5.678     0.348       547
    28.199   111.520     2.530     5.673     2.574     6.007     0.421       547
    28.199   111.620     3.108     5.856     1.836     6.282     0.495       547
    28.199   111.720     3.701     6.008     1.520     6.533     0.566       547
    28.199   111.820     4.309     6.160     1.520     6.784     0.635       547
    28.199   111.920     4.933     6.313     1.520     7.036     0.701       547
    28.199   112.020     5.572     6.465     1.520     7.287     0.765       547
    28.199   112.120     6.226     6.617     1.520     7.538     0.826       547
    28.199   112.220     6.895     6.769     1.520     7.789     0.885       547
    28.199   112.320     7.580     6.921     1.520     8.041     0.943       547
    28.199   112.420     8.282     7.176     2.549     8.376     0.989       547
    28.199   112.520     9.016     7.499     3.235     8.768     1.028       547
    28.199   112.620     9.782     7.823     3.235     9.159     1.068       547
    28.199   112.720    10.581     8.146     3.235     9.551     1.108       547
    28.199   112.820    11.411     8.470     3.235     9.942     1.148       547
    28.199   112.920    12.274     8.793     3.235    10.334     1.188       547
    28.199   113.020    13.170     9.117     3.235    10.725     1.228       547
    28.199   113.120    14.105     9.612     4.951    11.263     1.252       547
    28.199   113.220    15.093    10.150     5.380    11.837     1.275       547
    28.199   113.320    16.135    10.688     5.380    12.411     1.300       547
    28.199   113.420    17.230    11.226     5.380    12.986     1.327       547
    28.199   113.520    18.380    11.764     5.379    13.560     1.355       547
    28.199   113.620    19.583    12.302     5.380    14.134     1.386       547
    28.199   113.720    20.857    13.506    12.041    15.368     1.357       547
    28.199   113.820    22.301    15.376    18.704    17.261     1.292       547
    28.199   113.920    23.932    17.246    18.704    19.154     1.249       547
    28.199   114.020    25.750    19.117    18.703    21.047     1.223       547
    28.199   114.120    27.755    20.987    18.704    22.940     1.210       547
    28.199   114.220    30.072    23.418    24.312    25.518     1.178       547
    28.199   114.320    32.416    23.450     0.316    25.723     1.260       547
    28.199   114.420    34.795    24.142     6.923    26.522     1.312       547
    28.199   114.520    37.259    25.260    11.176    27.745     1.343       547
    28.199   114.620    39.925    27.970    27.100    30.586     1.305       547
    28.199   114.720    42.722    27.970     0.000    30.786     1.388       547
    28.199   114.820    45.519    27.970     0.000    30.986     1.469       547
    28.199   114.920    48.316    27.970     0.000    31.186     1.549       547
    28.199   115.020    51.113    27.970     0.000    31.386     1.629       547
    28.199   115.120    53.910    27.970     0.000    31.586     1.707       547
    28.199   115.220    56.707    27.970     0.000    31.786     1.784       547
    28.199   115.320    59.504    27.970     0.000    31.986     1.860       547
    28.199   115.420    62.301    27.970     0.000    32.186     1.936       547
    28.199   115.520    65.098    27.970     0.000    32.386     2.010       547
    28.199   115.620    67.895    27.970     0.000    32.586     2.084       547
    28.199   115.720    70.692    27.970     0.000    32.786     2.156       547
    28.199   115.820    73.489    27.970     0.000    32.986     2.228       547
    28.199   115.920    76.286    27.970     0.000    33.186     2.299       547
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.161   110.970     0.333     4.407     0.000     4.474     0.074       415
    28.161   111.070     0.827     5.128     4.710     5.281     0.157       415
    28.161   111.170     1.351     5.344     2.155     5.589     0.242       415
    28.161   111.270     1.896     5.561     2.175     5.897     0.322       415
    28.161   111.370     2.460     5.713     1.516     6.153     0.400       415
    28.161   111.470     3.039     5.857     1.441     6.403     0.475       415
    28.161   111.570     3.632     6.001     1.441     6.652     0.546       415
    28.161   111.670     4.237     6.089     0.876     6.875     0.616       415
    28.161   111.770     4.849     6.162     0.735     7.091     0.684       415
    28.161   111.870     5.469     6.236     0.735     7.306     0.749       415
    28.161   111.970     6.097     6.309     0.735     7.522     0.811       415
    28.161   112.070     6.731     6.383     0.735     7.737     0.870       415
    28.161   112.170     7.373     6.483     0.997     7.973     0.925       415
    28.161   112.270     8.038     6.818     3.357     8.385     0.959       415
    28.161   112.370     8.737     7.154     3.357     8.798     0.993       415
    28.161   112.470     9.471     7.560     4.057     9.262     1.023       415
    28.161   112.570    10.251     8.035     4.756     9.779     1.048       415
    28.161   112.670    11.078     8.511     4.756    10.296     1.076       415
    28.161   112.770    11.951     8.932     4.210    10.763     1.110       415
    28.161   112.870    12.864     9.329     3.976    11.208     1.148       415
    28.161   112.970    13.817     9.727     3.976    11.653     1.186       415
    28.161   113.070    14.809    10.125     3.976    12.098     1.224       415
    28.161   113.170    15.842    10.522     3.976    12.544     1.263       415
    28.161   113.270    16.914    10.920     3.976    12.989     1.302       415
    28.161   113.370    18.055    11.900     9.797    13.998     1.290       415
    28.161   113.470    19.294    12.879     9.796    15.006     1.286       415
    28.161   113.570    20.632    13.980    11.007    16.136     1.279       415
    28.161   113.670    22.109    15.565    15.849    17.747     1.246       415
    28.161   113.770    23.745    17.150    15.849    19.358     1.227       415
    28.161   113.870    25.537    18.495    13.452    20.734     1.232       415
    28.161   113.970    27.405    18.881     3.864    21.170     1.295       415
    28.161   114.070    29.335    19.886    10.048    22.211     1.321       415
    28.161   114.170    31.373    20.610     7.241    23.013     1.363       415
    28.161   114.270    33.443    20.788     1.782    23.318     1.434       415
    28.161   114.370    35.531    20.967     1.782    23.622     1.504       415
    28.161   114.470    37.636    21.145     1.782    23.926     1.573       415
    28.161   114.570    39.760    21.323     1.782    24.231     1.641       415
    28.161   114.670    41.899    21.430     1.069    24.493     1.711       415
    28.161   114.770    44.042    21.430     0.000    24.693     1.784       415
    28.161   114.870    46.185    21.430     0.000    24.893     1.855       415
    28.161   114.970    48.328    21.430     0.000    25.093     1.926       415
    28.161   115.070    50.471    21.430     0.000    25.293     1.995       415
    28.161   115.170    52.614    21.430     0.000    25.493     2.064       415
    28.161   115.270    54.757    21.430     0.000    25.693     2.131       415
    28.161   115.370    56.900    21.430     0.000    25.893     2.198       415
    28.161   115.470    59.043    21.430     0.000    26.093     2.263       415
    28.161   115.570    61.186    21.430     0.000    26.293     2.327       415
    28.161   115.670    63.329    21.430     0.000    26.493     2.390       415
    28.161   115.770    65.472    21.430     0.000    26.693     2.453       415
    28.161   115.870    67.615    21.430     0.000    26.893     2.514       415
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.152   110.980     0.080     1.664     0.000     1.679     0.048       546
    28.152   111.080     0.333     3.396     3.765     3.422     0.097       546
    28.152   111.180     0.756     4.902    15.063     4.946     0.153       546
    28.152   111.280     1.267     5.258     3.561     5.367     0.236       546
    28.152   111.380     1.807     5.545     2.867     5.723     0.316       546
    28.152   111.480     2.376     5.831     2.867     6.079     0.391       546
    28.152   111.580     2.968     6.009     1.775     6.349     0.468       546
    28.152   111.680     3.578     6.174     1.654     6.609     0.541       546
    28.152   111.780     4.203     6.340     1.654     6.870     0.612       546
    28.152   111.880     4.846     6.505     1.654     7.130     0.680       546
    28.152   111.980     5.504     6.670     1.654     7.391     0.745       546
    28.152   112.080     6.180     6.836     1.654     7.651     0.808       546
    28.152   112.180     6.872     7.001     1.654     7.911     0.869       546
    28.152   112.280     7.580     7.167     1.654     8.172     0.928       546
    28.152   112.380     8.305     7.332     1.654     8.432     0.985       546
    28.152   112.480     9.046     7.497     1.654     8.692     1.041       546
    28.152   112.580     9.804     7.675     1.779     8.963     1.094       546
    28.152   112.680    10.587     7.966     2.910     9.328     1.135       546
    28.152   112.780    11.401     8.367     4.004     9.783     1.165       546
    28.152   112.880    12.261     8.840     4.734    10.297     1.191       546
    28.152   112.980    13.169     9.314     4.734    10.811     1.218       546
    28.152   113.080    14.124     9.787     4.734    11.325     1.247       546
    28.152   113.180    15.126    10.260     4.734    11.839     1.278       546
    28.152   113.280    16.176    10.734     4.734    12.353     1.310       546
    28.152   113.380    17.273    11.207     4.734    12.867     1.342       546
    28.152   113.480    18.418    11.681     4.734    13.381     1.376       546
    28.152   113.580    19.609    12.154     4.734    13.895     1.411       546
    28.152   113.680    20.848    12.627     4.734    14.409     1.447       546
    28.152   113.780    22.159    13.629    10.013    15.439     1.435       546
    28.152   113.880    23.574    14.689    10.601    16.527     1.426       546
    28.152   113.980    25.096    15.749    10.601    17.614     1.425       546
    28.152   114.080    26.724    16.809    10.601    18.702     1.429       546
    28.152   114.180    28.447    17.647     8.382    19.646     1.448       546
    28.152   114.280    30.247    18.170     5.230    20.297     1.490       546
    28.152   114.380    32.088    18.646     4.762    20.883     1.537       546
    28.152   114.480    33.976    19.122     4.762    21.470     1.583       546
    28.152   114.580    35.921    19.776     6.536    22.231     1.616       546
    28.152   114.680    37.933    20.491     7.148    23.053     1.645       546
    28.152   114.780    40.022    21.523    10.324    24.191     1.654       546
    28.152   114.880    42.234    22.190     6.668    25.039     1.687       546
    28.152   114.980    44.453    22.190     0.000    25.239     1.761       546
    28.152   115.080    46.672    22.190     0.000    25.439     1.835       546
    28.152   115.180    48.891    22.190     0.000    25.639     1.907       546
    28.152   115.280    51.110    22.190     0.000    25.839     1.978       546
    28.152   115.380    53.329    22.190     0.000    26.039     2.048       546
    28.152   115.480    55.548    22.190     0.000    26.239     2.117       546
    28.152   115.580    57.767    22.190     0.000    26.439     2.185       546
    28.152   115.680    59.986    22.190     0.000    26.639     2.252       546
    28.152   115.780    62.205    22.190     0.000    26.839     2.318       546
    28.152   115.880    64.424    22.190     0.000    27.039     2.383       546
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.081   110.860     0.095     2.000     0.000     2.013     0.047       545
    28.081   110.960     0.401     4.108     3.675     4.131     0.097       545
    28.081   111.060     0.866     4.916     8.078     4.982     0.174       545
    28.081   111.160     1.373     5.232     3.165     5.356     0.256       545
    28.081   111.260     1.912     5.549     3.165     5.731     0.334       545
    28.081   111.360     2.483     5.865     3.165     6.105     0.407       545
    28.081   111.460     3.085     6.164     2.987     6.467     0.477       545
    28.081   111.560     3.709     6.303     1.389     6.710     0.553       545
    28.081   111.660     4.346     6.442     1.389     6.954     0.625       545
    28.081   111.760     4.997     6.581     1.389     7.197     0.694       545
    28.081   111.860     5.662     6.719     1.389     7.441     0.761       545
    28.081   111.960     6.341     6.858     1.389     7.685     0.825       545
    28.081   112.060     7.034     6.997     1.389     7.928     0.887       545
    28.081   112.160     7.740     7.136     1.389     8.172     0.947       545
    28.081   112.260     8.461     7.275     1.389     8.415     1.005       545
    28.081   112.360     9.196     7.435     1.601     8.677     1.060       545
    28.081   112.460     9.957     7.787     3.514     9.099     1.094       545
    28.081   112.560    10.753     8.138     3.514     9.521     1.129       545
    28.081   112.660    11.584     8.489     3.514     9.943     1.165       545
    28.081   112.760    12.453     8.915     4.257    10.423     1.195       545
    28.081   112.860    13.369     9.415     5.001    10.962     1.220       545
    28.081   112.960    14.336     9.915     5.001    11.502     1.246       545
    28.081   113.060    15.352    10.415     5.001    12.041     1.275       545
    28.081   113.160    16.419    10.915     5.001    12.580     1.305       545
    28.081   113.260    17.535    11.416     5.000    13.119     1.337       545
    28.081   113.360    18.702    11.916     5.001    13.658     1.369       545
    28.081   113.460    19.918    12.416     5.001    14.198     1.403       545
    28.081   113.560    21.185    12.916     5.001    14.737     1.438       545
    28.081   113.660    22.501    13.416     5.001    15.276     1.473       545
    28.081   113.760    23.868    13.916     5.000    15.815     1.509       545
    28.081   113.860    25.290    14.693     7.776    16.625     1.521       545
    28.081   113.960    26.819    15.888    11.940    17.842     1.503       545
    28.081   114.060    28.461    16.882     9.947    18.917     1.504       545
    28.081   114.160    30.194    17.791     9.093    19.932     1.515       545
    28.081   114.260    32.019    18.701     9.092    20.947     1.529       545
    28.081   114.360    33.935    19.610     9.093    21.961     1.545       545
    28.081   114.460    35.914    19.986     3.760    22.451     1.600       545
    28.081   114.560    37.932    20.362     3.760    22.940     1.654       545
    28.081   114.660    39.987    20.738     3.760    23.429     1.707       545
    28.081   114.760    42.079    21.114     3.760    23.918     1.759       545
    28.081   114.860    44.210    21.490     3.760    24.407     1.811       545
    28.081   114.960    46.377    21.866     3.760    24.896     1.863       545
    28.081   115.060    48.583    22.242     3.760    25.385     1.914       545
    28.081   115.160    50.826    22.618     3.760    25.874     1.964       545
    28.081   115.260    53.106    22.994     3.760    26.363     2.014       545
    28.081   115.360    55.422    23.220     2.256    26.737     2.073       545
    28.081   115.460    57.744    23.220     0.000    26.937     2.144       545
    28.081   115.560    60.066    23.220     0.000    27.137     2.213       545
    28.081   115.660    62.388    23.220     0.000    27.337     2.282       545
    28.081   115.760    64.710    23.220     0.000    27.537     2.350       545
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.027   111.180     0.176     3.924     0.000     3.944     0.045      3414
    28.027   111.280     0.715     5.942     3.857     6.007     0.119      3414
    28.027   111.380     1.326     6.286     3.432     6.404     0.207      3414
    28.027   111.480     1.966     6.505     2.194     6.704     0.293      3414
    28.027   111.580     2.627     6.711     2.057     6.992     0.376      3414
    28.027   111.680     3.308     6.917     2.057     7.281     0.454      3414
    28.027   111.780     4.010     7.122     2.057     7.569     0.530      3414
    28.027   111.880     4.733     7.328     2.057     7.858     0.602      3414
    28.027   111.980     5.476     7.534     2.057     8.146     0.672      3414
    28.027   112.080     6.240     7.739     2.057     8.435     0.740      3414
    28.027   112.180     7.024     7.945     2.057     8.723     0.805      3414
    28.027   112.280     7.829     8.151     2.057     9.012     0.869      3414
    28.027   112.380     8.656     8.466     3.152     9.394     0.921      3414
    28.027   112.480     9.528     8.971     5.051     9.942     0.958      3414
    28.027   112.580    10.451     9.476     5.050    10.491     0.996      3414
    28.027   112.680    11.415     9.803     3.268    10.874     1.050      3414
    28.027   112.780    12.411    10.129     3.267    11.257     1.103      3414
    28.027   112.880    13.440    10.456     3.267    11.640     1.155      3414
    28.027   112.980    14.502    10.783     3.267    12.023     1.206      3414
    28.027   113.080    15.597    11.110     3.267    12.406     1.257      3414
    28.027   113.180    16.724    11.436     3.267    12.790     1.308      3414
    28.027   113.280    17.884    11.763     3.267    13.173     1.358      3414
    28.027   113.380    19.077    12.090     3.267    13.556     1.407      3414
    28.027   113.480    20.302    12.417     3.267    13.939     1.457      3414
    28.027   113.580    21.560    12.743     3.267    14.322     1.505      3414
    28.027   113.680    22.851    13.069     3.253    14.704     1.554      3414
    28.027   113.780    24.173    13.387     3.185    15.081     1.603      3414
    28.027   113.880    25.529    13.731     3.434    15.479     1.649      3414
    28.027   113.980    26.920    14.074     3.434    15.878     1.695      3414
    28.027   114.080    28.344    14.417     3.434    16.276     1.741      3414
    28.027   114.180    29.803    14.761     3.434    16.675     1.787      3414
    28.027   114.280    31.296    15.104     3.434    17.073     1.833      3414
    28.027   114.380    32.824    15.448     3.434    17.472     1.879      3414
    28.027   114.480    34.386    15.791     3.434    17.870     1.924      3414
    28.027   114.580    35.982    16.134     3.434    18.269     1.970      3414
    28.027   114.680    37.613    16.478     3.434    18.667     2.015      3414
    28.027   114.780    39.278    16.821     3.434    19.065     2.060      3414
    28.027   114.880    40.976    17.107     2.863    19.434     2.108      3414
    28.027   114.980    42.697    17.308     2.007    19.758     2.161      3414
    28.027   115.080    44.437    17.509     2.007    20.083     2.213      3414
    28.027   115.180    46.198    17.709     2.007    20.407     2.264      3414
    28.027   115.280    48.021    22.088    43.783    22.480     2.136      3414
    28.027   115.380    50.610    25.630    35.418    25.630     1.975      3414
    28.027   115.480    53.241    26.310     0.000    28.999     1.836      3414
    28.027   115.580    55.872    26.310     0.000    29.706     1.881      3414
    28.027   115.680    58.503    26.310     0.000    29.906     1.956      3414
    28.027   115.780    61.134    26.310     0.000    30.106     2.031      3414
    28.027   115.880    63.765    26.310     0.000    30.306     2.104      3414
    28.027   115.980    66.396    26.310     0.000    30.506     2.176      3414
    28.027   116.080    69.027    26.310     0.000    30.706     2.248      3414
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.026   111.290     0.528     5.796     0.000     5.878     0.090       544
    28.026   111.390     1.121     6.049     4.320     6.225     0.180       544
    28.026   111.490     1.738     6.291     2.415     6.544     0.266       544
    28.026   111.590     2.379     6.529     2.385     6.855     0.347       544
    28.026   111.690     3.044     6.768     2.385     7.167     0.425       544
    28.026   111.790     3.732     7.006     2.385     7.478     0.499       544
    28.026   111.890     4.445     7.245     2.385     7.790     0.571       544
    28.026   111.990     5.181     7.484     2.385     8.101     0.640       544
    28.026   112.090     5.942     7.722     2.385     8.412     0.706       544
    28.026   112.190     6.726     7.961     2.385     8.724     0.771       544
    28.026   112.290     7.534     8.199     2.385     9.035     0.834       544
    28.026   112.390     8.372     8.571     3.722     9.461     0.885       544
    28.026   112.490     9.249     8.966     3.945     9.904     0.934       544
    28.026   112.590    10.164     9.347     3.808    10.335     0.984       544
    28.026   112.690    11.118     9.728     3.808    10.766     1.033       544
    28.026   112.790    12.110    10.108     3.808    11.196     1.082       544
    28.026   112.890    13.140    10.489     3.808    11.627     1.130       544
    28.026   112.990    14.206    10.833     3.434    12.025     1.181       544
    28.026   113.090    15.306    11.167     3.340    12.414     1.233       544
    28.026   113.190    16.440    11.501     3.340    12.804     1.284       544
    28.026   113.290    17.606    11.835     3.340    13.193     1.335       544
    28.026   113.390    18.807    12.169     3.340    13.582     1.385       544
    28.026   113.490    20.040    12.503     3.340    13.972     1.434       544
    28.026   113.590    21.307    12.837     3.340    14.361     1.484       544
    28.026   113.690    22.607    13.171     3.340    14.750     1.533       544
    28.026   113.790    23.941    13.505     3.340    15.140     1.581       544
    28.026   113.890    25.308    13.839     3.340    15.529     1.630       544
    28.026   113.990    26.709    14.173     3.340    15.918     1.678       544
    28.026   114.090    28.143    14.507     3.340    16.308     1.726       544
    28.026   114.190    29.610    14.841     3.340    16.697     1.773       544
    28.026   114.290    31.111    15.175     3.340    17.087     1.821       544
    28.026   114.390    32.645    15.509     3.340    17.476     1.868       544
    28.026   114.490    34.213    15.843     3.340    17.865     1.915       544
    28.026   114.590    35.814    16.177     3.340    18.255     1.962       544
    28.026   114.690    37.448    16.511     3.340    18.644     2.009       544
    28.026   114.790    39.116    16.845     3.340    19.033     2.055       544
    28.026   114.890    40.817    17.163     3.177    19.413     2.103       544
    28.026   114.990    42.542    17.334     1.709    19.711     2.158       544
    28.026   115.090    44.284    17.505     1.709    20.009     2.213       544
    28.026   115.190    46.051    17.990     4.855    20.612     2.234       544
    28.026   115.290    47.891    18.829     8.389    21.556     2.222       544
    28.026   115.390    50.215    23.976    51.464    23.976     2.094       544
    28.026   115.490    53.051    27.204   -11.563    27.204     1.950       544
    28.026   115.590    55.887    28.360     0.000    30.482     1.833       544
    28.026   115.690    58.723    28.360     0.000    31.820     1.845       544
    28.026   115.790    61.559    28.360     0.000    32.020     1.923       544
    28.026   115.890    64.395    28.360     0.000    32.220     1.999       544
    28.026   115.990    67.231    28.360     0.000    32.420     2.074       544
    28.026   116.090    70.067    28.360     0.000    32.620     2.148       544
    28.026   116.190    72.903    28.360     0.000    32.820     2.221       544
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.024   111.290     0.528     5.796     0.000     5.878     0.090       543
    28.024   111.390     1.121     6.049     4.648     6.225     0.180       543
    28.024   111.490     1.738     6.291     2.415     6.544     0.266       543
    28.024   111.590     2.379     6.529     2.385     6.855     0.347       543
    28.024   111.690     3.044     6.768     2.385     7.167     0.425       543
    28.024   111.790     3.732     7.006     2.385     7.478     0.499       543
    28.024   111.890     4.445     7.245     2.385     7.790     0.571       543
    28.024   111.990     5.181     7.484     2.385     8.101     0.640       543
    28.024   112.090     5.942     7.722     2.385     8.412     0.706       543
    28.024   112.190     6.726     7.961     2.385     8.724     0.771       543
    28.024   112.290     7.534     8.199     2.385     9.035     0.834       543
    28.024   112.390     8.372     8.571     3.722     9.461     0.885       543
    28.024   112.490     9.240     8.770     1.991     9.778     0.945       543
    28.024   112.590    10.117     8.770    -0.001     9.978     1.014       543
    28.024   112.690    10.994     8.770    -0.001    10.178     1.080       543
    28.024   112.790    11.871     8.770    -0.001    10.378     1.144       543
    28.024   112.890    12.748     8.770    -0.001    10.578     1.205       543
    28.024   112.990    13.625     8.770    -0.001    10.778     1.264       543
    28.024   113.090    14.502     8.770    -0.001    10.978     1.321       543
    28.024   113.190    15.379     8.770    -0.001    11.178     1.376       543
    28.024   113.290    16.256     8.770    -0.001    11.378     1.429       543
    28.024   113.390    17.133     8.770    -0.001    11.578     1.480       543
    28.024   113.490    18.010     8.770    -0.001    11.778     1.529       543
    28.024   113.590    18.887     8.770    -0.001    11.978     1.577       543
    28.024   113.690    19.764     8.769    -0.001    12.178     1.623       543
    28.024   113.790    20.641     8.769    -0.001    12.378     1.668       543
    28.024   113.890    21.518     8.769    -0.001    12.578     1.711       543
    28.024   113.990    22.395     8.769    -0.001    12.778     1.753       543
    28.024   114.090    23.272     8.769    -0.001    12.978     1.793       543
    28.024   114.190    24.149     8.769    -0.001    13.178     1.832       543
    28.024   114.290    25.025     8.769    -0.001    13.378     1.871       543
    28.024   114.390    25.854     6.836   -19.334    15.462     1.672       543
    28.024   114.490    26.344     2.969   -38.664    19.431     1.356       543
    28.024   114.590    26.455     0.100   -28.693    22.571     1.172       543
    28.024   114.690    26.465     0.100     0.000    22.771     1.162       543
    28.024   114.790    26.475     0.100     0.000    22.971     1.153       543
    28.024   114.890    26.485     0.100     0.000    23.171     1.143       543
    28.024   114.990    26.495     0.100     0.000    23.371     1.134       543
    28.024   115.090    26.505     0.100     0.000    23.571     1.124       543
    28.024   115.190    26.515     0.100     0.000    23.771     1.115       543
    28.024   115.290    26.574     2.074    19.740    25.896     1.026       543
    28.024   115.390    26.979     6.022    39.474    29.945     0.901       543
    28.024   115.490    27.757     8.690    26.684    32.744     0.848       543
    28.024   115.590    28.626     8.690     0.000    32.944     0.869       543
    28.024   115.690    29.495     8.690     0.000    33.144     0.890       543
    28.024   115.790    30.364     8.690     0.000    33.344     0.911       543
    28.024   115.890    31.233     8.690     0.000    33.544     0.931       543
    28.024   115.990    32.102     8.690     0.000    33.744     0.951       543
    28.024   116.090    32.971     8.690     0.000    33.944     0.971       543
    28.024   116.190    33.840     8.690     0.000    34.144     0.991       543
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.016   111.290     0.528     5.796     0.000     5.878     0.090       542
    28.016   111.390     1.121     6.049     0.550     6.225     0.180       542
    28.016   111.490     1.738     6.291     2.415     6.544     0.266       542
    28.016   111.590     2.379     6.529     2.385     6.855     0.347       542
    28.016   111.690     3.044     6.768     2.385     7.167     0.425       542
    28.016   111.790     3.732     7.006     2.385     7.478     0.499       542
    28.016   111.890     4.445     7.245     2.385     7.790     0.571       542
    28.016   111.990     5.181     7.484     2.385     8.101     0.640       542
    28.016   112.090     5.942     7.722     2.385     8.412     0.706       542
    28.016   112.190     6.726     7.961     2.385     8.724     0.771       542
    28.016   112.290     7.534     8.199     2.385     9.035     0.834       542
    28.016   112.390     8.372     8.571     3.722     9.461     0.885       542
    28.016   112.490     9.240     8.770     1.991     9.778     0.945       542
    28.016   112.590    10.117     8.770    -0.001     9.978     1.014       542
    28.016   112.690    10.994     8.770    -0.001    10.178     1.080       542
    28.016   112.790    11.871     8.770    -0.001    10.378     1.144       542
    28.016   112.890    12.748     8.770    -0.001    10.578     1.205       542
    28.016   112.990    13.625     8.770    -0.001    10.778     1.264       542
    28.016   113.090    14.502     8.770    -0.001    10.978     1.321       542
    28.016   113.190    15.379     8.770    -0.001    11.178     1.376       542
    28.016   113.290    16.256     8.770    -0.001    11.378     1.429       542
    28.016   113.390    17.133     8.770    -0.001    11.578     1.480       542
    28.016   113.490    18.010     8.770    -0.001    11.778     1.529       542
    28.016   113.590    18.887     8.770    -0.001    11.978     1.577       542
    28.016   113.690    19.764     8.769    -0.001    12.178     1.623       542
    28.016   113.790    20.641     8.769    -0.001    12.378     1.668       542
    28.016   113.890    21.518     8.769    -0.001    12.578     1.711       542
    28.016   113.990    22.395     8.769    -0.001    12.778     1.753       542
    28.016   114.090    23.272     8.769    -0.001    12.978     1.793       542
    28.016   114.190    24.149     8.769    -0.001    13.178     1.832       542
    28.016   114.290    25.025     8.769    -0.001    13.378     1.871       542
    28.016   114.390    25.854     6.836   -19.334    15.462     1.672       542
    28.016   114.490    26.344     2.969   -38.664    19.431     1.356       542
    28.016   114.590    26.455     0.100   -28.693    22.571     1.172       542
    28.016   114.690    26.465     0.100     0.000    22.771     1.162       542
    28.016   114.790    26.475     0.100     0.000    22.971     1.153       542
    28.016   114.890    26.485     0.100     0.000    23.171     1.143       542
    28.016   114.990    26.495     0.100     0.000    23.371     1.134       542
    28.016   115.090    26.505     0.100     0.000    23.571     1.124       542
    28.016   115.190    26.515     0.100     0.000    23.771     1.115       542
    28.016   115.290    26.574     2.074    19.740    25.896     1.026       542
    28.016   115.390    26.979     6.022    39.474    29.945     0.901       542
    28.016   115.490    27.757     8.690    26.684    32.744     0.848       542
    28.016   115.590    28.626     8.690     0.000    32.944     0.869       542
    28.016   115.690    29.495     8.690     0.000    33.144     0.890       542
    28.016   115.790    30.364     8.690     0.000    33.344     0.911       542
    28.016   115.890    31.233     8.690     0.000    33.544     0.931       542
    28.016   115.990    32.102     8.690     0.000    33.744     0.951       542
    28.016   116.090    32.971     8.690     0.000    33.944     0.971       542
    28.016   116.190    33.840     8.690     0.000    34.144     0.991       542
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.015   111.180     0.176     3.924     0.000     3.944     0.045       414
    28.015   111.280     0.715     5.942     0.560     6.007     0.119       414
    28.015   111.380     1.326     6.286     3.432     6.404     0.207       414
    28.015   111.480     1.966     6.505     2.194     6.704     0.293       414
    28.015   111.580     2.627     6.711     2.057     6.992     0.376       414
    28.015   111.680     3.308     6.917     2.057     7.281     0.454       414
    28.015   111.780     4.010     7.122     2.057     7.569     0.530       414
    28.015   111.880     4.733     7.328     2.057     7.858     0.602       414
    28.015   111.980     5.476     7.534     2.057     8.146     0.672       414
    28.015   112.080     6.240     7.739     2.057     8.435     0.740       414
    28.015   112.180     7.024     7.945     2.057     8.723     0.805       414
