"ZEIT[H]","Q_gesamt","Q_Kraft","Q_Wehr"
41440.812,1973.19,1500,473.19
41440.833,1971.16,1500,471.16
41440.854,1965.34,1500,465.34
41440.875,1951.97,1500,451.97
41440.896,1936.21,1500,436.21
41440.917,1925.1,1500,425.1
41440.937,1919.14,1500,419.14
41440.958,1916.62,1500,416.62
41440.979,1915.61,1500,415.61
41441,1923.2,1500,423.2
41441.021,1932.79,1500,432.79
41441.042,1933.34,1500,433.34
41441.062,1929.78,1500,429.78
41441.083,1924.45,1500,424.45
41441.104,1918.72,1500,418.72
41441.125,1909.14,1500,409.14
41441.146,1903.17,1500,403.17
41441.167,1909.54,1500,409.54
41441.187,1923.01,1500,423.01
41441.208,1939.26,1500,439.26
41441.229,1956.08,1500,456.08
41441.25,1966.26,1500,466.26
41441.271,1967.52,1500,467.52
41441.292,1964.22,1500,464.22
41441.312,1958.42,1500,458.42
41441.333,1952.07,1500,452.07
41441.354,1945.17,1500,445.17
41441.375,1958.23,1500,458.23
41441.396,1977.4,1500,477.4
41441.417,1978.31,1500,478.31
41441.437,1974.48,1500,474.48
41441.458,1966.81,1500,466.81
41441.479,1953.91,1500,453.91
41441.5,1923.65,1500,423.65
41441.521,1892.13,1500,392.13
41441.542,1876.33,1500,376.33
41441.562,1860.71,1500,360.71
41441.583,1848.17,1500,348.17
41441.604,1842.47,1500,342.47
41441.625,1853.94,1500,353.94
41441.646,1873.44,1500,373.44
41441.667,1883.81,1500,383.81
41441.687,1890.22,1500,390.22
41441.708,1894.49,1500,394.49
41441.729,1898.05,1500,398.05
41441.75,1896.08,1500,396.08
41441.771,1890.72,1500,390.72
41441.792,1888.07,1500,388.07
41441.812,1886.63,1500,386.63
41441.833,1886,1500,386
41441.854,1885.69,1500,385.69
41441.875,1892.3,1500,392.3
41441.896,1901.64,1500,401.64
41441.917,1905.23,1500,405.23
41441.937,1906.42,1500,406.42
41441.958,1906.54,1500,406.54
41441.979,1904.41,1500,404.41
41442,1894.57,1500,394.57
41442.021,1875.85,1500,375.85
41442.042,1854.31,1500,354.31
41442.062,1834.27,1500,334.27
41442.083,1816.66,1500,316.66
41442.104,1800.84,1500,300.84
41442.125,1801.89,1500,301.89
41442.146,1819.54,1500,319.54
41442.167,1839.52,1500,339.52
41442.187,1858.67,1500,358.67
41442.208,1874.26,1500,374.26
41442.229,1888.6,1500,388.6
41442.25,1884.12,1500,384.12
41442.271,1867.83,1500,367.83
41442.292,1853.13,1500,353.13
41442.312,1840.81,1500,340.81
41442.333,1838.97,1500,338.97
41442.354,1841.7,1500,341.7
41442.375,1879.5,1500,379.5
41442.396,1927.45,1500,427.45
41442.417,1944.11,1500,444.11
41442.437,1951.73,1500,451.73
41442.458,1954.4,1500,454.4
41442.479,1953.05,1500,453.05
41442.5,1930.16,1500,430.16
41442.521,1898.67,1500,398.67
41442.542,1879.49,1500,379.49
41442.562,1857.39,1500,357.39
41442.583,1836.88,1500,336.88
41442.604,1823.13,1500,323.13
41442.625,1837.69,1500,337.69
41442.646,1866.37,1500,366.37
41442.667,1879.5,1500,379.5
41442.687,1882.82,1500,382.82
41442.708,1880.46,1500,380.46
41442.729,1879.5,1500,379.5
41442.75,1856.81,1500,356.81
41442.771,1831.27,1500,331.27
41442.792,1829.57,1500,329.57
41442.812,1839.29,1500,339.29
41442.833,1851.92,1500,351.92
41442.854,1860.04,1500,360.04
41442.875,1867.65,1500,367.65
41442.896,1874.27,1500,374.27
41442.917,1879.78,1500,379.78
41442.937,1883.88,1500,383.88
41442.958,1886.93,1500,386.93
41442.979,1889.54,1500,389.54
41443,1905.9,1500,405.9
41443.021,1927.98,1500,427.98
41443.042,1939.29,1500,439.29
41443.062,1946.78,1500,446.78
41443.083,1952.59,1500,452.59
41443.104,1957.91,1500,457.91
41443.125,1952.54,1500,452.54
41443.146,1940.73,1500,440.73
41443.167,1934.81,1500,434.81
41443.187,1931.84,1500,431.84
41443.208,1930.79,1500,430.79
41443.229,1930.58,1500,430.58
41443.25,1933.3,1500,433.3
41443.271,1933.95,1500,433.95
41443.292,1927.09,1500,427.09
41443.312,1916.34,1500,416.34
41443.333,1904.03,1500,404.03
41443.354,1891.22,1500,391.22
41443.375,1880.86,1500,380.86
41443.396,1875.3,1500,375.3
41443.417,1873.82,1500,373.82
41443.437,1874.64,1500,374.64
41443.458,1875.98,1500,375.98
41443.479,1877.37,1500,377.37
41443.5,1871.45,1500,371.45
41443.521,1860.96,1500,360.96
41443.542,1854.25,1500,354.25
41443.562,1849.49,1500,349.49
41443.583,1845.98,1500,345.98
41443.604,1842.94,1500,342.94
41443.625,1851.18,1500,351.18
41443.646,1867.32,1500,367.32
41443.667,1879.79,1500,379.79
41443.687,1891.17,1500,391.17
41443.708,1901.49,1500,401.49
41443.729,1911.28,1500,411.28
41443.75,1912.73,1500,412.73
41443.771,1912.58,1500,412.58
41443.792,1922.35,1500,422.35
41443.812,1937.03,1500,437.03
41443.833,1954,1500,454
41443.854,1972.28,1500,472.28
41443.875,1998.95,1500,498.95
41443.896,2020,1500,520
41443.917,2021.22,1500,521.22
41443.937,2014.8,1500,514.8
41443.958,2006.92,1500,506.92
41443.979,1995.07,1500,495.07
41444,1982.72,1500,482.72
41444.021,1971.39,1500,471.39
41444.042,1955.82,1500,455.82
41444.062,1940.88,1500,440.88
41444.083,1929.81,1500,429.81
41444.104,1919.94,1500,419.94
41444.125,1900.88,1500,400.88
41444.146,1880.52,1500,380.52
41444.167,1872.19,1500,372.19
41444.187,1869.14,1500,369.14
41444.208,1868.39,1500,368.39
41444.229,1868.93,1500,368.93
41444.25,1869.84,1500,369.84
41444.271,1871.83,1500,371.83
41444.292,1876.38,1500,376.38
41444.312,1883.13,1500,383.13
41444.333,1890.99,1500,390.99
41444.354,1899.21,1500,399.21
41444.375,1907.01,1500,407.01
41444.396,1910.17,1500,410.17
41444.417,1906.42,1500,406.42
41444.437,1899.14,1500,399.14
41444.458,1890.64,1500,390.64
41444.479,1881.97,1500,381.97
41444.5,1873.9,1500,373.9
41444.521,1868.49,1500,368.49
41444.542,1866.61,1500,366.61
41444.562,1866.8,1500,366.8
41444.583,1867.85,1500,367.85
41444.604,1869.12,1500,369.12
41444.625,1869.35,1500,369.35
41444.646,1869.35,1500,369.35
41444.667,1870.38,1500,370.38
41444.687,1871.73,1500,371.73
41444.708,1873.53,1500,373.53
41444.729,1875.42,1500,375.42
41444.75,1870.63,1500,370.63
41444.771,1861.18,1500,361.18
41444.792,1859.33,1500,359.33
41444.812,1866.54,1500,366.54
41444.833,1877.63,1500,377.63
41444.854,1889.62,1500,389.62
41444.875,1915.72,1500,415.72
41444.896,1940.15,1500,440.15
41444.917,1942.51,1500,442.51
41444.937,1936.28,1500,436.28
41444.958,1928.19,1500,428.19
41444.979,1920.31,1500,420.31
41445,1909.18,1500,409.18
41445.021,1897.75,1500,397.75
41445.042,1890.74,1500,390.74
41445.062,1885.83,1500,385.83
41445.083,1881.79,1500,381.79
41445.104,1878.01,1500,378.01
41445.125,1874.42,1500,374.42
41445.146,1871.75,1500,371.75
41445.167,1870.28,1500,370.28
41445.187,1869.42,1500,369.42
41445.208,1868.77,1500,368.77
41445.229,1868.22,1500,368.22
41445.25,1861.49,1500,361.49
41445.271,1855.37,1500,355.37
41445.292,1861.23,1500,361.23
41445.312,1874.76,1500,374.76
41445.333,1891.31,1500,391.31
41445.354,1908.18,1500,408.18
41445.375,1926.72,1500,426.72
41445.396,1939.11,1500,439.11
41445.417,1938.67,1500,438.67
41445.437,1931.87,1500,431.87
41445.458,1923.26,1500,423.26
41445.479,1914.43,1500,414.43
41445.5,1915.21,1500,415.21
41445.521,1923.73,1500,423.73
41445.542,1931.05,1500,431.05
41445.562,1938.74,1500,438.74
41445.583,1946.04,1500,446.04
41445.604,1953.1,1500,453.1
41445.625,1948.82,1500,448.82
41445.646,1935.19,1500,435.19
41445.667,1923.59,1500,423.59
41445.687,1912.69,1500,412.69
41445.708,1902.9,1500,402.9
41445.729,1893.75,1500,393.75
41445.75,1883.39,1500,383.39
41445.771,1881.33,1500,381.33
41445.792,1895.33,1500,395.33
41445.812,1918.56,1500,418.56
41445.833,1944.37,1500,444.37
41445.854,1969.15,1500,469.15
41445.875,2001.39,1500,501.39
41445.896,2029.5,1500,529.5
41445.917,2039.21,1500,539.21
41445.937,2041.09,1500,541.09
41445.958,2040.93,1500,540.93
41445.979,2040.66,1500,540.66
41446,2047.94,1500,547.94
41446.021,2053.19,1500,553.19
41446.042,2045.01,1500,545.01
41446.062,2032.91,1500,532.91
41446.083,2018.51,1500,518.51
41446.104,1999.48,1500,499.48
41446.125,1971.07,1500,471.07
41446.146,1942.33,1500,442.33
41446.167,1922.76,1500,422.76
41446.187,1906.77,1500,406.77
41446.208,1892.73,1500,392.73
41446.229,1879.36,1500,379.36
41446.25,1854.97,1500,354.97
41446.271,1826.05,1500,326.05
41446.292,1811.5,1500,311.5
41446.312,1813.12,1500,313.12
41446.333,1825.72,1500,325.72
41446.354,1841.38,1500,341.38
41446.375,1880.87,1500,380.87
41446.396,1924.44,1500,424.44
41446.417,1941.65,1500,441.65
41446.437,1949.26,1500,449.26
41446.458,1953.67,1500,453.67
41446.479,1957.61,1500,457.61
41446.5,1965.47,1500,465.47
41446.521,1970.65,1500,470.65
41446.542,1964.85,1500,464.85
41446.562,1951.44,1500,451.44
41446.583,1935.14,1500,435.14
41446.604,1922.18,1500,422.18
41446.625,1886.71,1500,386.71
41446.646,1847.47,1500,347.47
41446.667,1834.71,1500,334.71
41446.687,1835.63,1500,335.63
41446.708,1840.78,1500,340.78
41446.729,1841.32,1500,341.32
41446.75,1843.47,1500,343.47
41446.771,1850.22,1500,350.22
41446.792,1862.38,1500,362.38
41446.812,1877.21,1500,377.21
41446.833,1891.98,1500,391.98
41446.854,1905.97,1500,405.97
41446.875,1930.72,1500,430.72
41446.896,1956.36,1500,456.36
41446.917,1967.42,1500,467.42
41446.937,1972.29,1500,472.29
41446.958,1974.89,1500,474.89
41446.979,1973.57,1500,473.57
41447,1964.55,1500,464.55
41447.021,1951.51,1500,451.51
41447.042,1936.69,1500,436.69
41447.062,1918.95,1500,418.95
41447.083,1900.19,1500,400.19
41447.104,1881.54,1500,381.54
41447.125,1867.83,1500,367.83
41447.146,1860.9,1500,360.9
41447.167,1857.81,1500,357.81
41447.187,1856.15,1500,356.15
41447.208,1853.26,1500,353.26
41447.229,1850.1,1500,350.1
41447.25,1837.74,1500,337.74
41447.271,1819.34,1500,319.34
41447.292,1813.36,1500,313.36
41447.312,1821.15,1500,321.15
41447.333,1835.2,1500,335.2
41447.354,1850.39,1500,350.39
41447.375,1888.97,1500,388.97
41447.396,1927.04,1500,427.04
41447.417,1931.82,1500,431.82
41447.437,1925.44,1500,425.44
41447.458,1916.92,1500,416.92
41447.479,1905.22,1500,405.22
41447.5,1877.95,1500,377.95
41447.521,1850.29,1500,350.29
41447.542,1839.74,1500,339.74
41447.562,1838.43,1500,338.43
41447.583,1840.86,1500,340.86
41447.604,1841.65,1500,341.65
41447.625,1836.35,1500,336.35
41447.646,1833.25,1500,333.25
41447.667,1842.7,1500,342.7
41447.687,1858.97,1500,358.97
41447.708,1877.27,1500,377.27
41447.729,1895.96,1500,395.96
41447.75,1932.49,1500,432.49
41447.771,1966.89,1500,466.89
41447.792,1973.14,1500,473.14
41447.812,1968.8,1500,468.8
41447.833,1962.66,1500,462.66
41447.854,1957.26,1500,457.26
41447.875,1942.43,1500,442.43
41447.896,1925.83,1500,425.83
41447.917,1921.14,1500,421.14
41447.937,1922.72,1500,422.72
41447.958,1927.25,1500,427.25
41447.979,1932.65,1500,432.65
41448,1932.46,1500,432.46
41448.021,1927.92,1500,427.92
41448.042,1925.1,1500,425.1
41448.062,1923.07,1500,423.07
41448.083,1921.65,1500,421.65
41448.104,1920.48,1500,420.48
41448.125,1929.45,1500,429.45
41448.146,1941.6,1500,441.6
41448.167,1944.15,1500,444.15
41448.187,1942.75,1500,442.75
41448.208,1939.69,1500,439.69
41448.229,1936.28,1500,436.28
41448.25,1927.88,1500,427.88
41448.271,1917.54,1500,417.54
41448.292,1911.79,1500,411.79
41448.312,1908.46,1500,408.46
41448.333,1906.37,1500,406.37
41448.354,1904.69,1500,404.69
41448.375,1899.91,1500,399.91
41448.396,1895.01,1500,395.01
41448.417,1895.16,1500,395.16
41448.437,1898.31,1500,398.31
41448.458,1902.73,1500,402.73
41448.479,1907.4,1500,407.4
41448.5,1914.66,1500,414.66
41448.521,1919.55,1500,419.55
41448.542,1916.68,1500,416.68
41448.562,1909.9,1500,409.9
41448.583,1901.78,1500,401.78
41448.604,1893.41,1500,393.41
41448.625,1887.14,1500,387.14
41448.646,1883.09,1500,383.09
41448.667,1879.55,1500,379.55
41448.687,1876.4,1500,376.4
41448.708,1873.22,1500,373.22
41448.729,1869.94,1500,369.94
41448.75,1867,1500,367
41448.771,1865.87,1500,365.87
41448.792,1867.12,1500,367.12
41448.812,1869.63,1500,369.63
41448.833,1872.5,1500,372.5
41448.854,1875.42,1500,375.42
41448.875,1876.05,1500,376.05
41448.896,1873.21,1500,373.21
41448.917,1868.26,1500,368.26
41448.937,1862.12,1500,362.12
41448.958,1855.77,1500,355.77
41448.979,1849.53,1500,349.53
41449,1845.67,1500,345.67
41449.021,1845.09,1500,345.09
41449.042,1846.59,1500,346.59
41449.062,1848.3,1500,348.3
41449.083,1848.4,1500,348.4
41449.104,1848.6,1500,348.6
41449.125,1842.99,1500,342.99
41449.146,1830.18,1500,330.18
41449.167,1821.43,1500,321.43
41449.187,1820.89,1500,320.89
41449.208,1825.34,1500,325.34
41449.229,1831,1500,331
41449.25,1852.72,1500,352.72
41449.271,1878.09,1500,378.09
41449.292,1885.55,1500,385.55
41449.312,1885.45,1500,385.45
41449.333,1882.75,1500,382.75
41449.354,1877.7,1500,377.7
41449.375,1861.88,1500,361.88
41449.396,1838.69,1500,338.69
41449.417,1821.77,1500,321.77
41449.437,1814.66,1500,314.66
41449.458,1814.73,1500,314.73
41449.479,1817.59,1500,317.59
41449.5,1832.79,1500,332.79
41449.521,1852.58,1500,352.58
41449.542,1862.22,1500,362.22
41449.562,1867.47,1500,367.47
41449.583,1870.8,1500,370.8
41449.604,1873.81,1500,373.81
41449.625,1871.52,1500,371.52
41449.646,1864.93,1500,364.93
41449.667,1859.88,1500,359.88
41449.687,1855.83,1500,355.83
41449.708,1852.75,1500,352.75
41449.729,1850.21,1500,350.21
41449.75,1844.84,1500,344.84
41449.771,1840.13,1500,340.13
41449.792,1841.8,1500,341.8
41449.812,1847.72,1500,347.72
41449.833,1855.65,1500,355.65
41449.854,1864.08,1500,364.08
41449.875,1880.1,1500,380.1
41449.896,1895.64,1500,395.64
41449.917,1899.07,1500,399.07
41449.937,1896.93,1500,396.93
41449.958,1892.81,1500,392.81
41449.979,1886.47,1500,386.47
41450,1873.71,1500,373.71
41450.021,1858.44,1500,358.44
41450.042,1845.44,1500,345.44
41450.062,1834.65,1500,334.65
41450.083,1827.47,1500,327.47
41450.104,1822.7,1500,322.7
41450.125,1824.74,1500,324.74
41450.146,1831.99,1500,331.99
41450.167,1838.28,1500,338.28
41450.187,1843.89,1500,343.89
41450.208,1848.78,1500,348.78
41450.229,1853.27,1500,353.27
41450.25,1850.25,1500,350.25
41450.271,1842.75,1500,342.75
41450.292,1840.21,1500,340.21
41450.312,1841.18,1500,341.18
41450.333,1844.22,1500,344.22
41450.354,1847.72,1500,347.72
41450.375,1863.38,1500,363.38
41450.396,1878.1,1500,378.1
41450.417,1873.24,1500,373.24
41450.437,1860.3,1500,360.3
41450.458,1842.06,1500,342.06
41450.479,1819.49,1500,319.49
41450.5,1787.04,1500,287.04
41450.521,1763.69,1500,263.69
41450.542,1767.62,1500,267.62
41450.562,1777.64,1500,277.64
41450.583,1784.65,1500,284.65
41450.604,1794.26,1500,294.26
41450.625,1814.78,1500,314.78
41450.646,1837.22,1500,337.22
41450.667,1849.03,1500,349.03
41450.687,1854.37,1500,354.37
41450.708,1856.78,1500,356.78
41450.729,1858.4,1500,358.4
41450.75,1856.84,1500,356.84
41450.771,1855.39,1500,355.39
41450.792,1859.52,1500,359.52
41450.812,1867.29,1500,367.29
41450.833,1876.85,1500,376.85
41450.854,1887.01,1500,387.01
41450.875,1895.01,1500,395.01
41450.896,1900.49,1500,400.49
41450.917,1905.17,1500,405.17
41450.937,1909.3,1500,409.3
41450.958,1913.43,1500,413.43
41450.979,1917.63,1500,417.63
41451,1931.61,1500,431.61
41451.021,1947.3,1500,447.3
41451.042,1951.51,1500,451.51
41451.062,1950.89,1500,450.89
41451.083,1948.44,1500,448.44
41451.104,1942.5,1500,442.5
41451.125,1930.17,1500,430.17
41451.146,1919.11,1500,419.11
41451.167,1913.99,1500,413.99
41451.187,1910.72,1500,410.72
41451.208,1908.52,1500,408.52
41451.229,1907.25,1500,407.25
41451.25,1908.53,1500,408.53
41451.271,1912.08,1500,412.08
41451.292,1915.83,1500,415.83
41451.312,1919.62,1500,419.62
41451.333,1923.21,1500,423.21
41451.354,1926.63,1500,426.63
41451.375,1931.21,1500,431.21
41451.396,1934.24,1500,434.24
41451.417,1932.84,1500,432.84
41451.437,1928.31,1500,428.31
41451.458,1922.35,1500,422.35
41451.479,1917.28,1500,417.28
41451.5,1910.84,1500,410.84
41451.521,1905.12,1500,405.12
41451.542,1904.58,1500,404.58
41451.562,1908.21,1500,408.21
41451.583,1914.88,1500,414.88
41451.604,1922.91,1500,422.91
41451.625,1931.73,1500,431.73
41451.646,1935.43,1500,435.43
41451.667,1929.96,1500,429.96
41451.687,1919.58,1500,419.58
41451.708,1907.56,1500,407.56
41451.729,1895.27,1500,395.27
41451.75,1892.59,1500,392.59
41451.771,1898.11,1500,398.11
41451.792,1902.68,1500,402.68
41451.812,1907.4,1500,407.4
41451.833,1910.16,1500,410.16
41451.854,1910.98,1500,410.98
41451.875,1897.41,1500,397.41
41451.896,1877.97,1500,377.97
41451.917,1868.02,1500,368.02
41451.937,1865.4,1500,365.4
41451.958,1870.96,1500,370.96
41451.979,1879.29,1500,379.29
41452,1907.67,1500,407.67
41452.021,1937.12,1500,437.12
41452.042,1940.69,1500,440.69
41452.062,1935.31,1500,435.31
41452.083,1927.83,1500,427.83
41452.104,1919.69,1500,419.69
41452.125,1906.9,1500,406.9
41452.146,1892.88,1500,392.88
41452.167,1882.42,1500,382.42
41452.187,1874.19,1500,374.19
41452.208,1868.03,1500,368.03
41452.229,1861.99,1500,361.99
41452.25,1848.05,1500,348.05
41452.271,1834.55,1500,334.55
41452.292,1824.97,1500,324.97
41452.312,1815.31,1500,315.31
41452.333,1813.51,1500,313.51
41452.354,1816.54,1500,316.54
41452.375,1833.51,1500,333.51
41452.396,1849.99,1500,349.99
41452.417,1846.81,1500,346.81
41452.437,1834.59,1500,334.59
41452.458,1819.44,1500,319.44
41452.479,1804.29,1500,304.29
41452.5,1791.44,1500,291.44
41452.521,1778.9,1500,278.9
41452.542,1771.05,1500,271.05
41452.562,1770.09,1500,270.09
41452.583,1771.2,1500,271.2
41452.604,1775.63,1500,275.63
41452.625,1764.33,1500,264.33
41452.646,1755.21,1500,255.21
41452.667,1755.81,1500,255.81
41452.687,1748.71,1500,248.71
41452.708,1750.79,1500,250.79
41452.729,1762.48,1500,262.48
41452.75,1798.32,1500,298.32
41452.771,1835.81,1500,335.81
41452.792,1844.92,1500,344.92
41452.812,1841.81,1500,341.81
41452.833,1834.58,1500,334.58
41452.854,1827.4,1500,327.4
41452.875,1811.27,1500,311.27
41452.896,1790.25,1500,290.25
41452.917,1776.76,1500,276.76
41452.937,1768.59,1500,268.59
41452.958,1764.27,1500,264.27
41452.979,1761.76,1500,261.76
41453,1760.77,1500,260.77
41453.021,1757.06,1500,257.06
41453.042,1746.93,1500,246.93
41453.062,1733,1500,233
41453.083,1717.49,1500,217.49
41453.104,1701.63,1500,201.63
41453.125,1692.47,1500,192.47
41453.146,1691.35,1500,191.35
41453.167,1687.47,1500,187.47
41453.187,1681.42,1500,181.42
41453.208,1681.99,1500,181.99
41453.229,1684.66,1500,184.66
41453.25,1677.8,1500,177.8
41453.271,1670.99,1500,170.99
41453.292,1671.79,1500,171.79
41453.312,1671.76,1500,171.76
41453.333,1668.31,1500,168.31
41453.354,1662.46,1500,162.46
41453.375,1667.96,1500,167.96
41453.396,1680.91,1500,180.91
41453.417,1686.3,1500,186.3
41453.437,1686.21,1500,186.21
41453.458,1683.14,1500,183.14
41453.479,1679.2,1500,179.2
41453.5,1673.23,1500,173.23
41453.521,1665.45,1500,165.45
41453.542,1657.12,1500,157.12
41453.562,1649.08,1500,149.08
41453.583,1642.3,1500,142.3
41453.604,1636.02,1500,136.02
41453.625,1626.62,1500,126.62
41453.646,1617.23,1500,117.23
41453.667,1612.71,1500,112.71
41453.687,1609.58,1500,109.58
41453.708,1606.86,1500,106.86
41453.729,1604.87,1500,104.87
41453.75,1613.61,1500,113.61
41453.771,1633.54,1500,133.54
41453.792,1654.67,1500,154.67
41453.812,1675.43,1500,175.43
41453.833,1694.92,1500,194.92
41453.854,1714.33,1500,214.33
41453.875,1721.63,1500,221.63
41453.896,1714.44,1500,214.44
41453.917,1705.44,1500,205.44
41453.937,1699.28,1500,199.28
41453.958,1696.92,1500,196.92
41453.979,1696.21,1500,196.21
41454,1703.69,1500,203.69
41454.021,1710.72,1500,210.72
41454.042,1704.93,1500,204.93
41454.062,1692.58,1500,192.58
41454.083,1677.38,1500,177.38
41454.104,1661.27,1500,161.27
41454.125,1641.12,1500,141.12
41454.146,1624.41,1500,124.41
41454.167,1621.76,1500,121.76
41454.187,1624.82,1500,124.82
41454.208,1625.59,1500,125.59
41454.229,1625.42,1500,125.42
41454.25,1621.29,1500,121.29
41454.271,1617.44,1500,117.44
41454.292,1617.76,1500,117.76
41454.312,1618.51,1500,118.51
41454.333,1619.4,1500,119.4
41454.354,1619.22,1500,119.22
41454.375,1620.31,1500,120.31
41454.396,1619.6,1500,119.6
41454.417,1613.1,1500,113.1
41454.437,1603.28,1500,103.28
41454.458,1592.44,1500,92.44
41454.479,1581.7,1500,81.7
41454.5,1582.17,1500,82.17
41454.521,1587.08,1500,87.08
41454.542,1576.96,1500,76.96
41454.562,1554.85,1500,54.85
41454.583,1531.91,1500,31.91
41454.604,1514.73,1499.73,15
41454.625,1490.66,1475.66,15
41454.646,1475.06,1460.06,15
41454.667,1483.36,1468.36,15
41454.687,1496.74,1481.74,15
41454.708,1508.85,1493.85,15
41454.729,1519.37,1500,19.37
41454.75,1529.81,1500,29.81
41454.771,1539.66,1500,39.66
41454.792,1548.1,1500,48.1
41454.812,1557.14,1500,57.14
41454.833,1567.05,1500,67.05
41454.854,1576.75,1500,76.75
41454.875,1601.59,1500,101.59
41454.896,1630.31,1500,130.31
41454.917,1642.51,1500,142.51
41454.937,1647.88,1500,147.88
41454.958,1651.52,1500,151.52
41454.979,1656.22,1500,156.22
41455,1660.7,1500,160.7
41455.021,1666.91,1500,166.91
41455.042,1678.91,1500,178.91
41455.062,1693.91,1500,193.91
41455.083,1711.74,1500,211.74
41455.104,1730.22,1500,230.22
41455.125,1736.25,1500,236.25
41455.146,1734.26,1500,234.26
41455.167,1726.91,1500,226.91
41455.187,1709.68,1500,209.68
41455.208,1692.66,1500,192.66
41455.229,1681.79,1500,181.79
41455.25,1691.34,1500,191.34
41455.271,1707.6,1500,207.6
41455.292,1709.01,1500,209.01
41455.312,1703.3,1500,203.3
41455.333,1689.06,1500,189.06
41455.354,1661.09,1500,161.09
41455.375,1632.37,1500,132.37
41455.396,1618.71,1500,118.71
41455.417,1614.35,1500,114.35
41455.437,1610.8,1500,110.8
41455.458,1606.87,1500,106.87
41455.479,1601.77,1500,101.77
41455.5,1602.14,1500,102.14
41455.521,1607.16,1500,107.16
41455.542,1609.36,1500,109.36
41455.562,1609.32,1500,109.32
41455.583,1608.75,1500,108.75
41455.604,1609.24,1500,109.24
41455.625,1607.08,1500,107.08
41455.646,1605,1500,105
41455.667,1606.65,1500,106.65
41455.687,1608.33,1500,108.33
41455.708,1608.98,1500,108.98
41455.729,1609.72,1500,109.72
41455.75,1608.38,1500,108.38
41455.771,1608.35,1500,108.35
41455.792,1613.78,1500,113.78
41455.812,1622.45,1500,122.45
41455.833,1633.31,1500,133.31
41455.854,1644.17,1500,144.17
41455.875,1662.36,1500,162.36
41455.896,1679.23,1500,179.23
41455.917,1682.16,1500,182.16
41455.937,1678.23,1500,178.23
41455.958,1671.96,1500,171.96
41455.979,1665.22,1500,165.22
41456,1655.34,1500,155.34
41456.021,1646.43,1500,146.43
41456.042,1644.34,1500,144.34
41456.062,1646.19,1500,146.19
41456.083,1649.32,1500,149.32
41456.104,1652.36,1500,152.36
41456.125,1664,1500,164
41456.146,1680.11,1500,180.11
41456.167,1687.29,1500,187.29
41456.187,1677.07,1500,177.07
41456.208,1664.46,1500,164.46
41456.229,1667.24,1500,167.24
41456.25,1667.71,1500,167.71
41456.271,1660.15,1500,160.15
41456.292,1652.52,1500,152.52
41456.312,1646.18,1500,146.18
41456.333,1640.54,1500,140.54
41456.354,1634.86,1500,134.86
41456.375,1621.63,1500,121.63
41456.396,1602.17,1500,102.17
41456.417,1583.38,1500,83.38
41456.437,1564.35,1500,64.35
41456.458,1545.87,1500,45.87
41456.479,1527.56,1500,27.56
41456.5,1502.16,1487.16,15
41456.521,1486.61,1471.61,15
41456.542,1491.12,1476.12,15
41456.562,1496.48,1481.48,15
41456.583,1498.12,1483.12,15
41456.604,1498.72,1483.72,15
41456.625,1516.06,1500,16.06
41456.646,1541.85,1500,41.85
41456.667,1555.31,1500,55.31
41456.687,1561.94,1500,61.94
41456.708,1565.72,1500,65.72
41456.729,1569.5,1500,69.5
41456.75,1570.47,1500,70.47
41456.771,1564.65,1500,64.65
41456.792,1552.38,1500,52.38
41456.812,1538.24,1500,38.24
41456.833,1526.12,1500,26.12
41456.854,1514.92,1499.92,15
41456.875,1501.66,1486.66,15
41456.896,1490.23,1475.23,15
41456.917,1484.35,1469.35,15
41456.937,1479.77,1464.77,15
41456.958,1474.49,1459.49,15
41456.979,1468.89,1453.89,15
41457,1459.47,1444.47,15
41457.021,1456.59,1441.59,15
41457.042,1471.13,1456.13,15
41457.062,1491.61,1476.61,15
41457.083,1509.39,1494.39,15
41457.104,1525.27,1500,25.27
41457.125,1547.92,1500,47.92
41457.146,1569.4,1500,69.4
41457.167,1577.07,1500,77.07
41457.187,1577.45,1500,77.45
41457.208,1576.23,1500,76.23
41457.229,1575.61,1500,75.61
41457.25,1576.52,1500,76.52
41457.271,1572.77,1500,72.77
41457.292,1557.94,1500,57.94
41457.312,1535.36,1500,35.36
41457.333,1512.86,1497.86,15
41457.354,1494.27,1479.27,15
41457.375,1471.78,1456.78,15
41457.396,1462.48,1447.48,15
41457.417,1482.46,1467.46,15
41457.437,1511.8,1496.8,15
41457.458,1537.13,1500,37.13
41457.479,1559.03,1500,59.03
41457.5,1576.98,1500,76.98
41457.521,1584.53,1500,84.53
41457.542,1579.2,1500,79.2
41457.562,1567.5,1500,67.5
41457.583,1555.68,1500,55.68
41457.604,1545.01,1500,45.01
41457.625,1552.27,1500,52.27
41457.646,1571.47,1500,71.47
41457.667,1582.97,1500,82.97
41457.687,1590.66,1500,90.66
41457.708,1596.33,1500,96.33
41457.729,1597.22,1500,97.22
41457.75,1580.44,1500,80.44
41457.771,1560.59,1500,60.59
41457.792,1550.76,1500,50.76
41457.812,1540.35,1500,40.35
41457.833,1529.6,1500,29.6
41457.854,1518.88,1500,18.88
41457.875,1506.71,1491.71,15
41457.896,1496.07,1481.07,15
41457.917,1490.29,1475.29,15
41457.937,1486.15,1471.15,15
41457.958,1481.42,1466.42,15
41457.979,1475.83,1460.83,15
