"ZEIT[H]","Q_gesamt","Q_Kraft","Q_Wehr"
41424.062,1841.12,1500,341.12
41424.083,1856.44,1500,356.44
41424.104,1871.16,1500,371.16
41424.125,1875.24,1500,375.24
41424.146,1872.58,1500,372.58
41424.167,1875.95,1500,375.95
41424.187,1882.97,1500,382.97
41424.208,1892.31,1500,392.31
41424.229,1902.36,1500,402.36
41424.25,1921.48,1500,421.48
41424.271,1939,1500,439
41424.292,1940.76,1500,440.76
41424.312,1935.34,1500,435.34
41424.333,1926.24,1500,426.24
41424.354,1915.01,1500,415.01
41424.375,1892.92,1500,392.92
41424.396,1871.99,1500,371.99
41424.417,1859.64,1500,359.64
41424.437,1849.71,1500,349.71
41424.458,1848.3,1500,348.3
41424.479,1851.03,1500,351.03
41424.5,1864.16,1500,364.16
41424.521,1877.6,1500,377.6
41424.542,1877.65,1500,377.65
41424.562,1871.64,1500,371.64
41424.583,1863.38,1500,363.38
41424.604,1854.5,1500,354.5
41424.625,1851.97,1500,351.97
41424.646,1850.24,1500,350.24
41424.667,1841.14,1500,341.14
41424.687,1825.21,1500,325.21
41424.708,1801.08,1500,301.08
41424.729,1775.31,1500,275.31
41424.75,1737.57,1500,237.57
41424.771,1712.4,1500,212.4
41424.792,1718.99,1500,218.99
41424.812,1724.78,1500,224.78
41424.833,1719.62,1500,219.62
41424.854,1713.42,1500,213.42
41424.875,1726.73,1500,226.73
41424.896,1749.01,1500,249.01
41424.917,1759.37,1500,259.37
41424.937,1762.33,1500,262.33
41424.958,1761.75,1500,261.75
41424.979,1760.25,1500,260.25
41425,1750.5,1500,250.5
41425.021,1737.4,1500,237.4
41425.042,1735.26,1500,235.26
41425.062,1743.3,1500,243.3
41425.083,1756.72,1500,256.72
41425.104,1771.26,1500,271.26
41425.125,1789.69,1500,289.69
41425.146,1805.68,1500,305.68
41425.167,1811.67,1500,311.67
41425.187,1812.98,1500,312.98
41425.208,1812.85,1500,312.85
41425.229,1812.57,1500,312.57
41425.25,1819.04,1500,319.04
41425.271,1826.97,1500,326.97
41425.292,1827.52,1500,327.52
41425.312,1825.26,1500,325.26
41425.333,1822.53,1500,322.53
41425.354,1817.21,1500,317.21
41425.375,1802.07,1500,302.07
41425.396,1782.07,1500,282.07
41425.417,1768.1,1500,268.1
41425.437,1763.7,1500,263.7
41425.458,1768.46,1500,268.46
41425.479,1777.3,1500,277.3
41425.5,1795.07,1500,295.07
41425.521,1814.59,1500,314.59
41425.542,1824.56,1500,324.56
41425.562,1830.14,1500,330.14
41425.583,1833.99,1500,333.99
41425.604,1837.47,1500,337.47
41425.625,1841.89,1500,341.89
41425.646,1850.67,1500,350.67
41425.667,1864.92,1500,364.92
41425.687,1881.6,1500,381.6
41425.708,1898.42,1500,398.42
41425.729,1914.72,1500,414.72
41425.75,1925.96,1500,425.96
41425.771,1930.71,1500,430.71
41425.792,1932.02,1500,432.02
41425.812,1931.35,1500,431.35
41425.833,1930.39,1500,430.39
41425.854,1929.53,1500,429.53
41425.875,1932.9,1500,432.9
41425.896,1941.11,1500,441.11
41425.917,1950.96,1500,450.96
41425.937,1961.92,1500,461.92
41425.958,1973.07,1500,473.07
41425.979,1984.41,1500,484.41
41426,2020.01,1500,520.01
41426.021,2073.36,1500,573.36
41426.042,2132.74,1500,632.74
41426.062,2197.09,1500,697.09
41426.083,2252.45,1500,752.45
41426.104,2306.4,1500,806.4
41426.125,2398.52,1500,898.52
41426.146,2501.64,1500,1001.64
41426.167,2569.47,1500,1069.47
41426.187,2630.91,1500,1130.91
41426.208,2699,1500,1199
41426.229,2763.35,1500,1263.35
41426.25,2785.51,1500,1285.51
41426.271,2794.84,1500,1294.84
41426.292,2828.07,1500,1328.07
41426.312,2863.95,1500,1363.95
41426.333,2899.37,1500,1399.37
41426.354,2934.74,1500,1434.74
41426.375,2977.89,1500,1477.89
41426.396,3023.62,1500,1523.62
41426.417,3063.91,1500,1563.91
41426.437,3104.16,1500,1604.16
41426.458,3144.85,1500,1644.85
41426.479,3185.93,1500,1685.93
41426.5,3246.84,1500,1746.84
41426.521,3306.43,1500,1806.43
41426.542,3338.37,1500,1838.37
41426.562,3361.5,1500,1861.5
41426.583,3382.81,1500,1882.81
41426.604,3410.92,1500,1910.92
41426.625,3409.27,1500,1909.27
41426.646,3395.24,1500,1895.24
41426.667,3416.87,1500,1916.87
41426.687,3453.82,1500,1953.82
41426.708,3495.86,1500,1995.86
41426.729,3541.26,1500,2041.26
41426.75,3567.68,1500,2067.68
41426.771,3588.05,1500,2088.05
41426.792,3625.47,1500,2125.47
41426.812,3666.48,1500,2166.48
41426.833,3708.48,1500,2208.48
41426.854,3750.73,1500,2250.73
41426.875,3799.15,1500,2299.15
41426.896,3845.93,1500,2345.93
41426.917,3882.02,1500,2382.02
41426.937,3915.17,1500,2415.17
41426.958,3946.91,1500,2446.91
41426.979,3978.95,1500,2478.95
41427,4007.11,1500,2507.11
41427.021,4031.6,1500,2531.6
41427.042,4057.29,1500,2557.29
41427.062,4079.71,1500,2579.71
41427.083,4102,1500,2602
41427.104,4128.49,1500,2628.49
41427.125,4164.06,1500,2664.06
41427.146,4179.52,1500,2679.52
41427.167,4154.25,1500,2654.25
41427.187,4112.32,1500,2612.32
41427.208,4064.76,1500,2564.76
41427.229,4009.21,1500,2509.21
41427.25,3944.7,1500,2444.7
41427.271,3878.89,1500,2378.89
41427.292,3809.63,1500,2309.63
41427.312,3741.39,1500,2241.39
41427.333,3683.9,1500,2183.9
41427.354,3630.45,1500,2130.45
41427.375,3572.44,1500,2072.44
41427.396,3515.2,1500,2015.2
41427.417,3466.42,1500,1966.42
41427.437,3421.1,1500,1921.1
41427.458,3376.01,1500,1876.01
41427.479,3331.22,1500,1831.22
41427.5,3284.27,1500,1784.27
41427.521,3250.71,1500,1750.71
41427.542,3244.47,1500,1744.47
41427.562,3253.83,1500,1753.83
41427.583,3269.08,1500,1769.08
41427.604,3286.35,1500,1786.35
41427.625,3320.37,1500,1820.37
41427.646,3355.86,1500,1855.86
41427.667,3371.84,1500,1871.84
41427.687,3381.52,1500,1881.52
41427.708,3389.23,1500,1889.23
41427.729,3396.2,1500,1896.2
41427.75,3400.59,1500,1900.59
41427.771,3408.43,1500,1908.43
41427.792,3425.19,1500,1925.19
41427.812,3446.31,1500,1946.31
41427.833,3469.08,1500,1969.08
41427.854,3492.93,1500,1992.93
41427.875,3514.88,1500,2014.88
41427.896,3543.37,1500,2043.37
41427.917,3585.77,1500,2085.77
41427.937,3635.12,1500,2135.12
41427.958,3687.45,1500,2187.45
41427.979,3741.34,1500,2241.34
41428,3797.49,1500,2297.49
41428.021,3851.24,1500,2351.24
41428.042,3899.96,1500,2399.96
41428.062,3947.49,1500,2447.49
41428.083,3999,1500,2499
41428.104,4054.26,1500,2554.26
41428.125,4106.94,1500,2606.94
41428.146,4142.24,1500,2642.24
41428.167,4149.77,1500,2649.77
41428.187,4138.55,1500,2638.55
41428.208,4119.82,1500,2619.82
41428.229,4098.12,1500,2598.12
41428.25,4064.24,1500,2564.24
41428.271,4028.74,1500,2528.74
41428.292,4005.55,1500,2505.55
41428.312,3987.6,1500,2487.6
41428.333,3972.31,1500,2472.31
41428.354,3957.88,1500,2457.88
41428.375,3950.86,1500,2450.86
41428.396,3941.39,1500,2441.39
41428.417,3918.38,1500,2418.38
41428.437,3888.05,1500,2388.05
41428.458,3852.74,1500,2352.74
41428.479,3812.53,1500,2312.53
41428.5,3766.48,1500,2266.48
41428.521,3728.91,1500,2228.91
41428.542,3706.5,1500,2206.5
41428.562,3689.2,1500,2189.2
41428.583,3672.97,1500,2172.97
41428.604,3656.79,1500,2156.79
41428.625,3642.84,1500,2142.84
41428.646,3635.94,1500,2135.94
41428.667,3637.38,1500,2137.38
41428.687,3643.65,1500,2143.65
41428.708,3651.37,1500,2151.37
41428.729,3659.48,1500,2159.48
41428.75,3645.01,1500,2145.01
41428.771,3622.57,1500,2122.57
41428.792,3615.11,1500,2115.11
41428.812,3605.67,1500,2105.67
41428.833,3605.27,1500,2105.27
41428.854,3613.98,1500,2113.98
41428.875,3641.39,1500,2141.39
41428.896,3670.82,1500,2170.82
41428.917,3675.12,1500,2175.12
41428.937,3672.58,1500,2172.58
41428.958,3669.5,1500,2169.5
41428.979,3666.45,1500,2166.45
41429,3646.35,1500,2146.35
41429.021,3625.76,1500,2125.76
41429.042,3626.51,1500,2126.51
41429.062,3630.17,1500,2130.17
41429.083,3631.92,1500,2131.92
41429.104,3634.13,1500,2134.13
41429.125,3656.57,1500,2156.57
41429.146,3682.96,1500,2182.96
41429.167,3691.2,1500,2191.2
41429.187,3695.53,1500,2195.53
41429.208,3698.04,1500,2198.04
41429.229,3700.05,1500,2200.05
41429.25,3683.38,1500,2183.38
41429.271,3657.72,1500,2157.72
41429.292,3641.98,1500,2141.98
41429.312,3627.39,1500,2127.39
41429.333,3614.58,1500,2114.58
41429.354,3603.96,1500,2103.96
41429.375,3622.29,1500,2122.29
41429.396,3638.83,1500,2138.83
41429.417,3624.46,1500,2124.46
41429.437,3610.22,1500,2110.22
41429.458,3597.59,1500,2097.59
41429.479,3583.63,1500,2083.63
41429.5,3526.42,1500,2026.42
41429.521,3445.97,1500,1945.97
41429.542,3383.01,1500,1883.01
41429.562,3318.91,1500,1818.91
41429.583,3255.81,1500,1755.81
41429.604,3194.67,1500,1694.67
41429.625,3182.27,1500,1682.27
41429.646,3191.47,1500,1691.47
41429.667,3168.59,1500,1668.59
41429.687,3135.69,1500,1635.69
41429.708,3098.12,1500,1598.12
41429.729,3063.21,1500,1563.21
41429.75,3039.15,1500,1539.15
41429.771,3025.02,1500,1525.02
41429.792,3016.46,1500,1516.46
41429.812,3013.05,1500,1513.05
41429.833,3012.08,1500,1512.08
41429.854,3012.17,1500,1512.17
41429.875,3018.14,1500,1518.14
41429.896,3028.43,1500,1528.43
41429.917,3038.3,1500,1538.3
41429.937,3049.73,1500,1549.73
41429.958,3062.05,1500,1562.05
41429.979,3074.56,1500,1574.56
41430,3086.77,1500,1586.77
41430.021,3091.9,1500,1591.9
41430.042,3085.98,1500,1585.98
41430.062,3074.21,1500,1574.21
41430.083,3059.97,1500,1559.97
41430.104,3044.85,1500,1544.85
41430.125,2970.98,1500,1470.98
41430.146,2883.42,1500,1383.42
41430.167,2852.3,1500,1352.3
41430.187,2834.98,1500,1334.98
41430.208,2820.94,1500,1320.94
41430.229,2808.11,1500,1308.11
41430.25,2808.46,1500,1308.46
41430.271,2813.25,1500,1313.25
41430.292,2808.58,1500,1308.58
41430.312,2803,1500,1303
41430.333,2797.5,1500,1297.5
41430.354,2791.66,1500,1291.66
41430.375,2775.29,1500,1275.29
41430.396,2756.17,1500,1256.17
41430.417,2746.08,1500,1246.08
41430.437,2737.7,1500,1237.7
41430.458,2729.3,1500,1229.3
41430.479,2722.59,1500,1222.59
41430.5,2750.98,1500,1250.98
41430.521,2782.85,1500,1282.85
41430.542,2778.56,1500,1278.56
41430.562,2766.22,1500,1266.22
41430.583,2751.5,1500,1251.5
41430.604,2735.75,1500,1235.75
41430.625,2739.14,1500,1239.14
41430.646,2753.46,1500,1253.46
41430.667,2757.77,1500,1257.77
41430.687,2760.28,1500,1260.28
41430.708,2762.71,1500,1262.71
41430.729,2765.83,1500,1265.83
41430.75,2746.94,1500,1246.94
41430.771,2720.95,1500,1220.95
41430.792,2713.35,1500,1213.35
41430.812,2708.37,1500,1208.37
41430.833,2703.37,1500,1203.37
41430.854,2698.24,1500,1198.24
41430.875,2698.17,1500,1198.17
41430.896,2699.18,1500,1199.18
41430.917,2694.32,1500,1194.32
41430.937,2687.72,1500,1187.72
41430.958,2680.85,1500,1180.85
41430.979,2673.98,1500,1173.98
41431,2665.85,1500,1165.85
41431.021,2657.93,1500,1157.93
41431.042,2652.18,1500,1152.18
41431.062,2647.42,1500,1147.42
41431.083,2642.94,1500,1142.94
41431.104,2638.09,1500,1138.09
41431.125,2634.25,1500,1134.25
41431.146,2630.88,1500,1130.88
41431.167,2626.8,1500,1126.8
41431.187,2623.96,1500,1123.96
41431.208,2622.79,1500,1122.79
41431.229,2622.13,1500,1122.13
41431.25,2628.38,1500,1128.38
41431.271,2636.4,1500,1136.4
41431.292,2637.63,1500,1137.63
41431.312,2636.54,1500,1136.54
41431.333,2634.32,1500,1134.32
41431.354,2631.83,1500,1131.83
41431.375,2622.46,1500,1122.46
41431.396,2605.35,1500,1105.35
41431.417,2583.37,1500,1083.37
41431.437,2555.37,1500,1055.37
41431.458,2524.58,1500,1024.58
41431.479,2493.22,1500,993.22
41431.5,2442.67,1500,942.67
41431.521,2392.16,1500,892.16
41431.542,2366.96,1500,866.96
41431.562,2349.78,1500,849.78
41431.583,2338.58,1500,838.58
41431.604,2331.72,1500,831.72
41431.625,2360.43,1500,860.43
41431.646,2407.24,1500,907.24
41431.667,2436.68,1500,936.68
41431.687,2465.33,1500,965.33
41431.708,2493.33,1500,993.33
41431.729,2520.83,1500,1020.83
41431.75,2543.65,1500,1043.65
41431.771,2558.31,1500,1058.31
41431.792,2565.92,1500,1065.92
41431.812,2568.68,1500,1068.68
41431.833,2570.61,1500,1070.61
41431.854,2571.27,1500,1071.27
41431.875,2558.01,1500,1058.01
41431.896,2540.36,1500,1040.36
41431.917,2532.16,1500,1032.16
41431.937,2526.33,1500,1026.33
41431.958,2521.46,1500,1021.46
41431.979,2517.01,1500,1017.01
41432,2511.39,1500,1011.39
41432.021,2505.72,1500,1005.72
41432.042,2501.1,1500,1001.1
41432.062,2496.73,1500,996.73
41432.083,2493.99,1500,993.99
41432.104,2492.13,1500,992.13
41432.125,2489.78,1500,989.78
41432.146,2487.31,1500,987.31
41432.167,2484.92,1500,984.92
41432.187,2482.41,1500,982.41
41432.208,2479.69,1500,979.69
41432.229,2476.82,1500,976.82
41432.25,2487.27,1500,987.27
41432.271,2502.01,1500,1002.01
41432.292,2505.87,1500,1005.87
41432.312,2507.32,1500,1007.32
41432.333,2507.76,1500,1007.76
41432.354,2507.93,1500,1007.93
41432.375,2503.3,1500,1003.3
41432.396,2495.48,1500,995.48
41432.417,2489.93,1500,989.93
41432.437,2484.14,1500,984.14
41432.458,2476.61,1500,976.61
41432.479,2468.4,1500,968.4
41432.5,2444.62,1500,944.62
41432.521,2418.44,1500,918.44
41432.542,2409.66,1500,909.66
41432.562,2404.88,1500,904.88
41432.583,2402.37,1500,902.37
41432.604,2402.68,1500,902.68
41432.625,2420.74,1500,920.74
41432.646,2443.3,1500,943.3
41432.667,2450.86,1500,950.86
41432.687,2455.46,1500,955.46
41432.708,2458.96,1500,958.96
41432.729,2461.95,1500,961.95
41432.75,2455.59,1500,955.59
41432.771,2446.01,1500,946.01
41432.792,2443.13,1500,943.13
41432.812,2441.26,1500,941.26
41432.833,2439.93,1500,939.93
41432.854,2438.8,1500,938.8
41432.875,2440.44,1500,940.44
41432.896,2442.16,1500,942.16
41432.917,2440.26,1500,940.26
41432.937,2437.13,1500,937.13
41432.958,2433.43,1500,933.43
41432.979,2429.44,1500,929.44
41433,2425.12,1500,925.12
41433.021,2419.67,1500,919.67
41433.042,2412.72,1500,912.72
41433.062,2404.9,1500,904.9
41433.083,2396.74,1500,896.74
41433.104,2388.42,1500,888.42
41433.125,2386.83,1500,886.83
41433.146,2390.55,1500,890.55
41433.167,2393.73,1500,893.73
41433.187,2398.25,1500,898.25
41433.208,2403.19,1500,903.19
41433.229,2408.28,1500,908.28
41433.25,2402.63,1500,902.63
41433.271,2391.89,1500,891.89
41433.292,2386.85,1500,886.85
41433.312,2381.73,1500,881.73
41433.333,2376.55,1500,876.55
41433.354,2371.24,1500,871.24
41433.375,2371.61,1500,871.61
41433.396,2374.81,1500,874.81
41433.417,2374.17,1500,874.17
41433.437,2372.2,1500,872.2
41433.458,2369.51,1500,869.51
41433.479,2366.33,1500,866.33
41433.5,2356.02,1500,856.02
41433.521,2341.07,1500,841.07
41433.542,2328.77,1500,828.77
41433.562,2318.01,1500,818.01
41433.583,2308.98,1500,808.98
41433.604,2300.52,1500,800.52
41433.625,2292.62,1500,792.62
41433.646,2287.65,1500,787.65
41433.667,2285.39,1500,785.39
41433.687,2284.08,1500,784.08
41433.708,2284.26,1500,784.26
41433.729,2286.1,1500,786.1
41433.75,2306.24,1500,806.24
41433.771,2332.48,1500,832.48
41433.792,2346.17,1500,846.17
41433.812,2358.3,1500,858.3
41433.833,2368.61,1500,868.61
41433.854,2378.75,1500,878.75
41433.875,2355.89,1500,855.89
41433.896,2310.62,1500,810.62
41433.917,2282.38,1500,782.38
41433.937,2259.58,1500,759.58
41433.958,2237.63,1500,737.63
41433.979,2211.05,1500,711.05
41434,2225.62,1500,725.62
41434.021,2273.23,1500,773.23
41434.042,2298.94,1500,798.94
41434.062,2313.01,1500,813.01
41434.083,2325.92,1500,825.92
41434.104,2340.28,1500,840.28
41434.125,2332.27,1500,832.27
41434.146,2313.51,1500,813.51
41434.167,2307.29,1500,807.29
41434.187,2303.98,1500,803.98
41434.208,2302.96,1500,802.96
41434.229,2303.21,1500,803.21
41434.25,2308.67,1500,808.67
41434.271,2315.26,1500,815.26
41434.292,2316.62,1500,816.62
41434.312,2315.18,1500,815.18
41434.333,2312.52,1500,812.52
41434.354,2309.99,1500,809.99
41434.375,2297.94,1500,797.94
41434.396,2280.36,1500,780.36
41434.417,2265.89,1500,765.89
41434.437,2250.1,1500,750.1
41434.458,2234.25,1500,734.25
41434.479,2219.09,1500,719.09
41434.5,2202.95,1500,702.95
41434.521,2186.7,1500,686.7
41434.542,2170.92,1500,670.92
41434.562,2158.08,1500,658.08
41434.583,2153.88,1500,653.88
41434.604,2151.24,1500,651.24
41434.625,2161.11,1500,661.11
41434.646,2178.55,1500,678.55
41434.667,2187.86,1500,687.86
41434.687,2201.79,1500,701.79
41434.708,2217.59,1500,717.59
41434.729,2232.02,1500,732.02
41434.75,2234.65,1500,734.65
41434.771,2226.65,1500,726.65
41434.792,2221.26,1500,721.26
41434.812,2216.58,1500,716.58
41434.833,2212.77,1500,712.77
41434.854,2209.5,1500,709.5
41434.875,2198.16,1500,698.16
41434.896,2181.05,1500,681.05
41434.917,2165.79,1500,665.79
41434.937,2151.8,1500,651.8
41434.958,2135.75,1500,635.75
41434.979,2118.2,1500,618.2
41435,2106.14,1500,606.14
41435.021,2099.03,1500,599.03
41435.042,2096.15,1500,596.15
41435.062,2096.28,1500,596.28
41435.083,2097.18,1500,597.18
41435.104,2098.22,1500,598.22
41435.125,2111.59,1500,611.59
41435.146,2128.74,1500,628.74
41435.167,2141.85,1500,641.85
41435.187,2154.68,1500,654.68
41435.208,2168.38,1500,668.38
41435.229,2187.92,1500,687.92
41435.25,2210.32,1500,710.32
41435.271,2232.4,1500,732.4
41435.292,2250.54,1500,750.54
41435.312,2269.22,1500,769.22
41435.333,2290.69,1500,790.69
41435.354,2313.82,1500,813.82
41435.375,2324.33,1500,824.33
41435.396,2322.11,1500,822.11
41435.417,2317.26,1500,817.26
41435.437,2308.59,1500,808.59
41435.458,2298.76,1500,798.76
41435.479,2288.69,1500,788.69
41435.5,2297.73,1500,797.73
41435.521,2324.1,1500,824.1
41435.542,2352.37,1500,852.37
41435.562,2380.62,1500,880.62
41435.583,2405.44,1500,905.44
41435.604,2431.54,1500,931.54
41435.625,2463.01,1500,963.01
41435.646,2493.96,1500,993.96
41435.667,2519.4,1500,1019.4
41435.687,2542.04,1500,1042.04
41435.708,2561.82,1500,1061.82
41435.729,2582.84,1500,1082.84
41435.75,2598.16,1500,1098.16
41435.771,2607.55,1500,1107.55
41435.792,2615.79,1500,1115.79
41435.812,2621.86,1500,1121.86
41435.833,2629.05,1500,1129.05
41435.854,2637.05,1500,1137.05
41435.875,2633.15,1500,1133.15
41435.896,2624.81,1500,1124.81
41435.917,2625.29,1500,1125.29
41435.937,2626.67,1500,1126.67
41435.958,2627.89,1500,1127.89
41435.979,2629,1500,1129
41436,2640.39,1500,1140.39
41436.021,2656.24,1500,1156.24
41436.042,2665.79,1500,1165.79
41436.062,2674.85,1500,1174.85
41436.083,2684.4,1500,1184.4
41436.104,2694.13,1500,1194.13
41436.125,2693.39,1500,1193.39
41436.146,2687.82,1500,1187.82
41436.167,2687.88,1500,1187.88
41436.187,2687.96,1500,1187.96
41436.208,2687.58,1500,1187.58
41436.229,2687.1,1500,1187.1
41436.25,2674.88,1500,1174.88
41436.271,2657.22,1500,1157.22
41436.292,2646.94,1500,1146.94
41436.312,2636.95,1500,1136.95
41436.333,2625.84,1500,1125.84
41436.354,2614.05,1500,1114.05
41436.375,2612.33,1500,1112.33
41436.396,2616.15,1500,1116.15
41436.417,2614.32,1500,1114.32
41436.437,2611.4,1500,1111.4
41436.458,2607.99,1500,1107.99
41436.479,2604.35,1500,1104.35
41436.5,2594.51,1500,1094.51
41436.521,2580.67,1500,1080.67
41436.542,2568.5,1500,1068.5
41436.562,2557.76,1500,1057.76
41436.583,2549.27,1500,1049.27
41436.604,2541.62,1500,1041.62
41436.625,2541.95,1500,1041.95
41436.646,2544.3,1500,1044.3
41436.667,2539.83,1500,1039.83
41436.687,2533.52,1500,1033.52
41436.708,2526.53,1500,1026.53
41436.729,2519.22,1500,1019.22
41436.75,2497.19,1500,997.19
41436.771,2471.15,1500,971.15
41436.792,2458.31,1500,958.31
41436.812,2447.79,1500,947.79
41436.833,2439.2,1500,939.2
41436.854,2433.44,1500,933.44
41436.875,2444.32,1500,944.32
41436.896,2460.59,1500,960.59
41436.917,2465.01,1500,965.01
41436.937,2467.75,1500,967.75
41436.958,2469.74,1500,969.74
41436.979,2471.36,1500,971.36
41437,2492.32,1500,992.32
41437.021,2519.76,1500,1019.76
41437.042,2532.06,1500,1032.06
41437.062,2541.65,1500,1041.65
41437.083,2551.61,1500,1051.61
41437.104,2561.3,1500,1061.3
41437.125,2557.68,1500,1057.68
41437.146,2551.62,1500,1051.62
41437.167,2557.01,1500,1057.01
41437.187,2564.98,1500,1064.98
41437.208,2575.34,1500,1075.34
41437.229,2586.15,1500,1086.15
41437.25,2583.21,1500,1083.21
41437.271,2572.83,1500,1072.83
41437.292,2568.51,1500,1068.51
41437.312,2566.06,1500,1066.06
41437.333,2563.92,1500,1063.92
41437.354,2562.72,1500,1062.72
41437.375,2543.19,1500,1043.19
41437.396,2512.6,1500,1012.6
41437.417,2492.53,1500,992.53
41437.437,2472.23,1500,972.23
41437.458,2451.68,1500,951.68
41437.479,2433.05,1500,933.05
41437.5,2437.83,1500,937.83
41437.521,2450.26,1500,950.26
41437.542,2445.28,1500,945.28
41437.562,2437.45,1500,937.45
41437.583,2428.1,1500,928.1
41437.604,2417.97,1500,917.97
41437.625,2404.95,1500,904.95
41437.646,2392.99,1500,892.99
41437.667,2386.32,1500,886.32
41437.687,2381.79,1500,881.79
41437.708,2378.1,1500,878.1
41437.729,2374.77,1500,874.77
41437.75,2373.24,1500,873.24
41437.771,2373.11,1500,873.11
41437.792,2373.07,1500,873.07
41437.812,2373.48,1500,873.48
41437.833,2373.93,1500,873.93
41437.854,2374.24,1500,874.24
41437.875,2365.57,1500,865.57
41437.896,2349.75,1500,849.75
41437.917,2336.89,1500,836.89
41437.937,2325.97,1500,825.97
41437.958,2316.15,1500,816.15
41437.979,2305.06,1500,805.06
41438,2294.64,1500,794.64
41438.021,2289.75,1500,789.75
41438.042,2290.48,1500,790.48
41438.062,2293.59,1500,793.59
41438.083,2296.03,1500,796.03
41438.104,2297.18,1500,797.18
41438.125,2310.52,1500,810.52
41438.146,2331.57,1500,831.57
41438.167,2346.98,1500,846.98
41438.187,2359.91,1500,859.91
41438.208,2369.72,1500,869.72
41438.229,2377.85,1500,877.85
41438.25,2385.53,1500,885.53
41438.271,2386.61,1500,886.61
41438.292,2376.56,1500,876.56
41438.312,2361.57,1500,861.57
41438.333,2346.4,1500,846.4
41438.354,2331.52,1500,831.52
41438.375,2308.88,1500,808.88
41438.396,2283.63,1500,783.63
41438.417,2263.88,1500,763.88
41438.437,2245.07,1500,745.07
41438.458,2226.99,1500,726.99
41438.479,2209.29,1500,709.29
41438.5,2180.99,1500,680.99
41438.521,2146.91,1500,646.91
41438.542,2115.5,1500,615.5
41438.562,2087.34,1500,587.34
41438.583,2064.98,1500,564.98
41438.604,2042.1,1500,542.1
41438.625,2034.84,1500,534.84
41438.646,2042.61,1500,542.61
41438.667,2050.9,1500,550.9
41438.687,2061.08,1500,561.08
41438.708,2071.17,1500,571.17
41438.729,2080.92,1500,580.92
41438.75,2088.85,1500,588.85
41438.771,2096.49,1500,596.49
41438.792,2105.9,1500,605.9
41438.812,2115.97,1500,615.97
41438.833,2126.37,1500,626.37
41438.854,2136.84,1500,636.84
41438.875,2146.93,1500,646.93
41438.896,2155.01,1500,655.01
41438.917,2160.34,1500,660.34
41438.937,2164.26,1500,664.26
41438.958,2167.8,1500,667.8
41438.979,2171.24,1500,671.24
41439,2180.78,1500,680.78
41439.021,2197.41,1500,697.41
41439.042,2210.22,1500,710.22
41439.062,2221.47,1500,721.47
41439.083,2238.18,1500,738.18
41439.104,2256.2,1500,756.2
41439.125,2251.33,1500,751.33
41439.146,2226.92,1500,726.92
41439.167,2207.32,1500,707.32
41439.187,2191.14,1500,691.14
41439.208,2178.96,1500,678.96
41439.229,2165.49,1500,665.49
41439.25,2154.41,1500,654.41
41439.271,2149.01,1500,649.01
41439.292,2142.97,1500,642.97
41439.312,2136.63,1500,636.63
41439.333,2129.58,1500,629.58
41439.354,2122.57,1500,622.57
41439.375,2115.47,1500,615.47
41439.396,2106.64,1500,606.64
41439.417,2095.3,1500,595.3
41439.437,2082.58,1500,582.58
41439.458,2069.29,1500,569.29
41439.479,2056.09,1500,556.09
41439.5,2049.03,1500,549.03
41439.521,2047.07,1500,547.07
41439.542,2044.97,1500,544.97
41439.562,2043.45,1500,543.45
41439.583,2040.62,1500,540.62
41439.604,2036.31,1500,536.31
41439.625,2029.46,1500,529.46
41439.646,2021.64,1500,521.64
41439.667,2015,1500,515
41439.687,2008.94,1500,508.94
41439.708,2004.34,1500,504.34
41439.729,2000.71,1500,500.71
41439.75,1998.63,1500,498.63
41439.771,2001.69,1500,501.69
41439.792,2011.82,1500,511.82
41439.812,2025.66,1500,525.66
41439.833,2039.99,1500,539.99
41439.854,2054.1,1500,554.1
41439.875,2073.64,1500,573.64
41439.896,2090.47,1500,590.47
41439.917,2095.25,1500,595.25
41439.937,2094.95,1500,594.95
41439.958,2093.13,1500,593.13
41439.979,2091.08,1500,591.08
41440,2087.34,1500,587.34
41440.021,2082.85,1500,582.85
41440.042,2079.57,1500,579.57
41440.062,2076.43,1500,576.43
41440.083,2073.46,1500,573.46
41440.104,2071.01,1500,571.01
41440.125,2066.96,1500,566.96
41440.146,2061.88,1500,561.88
41440.167,2057.79,1500,557.79
41440.187,2054.02,1500,554.02
41440.208,2050.37,1500,550.37
41440.229,2046.77,1500,546.77
41440.25,2044.28,1500,544.28
41440.271,2039.72,1500,539.72
41440.292,2029.98,1500,529.98
41440.312,2016.78,1500,516.78
41440.333,2002.34,1500,502.34
41440.354,1988.86,1500,488.86
41440.375,1974.34,1500,474.34
41440.396,1963.52,1500,463.52
41440.417,1960.01,1500,460.01
41440.437,1958.8,1500,458.8
41440.458,1958.52,1500,458.52
41440.479,1958.99,1500,458.99
41440.5,1961.58,1500,461.58
41440.521,1965.34,1500,465.34
41440.542,1968.07,1500,468.07
41440.562,1970.25,1500,470.25
41440.583,1972.12,1500,472.12
41440.604,1973.86,1500,473.86
41440.625,1970.12,1500,470.12
41440.646,1962.72,1500,462.72
41440.667,1957.7,1500,457.7
41440.687,1953.82,1500,453.82
41440.708,1950.67,1500,450.67
41440.729,1947.83,1500,447.83
41440.75,1956.99,1500,456.99
41440.771,1970.4,1500,470.4
41440.792,1973.64,1500,473.64
