"TAGXLS","H_Kron_NN","H_Frei_NN","Q_Kron_1h","Q_Kron_3h","Q_Kron_6h"
40549.041666667,135.195,135.025,582.6920837402,647.4434434064,682.75386132873
40549.083333333,135.1475,134.9625,595.22135820388,585.0217750104,616.2326092084
40549.125,135.105,134.93,577.15188308712,567.07828660963,576.05003081001
40549.166666667,135.0575,134.905,528.8616185379,534.56660208383,550.82244434673
40549.208333333,135.0175,134.865,497.68630462647,497.70878798166,516.13769503275
40549.25,134.9775,134.83,466.57844078061,547.46216000874,522.5854739952
40549.291666667,135.05,134.75,678.12173461915,617.59312344868,582.52764172871
40549.333333333,135.07,134.755,708.07919494627,733.12216645558,675.35764495213
40549.375,135.1175,134.7175,813.16556980133,785.86746802011,759.49481723784
40549.416666667,135.1525,134.75,836.35763931274,838.90951198577,812.38849000294
40549.458333333,135.19,134.775,867.20532684324,850.46613779703,844.6878248914
40549.5,135.21,134.8275,847.83544723512,824.58745883941,837.52679831822
40549.541666667,135.1875,134.8875,758.72160243988,802.17671924592,813.38208904267
40549.583333333,135.2175,134.89,799.97310806275,778.93553323109,790.5561262385
40549.625,135.23,134.9225,778.11188919063,790.37571071623,784.65562197366
40549.666666667,135.2575,134.9425,793.04213489531,812.67146617888,801.52358844755
40549.708333333,135.3125,134.95,866.86037445069,831.99587565104,822.33367091496
40549.75,135.2975,134.9575,836.08511760711,878.53175978342,855.26381771723
40549.791666667,135.3425,134.93,932.64978729246,914.97590742746,896.75383360544
40549.833333333,135.385,134.945,976.1928173828,920.51091669717,917.74341206231
40549.875,135.3475,135.0075,852.69014541625,887.77837142944,904.14464406331
40549.916666667,135.3125,134.9775,834.45215148926,830.07311775207,858.92574459075
40549.958333333,135.2975,134.985,803.0770563507,819.08344963073,824.5782836914
40550,135.3125,134.99,819.72114105222,771.01021532692,795.04683247883
40550.041666667,135.23,134.9875,690.23244857784,749.90130231219,760.45575881956
40550.083333333,135.19,134.9075,739.7503173065,718.21130037941,734.0563013458
40550.125,135.14,134.8525,724.65113525388,725.80651008605,722.00890523273
40550.166666667,135.09,134.7925,713.01807769776,713.09671180723,719.45161094664
40550.208333333,135.0375,134.7075,701.62092247006,705.90554936725,709.50113058724
40550.25,135.0075,134.6575,703.07764793394,733.1169141642,719.51123176573
40550.291666667,135.0375,134.595,794.65217208861,776.49434547423,754.80562981922
40550.333333333,135.0675,134.595,831.75321640013,827.43919789631,801.96677168527
40550.375,135.095,134.61,855.91220520018,868.09726399737,847.76823094684
40550.416666667,135.17,134.6725,916.62637039181,916.86527247109,892.48126823423
40550.458333333,135.235,134.7125,978.05724182129,963.37544560749,940.12035903929
40550.5,135.285,134.775,995.44272460936,969.86700693765,966.62122627257
40550.541666667,135.28,134.8375,936.10105438231,945.13616231281,957.50158462523
40550.583333333,135.265,134.85,903.86470794675,927.58160144805,936.35888188043
40550.625,135.2975,134.8575,942.7790420151,953.76558856965,940.67359500885
40550.666666667,135.365,134.88,1014.6530157471,1004.8646633784,979.31512597403
40550.708333333,135.42,134.9125,1057.161932373,1043.283922526,1024.0742929522
40550.75,135.45,134.95,1058.036819458,1077.1423309326,1060.2131267293
40550.791666667,135.505,134.965,1116.2282409668,1101.0397816976,1089.0910563151
40550.833333333,135.55,135.01,1128.854284668,1115.9383277385,1108.489054718
40550.875,135.5575,135.0475,1102.7324575806,1107.4395505778,1111.6889391581
40550.916666667,135.5475,135.0475,1090.7319094849,1088.7076902263,1098.0736204021
40550.958333333,135.55,135.07,1072.6587036133,1078.6082028198,1083.6579465231
40551,135.5575,135.08,1072.4339953613,1073.2857817586,1075.9469922892
40551.041666667,135.5575,135.0775,1074.7646463013,1089.9639108276,1081.6248462931
40551.083333333,135.595,135.075,1122.6930908203,1090.2704001872,1090.1171555074
40551.125,135.5525,135.0725,1073.35346344,1081.6353942871,1085.9528972372
40551.166666667,135.485,135.01,1048.8596286011,1051.8367477926,1066.7360710399
40551.208333333,135.435,134.955,1033.2971513367,1036.683083725,1044.2599157588
40551.25,135.3825,134.8925,1027.8924712372,1041.2861212158,1038.9846024704
40551.291666667,135.3675,134.8275,1062.6687410736,1058.0467905426,1049.6664558792
40551.333333333,135.345,134.7575,1083.579159317,1096.7086124674,1077.377701505
40551.375,135.365,134.695,1143.8779370117,1139.1603834279,1117.9344979477
40551.416666667,135.4,134.6675,1190.0240539551,1200.0581114705,1169.6092474492
40551.458333333,135.4775,134.6625,1266.2723434448,1262.269132843,1231.1636221568
40551.5,135.5575,134.715,1330.5110011291,1317.8260036214,1290.0475682322
40551.541666667,135.6075,134.7775,1356.6946662903,1336.9531827036,1327.3895931625
40551.583333333,135.6075,134.8375,1323.6538806915,1314.7199551137,1325.8365689087
40551.625,135.58,134.885,1263.8113183594,1284.8971338145,1299.8085444641
40551.666666667,135.5925,134.9,1267.2262023926,1276.8487988281,1280.8729663213
40551.708333333,135.645,134.9275,1299.5088757324,1290.2411950684,1283.5449969482
40551.75,135.675,134.96,1303.9885070801,1333.1644648488,1311.7028299586
40551.791666667,135.7675,134.9825,1395.996011734,1370.2075805664,1351.6860227076
40551.833333333,135.7875,134.9975,1410.6382228851,1380.0878179932,1375.1476992798
40551.875,135.735,135.01,1333.6292193604,1340.2264555613,1360.1571367772
40551.916666667,135.6675,134.985,1276.4119244384,1275.6812713623,1307.9538634618
40551.958333333,135.6375,135.02,1217.0026702881,1247.1755131022,1261.4283922323
40552,135.67,135.0225,1248.1119445801,1246.0163861338,1246.595949618
40552.041666667,135.7175,135.0575,1272.9345435333,1269.7715685272,1257.8939773305
40552.083333333,135.7375,135.07,1288.2682174683,1293.8427144877,1281.8071415075
40552.125,135.7325,135.0225,1320.3253824615,1299.3189146169,1296.5808145523
40552.166666667,135.6625,134.9625,1289.3631439209,1298.6361275482,1298.9775210826
40552.208333333,135.595,134.875,1286.2198562622,1273.3046208699,1285.9703742091
40552.25,135.5025,134.8,1244.3308624267,1239.4673773193,1256.3859990946
40552.291666667,135.415,134.715,1187.851413269,1202.9543364461,1221.2108568827
40552.333333333,135.385,134.66,1176.6807336426,1193.7382119751,1198.3462742106
40552.375,135.415,134.625,1216.6824890137,1224.4077960205,1209.0730039978
40552.416666667,135.4825,134.625,1279.8601654053,1259.4310736084,1241.9194348145
40552.458333333,135.49,134.6475,1281.7505664063,1286.2123217011,1272.8216976548
40552.5,135.5125,134.6775,1297.0262332916,1288.1707025401,1287.1915121206
40552.541666667,135.505,134.695,1285.7353079224,1274.2442348735,1281.2074687068
40552.583333333,135.4775,134.7425,1239.9711634064,1246.433212204,1260.3387235387
40552.625,135.4675,134.78,1213.5931652832,1191.9965519969,1219.2148821005
40552.666666667,135.4125,134.825,1122.425327301,1170.4399702453,1181.2182611211
40552.708333333,135.465,134.835,1175.3014181518,1181.5726661173,1176.0063181813
40552.75,135.5375,134.845,1246.9912528992,1241.2275259145,1211.4000960159
40552.791666667,135.6175,134.8875,1301.3899066925,1295.1151106517,1268.1713182831
40552.833333333,135.67,134.9125,1336.9641723633,1346.7802242279,1320.9476674398
40552.875,135.75,134.945,1401.9865936279,1402.2087504069,1374.4944873174
40552.916666667,135.8275,135,1467.6754852295,1444.8769102986,1423.5428303528
40552.958333333,135.8525,135.055,1464.9686520385,1476.7974862671,1460.8371982829
40553,135.875,135.06,1497.7483215332,1474.2877916463,1475.5426389567
40553.041666667,135.84,135.035,1460.1464013672,1483.3530294037,1478.820410525
40553.083333333,135.8425,134.9975,1492.1643653107,1487.0878387706,1485.2204340871
40553.125,135.85,134.985,1508.9527496338,1522.1893519338,1504.6385953522
40553.166666667,135.89,134.9975,1565.4509408569,1539.5493235779,1530.8693377559
40553.208333333,135.8825,135.0125,1544.2442802429,1565.3367176564,1552.4430206172
40553.25,135.9375,135.0125,1586.3149318695,1575.1436087545,1570.2401632055
40553.291666667,135.9675,135.0175,1594.871614151,1593.1554933166,1584.1495510356
40553.333333333,135.9875,135.025,1598.2799339294,1602.666264623,1597.9108789698
40553.375,136.01,135.0125,1614.8472457886,1613.5644684855,1608.1153665542
40553.416666667,136.0275,134.9975,1627.5662257385,1629.2582993571,1621.4113839213
40553.458333333,136.0675,134.9875,1645.3614265442,1681.5956147257,1655.4269570414
40553.5,136.175,134.9775,1771.8591918945,1744.6483010356,1713.1219578806
40553.541666667,136.215,135.02,1816.724284668,1794.7195979818,1769.6839495087
40553.583333333,136.2,135.05,1795.5753173828,1787.8711832682,1791.295390625
40553.625,136.165,135.035,1751.3139477539,1744.0995068359,1765.9853450521
40553.666666667,136.12,134.9925,1685.4092553711,1701.2164729818,1722.6579899089
40553.708333333,136.1075,134.99,1666.9262158203,1677.7457788086,1689.4811258952
40553.75,136.115,134.985,1680.9018652344,1676.71421875,1677.2299987793
40553.791666667,136.12,135,1682.3145751953,1666.5856835175,1671.6499511338
40553.833333333,136.0625,135.0225,1636.5406101227,1649.0083843231,1657.7970339203
40553.875,136.0325,135,1628.1699676514,1624.857130483,1636.932757403
40553.916666667,135.9825,135.0025,1609.8608136749,1608.3045394135,1616.5808349483
40553.958333333,135.9125,134.99,1586.8828369141,1565.2576578776,1586.7810986455
40554,135.8425,134.9825,1499.0293230438,1536.553841451,1550.9057496643
40554.041666667,135.8525,134.9575,1523.7493643951,1533.1509080505,1534.8523747508
40554.083333333,135.895,134.9775,1576.6740367127,1565.381386439,1549.2661472447
40554.125,135.945,135.0025,1595.7207582092,1587.1790432739,1576.2802148565
40554.166666667,135.9725,135.03,1589.1423348999,1591.0372403463,1589.1081418101
40554.208333333,135.985,135.04,1588.2486279297,1590.8928011068,1590.9650207265
40554.25,135.9875,135.03,1595.2874404907,1592.1444725291,1591.518636818
40554.291666667,135.9625,135.0175,1592.8973491669,1592.5109738414,1592.3277231853
40554.333333333,135.9325,135.005,1589.3481318665,1579.1126742554,1585.8118240484
40554.375,135.8825,134.9925,1555.0925417328,1561.4853791555,1570.2990267054
40554.416666667,135.87,134.98,1540.0154638672,1529.3686506907,1545.4270149231
40554.458333333,135.845,135.0025,1492.9979464722,1515.4720167542,1522.4203337224
40554.5,135.855,134.9925,1513.4026399231,1496.579994456,1506.0260056051
40554.541666667,135.8425,135.01,1483.3393969727,1500.5735462443,1498.5767703501
40554.583333333,135.8575,135.0125,1504.9786018371,1497.2042808533,1498.8889135488
40554.625,135.86,135.02,1503.29484375,1511.5754567973,1504.3898688253
40554.666666667,135.87,135.01,1526.4529248047,1508.3272191366,1509.9513379669
40554.708333333,135.8525,135.015,1495.233888855,1480.7718748983,1494.5495470175
40554.75,135.8025,135.01,1420.6288110352,1449.867211024,1465.3195429612
40554.791666667,135.7975,134.9825,1433.7389331818,1446.6467887116,1448.2569998678
40554.833333333,135.835,134.9875,1485.5726219177,1475.2983025869,1460.9725456493
40554.875,135.8525,135,1506.5833526611,1512.8427587382,1494.0705306626
40554.916666667,135.885,135.015,1546.3723016357,1539.8891264343,1526.3659425863
40554.958333333,135.905,135.0225,1566.7117250061,1554.7163964335,1547.3027614339
40555,135.8925,135.025,1551.0651626587,1553.3615664673,1554.0389814504
40555.041666667,135.875,134.9975,1542.3078117371,1532.3696347555,1542.8656006114
40555.083333333,135.85,134.9975,1503.7359298706,1526.9402863566,1529.654960556
40555.125,135.8675,134.985,1534.7771174622,1512.5100302633,1519.72515831
40555.166666667,135.8525,135.01,1499.017043457,1491.9825591024,1502.2462946829
40555.208333333,135.8175,135.0125,1442.1535163879,1467.6616542053,1479.8221066538
40555.25,135.825,135.0025,1461.814402771,1458.3884718323,1463.0250630188
40555.291666667,135.8225,134.98,1471.1974963379,1483.4015100352,1470.8949909338
40555.333333333,135.8575,134.9925,1517.1926309967,1506.2541545868,1494.827832311
40555.375,135.8725,135.01,1530.3723364258,1529.7218002574,1517.9879774221
40555.416666667,135.875,135,1541.6004333496,1545.7515182495,1537.7366592534
40555.458333333,135.8925,135.005,1565.2817849732,1561.8783033244,1553.8149107869
40555.5,135.9,135.0025,1578.7526916504,1567.9950094096,1564.936656367
40555.541666667,135.8925,135.0125,1559.9505516052,1565.3916099548,1566.6933096822
40555.583333333,135.8875,135.005,1557.4715866089,1546.5826107279,1555.9871103414
40555.625,135.865,135.005,1522.3256939697,1537.3832919566,1541.9829513423
40555.666666667,135.8675,134.9925,1532.3525952911,1508.0961926524,1522.7397423045
40555.708333333,135.83,135.0025,1469.6102886963,1481.8549145762,1494.9755536143
40555.75,135.81,134.995,1443.6018597412,1452.7983163452,1467.3266154607
40555.791666667,135.81,134.9925,1445.1828005981,1450.1996877034,1451.4990020243
40555.833333333,135.825,135.0025,1461.814402771,1467.6729189555,1458.9363033295
40555.875,135.845,134.9975,1496.0215534973,1487.5384166972,1477.6056678264
40555.916666667,135.85,134.995,1504.7792938232,1492.1004736837,1489.8194451905
40555.958333333,135.8375,135.01,1475.5005737305,1487.1946617126,1489.6475676981
40556,135.8375,135.0025,1481.3041175842,1475.4716600037,1481.3331608582
40556.041666667,135.83,135.0025,1469.6102886963,1480.1331138611,1477.8023869324
40556.083333333,135.84,134.995,1489.4849353027,1480.8115403239,1480.4723270925
40556.125,135.8425,135.01,1483.3393969727,1486.0087976074,1483.4101689657
40556.166666667,135.84,135.0025,1485.2020605469,1481.3328387451,1483.6708181763
40556.208333333,135.8325,135,1475.4570587158,1481.9537266032,1481.6432826742
40556.25,135.84,135.0025,1485.2020605469,1502.4037337748,1492.178730189
40556.291666667,135.875,134.9825,1546.5520820618,1533.7735317485,1518.0886327616
40556.333333333,135.8975,135.01,1569.5664526367,1566.7464001974,1550.2599659729
40556.375,135.9075,134.995,1584.1206658936,1583.4142095947,1575.080304896
40556.416666667,135.94,134.995,1596.5555102539,1600.6358929443,1592.0250512695
40556.458333333,135.9925,134.98,1621.2315026855,1619.6013864136,1610.1186396789
40556.5,136.055,134.9875,1641.0171463013,1642.6550454712,1631.1282159424
40556.541666667,136.1075,135.0175,1665.7164874267,1667.6929944865,1655.1740199789
40556.583333333,136.1275,135.0175,1696.3453497314,1699.8699735514,1683.781484019
40556.625,136.1525,134.9875,1737.5480834961,1727.8822983805,1713.876135966
40556.666666667,136.16,134.98,1749.7534619141,1745.1798779297,1736.5310881551
40556.708333333,136.16,134.9975,1748.2380883789,1748.3083178711,1746.7440979004
40556.75,136.16,135.01,1746.9334033203,1745.8974865723,1747.1029022217
40556.791666667,136.1575,135.015,1742.5209680176,1759.4166434733,1752.6570650228
40556.833333333,136.185,134.9975,1788.795559082,1791.3075166829,1775.3620800781
40556.875,136.245,134.99,1842.6060229492,1837.0516361491,1814.179576416
40556.916666667,136.2975,134.9875,1879.753326416,1880.2574530029,1858.654544576
40556.958333333,136.3375,135,1918.4130096436,1901.9795359294,1891.1184944662
40557,136.33,135.0125,1907.7722717285,1907.9524831136,1904.9660095215
40557.041666667,136.32,135.01,1897.6721679687,1892.9990822347,1900.4757826742
40557.083333333,136.295,135.0075,1873.5528070068,1878.5356113688,1885.7673468017
40557.125,136.2775,134.995,1864.3818591309,1878.0050073242,1878.2703093465
40557.166666667,136.31,134.975,1896.080355835,1932.5270880127,1905.2660476685
40557.208333333,136.425,134.94,2037.1190490723,2028.9325327556,1980.7298103841
40557.25,136.525,134.92,2153.5981933594,2135.7183125814,2082.3254226685
40557.291666667,136.58,134.9125,2216.4376953125,2206.7889605713,2171.2536365763
40557.333333333,136.61,134.9075,2250.330993042,2232.283684082,2219.5363223267
40557.375,136.5925,134.9125,2230.0823638916,2209.4455889893,2220.8646365356
40557.416666667,136.5275,134.9425,2147.9234100342,2157.977861023,2183.7117250062
40557.458333333,136.4825,134.95,2095.9278091431,2115.7107276917,2136.8442943574
40557.5,136.4875,134.945,2103.2809638977,2100.7928992208,2108.2518134562
40557.541666667,136.49,134.9525,2103.1699246216,2086.5313841248,2093.6621416728
40557.583333333,136.4575,134.99,2053.143263855,2050.1004349772,2068.315909551
40557.625,136.4075,135,1993.9881164551,1993.852462972,2021.9764489746
40557.666666667,136.35,134.9925,1934.4260086059,1947.2950091044,1970.5737360382
40557.708333333,136.325,134.9725,1913.4709022522,1919.86848526,1933.5817471822
40557.75,136.32,134.96,1911.7085449219,1914.7349352519,1917.301710256
40557.791666667,136.33,134.9725,1919.0253585816,1921.0965016683,1917.9157184601
40557.833333333,136.3475,134.99,1932.5556015015,1931.6997212728,1926.3981114706
40557.875,136.36,134.9975,1943.5182037354,1941.8237472534,1936.7617342631
40557.916666667,136.3675,135.005,1949.3974365234,1953.6731496175,1947.7484484355
40557.958333333,136.385,135.005,1968.1038085937,1964.2905166626,1958.9818331401
40558,136.3925,135.0075,1975.3703048706,1967.4189325968,1965.8547246297
40558.041666667,136.375,135,1958.7826843262,1962.8296742757,1965.1243034363
40558.083333333,136.3675,134.99,1954.3360336304,1943.1129984538,1952.9713363648
40558.125,136.3325,134.99,1916.2202774048,1912.1856107585,1927.6493046062
40558.166666667,136.2775,134.985,1866.0005212402,1862.3046208699,1887.2451158142
40558.208333333,136.1975,134.9775,1804.6930639648,1791.9576745605,1827.1311477152
40558.25,136.1275,134.97,1705.1794384766,1726.8858447266,1759.4217596436
40558.291666667,136.1075,134.9825,1670.7850317383,1690.6070155843,1708.7464301555
40558.333333333,136.1275,135.0125,1695.8565765381,1712.6362388102,1701.6216271972
40558.375,136.1775,135.025,1771.2671081543,1761.8524884033,1737.2443636068
40558.416666667,136.2175,135.02,1818.4337805176,1811.4185447184,1786.6355165609
40558.458333333,136.2575,135.025,1844.5547454834,1838.8427451579,1825.1306449382
40558.5,136.275,135.04,1853.5397094727,1849.8864898682,1844.3646175131
40558.541666667,136.2625,135.01,1851.5650146484,1836.5992626953,1843.2428762817
40558.583333333,136.1975,134.9775,1804.6930639648,1796.9380485026,1816.7686555989
40558.625,136.1475,134.9625,1734.5560668945,1758.8093017578,1777.8736751302
40558.666666667,136.1525,134.99,1737.1787744141,1748.9037931315,1753.8565474447
40558.708333333,136.18,135.025,1774.9765380859,1776.9449161784,1762.924354655
40558.75,136.2225,135.03,1818.6794360351,1808.3895247395,1792.6672204589
40558.791666667,136.23,135.005,1831.5126000976,1823.1379524739,1815.7637386067
40558.833333333,136.21,134.995,1819.2218212891,1807.7987215169,1815.4683369954
40558.875,136.175,135,1772.6617431641,1760.7424332683,1784.2705773926
40558.916666667,136.1225,134.99,1690.3437353516,1704.4294039409,1732.5859186046
40558.958333333,136.0675,134.9775,1650.2827333069,1662.7809720357,1683.6051879883
40559,136.0575,134.975,1647.7164474487,1645.3830364482,1654.082004242
40559.041666667,136.065,135.01,1638.1499285889,1661.2260151164,1653.3045257823
40559.083333333,136.1275,135.0325,1697.8116693115,1701.1259263102,1681.1759707133
40559.125,136.1775,135.0425,1767.4161810303,1753.7056675212,1727.4157969157
40559.166666667,136.1925,135.0175,1795.8891522217,1781.3934851074,1767.5495763143
40559.208333333,136.18,135,1780.8751220703,1772.5092006429,1776.9513428752
40559.25,136.155,134.9925,1740.7633276367,1733.4244750976,1752.9668378702
