"TAGXLS","H_Kron_NN","H_Frei_NN","Q_Kron_1h","Q_Kron_3h","Q_Kron_6h"
40928.333333333,135.27,134.6825,1040.9012670898,1036.4562000529,1006.383598938
40928.375,135.305,134.6775,1086.2037493896,1086.8453364563,1061.6507682546
40928.416666667,135.3625,134.71,1133.4309928894,1129.3009624735,1108.0731494649
40928.458333333,135.4175,134.76,1168.2681451416,1170.8215959676,1150.0612792206
40928.5,135.4825,134.815,1210.7656498718,1222.2949644979,1196.5582802327
40928.541666667,135.595,134.8725,1287.8510984802,1265.4998613484,1243.8974129232
40928.583333333,135.665,134.955,1297.8828356933,1295.4191696675,1280.459515508
40928.625,135.6875,134.98,1300.5235748291,1310.963319753,1303.1912447103
40928.666666667,135.7075,134.965,1334.4835487366,1321.7726121267,1316.3679659398
40928.708333333,135.7025,134.9625,1330.3107128143,1348.5531403859,1335.1628762563
40928.75,135.745,134.965,1380.8651596069,1390.3565947214,1369.4548675536
40928.791666667,135.8225,135,1459.8939117431,1456.1289238484,1423.2427592849
40928.833333333,135.88,135.03,1527.6277001953,1491.0274418131,1473.5781828307
40928.875,135.8675,135.06,1485.560713501,1493.4402894084,1492.2338656107
40928.916666667,135.855,135.0575,1467.1324545288,1450.3139015706,1471.8770954895
40928.958333333,135.815,135.0625,1398.2485366821,1412.1440513611,1431.2289764658
40929,135.785,135.0425,1371.0511628723,1386.6138421885,1399.3789467748
40929.041666667,135.7875,135.0225,1390.5418270111,1387.9464559173,1387.2801490529
40929.083333333,135.815,135.0575,1402.2463778686,1364.0906729126,1376.018564415
40929.125,135.7575,135.0875,1299.483813858,1320.1480857594,1342.119379336
40929.166666667,135.7,135.0475,1258.7140655517,1282.0505402883,1301.0993130238
40929.208333333,135.675,134.98,1287.9537414551,1287.5123691813,1284.7814547348
40929.25,135.665,134.9325,1315.8693005371,1324.03653361,1305.7744513957
40929.291666667,135.6775,134.88,1368.2865588379,1356.8708259583,1340.4536797842
40929.333333333,135.6425,134.7975,1386.4566184998,1385.152059784,1371.0114428711
40929.375,135.615,134.675,1400.7130020142,1408.9274253845,1397.0397425843
40929.416666667,135.64,134.6225,1439.6126556396,1438.2545043945,1423.5909648895
40929.458333333,135.6775,134.65,1474.4378555298,1468.9323802948,1453.5934423446
40929.5,135.7025,134.7025,1492.7466297149,1493.9405100504,1481.4364451726
40929.541666667,135.7275,134.7225,1514.6370449066,1528.8315664927,1511.3860382716
40929.583333333,135.7775,134.7175,1579.1110248566,1553.6469820658,1541.2392742792
40929.625,135.775,134.7325,1567.1928764343,1567.7920728048,1560.7195274353
40929.666666667,135.7575,134.7125,1557.0723171234,1567.4003536224,1567.5962132136
40929.708333333,135.77,134.6875,1577.9358673096,1576.234431839,1571.8173927307
40929.75,135.7825,134.69,1593.695111084,1586.3937754313,1581.3141036351
40929.791666667,135.7775,134.69,1587.5503479004,1591.1353820801,1588.7645787557
40929.833333333,135.78,134.6975,1592.1606872559,1587.6899124146,1589.4126472473
40929.875,135.775,134.705,1583.3587020874,1591.5227086385,1589.6063105266
40929.916666667,135.785,134.7,1599.0487365723,1599.1345379639,1595.3286233012
40929.958333333,135.8025,134.7075,1614.9961752319,1615.4112688192,1607.2729033915
40930,135.8225,134.7,1632.1888946533,1628.5341315714,1621.9727001953
40930.041666667,135.8325,134.7,1638.4173248291,1632.1888946533,1630.3615131123
40930.083333333,135.8125,134.7,1625.9604644775,1619.3576334635,1625.7732640584
40930.125,135.7825,134.69,1593.695111084,1602.7245234171,1611.0410784403
40930.166666667,135.7775,134.695,1588.5179946899,1595.1901830037,1598.9573532104
40930.208333333,135.7925,134.68,1603.3574432373,1603.1513063812,1599.1707446924
40930.25,135.8025,134.6925,1617.5784812164,1618.973337326,1611.0623218536
40930.291666667,135.83,134.695,1635.9840875244,1634.3392613983,1626.6562993622
40930.333333333,135.86,134.7125,1649.4552154541,1650.1335483805,1642.2364048894
40930.375,135.89,134.7225,1664.9613421631,1667.6821147664,1658.9078315735
40930.416666667,135.9275,134.725,1688.6297866821,1694.2082546997,1680.9451847331
40930.458333333,135.98,134.71,1729.0336352539,1732.17825531,1713.1932550049
40930.5,136.05,134.71,1778.8713439941,1772.9025510661,1752.540403188
40930.541666667,136.105,134.7275,1810.8026739502,1800.3476057943,1786.6250784302
40930.583333333,136.115,134.7425,1811.3687994385,1808.8201170858,1804.5838614401
40930.625,136.095,134.725,1804.2888778687,1803.480522461,1806.1503197734
40930.666666667,136.07,134.7075,1794.7838900757,1797.9582118734,1800.7193671672
40930.708333333,136.06,134.69,1794.8018676758,1793.5387096151,1795.7484607443
40930.75,136.055,134.69,1791.0303710938,1797.3602376302,1795.4494736227
40930.791666667,136.065,134.67,1806.2484741211,1798.2438565572,1797.8020470937
40930.833333333,136.0525,134.6675,1797.4527244568,1793.2151944478,1795.7295255025
40930.875,136.035,134.69,1775.9443847656,1775.309068044,1784.2621312459
40930.916666667,136.005,134.6925,1752.5300949097,1760.6241358439,1767.966601944
40930.958333333,136,134.6775,1753.3979278564,1753.8664530436,1757.2452944438
40931,136.005,134.6825,1755.6713363647,1759.1568852742,1756.5116691589
40931.041666667,136.025,134.69,1768.4013916016,1772.9581985474,1766.0575419108
40931.083333333,136.06,134.69,1794.8018676758,1786.1930350495,1779.5756167985
40931.125,136.0675,134.7025,1795.375845871,1793.9678211212,1790.0804280853
40931.166666667,136.0675,134.71,1791.7257498169,1792.740032018,1793.3539265696
40931.208333333,136.07,134.715,1791.1185003662,1793.7645099894,1793.2522710037
40931.25,136.07,134.7,1798.4492797852,1797.278697408,1795.5216036987
40931.291666667,136.0725,134.695,1802.2683120727,1804.4531758626,1800.8659366353
40931.333333333,136.085,134.6925,1812.64193573,1798.9346822866,1801.6939290746
40931.375,136.0525,134.7075,1781.893799057,1778.5337164052,1788.7341993459
40931.416666667,136,134.7125,1741.0654144287,1756.7794053904,1767.6565608978
40931.458333333,135.9925,134.68,1747.3790026855,1740.4576266479,1748.6185160191
40931.5,135.9775,134.695,1732.9284628296,1725.7556867472,1733.1066566976
40931.541666667,135.925,134.7,1696.9595947266,1706.0808596802,1715.9182732137
40931.583333333,135.91,134.69,1688.3545214844,1689.5231740316,1697.8020168559
40931.625,135.9025,134.69,1683.2554058838,1683.4314759318,1686.4773249817
40931.666666667,135.895,134.685,1678.6845004273,1676.2187931824,1679.8251345571
40931.708333333,135.8775,134.685,1666.7164732361,1665.7603749593,1670.9895840709
40931.75,135.855,134.6925,1651.8801512146,1655.4238712565,1660.5921231079
40931.791666667,135.85,134.6825,1647.6749893188,1647.6524460347,1651.5381586456
40931.833333333,135.8425,134.69,1643.4021975708,1650.3748007965,1649.0136234156
40931.875,135.8675,134.6925,1660.0472154999,1661.1058057404,1655.7403032685
40931.916666667,135.905,134.71,1679.8680041504,1675.219319636,1668.1625626882
40931.958333333,135.92,134.72,1685.7427392578,1685.2155412801,1680.217430458
40932,135.9175,134.705,1690.0358804321,1685.0902049764,1685.1528731283
40932.041666667,135.9,134.7025,1679.4919952393,1683.329034729,1684.2096198527
40932.083333333,135.9,134.7,1680.4592285156,1669.5457219442,1676.4373783366
40932.125,135.8625,134.7175,1648.6859420776,1650.7551453654,1660.1504336548
40932.166666667,135.81,134.695,1623.1202655029,1624.6968313598,1637.7259883626
40932.208333333,135.79,134.6875,1602.284286499,1609.4389359538,1617.0678836568
40932.25,135.79,134.69,1602.9122558594,1605.2990097046,1607.3689728292
40932.291666667,135.7975,134.685,1610.7004867554,1605.8308166504,1605.5649131775
40932.333333333,135.79,134.7025,1603.8797073364,1591.7831972758,1598.8070069631
40932.375,135.765,134.7225,1560.7693977356,1580.3384821574,1586.0608397166
40932.416666667,135.7675,134.6975,1576.3663414002,1569.7747263591,1575.0566042583
40932.458333333,135.765,134.69,1572.1884399414,1568.3952606201,1569.0849934896
40932.5,135.7525,134.6875,1556.6310005188,1568.0267539978,1568.211007309
40932.541666667,135.7675,134.69,1575.2608215332,1586.608194224,1577.3174741109
40932.583333333,135.82,134.6875,1627.9327606201,1609.3166115316,1597.9624028778
40932.625,135.82,134.71,1624.7562524414,1625.9366107178,1617.6266111247
40932.666666667,135.825,134.715,1625.1208190918,1630.3849449666,1628.1607778422
40932.708333333,135.8475,134.7125,1641.2777633667,1634.7295923869,1632.5572686768
40932.75,135.85,134.7225,1637.7901947021,1638.9527175903,1636.8411549886
40932.791666667,135.85,134.7225,1637.7901947021,1635.4129160563,1637.1828168233
40932.833333333,135.8375,134.72,1630.6583587646,1634.4293877411,1634.9211518987
40932.875,135.8275,134.6975,1634.8396097565,1626.6521548716,1630.5407713064
40932.916666667,135.8,134.6875,1614.4584960938,1617.5518496959,1622.1020022838
40932.958333333,135.7925,134.68,1603.3574432373,1607.7713279724,1612.6615888342
40933,135.7925,134.705,1605.4980445862,1607.4202958425,1607.5958119075
40933.041666667,135.7975,134.7025,1613.405399704,1611.2968908946,1609.3585933685
40933.083333333,135.7975,134.7,1614.9872283936,1617.3848131053,1614.340852
40933.125,135.81,134.6975,1623.7618112183,1618.7758402761,1618.0803266907
40933.166666667,135.8025,134.6925,1617.5784812164,1610.9305249786,1614.8531826274
40933.208333333,135.785,134.7125,1591.4512825012,1592.946504186,1601.9385145823
40933.25,135.77,134.7175,1569.8097488403,1564.5145375569,1578.7305208715
40933.291666667,135.7325,134.6875,1532.2825813293,1537.9269213358,1551.2207294464
40933.333333333,135.715,134.68,1511.6884338379,1518.2372744242,1528.08209788
40933.375,135.715,134.69,1510.7408081055,1498.7285461426,1508.4829102834
40933.416666667,135.685,134.7,1473.7563964844,1491.19702034,1494.9627832413
40933.458333333,135.6975,134.6925,1489.09385643,1496.8414737701,1494.0192470551
40933.5,135.73,134.7025,1527.674168396,1517.3209395091,1507.0812066396
40933.541666667,135.74,134.7125,1535.1947937012,1531.9863160451,1524.6536277771
40933.583333333,135.7425,134.7225,1533.0899860382,1536.8425200145,1534.4144180298
40933.625,135.7425,134.705,1542.242780304,1541.7445167542,1539.2935183844
40933.666666667,135.7475,134.7025,1549.9007839203,1542.6869393667,1542.2157280605
40933.708333333,135.7375,134.705,1535.9172538757,1535.1082447052,1538.8975920359
40933.75,135.7225,134.6975,1519.5066963196,1521.2079493205,1528.1580970128
40933.791666667,135.7125,134.685,1508.1998977661,1508.556896464,1514.8824228922
40933.833333333,135.7075,134.705,1497.9640953064,1492.5913027445,1500.5740996043
40933.875,135.685,134.705,1471.6099151611,1482.1949359894,1487.393119367
40933.916666667,135.6875,134.6975,1477.0107975006,1474.419826889,1478.3073814392
40933.958333333,135.685,134.695,1474.6387680054,1478.2374423981,1476.3286346436
40934,135.6925,134.695,1483.0627616882,1478.671366628,1478.4544045131
40934.041666667,135.69,134.7025,1478.3125701904,1483.2837125142,1480.9775395711
40934.083333333,135.7,134.705,1488.475805664,1487.1965693156,1485.2401409149
40934.125,135.705,134.705,1494.8013320923,1482.458122762,1484.8273460388
40934.166666667,135.685,134.7225,1464.0972305298,1459.2240821839,1470.8411024729
40934.208333333,135.6425,134.7175,1418.7736839295,1425.951737086,1442.5879096349
40934.25,135.6125,134.6875,1394.9842967987,1403.4642244975,1414.7079807918
40934.291666667,135.6075,134.6575,1396.6346927643,1394.2647357941,1398.8644801458
40934.333333333,135.6025,134.6575,1391.1752178192,1389.6087823995,1391.9367590968
40934.375,135.595,134.6675,1381.016436615,1378.4536147308,1384.0311985651
40934.416666667,135.5825,134.69,1363.1691897583,1366.4353834279,1372.4444990794
40934.458333333,135.5725,134.6825,1355.1205239105,1363.3479127248,1364.8916480764
40934.5,135.5875,134.675,1371.7540245056,1374.416815211,1368.8823639679
40934.541666667,135.61,134.67,1396.3758972168,1397.7183759053,1386.0675955582
40934.583333333,135.635,134.665,1425.0252059936,1409.9269088745,1403.8226423899
40934.625,135.625,134.69,1408.3796234131,1412.6145500183,1411.2707294464
40934.666666667,135.6225,134.695,1404.4388206482,1405.3269889832,1408.9707695008
40934.708333333,135.625,134.7075,1403.1625228882,1410.2086509705,1407.7678199769
40934.75,135.64,134.7,1423.024609375,1408.8880935669,1409.5483722687
40934.791666667,135.62,134.7,1400.4771484375,1401.4166259766,1405.1523597718
40934.833333333,135.6025,134.7,1380.7481201172,1386.8003025818,1394.1084642792
40934.875,135.5975,134.685,1379.1756391907,1381.3448155721,1384.072559077
40934.916666667,135.5975,134.665,1384.1106874084,1378.5366986593,1379.9407571157
40934.958333333,135.585,134.6625,1372.3237693787,1370.6631494141,1374.5999240367
40935,135.5675,134.66,1355.5549914551,1360.2393444316,1365.4512469229
40935.041666667,135.56,134.64,1352.8392724609,1344.9743306986,1352.6068375651
40935.083333333,135.5325,134.635,1326.5287281799,1329.3794964599,1337.1769135793
40935.125,135.5125,134.625,1308.770488739,1311.7980686442,1320.588782552
40935.166666667,135.5,134.6075,1300.0949890137,1300.8888722229,1306.3434704336
40935.208333333,135.495,134.615,1293.801138916,1293.1951835124,1297.0420278677
40935.25,135.4875,134.62,1285.6894226074,1291.5004455566,1292.3478145345
40935.291666667,135.4975,134.62,1295.0107751465,1297.2358958435,1294.3681707001
40935.333333333,135.5125,134.615,1311.0074897766,1296.4613910421,1296.8486434428
40935.375,135.4825,134.61,1283.3659082031,1293.354273529,1294.9078322856
40935.416666667,135.4875,134.62,1285.6894226074,1289.6353397624,1291.4948066457
40935.458333333,135.5025,134.62,1299.8506884766,1294.3936396281,1292.0144896952
40935.5,135.5025,134.63,1297.6408078003,1292.0610269165,1293.2273332723
40935.541666667,135.4825,134.63,1278.6915844726,1280.8894326782,1286.4752297974
40935.583333333,135.47,134.6325,1266.3359057617,1269.8740454101,1275.3817390442
40935.625,135.4675,134.63,1264.5946459961,1269.8740454101,1269.8740454101
40935.666666667,135.4825,134.63,1278.6915844726,1274.1962656657,1272.0351555379
40935.708333333,135.485,134.6375,1279.3025665283,1286.3912699381,1280.2937678019
40935.75,135.515,134.67,1301.1796588135,1297.9454378001,1292.1683538691
40935.791666667,135.5325,134.6925,1313.3540880585,1305.75958107,1301.8525094351
40935.833333333,135.52,134.685,1302.7449963379,1307.4805486806,1306.6200648753
40935.875,135.5225,134.68,1306.3425616455,1308.4352327474,1307.957890714
40935.916666667,135.5325,134.68,1316.2181402588,1314.1274529266,1311.281342837
40935.958333333,135.5275,134.6425,1319.8216568756,1312.2428494517,1313.1851511892
40936,135.51,134.65,1300.6887512207,1309.2868216705,1310.7648355611
40936.041666667,135.515,134.6425,1307.3500569153,1307.8126184591,1308.5497200648
40936.083333333,135.5225,134.64,1315.3990472412,1311.5078219096,1309.6602201843
40936.125,135.52,134.645,1311.7743615723,1310.4899651591,1310.9988935343
40936.166666667,135.5125,134.645,1304.2964866638,1294.5536379496,1302.5218015544
40936.208333333,135.4825,134.6775,1267.5900656128,1275.9681506856,1285.2608943176
40936.25,135.4725,134.685,1256.0178997803,1265.168078715,1270.5681147003
40936.291666667,135.4875,134.68,1271.896270752,1258.4439959717,1261.8060373434
40936.333333333,135.465,134.69,1247.4178173828,1258.4439959717,1258.4439959717
40936.375,135.4725,134.685,1256.0178997803,1254.5592371623,1256.501616567
40936.416666667,135.4725,134.6675,1260.2419943237,1257.0582703654,1255.8087537638
40936.458333333,135.4625,134.65,1254.9149169922,1259.8743333944,1258.4663018799
40936.5,135.4725,134.65,1264.4660888672,1258.6886366781,1259.2814850363
40936.541666667,135.465,134.6525,1256.6849041748,1262.2746553548,1260.4816460165
40936.583333333,135.4725,134.645,1265.6729730225,1267.8165275065,1265.0455914306
40936.625,135.4875,134.64,1281.0917053223,1274.178270162,1270.9973988342
40936.666666667,135.4825,134.6425,1275.7701321411,1284.8342150879,1279.506242625
40936.708333333,135.5025,134.63,1297.6408078003,1290.0670926921,1287.45065389
40936.75,135.5,134.6225,1296.7903381348,1292.0147275798,1291.040910136
40936.791666667,135.4825,134.6175,1281.6130368042,1284.1297187297,1288.0722231548
40936.833333333,135.48,134.64,1273.98578125,1279.8763638306,1282.0030412802
40936.875,135.49,134.6375,1284.0302734375,1281.5644613647,1280.7204125977
40936.916666667,135.4975,134.6575,1286.6773294067,1292.467648824,1287.0160550944
40936.958333333,135.52,134.6675,1306.6953436279,1308.6680951436,1300.5678719838
40937,135.545,134.6625,1332.6316123962,1323.9861894734,1316.3271423085
40937.041666667,135.545,134.6625,1332.6316123962,1331.6114956156,1327.7988425445
40937.083333333,135.5425,134.665,1329.5712620544,1331.8554349772,1331.7334652964
40937.125,135.5475,134.67,1333.363430481,1333.3143829854,1332.5849089813
40937.166666667,135.55,134.665,1337.0084564209,1334.334499766,1333.8244413757
40937.208333333,135.545,134.6625,1332.6316123962,1336.7667770894,1335.5506384277
40937.25,135.5525,134.66,1340.6602624512,1338.5704163869,1337.6685967382
40937.291666667,135.5525,134.6525,1342.4193743134,1336.4117475637,1337.4910819753
40937.333333333,135.535,134.6475,1326.1556059265,1329.7918680064,1333.101807785
40937.375,135.5325,134.66,1320.8006237793,1326.2819512939,1328.0369096501
40937.416666667,135.5425,134.655,1331.889624176,1328.1932907104,1327.2376210022
40937.458333333,135.5425,134.655,1331.889624176,1329.0207756551,1328.6070331828
40937.5,135.535,134.66,1323.2830786133,1314.8421526845,1321.9314641698
40937.541666667,135.5025,134.6675,1289.3537552643,1291.1680579885,1303.0051053365
40937.583333333,135.475,134.675,1260.8673400879,1268.1314791107,1279.6497685496
40937.625,135.4675,134.6725,1254.17334198,1256.8133532715,1262.4724161911
40937.666666667,135.4675,134.6675,1255.3993777466,1249.12546875,1252.9694110108
40937.708333333,135.45,134.67,1237.8036865234,1240.6560169474,1244.8907428487
40937.75,135.44,134.6675,1228.7649865723,1231.2891153971,1235.9725661723
40937.791666667,135.435,134.655,1227.2986730957,1225.8498250326,1228.5694702148
40937.833333333,135.4275,134.65,1221.4858154297,1222.3960329183,1224.1229289755
40937.875,135.425,134.6525,1218.4036102295,1216.9544679769,1219.6752504476
40937.916666667,135.415,134.645,1210.9739782715,1209.1889487712,1213.0717083741
40937.958333333,135.4,134.64,1198.1892578125,1200.7657202149,1204.9773344931
40938,135.395,134.64,1193.1339245606,1193.2089266968,1196.9873234558
40938.041666667,135.3925,134.6475,1188.3035977173,1187.866897583,1190.5379121399
40938.083333333,135.3925,134.6675,1182.1631704712,1177.6837367757,1182.7753171794
40938.125,135.38,134.6875,1162.5844421387,1168.8407992554,1173.2622680156
40938.166666667,135.38,134.69,1161.7747851562,1156.6525089518,1162.7466541036
40938.208333333,135.365,134.69,1145.5982995606,1151.8241422526,1154.2383256022
40938.25,135.36,134.6675,1148.099342041,1145.8019341024,1148.8130381775
40938.291666667,135.3575,134.6725,1143.7081607055,1154.7026095581,1150.2522718303
40938.333333333,135.38,134.6575,1172.3003259277,1157.3096538289,1156.0061316935
40938.375,135.365,134.66,1155.9204748535,1155.2796549479,1156.2946543884
40938.416666667,135.35,134.6675,1137.6181640625,1131.7700764974,1143.5248657227
40938.458333333,135.3225,134.685,1101.7715905762,1114.8489467367,1123.3095116171
40938.5,135.3275,134.69,1105.1570855713,1102.3442604574,1108.5966035971
40938.541666667,135.32,134.6825,1100.1041052246,1103.1374375407,1102.740848999
40938.583333333,135.32,134.6725,1104.1511218262,1108.7172080485,1105.9273227946
40938.625,135.335,134.6675,1121.8963970947,1111.0779677327,1109.8975878906
40938.666666667,135.32,134.665,1107.1863842773,1117.5283628336,1114.3031652832
40938.708333333,135.33,134.65,1123.5023071289,1119.4508225504,1118.489592692
40938.75,135.335,134.6525,1127.6637762451,1129.2489845784,1124.3499035644
40938.791666667,135.34,134.6425,1136.5808703613,1127.6909685262,1128.4699765523
40938.833333333,135.3225,134.6425,1118.8282589721,1123.7351877848,1125.7130781555
40938.875,135.3175,134.6375,1115.796434021,1122.4678515625,1123.1015196737
40938.916666667,135.3275,134.62,1132.7788616943,1134.5979811605,1128.5329163615
40938.958333333,135.3475,134.6125,1155.2186477661,1145.900466512,1140.2492238363
40939,135.3475,134.6275,1149.7038900757,1153.0853398641,1149.4929031881
40939.041666667,135.3575,134.6425,1154.3334817505,1153.61240743,1153.348873647
40939.083333333,135.3625,134.65,1156.7998504639,1153.4648797608,1153.5386435954
40939.125,135.3525,134.6425,1149.2613070679,1147.7687266032,1150.616803182
40939.166666667,135.3425,134.6475,1137.2450222778,1128.4610597738,1138.1148931885
40939.208333333,135.315,134.6725,1098.8768499756,1114.5191468302,1121.490103302
40939.25,135.325,134.6775,1107.4355682373,1110.2054130046,1112.3622799174
40939.291666667,135.34,134.675,1124.3038208008,1116.3587301636,1113.2820715841
40939.333333333,135.3325,134.6725,1117.3368014526,1112.9764036051,1114.6675668844
40939.375,135.3075,134.6575,1097.288588562,1105.7277557373,1109.3520796712
40939.416666667,135.3075,134.645,1102.5578771973,1118.5925714111,1112.1601635742
40939.458333333,135.3625,134.6525,1155.9312484741,1150.4270494588,1134.5098104349
40939.5,135.4125,134.7,1192.7920227051,1181.7489486694,1166.0879990641
40939.541666667,135.45,134.775,1196.5235748291,1201.0802559408,1191.4146023051
40939.583333333,135.495,134.83,1213.9251702881,1171.2910233053,1186.1856396231
40939.625,135.4375,134.885,1103.4243247986,1134.2044189708,1152.7477211381
40939.666666667,135.4275,134.8925,1085.2637618256,1097.1040756989,1115.6542473349
40939.708333333,135.445,134.8975,1102.6241404724,1096.8155076981,1096.9597916985
40939.75,135.4525,134.9075,1102.5586207962,1104.0576800791,1100.4365938886
40939.791666667,135.4675,134.9225,1106.9902789688,1124.4442677561,1114.2509739176
40939.833333333,135.5375,134.9525,1163.7839035034,1134.6017007573,1129.5229842567
40939.875,135.5575,135.015,1133.0309197998,1126.1821072388,1130.3919039981
40939.916666667,135.54,135.0475,1081.7314984131,1105.8316252645,1116.0068662517
40939.958333333,135.5575,135.0475,1102.7324575806,1082.2261902873,1094.0289077759
40940,135.5375,135.065,1062.2146148682,1053.3000742849,1067.7631322861
40940.041666667,135.4775,135.055,994.95315040586,993.81983390809,1023.5599540965
40940.083333333,135.395,135.0075,924.29173645021,957.48495150248,975.65239270529
40940.125,135.365,134.94,953.20996765137,941.81927604676,949.65211377462
40940.166666667,135.3175,134.8825,947.95612403869,953.97430229187,947.89678916932
40940.208333333,135.28,134.81,960.75681518554,946.28843203226,950.13136716206
40940.25,135.22,134.7475,930.15235687255,957.72425191242,952.00634197234
40940.291666667,135.2275,134.6925,982.26358367918,964.47348510741,961.09886850992
40940.333333333,135.2275,134.695,981.00451477049,978.5129043579,971.49319473265
40940.375,135.2125,134.675,972.27061462402,970.40034220376,974.45662328083
40940.416666667,135.2,134.6725,957.92589721677,987.9943669637,979.19735458373
40940.458333333,135.2625,134.6775,1033.7865890503,1013.5808237712,1000.7875953675
40940.5,135.29,134.7125,1049.0299850464,1045.997249705,1029.7890367381
40940.541666667,135.33,134.7725,1055.1751750183,1056.8363356018,1051.4167926534
40940.583333333,135.375,134.835,1066.3038467407,1040.26786321,1048.5520994059
40940.625,135.36,134.89,999.32456787111,1035.7221416982,1037.9950024541
40940.666666667,135.3925,134.8925,1041.5380104828,1035.6040376536,1035.6630896759
40940.708333333,135.425,134.91,1065.9495346069,1050.8954904175,1043.2497640356
40940.75,135.4125,134.915,1045.1989261627,1077.1574026998,1064.0264465587
40940.791666667,135.4725,134.915,1120.3237473297,1139.5804797872,1108.3689412435
40940.833333333,135.615,134.9475,1253.2187658691,1214.7244778696,1177.1524788284
40940.875,135.69,135.02,1270.6309204101,1241.4753440348,1228.0999109522
40940.916666667,135.68,135.0925,1200.5763458252,1213.3132484944,1227.3942962646
40940.958333333,135.6725,135.1175,1168.732479248,1165.8043699137,1189.5588092041
40941,135.625,135.105,1128.104284668,1105.4962580872,1135.6503140005
40941.041666667,135.555,135.125,1019.6520103455,1039.8232123312,1072.6597352092
40941.083333333,135.485,135.09,971.71334197999,990.97364096324,1015.3984266472
40941.125,135.4525,135.0325,981.55557056424,963.59238969165,977.28301532745
40941.166666667,135.39,134.9875,937.50825653072,954.32340948737,958.95789958951
40941.208333333,135.3525,134.9325,943.90640136716,940.2945623779,947.30898593263
40941.25,135.3225,134.9,939.46902923581,977.77880732216,959.03668485003
40941.291666667,135.345,134.8075,1049.9609913635,1010.9112870025,994.34504716233
40941.333333333,135.3325,134.795,1043.3038404083,1041.4410690053,1026.1761780039
40941.375,135.315,134.78,1031.0583752441,1036.3675447082,1038.9043068568
40941.416666667,135.305,134.7575,1034.7404184723,1040.3314976756,1038.3495211919
40941.458333333,135.31,134.7375,1055.1956993103,1052.4852776464,1046.408387661
40941.5,135.3175,134.7325,1067.5197151566,1054.4344926071,1053.4598851268
40941.541666667,135.295,134.7325,1040.5880633545,1045.2008114243,1049.8176520157
40941.583333333,135.285,134.7325,1027.4946557617,1051.6237811534,1048.4122962889
40941.625,135.3175,134.705,1086.7886243439,1069.2045151011,1060.4141481273
40941.666666667,135.3325,134.72,1093.3302651978,1101.7307493337,1085.4676322174
40941.708333333,135.355,134.71,1125.0733584594,1126.5964987182,1114.163624026
40941.75,135.39,134.715,1161.3858724975,1202.1955039469,1164.3960013326
40941.791666667,135.545,134.71,1320.1272808838,1275.0665068054,1238.6310053761
40941.833333333,135.6025,134.7975,1343.6863670349,1325.9559449768,1300.5112258911
40941.875,135.625,134.88,1314.0541870117,1319.2072952779,1322.5816201274
40941.916666667,135.665,134.9525,1299.8813317871,1220.3410266113,1269.7741609446
40941.958333333,135.525,135.065,1047.0875610352,1133.943273112,1177.1421498617
40942,135.5275,135.06,1054.8609265137,1001.9692934164,1067.9562832642
40942.041666667,135.44,135.095,903.95939270018,936.48070129394,969.22499735517
40942.083333333,135.385,135.0675,850.62178466795,873.38338526407,904.93204327901
40942.125,135.3725,135.0325,865.56897842407,850.75964299518,862.07151412963
40942.166666667,135.345,135.02,836.08816589353,843.40563054402,847.0826367696
40942.208333333,135.3125,134.9825,828.55974731446,828.36687868754,835.88625461578
40942.25,135.2775,134.945,820.45272285462,865.14005322774,846.75346595764
40942.291666667,135.305,134.865,946.40768951415,918.80830380757,891.97417851765
40942.333333333,135.3175,134.835,989.56449905393,1001.2312449646,960.01977438609
40942.375,135.34,134.7725,1067.7215463257,1060.175366567,1030.7033057658
40942.416666667,135.3875,134.78,1123.2400543213,1104.1912812551,1082.1833239111
40942.458333333,135.3925,134.795,1121.6122431183,1120.5023148346,1112.3467980448
40942.5,135.4075,134.825,1116.6546470642,1074.2360865021,1097.3692006684
40942.541666667,135.3675,134.915,984.44136932374,1015.7901009623,1045.0130937322
40942.583333333,135.34,134.915,946.27428649903,962.46638224284,989.12824160257
40942.625,135.3475,134.915,956.68349090576,949.00124023438,955.73381123861
40942.666666667,135.3425,134.92,944.04594329835,937.99137797037,943.49630910237
40942.708333333,135.3225,134.9225,913.24469970699,928.37738026935,933.18437911986
40942.75,135.335,134.925,927.84149780272,959.02988922117,943.70363474526
40942.791666667,135.395,134.9025,1036.0034701538,1024.9427886708,991.98633894598
40942.833333333,135.4725,134.925,1110.983398056,1057.2122891744,1041.0775389226
40942.875,135.4575,134.995,1024.6499993134,1051.3933232117,1054.302806193
40942.916666667,135.46,135.005,1018.5465722656,1025.8637571462,1038.628540179
40942.958333333,135.485,135.025,1034.3946998596,1043.2611076355,1034.5624323909
40943,135.53,135.04,1076.8420507812,1048.157080129,1045.7090938822
40943.041666667,135.5175,135.07,1033.2344897461,1048.6485493978,1048.4028147634
40943.083333333,135.5275,135.08,1035.869107666,1004.8646862793,1026.7566178386
40943.125,135.49,135.1175,945.49046142577,960.67751824696,982.77110226313
40943.166666667,135.4325,135.0875,900.6729856491,906.91474969228,933.79613396962
40943.208333333,135.3925,135.055,874.58080200196,861.96084496816,884.43779733022
40943.25,135.33,135.0225,810.62874725342,818.7702886963,840.36556683223
40943.291666667,135.27,134.975,771.10131683351,761.76594417572,790.26811643601
