"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     0.247   126.089  1414.407   200.596     8.499   202.222     6.994      1202
     0.247   126.373  1471.604   203.054     8.673   204.749     7.187      1202
     0.247   126.656  1529.488   205.432     8.388   207.197     7.382      1202
     0.247   126.939  1588.051   207.889     8.670   209.724     7.572      1202
     0.247   127.223  1647.476   212.336    15.690   214.225     7.690      1202
     0.247   127.506  1709.693   227.175    52.364   229.131     7.462      1202
     0.247   127.790  1774.180   227.902     2.564   230.195     7.707      1202
     0.247   128.073  1838.865   228.582     2.401   231.215     7.953      1202
     0.247   128.356  1903.743   229.264     2.405   232.237     8.197      1202
     0.247   128.640  1968.816   229.955     2.439   233.267     8.440      1202
     0.247   128.923  2034.083   230.631     2.383   234.283     8.682      1202
     0.247   129.207  2099.541   231.305     2.381   235.298     8.923      1202
     0.247   129.490  2165.189   231.980     2.381   236.313     9.162      1202
     0.247   129.773  2231.031   232.671     2.439   237.344     9.400      1202
     0.247   130.057  2297.070   233.363     2.439   238.374     9.636      1202
     0.247   130.340  2363.303   233.980     2.178   239.356     9.874      1202
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     0.138   117.039     3.581    24.570     0.000    24.576     0.146      1201
     0.138   117.249     9.715    35.314    15.175    35.332     0.275      1201
     0.138   117.458    18.845    50.276    71.450    50.321     0.375      1201
     0.138   117.668    31.115    62.687    59.266    62.752     0.496      1201
     0.138   117.877    44.819    68.163    26.147    68.244     0.657      1201
     0.138   118.086    59.665    73.885    27.325    73.982     0.806      1201
     0.138   118.296    76.635    98.561   117.833    98.667     0.777      1201
     0.138   118.505    98.752   110.186    55.514   110.303     0.895      1201
     0.138   118.715   122.736   118.566    40.016   118.693     1.034      1201
     0.138   118.924   148.244   124.813    29.833   124.955     1.186      1201
     0.138   119.134   174.868   129.068    20.318   129.231     1.353      1201
     0.138   119.343   202.205   131.948    13.754   132.143     1.530      1201
     0.138   119.552   230.103   134.471    12.045   134.703     1.708      1201
     0.138   119.762   258.519   136.911    11.654   137.183     1.884      1201
     0.138   119.971   287.452   139.447    12.108   139.757     2.057      1201
     0.138   120.181   316.952   142.389    14.052   142.736     2.221      1201
     0.138   120.390   347.217   147.646    25.102   148.023     2.346      1201
     0.138   120.599   379.100   156.624    42.874   157.030     2.414      1201
     0.138   120.809   412.718   164.501    37.612   164.935     2.502      1201
     0.138   121.018   448.088   173.395    42.475   173.856     2.577      1201
     0.138   121.228   485.556   185.406    57.354   185.894     2.612      1201
     0.138   121.437   525.835   199.284    66.271   199.800     2.632      1201
     0.138   121.646   568.842   213.161    66.266   213.709     2.662      1201
     0.138   121.856   614.889   221.479    39.720   222.095     2.769      1201
     0.138   122.065   661.380   222.541     5.074   223.270     2.962      1201
     0.138   122.275   708.097   223.635     5.221   224.476     3.154      1201
     0.138   122.484   755.046   224.763     5.389   225.715     3.345      1201
     0.138   122.694   802.236   225.921     5.526   226.982     3.534      1201
     0.138   122.903   849.666   227.043     5.360   228.223     3.723      1201
     0.138   123.112   897.324   228.131     5.195   229.437     3.911      1201
     0.138   123.322   945.236   229.445     6.272   230.872     4.094      1201
     0.138   123.531   993.417   230.709     6.038   232.259     4.277      1201
     0.138   123.741  1041.863   231.973     6.038   233.646     4.459      1201
     0.138   123.950  1090.573   233.238     6.038   235.032     4.640      1201
     0.138   124.159  1139.552   234.568     6.353   236.470     4.819      1201
     0.138   124.369  1188.826   236.032     6.987   238.009     4.995      1201
     0.138   124.578  1238.404   237.453     6.788   239.508     5.171      1201
     0.138   124.788  1288.285   238.995     7.361   241.114     5.343      1201
     0.138   124.997  1338.510   240.687     8.080   242.862     5.511      1201
     0.138   125.207  1389.087   242.346     7.922   244.576     5.680      1201
     0.138   125.416  1440.015   244.048     8.130   246.334     5.846      1201
     0.138   125.625  1491.306   245.797     8.350   248.137     6.010      1201
     0.138   125.835  1542.958   247.508     8.171   249.903     6.174      1201
     0.138   126.044  1594.966   249.149     7.836   251.600     6.339      1201
     0.138   126.254  1647.297   250.594     6.899   253.106     6.508      1201
     0.138   126.463  1699.910   251.895     6.216   254.474     6.680      1201
     0.138   126.672  1752.793   253.154     6.010   255.800     6.852      1201
     0.138   126.882  1805.942   254.479     6.327   257.190     7.022      1201
     0.138   127.091  1859.384   256.046     7.482   258.815     7.184      1201
     0.138   127.301  1913.621   262.800    32.254   265.715     7.202      1201
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    31.096   121.451     0.702     8.798     0.000     9.200     0.076      1190
    31.096   121.792    22.859   107.506    28.193   109.702     0.208      1190
    31.096   122.134    59.905   109.373     5.473   114.457     0.523      1190
    31.096   122.475    97.448   110.692     3.865   118.892     0.820      1190
    31.096   122.816   135.415   111.745     3.085   123.227     1.099      1190
    31.096   123.157   173.682   112.561     2.392   127.465     1.363      1190
    31.096   123.498   212.228   113.377     2.392   131.703     1.611      1190
    31.096   123.840   251.052   114.194     2.393   135.941     1.847      1190
    31.096   124.181   290.155   115.010     2.392   140.179     2.070      1190
    31.096   124.522   329.536   115.826     2.392   144.418     2.282      1190
    31.096   124.863   369.181   116.513     2.012   148.613     2.484      1190
    31.096   125.204   409.039   117.085     1.676   152.772     2.677      1190
    31.096   125.546   449.057   117.486     1.176   156.888     2.862      1190
    31.096   125.887   489.212   117.886     1.173   161.004     3.039      1190
    31.096   126.228   529.504   118.286     1.173   165.120     3.207      1190
    31.096   126.569   569.932   118.686     1.173   169.235     3.368      1190
    31.096   126.910   610.497   119.086     1.173   173.351     3.522      1190
    31.096   127.252   651.198   119.482     1.160   177.467     3.669      1190
    31.096   127.593   692.029   119.852     1.086   181.579     3.811      1190
    31.096   127.934   732.986   120.223     1.086   185.691     3.947      1190
    31.096   128.275   774.069   120.587     1.066   189.802     4.078      1190
    31.096   128.617   815.275   120.944     1.048   193.912     4.204      1190
    31.096   128.958   856.603   121.302     1.048   198.022     4.326      1190
    31.096   129.299   898.053   121.659     1.048   202.132     4.443      1190
    31.096   129.640   939.624   122.017     1.048   206.243     4.556      1190
    31.096   129.981   981.318   122.374     1.048   210.353     4.665      1190
    31.096   130.323  1023.134   122.732     1.048   214.463     4.771      1190
    31.096   130.664  1065.071   123.089     1.048   218.573     4.873      1190
    31.096   131.005  1107.131   123.447     1.048   222.684     4.972      1190
    31.096   131.346  1149.313   123.804     1.048   226.794     5.068      1190
    31.096   131.687  1191.616   124.162     1.048   230.904     5.161      1190
    31.096   132.029  1234.042   124.519     1.048   235.014     5.251      1190
    31.096   132.370  1276.589   124.887     1.077   239.127     5.339      1190
    31.096   132.711  1319.292   125.417     1.555   243.274     5.423      1190
    31.096   133.052  1362.179   126.043     1.834   247.478     5.504      1190
    31.096   133.393  1405.365   127.096     3.087   251.932     5.578      1190
    31.096   133.735  1448.917   128.234     3.333   256.416     5.651      1190
    31.096   134.076  1492.884   129.485     3.668   260.938     5.721      1190
    31.096   134.417  1537.279   130.746     3.696   265.461     5.791      1190
    31.096   134.758  1582.115   132.066     3.869   269.996     5.860      1190
    31.096   135.099  1627.402   133.387     3.869   274.530     5.928      1190
    31.096   135.441  1673.162   134.873     4.355   279.121     5.994      1190
    31.096   135.782  1719.441   136.394     4.460   283.724     6.060      1190
    31.096   136.123  1766.240   137.916     4.460   288.327     6.126      1190
    31.096   136.464  1813.557   139.440     4.467   292.930     6.191      1190
    31.096   136.805  1861.457   141.327     5.529   297.650     6.254      1190
    31.096   137.147  1910.013   143.354     5.940   302.427     6.316      1190
    31.096   137.488  1959.298   145.624     6.654   307.322     6.375      1190
    31.096   137.829  2017.338   330.590   542.101   330.590     6.102      1190
    31.096   138.170  2214.262   407.674   109.646   407.674     5.431      1190
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.995   118.008     6.382    45.549     0.000    45.601     0.140      1189
    30.995   118.295    22.587    65.999    28.359    66.340     0.340      1189
    30.995   118.583    44.063    79.526    47.033    80.164     0.550      1189
    30.995   118.870    67.176    81.041     5.268    82.000     0.819      1189
    30.995   119.158    90.547    81.477     1.515    82.810     1.093      1189
    30.995   119.446   114.043    81.913     1.515    83.620     1.364      1189
    30.995   119.733   137.659    82.300     1.347    84.390     1.631      1189
    30.995   120.021   161.383    82.679     1.316    85.153     1.895      1189
    30.995   120.308   185.217    83.071     1.366    85.927     2.156      1189
    30.995   120.596   209.174    83.521     1.563    86.749     2.411      1189
    30.995   120.884   233.260    83.970     1.562    87.570     2.664      1189
    30.995   121.171   257.461    84.315     1.199    88.306     2.916      1189
    30.995   121.459   281.760    84.657     1.190    89.041     3.164      1189
    30.995   121.747   306.157    84.993     1.168    89.771     3.410      1189
    30.995   122.034   330.636    85.225     0.806    90.429     3.656      1189
    30.995   122.322   355.181    85.457     0.806    91.086     3.899      1189
    30.995   122.609   379.792    85.689     0.806    91.743     4.140      1189
    30.995   122.897   404.471    85.921     0.806    92.400     4.377      1189
    30.995   123.185   429.217    86.162     0.837    93.063     4.612      1189
    30.995   123.472   454.033    86.406     0.847    93.727     4.844      1189
    30.995   123.760   478.919    86.649     0.847    94.392     5.074      1189
    30.995   124.047   508.332   109.558    79.653   109.558     4.640      1189
    30.995   124.335   546.075   126.451    22.499   126.451     4.318      1189
    30.995   124.623   591.319   147.812     5.661   147.812     4.000      1189
    30.995   124.910   639.857   171.086    23.970   171.158     3.738      1189
    30.995   125.198   689.396   173.370     7.938   183.329     3.760      1189
    30.995   125.485   739.579   175.578     7.678   185.996     3.976      1189
    30.995   125.773   791.470   191.026    53.711   201.925     3.920      1189
    30.995   126.061   849.250   205.670    50.919   217.096     3.912      1189
    30.995   126.348   909.235   211.450    20.095   223.420     4.070      1189
    30.995   126.636   970.885   217.267    20.225   229.780     4.225      1189
    30.995   126.924  1034.291   223.057    20.133   236.068     4.381      1189
    30.995   127.211  1098.924   226.623    12.398   240.061     4.578      1189
    30.995   127.499  1164.649   230.079    12.014   243.936     4.774      1189
    30.995   127.786  1231.237   233.045    10.312   247.317     4.978      1189
    30.995   128.074  1298.715   236.266    11.199   250.941     5.175      1189
    30.995   128.362  1367.176   239.707    11.965   254.789     5.366      1189
    30.995   128.649  1436.672   243.571    13.435   259.073     5.545      1189
    30.995   128.937  1507.307   247.692    14.330   263.614     5.718      1189
    30.995   129.224  1579.128   251.628    13.683   267.973     5.893      1189
    30.995   129.512  1652.034   255.297    12.757   272.068     6.072      1189
    30.995   129.800  1725.958   258.755    12.023   275.955     6.254      1189
    30.995   130.087  1800.892   262.363    12.545   279.991     6.432      1189
    30.995   130.375  1876.885   266.161    13.206   284.214     6.604      1189
    30.995   130.662  1954.013   270.242    14.186   288.717     6.768      1189
    30.995   130.950  2032.364   274.597    15.144   293.492     6.925      1189
    30.995   131.238  2111.859   278.050    12.006   297.371     7.102      1189
    30.995   131.525  2194.597   303.813    89.578   323.534     6.783      1189
    30.995   131.813  2285.882   323.875    69.755   343.941     6.646      1189
    30.995   132.101  2380.311   331.910    27.935   352.297     6.757      1189
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.895   111.216     4.903    17.914     0.000    18.317     0.268      1188
    30.895   111.642    13.978    23.488    15.075    24.337     0.574      1188
    30.895   112.068    24.553    25.989     5.871    27.301     0.899      1188
    30.895   112.494    35.975    27.631     3.853    29.423     1.223      1188
    30.895   112.920    48.067    29.094     3.434    31.373     1.532      1188
    30.895   113.346    60.743    30.389     3.039    33.162     1.832      1188
    30.895   113.772    73.947    31.600     2.843    34.872     2.121      1188
    30.895   114.198    87.663    32.790     2.794    36.562     2.398      1188
    30.895   114.624   101.879    33.947     2.715    38.221     2.666      1188
    30.895   115.050   116.593    35.129     2.775    39.903     2.922      1188
    30.895   115.476   131.810    36.322     2.799    41.596     3.169      1188
    30.895   115.902   147.543    37.539     2.857    43.311     3.407      1188
    30.895   116.328   163.800    38.802     2.966    45.071     3.634      1188
    30.895   116.754   180.605    40.093     3.030    46.856     3.854      1188
    30.895   117.180   197.961    41.397     3.059    48.653     4.069      1188
    30.895   117.606   215.875    42.684     3.023    50.436     4.280      1188
    30.895   118.032   234.317    43.885     2.818    52.136     4.494      1188
    30.895   118.458   254.146    56.970    30.717    63.875     3.979      1188
    30.895   118.884   289.471    82.505    59.939    82.505     3.509      1188
    30.895   119.310   347.325   124.939    19.501   124.939     2.780      1188
    30.895   119.736   414.081   161.827    29.370   172.198     2.405      1188
    30.895   120.162   484.649   169.437    17.862   180.385     2.687      1188
    30.895   120.588   558.543   177.690    19.373   189.209     2.952      1188
    30.895   121.014   636.484   190.994    31.230   203.063     3.134      1188
    30.895   121.440   731.984   251.058   140.992   263.665     2.776      1188
    30.895   121.866   840.016   256.036    11.686   269.255     3.120      1188
    30.895   122.292   950.176   261.371    12.524   275.197     3.453      1188
    30.895   122.718  1062.917   268.404    16.510   282.825     3.758      1188
    30.895   123.144  1180.921   288.481    47.128   303.480     3.891      1188
    30.895   123.570  1309.636   310.450    51.569   326.029     4.017      1188
    30.895   123.996  1443.265   316.168    13.422   332.352     4.343      1188
    30.895   124.422  1591.687   390.327   174.080   407.148     3.909      1188
    30.895   124.848  1767.991   437.505   110.744   455.033     3.885      1188
    30.895   125.274  1965.390   488.941   120.739   507.183     3.875      1188
    30.895   125.700  2180.270   512.935    56.324   531.864     4.099      1188
    30.895   126.126  2402.034   526.847    32.655   546.481     4.395      1188
    30.895   126.552  2627.136   529.943     7.270   550.259     4.774      1188
    30.895   126.978  2853.548   533.003     7.182   554.002     5.151      1188
    30.895   127.404  3081.270   536.157     7.402   557.833     5.524      1188
    30.895   127.830  3310.448   540.160     9.398   562.487     5.885      1188
    30.895   128.256  3541.363   543.566     7.994   566.572     6.251      1188
    30.895   128.682  3773.538   546.419     6.696   570.130     6.619      1188
    30.895   129.108  4006.919   549.255     6.657   573.672     6.985      1188
    30.895   129.534  4241.510   552.093     6.662   577.217     7.348      1188
    30.895   129.960  4477.309   554.931     6.662   580.762     7.709      1188
    30.895   130.386  4714.318   557.769     6.663   584.307     8.068      1188
    30.895   130.812  4952.538   560.634     6.724   587.877     8.424      1188
    30.895   131.238  5192.061   563.863     7.580   591.795     8.773      1188
    30.895   131.664  5433.669   571.875    18.807   600.449     9.049      1188
    30.895   132.090  5678.536   579.910    18.861   609.020     9.324      1188
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.795   116.892     1.896     9.346     0.000     9.440     0.201      1187
    30.795   117.204     5.091    11.163    38.207    11.596     0.439      1187
    30.795   117.517     8.920    13.493     7.462    14.259     0.626      1187
    30.795   117.829    13.569    16.389     9.276    17.484     0.776      1187
    30.795   118.141    19.132    19.124     8.761    20.549     0.931      1187
    30.795   118.453    25.374    20.778     5.297    22.545     1.125      1187
    30.795   118.765    32.061    22.017     3.969    24.135     1.328      1187
    30.795   119.078    39.082    22.963     3.030    25.444     1.536      1187
    30.795   119.390    46.378    23.769     2.582    26.621     1.742      1187
    30.795   119.702    53.918    24.517     2.394    27.743     1.943      1187
    30.795   120.014    61.685    25.222     2.259    28.827     2.140      1187
    30.795   120.327    69.696    27.296     6.644    31.286     2.228      1187
    30.795   120.639    79.627    35.277    25.563    39.684     2.007      1187
    30.795   120.951    91.521    41.272    19.200    46.115     1.985      1187
    30.795   121.263   105.824    55.901    46.858    61.190     1.729      1187
    30.795   121.575   133.826   107.609   165.619   107.609     1.244      1187
    30.795   121.888   179.524   162.559   148.173   168.710     1.064      1187
    30.795   122.200   233.026   179.982    55.806   186.561     1.249      1187
    30.795   122.512   291.341   192.314    39.501   199.324     1.462      1187
    30.795   122.824   353.055   203.862    36.985   211.298     1.671      1187
    30.795   123.136   418.941   218.485    46.837   226.344     1.851      1187
    30.795   123.449   488.537   226.152    24.560   234.441     2.084      1187
    30.795   123.761   560.660   239.524    42.828   248.241     2.259      1187
    30.795   124.073   639.766   261.174    69.343   270.316     2.367      1187
    30.795   124.385   722.308   274.539    42.807   284.118     2.542      1187
    30.795   124.698   822.199   338.660   205.374   348.706     2.358      1187
    30.795   125.010   933.103   372.832   109.451   383.448     2.433      1187
    30.795   125.322  1055.128   409.868   118.628   421.050     2.506      1187
    30.795   125.634  1189.106   448.389   123.378   460.125     2.584      1187
    30.795   125.946  1335.641   486.444   121.890   498.703     2.678      1187
    30.795   126.259  1487.859   488.644     7.044   501.407     2.967      1187
    30.795   126.571  1640.760   490.821     6.973   504.090     3.255      1187
    30.795   126.883  1794.341   493.010     7.013   506.785     3.541      1187
    30.795   127.195  1948.608   495.218     7.071   509.496     3.825      1187
    30.795   127.507  2103.568   497.440     7.119   512.221     4.107      1187
    30.795   127.820  2259.279   500.063     8.402   515.323     4.384      1187
    30.795   128.132  2415.915   502.946     9.234   518.688     4.658      1187
    30.795   128.444  2573.288   505.168     7.116   521.413     4.935      1187
    30.795   128.756  2731.341   507.301     6.831   524.058     5.212      1187
    30.795   129.069  2890.060   509.448     6.877   526.717     5.487      1187
    30.795   129.381  3049.453   511.600     6.893   529.380     5.760      1187
    30.795   129.693  3209.515   513.739     6.851   532.031     6.033      1187
    30.795   130.005  3370.248   515.894     6.902   534.697     6.303      1187
    30.795   130.317  3531.648   518.027     6.832   537.342     6.572      1187
    30.795   130.630  3693.719   520.195     6.944   540.021     6.840      1187
    30.795   130.942  3856.496   522.618     7.761   542.943     7.103      1187
    30.795   131.254  4020.084   525.376     8.836   546.185     7.360      1187
    30.795   131.566  4184.619   529.111    11.961   550.384     7.603      1187
    30.795   131.878  4351.034   534.585    17.533   556.238     7.822      1187
    30.795   132.191  4518.228   537.060     7.928   559.086     8.081      1187
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.694   120.732     3.491    20.949     0.000    20.963     0.167      1186
    30.694   120.964     9.065    27.118    45.423    27.150     0.334      1186
    30.694   121.196    16.311    37.674    45.498    37.741     0.432      1186
    30.694   121.428    26.513    49.641    51.582    49.774     0.533      1186
    30.694   121.660    39.450    62.300    54.563    62.508     0.631      1186
    30.694   121.892    55.552    76.983    63.288    77.275     0.719      1186
    30.694   122.124    75.296    93.148    69.677    93.521     0.805      1186
    30.694   122.356    98.499   106.819    58.923   107.270     0.918      1186
    30.694   122.588   125.000   121.924    65.109   122.446     1.021      1186
    30.694   122.820   155.020   136.634    63.398   137.227     1.130      1186
    30.694   123.052   189.314   158.920    96.063   159.588     1.186      1186
    30.694   123.284   228.912   183.172   104.529   183.912     1.245      1186
    30.694   123.516   274.782   211.273   121.123   212.085     1.296      1186
    30.694   123.748   328.051   253.575   182.331   254.465     1.289      1186
    30.694   123.980   388.469   266.179    54.326   267.157     1.454      1186
    30.694   124.212   451.246   274.937    37.746   276.024     1.635      1186
    30.694   124.444   519.104   319.365   191.501   320.556     1.619      1186
    30.694   124.676   597.177   350.829   135.613   352.128     1.696      1186
    30.694   124.908   680.524   362.827    51.717   364.247     1.868      1186
    30.694   125.140   765.617   372.318    40.905   373.860     2.048      1186
    30.694   125.372   859.567   423.677   221.373   425.325     2.021      1186
    30.694   125.604   957.983   424.709     4.449   426.459     2.246      1186
    30.694   125.836  1056.635   425.719     4.357   427.573     2.471      1186
    30.694   126.068  1155.522   426.737     4.387   428.695     2.695      1186
    30.694   126.300  1254.647   427.758     4.399   429.819     2.919      1186
    30.694   126.532  1354.008   428.779     4.399   430.943     3.142      1186
    30.694   126.764  1453.606   429.809     4.442   432.076     3.364      1186
    30.694   126.996  1553.444   430.842     4.450   433.211     3.586      1186
    30.694   127.228  1653.521   431.862     4.397   434.334     3.807      1186
    30.694   127.460  1753.833   432.871     4.350   435.448     4.028      1186
    30.694   127.692  1854.380   433.894     4.408   436.574     4.248      1186
    30.694   127.924  1955.165   434.917     4.411   437.700     4.467      1186
    30.694   128.156  2056.186   435.936     4.391   438.823     4.686      1186
    30.694   128.388  2157.445   436.949     4.366   439.940     4.904      1186
    30.694   128.620  2258.937   437.958     4.350   441.053     5.122      1186
    30.694   128.852  2360.663   438.982     4.412   442.180     5.339      1186
    30.694   129.084  2462.629   440.007     4.417   443.308     5.555      1186
    30.694   129.316  2564.833   441.031     4.417   444.436     5.771      1186
    30.694   129.548  2667.273   442.052     4.401   445.560     5.986      1186
    30.694   129.780  2769.949   443.069     4.382   446.680     6.201      1186
    30.694   130.012  2872.866   444.117     4.518   447.828     6.415      1186
    30.694   130.244  2976.027   445.182     4.590   448.991     6.628      1186
    30.694   130.476  3079.436   446.284     4.751   450.188     6.840      1186
    30.694   130.708  3183.118   447.512     5.293   451.501     7.050      1186
    30.694   130.940  3287.090   448.769     5.415   452.840     7.259      1186
    30.694   131.172  3391.359   450.385     6.967   454.535     7.461      1186
    30.694   131.404  3496.226   453.633    14.000   457.835     7.636      1186
    30.694   131.636  3601.829   456.175    10.958   460.490     7.822      1186
    30.694   131.868  3707.776   457.197     4.403   461.771     8.029      1186
    30.694   132.100  3814.111   459.300     9.066   464.147     8.217      1186
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.594   120.461     2.301    18.280     0.000    18.287     0.126      1185
    30.594   120.692     8.035    30.792    37.560    30.809     0.261      1185
    30.594   120.922    17.149    52.954    96.021    52.983     0.324      1185
    30.594   121.153    33.155    86.341   144.653    86.421     0.384      1185
    30.594   121.384    55.418   103.805    75.667   103.993     0.533      1185
    30.594   121.615    80.675   114.890    48.024   115.223     0.700      1185
    30.594   121.846   108.413   125.605    46.428   126.100     0.860      1185
    30.594   122.076   139.366   145.776    87.393   146.460     0.952      1185
    30.594   122.307   175.086   163.044    74.816   163.919     1.068      1185
    30.594   122.538   214.146   173.512    45.353   174.599     1.227      1185
    30.594   122.769   255.109   181.660    35.302   182.970     1.394      1185
    30.594   123.000   298.161   191.227    41.449   192.753     1.547      1185
    30.594   123.230   343.142   198.380    30.992   200.128     1.715      1185
    30.594   123.461   389.733   205.535    31.001   207.502     1.878      1185
    30.594   123.692   439.582   230.889   109.850   233.042     1.886      1185
    30.594   123.923   494.246   238.773    34.159   241.093     2.050      1185
    30.594   124.154   550.108   247.455    37.617   249.919     2.201      1185
    30.594   124.385   608.361   255.774    36.042   258.351     2.355      1185
    30.594   124.615   667.958   260.431    20.176   263.137     2.538      1185
    30.594   124.846   728.576   265.924    23.801   268.763     2.711      1185
    30.594   125.077   791.711   281.515    67.551   284.477     2.783      1185
    30.594   125.308   858.478   295.578    60.931   298.665     2.874      1185
    30.594   125.539   931.252   339.364   189.701   342.572     2.718      1185
    30.594   125.769  1013.598   374.320   151.453   377.635     2.684      1185
    30.594   126.000  1101.678   383.023    37.709   386.430     2.851      1185
    30.594   126.231  1190.215   384.172     4.976   387.669     3.070      1185
    30.594   126.462  1279.017   385.317     4.962   388.904     3.289      1185
    30.594   126.693  1368.082   386.452     4.918   390.130     3.507      1185
    30.594   126.923  1457.407   387.582     4.897   391.351     3.724      1185
    30.594   127.154  1546.995   388.728     4.964   392.587     3.941      1185
    30.594   127.385  1636.850   389.880     4.992   393.829     4.156      1185
    30.594   127.616  1726.968   391.018     4.931   395.057     4.371      1185
    30.594   127.847  1817.349   392.169     4.986   396.297     4.586      1185
    30.594   128.077  1907.998   393.334     5.048   397.551     4.799      1185
    30.594   128.308  1998.917   394.495     5.028   398.801     5.012      1185
    30.594   128.539  2090.104   395.669     5.088   400.063     5.224      1185
    30.594   128.770  2181.563   396.853     5.130   401.335     5.436      1185
    30.594   129.001  2273.294   398.022     5.064   402.592     5.647      1185
    30.594   129.231  2365.295   399.201     5.108   403.859     5.857      1185
    30.594   129.462  2457.570   400.393     5.168   405.139     6.066      1185
    30.594   129.693  2550.122   401.584     5.159   406.417     6.275      1185
    30.594   129.924  2642.948   402.789     5.219   407.707     6.482      1185
    30.594   130.155  2736.054   404.011     5.296   409.014     6.689      1185
    30.594   130.385  2829.444   405.219     5.232   410.308     6.896      1185
    30.594   130.616  2923.110   406.427     5.236   411.602     7.102      1185
    30.594   130.847  3017.054   407.637     5.241   412.897     7.307      1185
    30.594   131.078  3111.281   408.961     5.736   414.303     7.510      1185
    30.594   131.309  3205.921   411.123     9.369   416.522     7.697      1185
    30.594   131.540  3301.060   413.104     8.581   418.586     7.886      1185
    30.594   131.770  3396.542   414.280     5.096   420.043     8.086      1185
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    30.493   119.496     3.242    30.102     0.000    30.112     0.108      1184
    30.493   119.741    13.227    45.393    30.666    45.422     0.291      1184
    30.493   119.987    25.005    50.366    20.246    50.422     0.496      1184
    30.493   120.232    37.939    55.056    19.094    55.139     0.688      1184
    30.493   120.478    52.110    60.414    21.815    60.524     0.861      1184
    30.493   120.724    67.571    66.728    25.707    66.872     1.010      1184
    30.493   120.969    86.206    88.716    89.525    88.928     0.969      1184
    30.493   121.215   109.971   103.820    61.495   104.117     1.056      1184
    30.493   121.461   137.441   119.481    63.762   119.874     1.147      1184
    30.493   121.706   167.967   128.515    36.780   129.015     1.302      1184
    30.493   121.952   200.474   136.275    31.596   136.892     1.464      1184
    30.493   122.197   235.114   146.203    40.420   146.951     1.600      1184
    30.493   122.443   272.608   157.547    46.188   158.429     1.721      1184
    30.493   122.689   312.059   163.329    23.539   164.367     1.899      1184
    30.493   122.934   352.764   168.042    19.191   169.261     2.084      1184
    30.493   123.180   394.598   172.512    18.199   173.916     2.269      1184
    30.493   123.425   437.486   176.732    17.179   178.318     2.453      1184
    30.493   123.671   481.440   181.147    17.977   182.886     2.632      1184
    30.493   123.917   526.621   189.005    31.991   190.879     2.759      1184
    30.493   124.162   574.441   198.025    36.727   200.030     2.872      1184
    30.493   124.408   623.548   201.813    15.422   203.965     3.057      1184
    30.493   124.654   673.669   206.347    18.461   208.645     3.229      1184
    30.493   124.899   725.805   227.147    84.682   229.585     3.161      1184
    30.493   125.145   784.614   246.103    77.179   248.679     3.155      1184
    30.493   125.390   846.298   256.260    41.353   258.974     3.268      1184
    30.493   125.636   910.758   269.864    55.388   272.714     3.340      1184
    30.493   125.882   979.216   287.904    73.449   290.878     3.366      1184
    30.493   126.127  1056.768   327.478   161.124   330.549     3.197      1184
    30.493   126.373  1137.356   328.727     5.085   331.891     3.427      1184
    30.493   126.618  1218.248   329.967     5.047   333.225     3.656      1184
    30.493   126.864  1299.448   331.230     5.142   334.580     3.884      1184
    30.493   127.110  1380.957   332.484     5.104   335.927     4.111      1184
    30.493   127.355  1462.773   333.729     5.071   337.265     4.337      1184
    30.493   127.601  1544.896   334.992     5.140   338.620     4.562      1184
    30.493   127.846  1627.330   336.246     5.108   339.968     4.787      1184
    30.493   128.092  1710.069   337.492     5.071   341.307     5.010      1184
    30.493   128.338  1793.117   338.753     5.136   342.661     5.233      1184
    30.493   128.583  1876.474   340.014     5.134   344.014     5.455      1184
    30.493   128.829  1960.139   341.257     5.060   345.351     5.676      1184
    30.493   129.075  2044.108   342.492     5.026   346.680     5.896      1184
    30.493   129.320  2128.383   343.743     5.096   348.025     6.116      1184
    30.493   129.566  2212.966   345.017     5.185   349.390     6.334      1184
    30.493   129.811  2297.864   346.303     5.234   350.766     6.551      1184
    30.493   130.057  2383.089   347.666     5.550   352.215     6.766      1184
    30.493   130.303  2468.650   349.053     5.648   353.687     6.980      1184
