"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    21.420   120.044   422.553   221.651    34.243   222.564     1.899      1093
    21.420   120.278   475.342   229.929    35.404   230.863     2.059      1093
    21.420   120.511   530.115   239.613    41.416   240.565     2.204      1093
    21.420   120.745   586.937   244.202    19.630   245.249     2.393      1093
    21.420   120.979   644.140   245.109     3.878   246.278     2.616      1093
    21.420   121.213   701.555   246.016     3.878   247.307     2.837      1093
    21.420   121.447   759.183   246.922     3.878   248.336     3.057      1093
    21.420   121.681   817.021   247.819     3.833   249.355     3.277      1093
    21.420   121.914   875.069   248.766     4.052   250.418     3.494      1093
    21.420   122.148   933.366   249.898     4.841   251.643     3.709      1093
    21.420   122.382   991.927   251.030     4.842   252.868     3.923      1093
    21.420   122.616  1050.753   252.162     4.842   254.093     4.135      1093
    21.420   122.850  1109.843   253.294     4.842   255.318     4.347      1093
    21.420   123.083  1169.307   257.099    16.275   259.188     4.511      1093
    21.420   123.317  1230.439   264.635    32.230   266.754     4.613      1093
    21.420   123.551  1292.466   265.944     5.597   268.145     4.820      1093
    21.420   123.785  1354.799   267.252     5.597   269.535     5.026      1093
    21.420   124.019  1417.439   268.561     5.597   270.926     5.232      1093
    21.420   124.252  1480.384   269.869     5.597   272.317     5.436      1093
    21.420   124.486  1543.635   271.178     5.597   273.708     5.640      1093
    21.420   124.720  1607.193   272.486     5.597   275.099     5.842      1093
    21.420   124.954  1671.058   273.820     5.705   276.513     6.043      1093
    21.420   125.188  1735.237   275.159     5.728   277.932     6.243      1093
    21.420   125.421  1799.729   276.499     5.728   279.352     6.443      1093
    21.420   125.655  1864.534   277.838     5.728   280.771     6.641      1093
    21.420   125.889  1929.651   279.177     5.728   282.190     6.838      1093
    21.420   126.123  1995.082   280.516     5.728   283.609     7.035      1093
    21.420   126.357  2060.827   281.856     5.728   285.029     7.230      1093
    21.420   126.591  2126.882   283.020     4.980   286.324     7.428      1093
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    21.320   115.133     2.226    13.923     0.000    13.939     0.160      1092
    21.320   115.366     7.203    25.664    22.927    25.698     0.280      1092
    21.320   115.598    14.289    35.303    41.402    35.364     0.404      1092
    21.320   115.831    23.426    42.139    29.363    42.262     0.554      1092
    21.320   116.064    33.846    47.376    22.495    47.544     0.712      1092
    21.320   116.297    45.484    52.613    22.495    52.825     0.861      1092
    21.320   116.530    58.342    57.798    22.275    58.055     1.005      1092
    21.320   116.762    72.379    62.826    21.594    63.119     1.147      1092
    21.320   116.995    87.595    67.893    21.766    68.222     1.284      1092
    21.320   117.228   104.001    73.508    24.118    73.883     1.408      1092
    21.320   117.461   122.340    82.392    38.160    82.858     1.477      1092
    21.320   117.694   142.010    86.588    18.023    87.113     1.630      1092
    21.320   117.926   162.656    90.784    18.024    91.369     1.780      1092
    21.320   118.159   184.280    94.980    18.024    95.624     1.927      1092
    21.320   118.392   206.880    99.176    18.023    99.880     2.071      1092
    21.320   118.625   230.510   104.378    22.345   105.140     2.192      1092
    21.320   118.858   255.400   108.319    16.929   109.546     2.331      1092
    21.320   119.091   280.875   111.671    14.399   112.964     2.486      1092
    21.320   119.323   307.871   120.249    36.845   121.587     2.532      1092
    21.320   119.556   337.900   147.255   116.005   148.638     2.273      1092
    21.320   119.789   378.304   184.173   158.576   184.173     2.054      1092
    21.320   120.022   426.874   215.294    61.722   216.765     1.969      1092
    21.320   120.255   477.780   222.025    28.915   223.544     2.137      1092
    21.320   120.487   530.232   227.917    25.304   229.484     2.311      1092
    21.320   120.720   583.586   230.427    10.782   232.057     2.515      1092
    21.320   120.953   637.521   232.923    10.720   234.616     2.717      1092
    21.320   121.186   692.038   235.418    10.720   237.176     2.918      1092
    21.320   121.419   747.078   237.336     8.236   239.163     3.124      1092
    21.320   121.651   802.597   240.686    14.393   242.571     3.309      1092
    21.320   121.884   859.222   244.710    17.284   246.634     3.484      1092
    21.320   122.117   916.461   247.017     9.907   248.987     3.681      1092
    21.320   122.350   974.236   249.323     9.906   251.341     3.876      1092
    21.320   122.583  1032.549   251.629     9.907   253.695     4.070      1092
    21.320   122.815  1091.412   254.535    12.484   256.645     4.253      1092
    21.320   123.048  1151.381   261.879    31.541   264.017     4.361      1092
    21.320   123.281  1212.645   263.879     8.593   266.090     4.557      1092
    21.320   123.514  1274.232   265.206     5.702   267.497     4.764      1092
    21.320   123.747  1336.129   266.534     5.702   268.904     4.969      1092
    21.320   123.979  1398.334   267.861     5.702   270.311     5.173      1092
    21.320   124.212  1460.848   269.189     5.702   271.718     5.376      1092
    21.320   124.445  1523.671   270.516     5.702   273.125     5.579      1092
    21.320   124.678  1586.804   271.844     5.702   274.532     5.780      1092
    21.320   124.911  1650.245   273.171     5.702   275.939     5.980      1092
    21.320   125.143  1713.995   274.499     5.702   277.346     6.180      1092
    21.320   125.376  1778.055   275.826     5.702   278.753     6.379      1092
    21.320   125.609  1842.424   277.154     5.702   280.160     6.576      1092
    21.320   125.842  1907.101   278.482     5.702   281.567     6.773      1092
    21.320   126.075  1972.088   279.809     5.702   282.974     6.969      1092
    21.320   126.308  2037.384   281.137     5.702   284.381     7.164      1092
    21.320   126.540  2102.983   282.210     4.611   285.609     7.363      1092
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    21.220   114.262     0.527     4.175     0.000     4.231     0.125      1091
    21.220   114.515     2.107     8.349    22.773     8.461     0.249      1091
    21.220   114.767     4.823    13.182    19.146    13.348     0.361      1091
    21.220   115.020     8.762    18.028    19.200    18.249     0.480      1091
    21.220   115.272    13.924    22.875    19.200    23.150     0.601      1091
    21.220   115.524    20.374    28.455    22.110    28.784     0.708      1091
    21.220   115.777    28.302    34.364    23.409    34.746     0.815      1091
    21.220   116.029    37.722    40.273    23.409    40.708     0.927      1091
    21.220   116.282    48.863    48.082    30.938    48.568     1.006      1091
    21.220   116.534    61.996    55.975    31.270    56.513     1.097      1091
    21.220   116.787    77.064    63.374    29.313    63.953     1.205      1091
    21.220   117.039    93.988    70.727    29.129    71.346     1.317      1091
    21.220   117.291   112.988    80.159    37.367    80.817     1.398      1091
    21.220   117.544   134.514    90.703    41.775    91.401     1.472      1091
    21.220   117.796   158.350    98.163    29.556    98.902     1.601      1091
    21.220   118.049   184.026   104.643    25.670   105.422     1.746      1091
    21.220   118.301   211.028   109.310    18.488   110.133     1.916      1091
    21.220   118.553   240.030   118.031    34.552   118.917     2.018      1091
    21.220   118.806   270.446   122.970    19.566   123.922     2.182      1091
    21.220   119.058   302.242   130.365    29.297   131.381     2.300      1091
    21.220   119.311   336.447   140.536    40.295   141.615     2.376      1091
    21.220   119.563   373.573   156.403    62.861   157.544     2.371      1091
    21.220   119.816   414.682   169.094    50.279   170.296     2.435      1091
    21.220   120.068   465.231   225.160   222.121   226.505     2.054      1091
    21.220   120.320   522.713   230.654    21.767   232.070     2.252      1091
    21.220   120.573   581.081   231.822     4.627   233.348     2.490      1091
    21.220   120.825   639.745   233.131     5.184   234.764     2.725      1091
    21.220   121.078   698.919   236.663    13.993   238.379     2.932      1091
    21.220   121.330   759.283   240.108    13.651   241.915     3.139      1091
    21.220   121.582   820.123   241.958     7.329   243.855     3.363      1091
    21.220   121.835   881.430   243.808     7.329   245.794     3.586      1091
    21.220   122.087   943.197   245.503     6.713   247.582     3.810      1091
    21.220   122.340  1005.342   246.903     5.547   249.082     4.036      1091
    21.220   122.592  1067.850   248.624     6.819   250.891     4.256      1091
    21.220   122.844  1130.948   251.330    10.720   253.648     4.459      1091
    21.220   123.097  1194.982   257.049    22.658   259.395     4.607      1091
    21.220   123.349  1260.363   260.960    15.494   263.354     4.786      1091
    21.220   123.602  1326.499   262.818     7.363   265.287     5.000      1091
    21.220   123.854  1393.037   264.401     6.269   266.948     5.218      1091
    21.220   124.107  1459.975   265.983     6.269   268.609     5.435      1091
    21.220   124.359  1527.313   267.566     6.269   270.270     5.651      1091
    21.220   124.611  1595.050   269.148     6.269   271.932     5.866      1091
    21.220   124.864  1663.186   270.731     6.269   273.593     6.079      1091
    21.220   125.116  1731.722   272.313     6.269   275.254     6.291      1091
    21.220   125.369  1800.657   273.896     6.269   276.915     6.503      1091
    21.220   125.621  1869.992   275.478     6.269   278.576     6.713      1091
    21.220   125.873  1939.726   277.061     6.269   280.237     6.922      1091
    21.220   126.126  2009.859   278.643     6.269   281.898     7.130      1091
    21.220   126.378  2080.393   280.226     6.269   283.560     7.337      1091
    21.220   126.631  2151.296   281.290     4.217   284.839     7.553      1091
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    21.120   115.269     1.043     8.608     0.000     8.631     0.121      1090
    21.120   115.498     3.848    15.911    23.837    15.980     0.241      1090
    21.120   115.726     8.351    23.677    33.942    23.791     0.351      1090
    21.120   115.955    14.708    31.869    35.802    32.028     0.459      1090
    21.120   116.184    22.902    39.763    34.504    39.968     0.573      1090
    21.120   116.413    32.904    47.648    34.457    47.898     0.687      1090
    21.120   116.642    44.612    54.697    30.809    54.993     0.811      1090
    21.120   116.870    57.934    61.746    30.809    62.088     0.933      1090
    21.120   117.099    72.968    70.148    36.721    70.536     1.034      1090
    21.120   117.328    90.606    83.089    56.556    83.556     1.084      1090
    21.120   117.557   110.891    94.476    49.769    95.034     1.167      1090
    21.120   117.786   133.899   106.694    53.398   107.326     1.248      1090
    21.120   118.014   159.840   120.330    59.598   121.034     1.321      1090
    21.120   118.243   188.802   131.615    49.320   132.389     1.426      1090
    21.120   118.472   219.963   140.640    39.444   141.491     1.555      1090
    21.120   118.701   253.122   149.208    37.444   150.157     1.686      1090
    21.120   118.930   288.359   158.683    41.411   159.727     1.805      1090
    21.120   119.159   325.710   167.801    39.853   168.948     1.928      1090
    21.120   119.387   365.348   180.246    54.391   181.492     2.013      1090
    21.120   119.616   410.439   220.843   177.428   222.180     1.847      1090
    21.120   119.845   461.125   222.207     5.961   223.628     2.062      1090
    21.120   120.074   512.124   223.573     5.971   225.077     2.275      1090
    21.120   120.303   563.486   226.338    12.086   227.910     2.472      1090
    21.120   120.531   616.074   234.245    34.558   235.873     2.612      1090
    21.120   120.760   670.115   236.982    11.961   238.700     2.807      1090
    21.120   120.989   724.494   238.347     5.967   240.159     3.017      1090
    21.120   121.218   779.193   239.841     6.527   241.733     3.223      1090
    21.120   121.447   834.255   241.484     7.181   243.443     3.427      1090
    21.120   121.675   889.714   243.277     7.838   245.301     3.627      1090
    21.120   121.904   945.582   245.070     7.838   247.158     3.826      1090
    21.120   122.133  1001.861   246.864     7.838   249.015     4.023      1090
    21.120   122.362  1058.550   248.656     7.834   250.872     4.219      1090
    21.120   122.591  1115.647   250.434     7.770   252.714     4.415      1090
    21.120   122.819  1173.156   252.372     8.470   254.715     4.606      1090
    21.120   123.048  1231.730   258.119    25.120   260.513     4.728      1090
    21.120   123.277  1291.089   260.736    11.438   263.181     4.906      1090
    21.120   123.506  1350.978   262.413     7.329   264.934     5.099      1090
    21.120   123.735  1411.150   263.556     4.992   266.168     5.302      1090
    21.120   123.963  1471.584   264.698     4.992   267.402     5.503      1090
    21.120   124.192  1532.281   265.904     5.273   268.696     5.703      1090
    21.120   124.421  1593.284   267.328     6.223   270.192     5.897      1090
    21.120   124.650  1654.614   268.752     6.223   271.687     6.090      1090
    21.120   124.879  1716.269   270.176     6.223   273.183     6.282      1090
    21.120   125.107  1778.250   271.600     6.223   274.678     6.474      1090
    21.120   125.336  1840.555   273.006     6.145   276.157     6.665      1090
    21.120   125.565  1903.181   274.404     6.109   277.628     6.855      1090
    21.120   125.794  1966.126   275.802     6.110   279.099     7.045      1090
    21.120   126.023  2029.391   277.199     6.109   280.570     7.233      1090
    21.120   126.252  2092.976   278.597     6.109   282.041     7.421      1090
    21.120   126.480  2156.877   279.810     5.300   283.377     7.611      1090
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    21.020   114.935     0.404     3.198     0.000     3.241     0.125      1089
    21.020   115.171     1.589     7.657    24.064     7.739     0.205      1089
    21.020   115.406     3.864    11.493    16.295    11.615     0.333      1089
    21.020   115.642     7.290    16.289    20.373    16.458     0.443      1089
    21.020   115.877    11.684    22.641    26.981    22.848     0.511      1089
    21.020   116.112    18.067    31.607    38.087    31.842     0.567      1089
    21.020   116.348    26.650    41.970    44.021    42.252     0.631      1089
    21.020   116.583    37.816    52.469    44.601    52.847     0.716      1089
    21.020   116.819    51.293    62.048    40.690    62.520     0.820      1089
    21.020   117.054    67.027    71.516    40.216    72.084     0.930      1089
    21.020   117.290    85.206    83.293    50.029    83.958     1.015      1089
    21.020   117.525   106.250    95.462    51.694    96.224     1.104      1089
    21.020   117.760   130.304   109.077    57.833   109.936     1.185      1089
    21.020   117.996   157.589   122.664    57.718   123.620     1.275      1089
    21.020   118.231   188.068   136.466    58.629   137.516     1.368      1089
    21.020   118.467   222.118   153.429    72.060   154.538     1.437      1089
    21.020   118.702   260.034   167.253    58.721   168.443     1.544      1089
    21.020   118.937   300.805   179.134    50.470   180.426     1.667      1089
    21.020   119.173   345.313   206.215   115.041   207.606     1.663      1089
    21.020   119.408   396.945   223.795    74.677   225.279     1.762      1089
    21.020   119.644   449.766   224.961     4.952   226.537     1.985      1089
    21.020   119.879   502.861   226.127     4.952   227.795     2.208      1089
    21.020   120.114   556.274   227.722     6.777   229.466     2.424      1089
    21.020   120.350   610.080   229.402     7.135   231.217     2.639      1089
    21.020   120.585   664.282   231.082     7.135   232.968     2.851      1089
    21.020   120.821   718.884   232.996     8.132   234.948     3.060      1089
    21.020   121.056   774.060   235.765    11.763   237.762     3.256      1089
    21.020   121.291   829.950   239.361    15.276   241.392     3.438      1089
    21.020   121.527   886.776   243.416    17.223   245.474     3.613      1089
    21.020   121.762   944.521   246.562    13.364   248.668     3.798      1089
    21.020   121.998  1002.700   247.709     4.871   249.907     4.012      1089
    21.020   122.233  1061.148   248.855     4.871   251.147     4.225      1089
    21.020   122.469  1119.866   250.002     4.872   252.387     4.437      1089
    21.020   122.704  1178.965   253.459    14.686   255.953     4.606      1089
    21.020   122.939  1238.934   256.535    13.065   259.113     4.781      1089
    21.020   123.175  1299.805   260.620    17.353   263.264     4.937      1089
    21.020   123.410  1361.434   262.435     7.710   265.169     5.134      1089
    21.020   123.646  1423.351   263.674     5.262   266.497     5.341      1089
    21.020   123.881  1485.590   265.087     6.005   267.988     5.544      1089
    21.020   124.116  1548.161   266.501     6.005   269.478     5.745      1089
    21.020   124.352  1611.064   267.915     6.005   270.968     5.946      1089
    21.020   124.587  1674.300   269.328     6.005   272.458     6.145      1089
    21.020   124.823  1737.869   270.742     6.005   273.949     6.344      1089
    21.020   125.058  1801.771   272.156     6.005   275.439     6.541      1089
    21.020   125.293  1866.006   273.570     6.005   276.929     6.738      1089
    21.020   125.529  1930.573   274.983     6.005   278.419     6.934      1089
    21.020   125.764  1995.474   276.397     6.005   279.909     7.129      1089
    21.020   126.000  2060.707   277.811     6.005   281.400     7.323      1089
    21.020   126.235  2126.273   279.224     6.005   282.890     7.516      1089
    21.020   126.471  2192.119   280.000     3.295   283.926     7.721      1089
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    20.920   116.258     1.687    14.284     0.000    14.337     0.118      1088
    20.920   116.466     5.791    34.878    24.501    34.977     0.166      1088
    20.920   116.674    15.053    50.651    75.832    50.794     0.296      1088
    20.920   116.882    26.533    58.959    39.938    59.146     0.449      1088
    20.920   117.090    39.558    66.279    35.191    66.512     0.595      1088
    20.920   117.298    54.946    83.460    82.598    83.745     0.656      1088
    20.920   117.506    73.764    96.907    64.649    97.246     0.759      1088
    20.920   117.714    95.522   112.531    75.110   112.923     0.846      1088
    20.920   117.922   120.549   128.652    77.503   129.100     0.934      1088
    20.920   118.130   149.177   147.299    89.645   147.805     1.009      1088
    20.920   118.338   181.773   164.079    80.670   164.651     1.104      1088
    20.920   118.546   217.243   176.974    61.992   177.616     1.223      1088
    20.920   118.754   255.776   194.744    85.427   195.456     1.309      1088
    20.920   118.962   297.805   208.379    65.553   209.161     1.424      1088
    20.920   119.170   343.200   223.686    73.587   224.515     1.529      1088
    20.920   119.378   389.952   225.804    10.183   226.681     1.720      1088
    20.920   119.586   437.137   227.879     9.975   228.806     1.911      1088
    20.920   119.794   484.754   229.954     9.975   230.930     2.099      1088
    20.920   120.002   532.727   231.211     6.043   232.258     2.294      1088
    20.920   120.210   580.940   232.352     5.485   233.472     2.488      1088
    20.920   120.418   629.389   233.492     5.485   234.687     2.682      1088
    20.920   120.626   678.077   234.641     5.522   235.909     2.874      1088
    20.920   120.834   727.004   235.796     5.551   237.136     3.066      1088
    20.920   121.042   776.172   236.950     5.551   238.364     3.256      1088
    20.920   121.250   825.579   238.105     5.551   239.591     3.446      1088
    20.920   121.458   875.349   240.624    12.111   242.162     3.615      1088
    20.920   121.666   925.687   243.371    13.207   244.958     3.779      1088
    20.920   121.874   976.700   246.730    16.144   248.372     3.932      1088
    20.920   122.082  1028.123   247.703     4.679   249.431     4.122      1088
    20.920   122.290  1079.749   248.676     4.679   250.491     4.311      1088
    20.920   122.498  1131.577   249.649     4.679   251.550     4.498      1088
    20.920   122.706  1183.662   251.573     9.249   253.544     4.668      1088
    20.920   122.914  1236.271   254.409    13.635   256.438     4.821      1088
    20.920   123.122  1289.590   258.257    18.497   260.340     4.953      1088
    20.920   123.330  1343.710   262.100    18.477   264.238     5.085      1088
    20.920   123.538  1398.336   263.124     4.924   265.346     5.270      1088
    20.920   123.746  1453.183   264.271     5.514   266.567     5.451      1088
    20.920   123.954  1508.279   265.483     5.825   267.848     5.631      1088
    20.920   124.162  1563.628   266.695     5.825   269.129     5.810      1088
    20.920   124.370  1619.229   267.906     5.825   270.410     5.988      1088
    20.920   124.578  1675.082   269.118     5.825   271.691     6.165      1088
    20.920   124.786  1731.186   270.329     5.825   272.972     6.342      1088
    20.920   124.994  1787.543   271.541     5.825   274.253     6.518      1088
    20.920   125.202  1844.152   272.753     5.825   275.534     6.693      1088
    20.920   125.410  1901.013   273.964     5.825   276.815     6.867      1088
    20.920   125.618  1958.126   275.176     5.825   278.096     7.041      1088
    20.920   125.826  2015.491   276.388     5.825   279.378     7.214      1088
    20.920   126.034  2073.108   277.599     5.825   280.659     7.387      1088
    20.920   126.242  2130.977   278.811     5.825   281.940     7.558      1088
    20.920   126.450  2189.079   279.610     3.842   282.926     7.737      1088
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    20.820   116.020     0.439     4.177     0.000     4.217     0.104      1087
    20.820   116.230     1.758     8.446    26.533     8.526     0.206      1087
    20.820   116.441     4.022    13.095    22.119    13.215     0.304      1087
    20.820   116.651     7.546    27.735    69.642    27.894     0.271      1087
    20.820   116.861    16.570    56.066   134.775    56.260     0.295      1087
    20.820   117.071    31.442    83.879   132.305    84.144     0.374      1087
    20.820   117.281    50.846   100.732    80.175   101.103     0.503      1087
    20.820   117.492    74.168   122.448   103.302   122.904     0.603      1087
    20.820   117.702   102.410   147.470   119.033   147.981     0.692      1087
    20.820   117.912   135.976   167.795    96.690   168.361     0.808      1087
    20.820   118.122   172.707   180.693    61.356   181.345     0.952      1087
    20.820   118.333   211.541   188.772    38.434   189.528     1.116      1087
    20.820   118.543   252.135   198.379    45.698   199.238     1.265      1087
    20.820   118.753   295.078   210.047    55.505   211.008     1.398      1087
    20.820   118.963   340.386   220.039    47.534   221.106     1.539      1087
    20.820   119.173   387.504   230.058    47.664   231.230     1.676      1087
    20.820   119.384   435.962   230.993     4.447   232.256     1.877      1087
    20.820   119.594   484.626   231.997     4.776   233.345     2.077      1087
    20.820   119.804   533.500   233.001     4.776   234.433     2.276      1087
    20.820   120.014   582.612   234.518     7.218   236.021     2.468      1087
    20.820   120.224   632.125   236.557     9.699   238.118     2.655      1087
    20.820   120.435   682.067   238.596     9.699   240.214     2.839      1087
    20.820   120.645   732.430   240.355     8.369   242.040     3.026      1087
    20.820   120.855   783.053   241.281     4.405   243.059     3.222      1087
    20.820   121.065   833.871   242.207     4.405   244.078     3.416      1087
    20.820   121.276   884.884   243.133     4.405   245.098     3.610      1087
    20.820   121.486   936.091   244.059     4.405   246.117     3.803      1087
    20.820   121.696   987.492   244.985     4.405   247.136     3.996      1087
    20.820   121.906  1039.089   245.911     4.405   248.155     4.187      1087
    20.820   122.116  1090.880   246.837     4.405   249.175     4.378      1087
    20.820   122.327  1142.865   247.763     4.405   250.194     4.568      1087
    20.820   122.537  1195.046   248.689     4.405   251.213     4.757      1087
    20.820   122.747  1248.101   254.305    26.716   256.906     4.858      1087
    20.820   122.957  1301.891   257.722    16.253   260.370     5.000      1087
    20.820   123.167  1356.443   260.856    14.907   263.555     5.147      1087
    20.820   123.378  1411.405   262.052     5.692   264.823     5.330      1087
    20.820   123.588  1466.617   263.249     5.692   266.091     5.512      1087
    20.820   123.798  1522.081   264.445     5.692   267.360     5.693      1087
    20.820   124.008  1577.796   265.642     5.692   268.628     5.874      1087
    20.820   124.219  1633.763   266.838     5.692   269.896     6.053      1087
    20.820   124.429  1689.982   268.035     5.692   271.165     6.232      1087
    20.820   124.639  1746.452   269.232     5.692   272.433     6.411      1087
    20.820   124.849  1803.174   270.428     5.692   273.701     6.588      1087
    20.820   125.059  1860.147   271.625     5.692   274.970     6.765      1087
    20.820   125.270  1917.372   272.821     5.692   276.238     6.941      1087
    20.820   125.480  1974.848   274.018     5.692   277.507     7.116      1087
    20.820   125.690  2032.576   275.214     5.692   278.775     7.291      1087
    20.820   125.900  2090.555   276.411     5.692   280.043     7.465      1087
    20.820   126.110  2148.787   277.607     5.692   281.312     7.638      1087
    20.820   126.321  2207.265   278.600     4.722   282.435     7.815      1087
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    20.720   116.126     0.868     8.088     0.000     8.101     0.107      1086
    20.720   116.332     3.079    16.237    26.266    16.285     0.189      1086
    20.720   116.538     7.455    23.129    33.456    23.216     0.321      1086
    20.720   116.744    12.451    25.374    10.897    25.504     0.488      1086
    20.720   116.950    19.090    41.459    78.077    41.610     0.459      1086
    20.720   117.156    29.717    70.274   139.873    70.440     0.422      1086
    20.720   117.362    49.381   122.426   253.156   122.613     0.403      1086
    20.720   117.568    76.216   133.454    53.529   133.677     0.570      1086
    20.720   117.774   104.021   136.493    14.754   136.757     0.761      1086
    20.720   117.980   132.675   141.588    24.732   141.889     0.935      1086
    20.720   118.186   162.184   144.893    16.041   145.232     1.117      1086
    20.720   118.392   193.084   155.396    50.984   155.800     1.239      1086
    20.720   118.598   225.353   159.030    17.640   159.496     1.413      1086
    20.720   118.804   259.038   165.943    33.560   166.470     1.556      1086
    20.720   119.010   293.899   176.453    51.017   177.034     1.660      1086
    20.720   119.216   331.361   188.936    60.595   189.586     1.748      1086
    20.720   119.422   374.419   216.790   135.206   217.509     1.721      1086
    20.720   119.628   419.646   222.297    26.733   223.106     1.881      1086
    20.720   119.834   465.899   225.691    16.475   226.579     2.056      1086
    20.720   120.040   512.530   227.019     6.443   227.974     2.248      1086
    20.720   120.246   559.434   228.346     6.443   229.370     2.439      1086
    20.720   120.452   606.612   229.673     6.443   230.766     2.629      1086
    20.720   120.658   654.043   230.782     5.380   231.951     2.820      1086
    20.720   120.864   701.723   233.329    12.364   234.568     2.992      1086
    20.720   121.070   750.260   236.365    14.741   237.673     3.157      1086
    20.720   121.276   799.065   237.446     5.246   238.832     3.346      1086
    20.720   121.482   848.487   242.260    23.368   243.713     3.481      1086
    20.720   121.688   898.526   243.534     6.185   245.058     3.667      1086
    20.720   121.894   948.858   245.103     7.616   246.681     3.847      1086
    20.720   122.100   999.513   246.675     7.629   248.305     4.025      1086
    20.720   122.306  1050.495   248.440     8.567   250.121     4.200      1086
    20.720   122.512  1101.998   251.762    16.128   253.476     4.348      1086
    20.720   122.718  1154.306   255.608    18.668   257.359     4.485      1086
    20.720   122.924  1207.236   258.249    12.821   260.071     4.642      1086
    20.720   123.130  1260.702   260.543    11.135   262.440     4.804      1086
    20.720   123.336  1314.465   261.410     4.207   263.405     4.990      1086
    20.720   123.542  1368.407   262.277     4.207   264.370     5.176      1086
    20.720   123.748  1422.547   263.405     5.479   265.575     5.356      1086
    20.720   123.954  1476.938   264.636     5.973   266.874     5.534      1086
    20.720   124.160  1531.582   265.866     5.973   268.172     5.711      1086
    20.720   124.366  1586.479   267.097     5.974   269.471     5.887      1086
    20.720   124.572  1641.630   268.328     5.974   270.769     6.063      1086
    20.720   124.778  1697.035   269.558     5.973   272.067     6.238      1086
    20.720   124.984  1752.693   270.789     5.973   273.366     6.412      1086
    20.720   125.190  1808.613   272.151     6.611   274.789     6.582      1086
    20.720   125.396  1864.827   273.589     6.981   276.286     6.750      1086
    20.720   125.602  1921.336   275.027     6.981   277.782     6.917      1086
    20.720   125.808  1978.142   276.465     6.981   279.278     7.083      1086
    20.720   126.014  2035.245   277.904     6.981   280.774     7.249      1086
    20.720   126.220  2092.636   279.030     5.468   282.037     7.420      1086
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    20.620   116.186     0.905     8.633     0.000     8.662     0.104      1085
    20.620   116.391     3.339    15.045    26.857    15.104     0.221      1085
    20.620   116.597     7.091    21.406    30.938    21.495     0.330      1085
    20.620   116.802    12.085    27.149    27.933    27.271     0.443      1085
    20.620   117.008    18.498    36.156    43.804    36.311     0.509      1085
    20.620   117.214    27.286    53.518    84.446    53.705     0.508      1085
    20.620   117.419    54.149   154.269   490.005   154.489     0.351      1085
    20.620   117.625    86.318   158.648    21.295   158.904     0.543      1085
    20.620   117.830   119.368   162.729    19.851   163.054     0.732      1085
    20.620   118.036   153.217   166.447    18.084   166.860     0.918      1085
    20.620   118.242   187.810   170.044    17.493   170.545     1.101      1085
    20.620   118.447   223.142   173.641    17.493   174.230     1.281      1085
    20.620   118.653   259.379   178.949    25.819   179.624     1.444      1085
    20.620   118.859   296.730   184.370    26.366   185.131     1.603      1085
    20.620   119.064   335.277   190.721    30.886   191.546     1.750      1085
    20.620   119.270   375.704   204.842    68.677   205.715     1.826      1085
    20.620   119.475   421.019   226.495   105.314   227.434     1.851      1085
    20.620   119.681   467.710   227.681     5.769   228.694     2.045      1085
    20.620   119.887   514.645   228.867     5.769   229.953     2.238      1085
    20.620   120.092   561.825   230.115     6.070   231.271     2.429      1085
    20.620   120.298   609.286   231.545     6.955   232.759     2.618      1085
    20.620   120.503   657.223   236.197    22.625   237.456     2.768      1085
    20.620   120.709   706.127   238.641    11.890   239.955     2.943      1085
    20.620   120.915   755.338   240.040     6.803   241.413     3.129      1085
    20.620   121.120   805.010   243.269    15.705   244.681     3.290      1085
    20.620   121.326   855.375   246.646    16.425   248.094     3.448      1085
    20.620   121.531   906.242   248.101     7.073   249.607     3.631      1085
    20.620   121.737   957.399   249.515     6.879   251.080     3.813      1085
    20.620   121.943  1008.847   250.956     7.008   252.579     3.994      1085
    20.620   122.148  1060.600   252.458     7.302   254.136     4.173      1085
    20.620   122.354  1112.662   253.959     7.302   255.693     4.352      1085
    20.620   122.559  1165.066   255.839     9.144   257.637     4.522      1085
    20.620   122.765  1217.857   258.189    11.428   260.044     4.683      1085
