"ZEIT[H]" "K1101" "K1077" "K1013" "K 936" "K 971" "K1107" "K5117" "K1134" "K1146" "K1153" "K1157"
 41462.708 124.049 123.800 123.553 123.450 123.490 124.104 124.239 124.423 124.619 124.715 124.789
 41462.729 124.048 123.800 123.553 123.450 123.490 124.103 124.239 124.422 124.618 124.714 124.789
 41462.750 124.048 123.799 123.552 123.450 123.490 124.103 124.238 124.421 124.617 124.713 124.788
 41462.771 124.047 123.799 123.552 123.450 123.490 124.102 124.237 124.421 124.616 124.712 124.787
 41462.792 124.047 123.799 123.552 123.450 123.489 124.101 124.236 124.420 124.615 124.711 124.785
 41462.812 124.046 123.798 123.552 123.450 123.489 124.100 124.235 124.419 124.614 124.709 124.784
 41462.833 124.045 123.797 123.552 123.450 123.489 124.099 124.234 124.417 124.612 124.708 124.782
 41462.854 124.044 123.797 123.551 123.450 123.489 124.098 124.233 124.416 124.611 124.706 124.780
 41462.875 124.042 123.796 123.551 123.450 123.489 124.097 124.231 124.414 124.608 124.703 124.778
 41462.896 124.041 123.795 123.551 123.450 123.489 124.095 124.230 124.412 124.606 124.701 124.775
 41462.917 124.040 123.794 123.550 123.450 123.489 124.094 124.229 124.411 124.605 124.700 124.775
 41462.937 124.040 123.794 123.550 123.450 123.489 124.094 124.229 124.411 124.606 124.701 124.775
