"TXLS","QGAM","QKRA","QWEH","QMIN","D-E"
41419.417,1644.71,1500,144.71,15,129.71
41419.437,1639.97,1500,139.97,15,124.97
41419.458,1633.98,1500,133.98,15,118.98
41419.479,1628.85,1500,128.85,15,113.85
41419.5,1637.58,1500,137.58,15,122.58
41419.521,1648.48,1500,148.48,15,133.48
41419.542,1640.59,1500,140.59,15,125.59
41419.562,1630.47,1500,130.47,15,115.47
41419.583,1628.37,1500,128.37,15,113.37
41419.604,1626.87,1500,126.87,15,111.87
41419.625,1599.49,1500,99.49,15,84.49
41419.646,1567.82,1500,67.82,15,52.82
41419.667,1563.21,1500,63.21,15,48.21
41419.687,1559.26,1500,59.26,15,44.26
41419.708,1545.82,1500,45.82,15,30.82
41419.729,1532.15,1500,32.15,15,17.15
41419.75,1544.69,1500,44.69,15,29.69
41419.771,1574.43,1500,74.43,15,59.43
41419.792,1591.77,1500,91.77,15,76.77
41419.812,1600.34,1500,100.34,15,85.34
41419.833,1598.81,1500,98.81,15,83.81
41419.854,1593.47,1500,93.47,15,78.47
41419.875,1583.81,1500,83.81,15,68.81
41419.896,1569.85,1500,69.85,15,54.85
41419.917,1557.75,1500,57.75,15,42.75
41419.937,1546.4,1500,46.4,15,31.4
41419.958,1534.9,1500,34.9,15,19.9
41419.979,1523.12,1500,23.12,15,8.1199999999999
41420,1526.95,1500,26.95,15,11.95
41420.021,1543.66,1500,43.66,15,28.66
41420.042,1557.09,1500,57.09,15,42.09
41420.062,1568.02,1500,68.02,15,53.02
41420.083,1576.76,1500,76.76,15,61.76
41420.104,1586.61,1500,86.61,15,71.61
41420.125,1590.26,1500,90.26,15,75.26
41420.146,1590.63,1500,90.63,15,75.63
41420.167,1597.1,1500,97.1,15,82.1
41420.187,1601.69,1500,101.69,15,86.69
41420.208,1605.1,1500,105.1,15,90.1
41420.229,1609.32,1500,109.32,15,94.32
41420.25,1611.71,1500,111.71,15,96.71
41420.271,1609.67,1500,109.67,15,94.67
41420.292,1601.99,1500,101.99,15,86.99
41420.312,1593.06,1500,93.06,15,78.06
41420.333,1585.72,1500,85.72,15,70.72
41420.354,1579.62,1500,79.62,15,64.62
41420.375,1590.71,1500,90.71,15,75.71
41420.396,1612.05,1500,112.05,15,97.05
41420.417,1624.33,1500,124.33,15,109.33
41420.437,1630,1500,130,15,115
41420.458,1622.51,1500,122.51,15,107.51
41420.479,1613.2,1500,113.2,15,98.2
41420.5,1601.64,1500,101.64,15,86.64
41420.521,1580.27,1500,80.27,15,65.27
41420.542,1555.05,1500,55.05,15,40.05
41420.562,1523.5,1500,23.5,15,8.5
41420.583,1491.29,1476.29,15,15,-23.71
41420.604,1462.21,1447.21,15,15,-52.79
41420.625,1439.03,1424.03,15,15,-75.97
41420.646,1426.32,1411.32,15,15,-88.68
41420.667,1423.36,1408.36,15,15,-91.64
41420.687,1424.04,1409.04,15,15,-90.96
41420.708,1423.52,1408.52,15,15,-91.48
41420.729,1422.16,1407.16,15,15,-92.84
41420.75,1422.88,1407.88,15,15,-92.12
41420.771,1426.56,1411.56,15,15,-88.44
41420.792,1431.84,1416.84,15,15,-83.16
41420.812,1437.83,1422.83,15,15,-77.17
41420.833,1443.42,1428.42,15,15,-71.58
41420.854,1448.79,1433.79,15,15,-66.21
41420.875,1475.51,1460.51,15,15,-39.49
41420.896,1495.37,1480.37,15,15,-19.63
41420.917,1488.37,1473.37,15,15,-26.63
41420.937,1482.16,1467.16,15,15,-32.84
41420.958,1475.82,1460.82,15,15,-39.18
41420.979,1468.83,1453.83,15,15,-46.17
41421,1461.8,1446.8,15,15,-53.2
41421.021,1462.3,1447.3,15,15,-52.7
41421.042,1472.04,1457.04,15,15,-42.96
41421.062,1484.33,1469.33,15,15,-30.67
41421.083,1495.72,1480.72,15,15,-19.28
41421.104,1506.22,1491.22,15,15,-8.78
41421.125,1516.82,1500,16.82,15,1.8199999999999
41421.146,1528.96,1500,28.96,15,13.96
41421.167,1542.72,1500,42.72,15,27.72
41421.187,1556.78,1500,56.78,15,41.78
41421.208,1570.63,1500,70.63,15,55.63
41421.229,1584.39,1500,84.39,15,69.39
41421.25,1570.06,1500,70.06,15,55.06
41421.271,1538.63,1500,38.63,15,23.63
41421.292,1519.35,1500,19.35,15,4.3499999999999
41421.312,1502.05,1487.05,15,15,-12.95
41421.333,1485.89,1470.89,15,15,-29.11
41421.354,1470.09,1455.09,15,15,-44.91
41421.375,1461.23,1446.23,15,15,-53.77
41421.396,1465.05,1450.05,15,15,-49.95
41421.417,1480.69,1465.69,15,15,-34.31
41421.437,1503.38,1488.38,15,15,-11.62
41421.458,1526.5,1500,26.5,15,11.5
41421.479,1548.63,1500,48.63,15,33.63
41421.5,1563.97,1500,63.97,15,48.97
41421.521,1570.37,1500,70.37,15,55.37
41421.542,1571.02,1500,71.02,15,56.02
41421.562,1568.24,1500,68.24,15,53.24
41421.583,1565.97,1500,65.97,15,50.97
41421.604,1564.12,1500,64.12,15,49.12
41421.625,1586.39,1500,86.39,15,71.39
41421.646,1619.27,1500,119.27,15,104.27
41421.667,1633.08,1500,133.08,15,118.08
41421.687,1640.45,1500,140.45,15,125.45
41421.708,1646.67,1500,146.67,15,131.67
41421.729,1653.07,1500,153.07,15,138.07
41421.75,1641.19,1500,141.19,15,126.19
41421.771,1612.95,1500,112.95,15,97.95
41421.792,1584.34,1500,84.34,15,69.34
41421.812,1553.5,1500,53.5,15,38.5
41421.833,1523.37,1500,23.37,15,8.3699999999999
41421.854,1493.93,1478.93,15,15,-21.07
41421.875,1468.55,1453.55,15,15,-46.45
41421.896,1456.7,1441.7,15,15,-58.3
41421.917,1462.74,1447.74,15,15,-52.26
41421.937,1478.47,1463.47,15,15,-36.53
41421.958,1495.22,1480.22,15,15,-19.78
41421.979,1511.08,1496.08,15,15,-3.9200000000001
41422,1516.98,1500,16.98,15,1.98
41422.021,1513.81,1498.81,15,15,-1.1900000000001
41422.042,1508.92,1493.92,15,15,-6.0799999999999
41422.062,1501.69,1486.69,15,15,-13.31
41422.083,1494.59,1479.59,15,15,-20.41
41422.104,1487.9,1472.9,15,15,-27.1
41422.125,1505.18,1490.18,15,15,-9.8199999999999
41422.146,1530.02,1500,30.02,15,15.02
41422.167,1531.69,1500,31.69,15,16.69
41422.187,1524.81,1500,24.81,15,9.8099999999999
41422.208,1516.48,1500,16.48,15,1.48
41422.229,1508.67,1493.67,15,15,-6.3299999999999
41422.25,1476.1,1461.1,15,15,-38.9
41422.271,1436.59,1421.59,15,15,-78.41
41422.292,1422.75,1407.75,15,15,-92.25
41422.312,1418.69,1403.69,15,15,-96.31
41422.333,1416.98,1401.98,15,15,-98.02
41422.354,1415.21,1400.21,15,15,-99.79
41422.375,1424.32,1409.32,15,15,-90.68
41422.396,1442.6,1427.6,15,15,-72.4
41422.417,1460.41,1445.41,15,15,-54.59
41422.437,1479.69,1464.69,15,15,-35.31
41422.458,1498.79,1483.79,15,15,-16.21
41422.479,1517.46,1500,17.46,15,2.46
41422.5,1539.65,1500,39.65,15,24.65
41422.521,1554.77,1500,54.77,15,39.77
41422.542,1551.95,1500,51.95,15,36.95
41422.562,1540.65,1500,40.65,15,25.65
41422.583,1528.54,1500,28.54,15,13.54
41422.604,1517.33,1500,17.33,15,2.3299999999999
41422.625,1502.92,1487.92,15,15,-12.08
41422.646,1494.71,1479.71,15,15,-20.29
41422.667,1502.79,1487.79,15,15,-12.21
41422.687,1518.65,1500,18.65,15,3.6500000000001
41422.708,1535.57,1500,35.57,15,20.57
41422.729,1551.86,1500,51.86,15,36.86
41422.75,1553.45,1500,53.45,15,38.45
41422.771,1545.87,1500,45.87,15,30.87
41422.792,1544.11,1500,44.11,15,29.11
41422.812,1543.5,1500,43.5,15,28.5
41422.833,1543.59,1500,43.59,15,28.59
41422.854,1543.91,1500,43.91,15,28.91
41422.875,1547.73,1500,47.73,15,32.73
41422.896,1552.74,1500,52.74,15,37.74
41422.917,1554.89,1500,54.89,15,39.89
41422.937,1556.04,1500,56.04,15,41.04
41422.958,1556.97,1500,56.97,15,41.97
41422.979,1557.95,1500,57.95,15,42.95
41423,1561.21,1500,61.21,15,46.21
41423.021,1568.1,1500,68.1,15,53.1
41423.042,1577.06,1500,77.06,15,62.06
41423.062,1587.45,1500,87.45,15,72.45
41423.083,1598.26,1500,98.26,15,83.26
41423.104,1608.21,1500,108.21,15,93.21
41423.125,1614.41,1500,114.41,15,99.41
41423.146,1617.17,1500,117.17,15,102.17
41423.167,1619.61,1500,119.61,15,104.61
41423.187,1622.42,1500,122.42,15,107.42
41423.208,1625.25,1500,125.25,15,110.25
41423.229,1627.34,1500,127.34,15,112.34
41423.25,1627.04,1500,127.04,15,112.04
41423.271,1618.12,1500,118.12,15,103.12
41423.292,1604.38,1500,104.38,15,89.38
41423.312,1587.53,1500,87.53,15,72.53
41423.333,1564.88,1500,64.88,15,49.88
41423.354,1542.32,1500,42.32,15,27.32
41423.375,1539.41,1500,39.41,15,24.41
41423.396,1553.44,1500,53.44,15,38.44
41423.417,1565.1,1500,65.1,15,50.1
41423.437,1574.01,1500,74.01,15,59.01
41423.458,1579.85,1500,79.85,15,64.85
41423.479,1584.61,1500,84.61,15,69.61
41423.5,1589.71,1500,89.71,15,74.71
41423.521,1596.16,1500,96.16,15,81.16
41423.542,1602.54,1500,102.54,15,87.54
41423.562,1609.05,1500,109.05,15,94.05
41423.583,1616.52,1500,116.52,15,101.52
41423.604,1622.66,1500,122.66,15,107.66
41423.625,1619.88,1500,119.88,15,104.88
41423.646,1617.39,1500,117.39,15,102.39
41423.667,1622.58,1500,122.58,15,107.58
41423.687,1626.47,1500,126.47,15,111.47
41423.708,1632.59,1500,132.59,15,117.59
41423.729,1643.48,1500,143.48,15,128.48
41423.75,1680.03,1500,180.03,15,165.03
41423.771,1721.92,1500,221.92,15,206.92
41423.792,1736.44,1500,236.44,15,221.44
41423.812,1740.64,1500,240.64,15,225.64
41423.833,1732.03,1500,232.03,15,217.03
41423.854,1708.86,1500,208.86,15,193.86
41423.875,1670.9,1500,170.9,15,155.9
41423.896,1653.48,1500,153.48,15,138.48
41423.917,1670.6,1500,170.6,15,155.6
41423.937,1679.12,1500,179.12,15,164.12
41423.958,1677.84,1500,177.84,15,162.84
41423.979,1684.25,1500,184.25,15,169.25
41424,1718.7,1500,218.7,15,203.7
41424.021,1763.77,1500,263.77,15,248.77
41424.042,1791.81,1500,291.81,15,276.81
41424.062,1811.26,1500,311.26,15,296.26
41424.083,1827.03,1500,327.03,15,312.03
41424.104,1842.09,1500,342.09,15,327.09
41424.125,1846.46,1500,346.46,15,331.46
41424.146,1843.59,1500,343.59,15,328.59
41424.167,1846.39,1500,346.39,15,331.39
41424.187,1853.21,1500,353.21,15,338.21
41424.208,1862.83,1500,362.83,15,347.83
41424.229,1873.5,1500,373.5,15,358.5
41424.25,1893.25,1500,393.25,15,378.25
41424.271,1911.44,1500,411.44,15,396.44
41424.292,1913.93,1500,413.93,15,398.93
41424.312,1909.23,1500,409.23,15,394.23
41424.333,1900.59,1500,400.59,15,385.59
41424.354,1889.09,1500,389.09,15,374.09
41424.375,1866.92,1500,366.92,15,351.92
41424.396,1846.13,1500,346.13,15,331.13
41424.417,1833.24,1500,333.24,15,318.24
41424.437,1822.38,1500,322.38,15,307.38
41424.458,1820.43,1500,320.43,15,305.43
41424.479,1823.54,1500,323.54,15,308.54
41424.5,1837.54,1500,337.54,15,322.54
41424.521,1851.84,1500,351.84,15,336.84
41424.542,1852.49,1500,352.49,15,337.49
41424.562,1846.72,1500,346.72,15,331.72
41424.583,1838.44,1500,338.44,15,323.44
41424.604,1829.59,1500,329.59,15,314.59
41424.625,1827.29,1500,327.29,15,312.29
41424.646,1826.11,1500,326.11,15,311.11
41424.667,1817.85,1500,317.85,15,302.85
41424.687,1801.47,1500,301.47,15,286.47
41424.708,1775.13,1500,275.13,15,260.13
41424.729,1747.46,1500,247.46,15,232.46
41424.75,1710.5,1500,210.5,15,195.5
41424.771,1687.32,1500,187.32,15,172.32
41424.792,1695.17,1500,195.17,15,180.17
41424.812,1702.57,1500,202.57,15,187.57
41424.833,1699.59,1500,199.59,15,184.59
41424.854,1693.37,1500,193.37,15,178.37
41424.875,1704.7,1500,204.7,15,189.7
41424.896,1726.33,1500,226.33,15,211.33
41424.917,1737.08,1500,237.08,15,222.08
41424.937,1740.58,1500,240.58,15,225.58
41424.958,1740.29,1500,240.29,15,225.29
41424.979,1739.34,1500,239.34,15,224.34
41425,1730.08,1500,230.08,15,215.08
41425.021,1716.25,1500,216.25,15,201.25
41425.042,1712.72,1500,212.72,15,197.72
41425.062,1720.27,1500,220.27,15,205.27
41425.083,1734.25,1500,234.25,15,219.25
41425.104,1749.55,1500,249.55,15,234.55
41425.125,1768.57,1500,268.57,15,253.57
41425.146,1785.09,1500,285.09,15,270.09
41425.167,1791.58,1500,291.58,15,276.58
41425.187,1793.12,1500,293.12,15,278.12
41425.208,1793.01,1500,293.01,15,278.01
41425.229,1792.66,1500,292.66,15,277.66
41425.25,1799.09,1500,299.09,15,284.09
41425.271,1807.14,1500,307.14,15,292.14
41425.292,1807.89,1500,307.89,15,292.89
41425.312,1805.65,1500,305.65,15,290.65
41425.333,1802.93,1500,302.93,15,287.93
41425.354,1797.1,1500,297.1,15,282.1
41425.375,1779.55,1500,279.55,15,264.55
41425.396,1758.97,1500,258.97,15,243.97
41425.417,1745.29,1500,245.29,15,230.29
41425.437,1738.29,1500,238.29,15,223.29
41425.458,1739.86,1500,239.86,15,224.86
41425.479,1745.79,1500,245.79,15,230.79
41425.5,1760.7,1500,260.7,15,245.7
41425.521,1777.43,1500,277.43,15,262.43
41425.542,1784.71,1500,284.71,15,269.71
41425.562,1787.35,1500,287.35,15,272.35
41425.583,1788.04,1500,288.04,15,273.04
41425.604,1788.28,1500,288.28,15,273.28
41425.625,1789.45,1500,289.45,15,274.45
41425.646,1794.93,1500,294.93,15,279.93
41425.667,1806.02,1500,306.02,15,291.02
41425.687,1820.11,1500,320.11,15,305.11
41425.708,1835.03,1500,335.03,15,320.03
41425.729,1849.96,1500,349.96,15,334.96
41425.75,1860.29,1500,360.29,15,345.29
41425.771,1864.58,1500,364.58,15,349.58
41425.792,1865.82,1500,365.82,15,350.82
41425.812,1865.31,1500,365.31,15,350.31
41425.833,1864.63,1500,364.63,15,349.63
41425.854,1864.13,1500,364.13,15,349.13
41425.875,1867.95,1500,367.95,15,352.95
41425.896,1876.68,1500,376.68,15,361.68
41425.917,1887.04,1500,387.04,15,372.04
41425.937,1898.43,1500,398.43,15,383.43
41425.958,1909.81,1500,409.81,15,394.81
41425.979,1921.04,1500,421.04,15,406.04
41426,1956.88,1500,456.88,15,441.88
41426.021,2010.25,1500,510.25,15,495.25
41426.042,2068.5,1500,568.5,15,553.5
41426.062,2130.42,1500,630.42,15,615.42
41426.083,2183.19,1500,683.19,15,668.19
41426.104,2236.2,1500,736.2,15,721.2
41426.125,2329.5,1500,829.5,15,814.5
41426.146,2431.73,1500,931.73,15,916.73
41426.167,2499.22,1500,999.22,15,984.22
41426.187,2564.1,1500,1064.1,15,1049.1
41426.208,2630.44,1500,1130.44,15,1115.44
41426.229,2683.35,1500,1183.35,15,1168.35
41426.25,2703.37,1500,1203.37,15,1188.37
41426.271,2719.87,1500,1219.87,15,1204.87
41426.292,2754.26,1500,1254.26,15,1239.26
41426.312,2790.03,1500,1290.03,15,1275.03
41426.333,2825.39,1500,1325.39,15,1310.39
41426.354,2860.54,1500,1360.54,15,1345.54
41426.375,2903.32,1500,1403.32,15,1388.32
41426.396,2948.32,1500,1448.32,15,1433.32
41426.417,2987.24,1500,1487.24,15,1472.24
41426.437,3025.35,1500,1525.35,15,1510.35
41426.458,3063.19,1500,1563.19,15,1548.19
41426.479,3100.94,1500,1600.94,15,1585.94
41426.5,3158.54,1500,1658.54,15,1643.54
41426.521,3214.59,1500,1714.59,15,1699.59
41426.542,3242.46,1500,1742.46,15,1727.46
41426.562,3261.57,1500,1761.57,15,1746.57
41426.583,3278.71,1500,1778.71,15,1763.71
41426.604,3302.58,1500,1802.58,15,1787.58
41426.625,3295.6,1500,1795.6,15,1780.6
41426.646,3276.87,1500,1776.87,15,1761.87
41426.667,3295.83,1500,1795.83,15,1780.83
41426.687,3330.49,1500,1830.49,15,1815.49
41426.708,3370.57,1500,1870.57,15,1855.57
41426.729,3413.34,1500,1913.34,15,1898.34
41426.75,3436.18,1500,1936.18,15,1921.18
41426.771,3453.39,1500,1953.39,15,1938.39
41426.792,3488.33,1500,1988.33,15,1973.33
41426.812,3525.9,1500,2025.9,15,2010.9
41426.833,3564.11,1500,2064.11,15,2049.11
41426.854,3601.8,1500,2101.8,15,2086.8
41426.875,3645.48,1500,2145.48,15,2130.48
41426.896,3691.37,1500,2191.37,15,2176.37
41426.917,3731.61,1500,2231.61,15,2216.61
41426.937,3771.17,1500,2271.17,15,2256.17
41426.958,3810.84,1500,2310.84,15,2295.84
41426.979,3848.44,1500,2348.44,15,2333.44
41427,3874.37,1500,2374.37,15,2359.37
41427.021,3895.81,1500,2395.81,15,2380.81
41427.042,3921.08,1500,2421.08,15,2406.08
41427.062,3945.52,1500,2445.52,15,2430.52
41427.083,3972.64,1500,2472.64,15,2457.64
41427.104,3999.85,1500,2499.85,15,2484.85
41427.125,4034.14,1500,2534.14,15,2519.14
41427.146,4053.03,1500,2553.03,15,2538.03
41427.167,4034.45,1500,2534.45,15,2519.45
41427.187,3994.78,1500,2494.78,15,2479.78
41427.208,3946.38,1500,2446.38,15,2431.38
41427.229,3894.33,1500,2394.33,15,2379.33
41427.25,3826.91,1500,2326.91,15,2311.91
41427.271,3752.54,1500,2252.54,15,2237.54
41427.292,3689.43,1500,2189.43,15,2174.43
41427.312,3633.54,1500,2133.54,15,2118.54
41427.333,3579.45,1500,2079.45,15,2064.45
41427.354,3525.65,1500,2025.65,15,2010.65
41427.375,3467.77,1500,1967.77,15,1952.77
41427.396,3411.67,1500,1911.67,15,1896.67
41427.417,3364.1,1500,1864.1,15,1849.1
41427.437,3319.87,1500,1819.87,15,1804.87
41427.458,3275.85,1500,1775.85,15,1760.85
41427.479,3231.33,1500,1731.33,15,1716.33
41427.5,3184.4,1500,1684.4,15,1669.4
41427.521,3151.57,1500,1651.57,15,1636.57
41427.542,3146.21,1500,1646.21,15,1631.21
41427.562,3156.6,1500,1656.6,15,1641.6
41427.583,3173.5,1500,1673.5,15,1658.5
41427.604,3192.88,1500,1692.88,15,1677.88
41427.625,3229.04,1500,1729.04,15,1714.04
41427.646,3266.12,1500,1766.12,15,1751.12
41427.667,3283.3,1500,1783.3,15,1768.3
41427.687,3294.26,1500,1794.26,15,1779.26
41427.708,3303.2,1500,1803.2,15,1788.2
41427.729,3311.37,1500,1811.37,15,1796.37
41427.75,3316.91,1500,1816.91,15,1801.91
41427.771,3325.69,1500,1825.69,15,1810.69
41427.792,3343.11,1500,1843.11,15,1828.11
41427.812,3365,1500,1865,15,1850
41427.833,3389.2,1500,1889.2,15,1874.2
41427.854,3414.35,1500,1914.35,15,1899.35
41427.875,3437.03,1500,1937.03,15,1922.03
41427.896,3466.08,1500,1966.08,15,1951.08
41427.917,3509.37,1500,2009.37,15,1994.37
41427.937,3560.03,1500,2060.03,15,2045.03
41427.958,3612.73,1500,2112.73,15,2097.73
41427.979,3666.27,1500,2166.27,15,2151.27
41428,3721.44,1500,2221.44,15,2206.44
41428.021,3778.19,1500,2278.19,15,2263.19
41428.042,3834.33,1500,2334.33,15,2319.33
41428.062,3886.32,1500,2386.32,15,2371.32
41428.083,3935.34,1500,2435.34,15,2420.34
41428.104,3987.74,1500,2487.74,15,2472.74
41428.125,4043.37,1500,2543.37,15,2528.37
41428.146,4080.68,1500,2580.68,15,2565.68
41428.167,4088.26,1500,2588.26,15,2573.26
41428.187,4077.85,1500,2577.85,15,2562.85
41428.208,4058.3,1500,2558.3,15,2543.3
41428.229,4033.73,1500,2533.73,15,2518.73
41428.25,3998.54,1500,2498.54,15,2483.54
41428.271,3964.95,1500,2464.95,15,2449.95
41428.292,3944.9,1500,2444.9,15,2429.9
41428.312,3928.87,1500,2428.87,15,2413.87
41428.333,3914.99,1500,2414.99,15,2399.99
41428.354,3901.22,1500,2401.22,15,2386.22
41428.375,3892.66,1500,2392.66,15,2377.66
41428.396,3882.34,1500,2382.34,15,2367.34
41428.417,3859.08,1500,2359.08,15,2344.08
41428.437,3827.06,1500,2327.06,15,2312.06
41428.458,3789.17,1500,2289.17,15,2274.17
41428.479,3751.36,1500,2251.36,15,2236.36
41428.5,3711.68,1500,2211.68,15,2196.68
41428.521,3676.81,1500,2176.81,15,2161.81
41428.542,3653.79,1500,2153.79,15,2138.79
41428.562,3635.55,1500,2135.55,15,2120.55
41428.583,3619.29,1500,2119.29,15,2104.29
41428.604,3603.8,1500,2103.8,15,2088.8
41428.625,3590.93,1500,2090.93,15,2075.93
41428.646,3584.57,1500,2084.57,15,2069.57
41428.667,3585.82,1500,2085.82,15,2070.82
41428.687,3591.88,1500,2091.88,15,2076.88
41428.708,3599.85,1500,2099.85,15,2084.85
41428.729,3608.7,1500,2108.7,15,2093.7
41428.75,3595.12,1500,2095.12,15,2080.12
41428.771,3573.55,1500,2073.55,15,2058.55
41428.792,3566.88,1500,2066.88,15,2051.88
41428.812,3557.32,1500,2057.32,15,2042.32
41428.833,3555.97,1500,2055.97,15,2040.97
41428.854,3564.49,1500,2064.49,15,2049.49
41428.875,3592,1500,2092,15,2077
41428.896,3621.11,1500,2121.11,15,2106.11
41428.917,3626.9,1500,2126.9,15,2111.9
41428.937,3626.69,1500,2126.69,15,2111.69
41428.958,3624.65,1500,2124.65,15,2109.65
41428.979,3622.05,1500,2122.05,15,2107.05
41429,3602.08,1500,2102.08,15,2087.08
41429.021,3581.64,1500,2081.64,15,2066.64
41429.042,3582.81,1500,2082.81,15,2067.81
41429.062,3589.61,1500,2089.61,15,2074.61
41429.083,3594.6,1500,2094.6,15,2079.6
41429.104,3596.63,1500,2096.63,15,2081.63
41429.125,3616.77,1500,2116.77,15,2101.77
41429.146,3642.81,1500,2142.81,15,2127.81
41429.167,3652.29,1500,2152.29,15,2137.29
41429.187,3656.12,1500,2156.12,15,2141.12
41429.208,3658.03,1500,2158.03,15,2143.03
41429.229,3659.61,1500,2159.61,15,2144.61
41429.25,3642.84,1500,2142.84,15,2127.84
41429.271,3617.93,1500,2117.93,15,2102.93
41429.292,3603.71,1500,2103.71,15,2088.71
41429.312,3589.74,1500,2089.74,15,2074.74
41429.333,3574.84,1500,2074.84,15,2059.84
41429.354,3560.76,1500,2060.76,15,2045.76
41429.375,3580.36,1500,2080.36,15,2065.36
41429.396,3602.43,1500,2102.43,15,2087.43
41429.417,3591.67,1500,2091.67,15,2076.67
41429.437,3578.4,1500,2078.4,15,2063.4
41429.458,3564.39,1500,2064.39,15,2049.39
41429.479,3549.18,1500,2049.18,15,2034.18
41429.5,3491.69,1500,1991.69,15,1976.69
41429.521,3411.25,1500,1911.25,15,1896.25
41429.542,3348.44,1500,1848.44,15,1833.44
41429.562,3285.78,1500,1785.78,15,1770.78
41429.583,3225.23,1500,1725.23,15,1710.23
41429.604,3164.5,1500,1664.5,15,1649.5
41429.625,3151.43,1500,1651.43,15,1636.43
41429.646,3158.97,1500,1658.97,15,1643.97
41429.667,3133.18,1500,1633.18,15,1618.18
41429.687,3098.84,1500,1598.84,15,1583.84
41429.708,3063.73,1500,1563.73,15,1548.73
41429.729,3031.69,1500,1531.69,15,1516.69
41429.75,3008.29,1500,1508.29,15,1493.29
41429.771,2993.9,1500,1493.9,15,1478.9
41429.792,2984.82,1500,1484.82,15,1469.82
41429.812,2981.59,1500,1481.59,15,1466.59
41429.833,2981.19,1500,1481.19,15,1466.19
41429.854,2981.8,1500,1481.8,15,1466.8
41429.875,2988.23,1500,1488.23,15,1473.23
41429.896,2998.86,1500,1498.86,15,1483.86
41429.917,3009.2,1500,1509.2,15,1494.2
41429.937,3020.96,1500,1520.96,15,1505.96
41429.958,3033.2,1500,1533.2,15,1518.2
41429.979,3045.62,1500,1545.62,15,1530.62
41430,3057.98,1500,1557.98,15,1542.98
41430.021,3063.73,1500,1563.73,15,1548.73
41430.042,3058.57,1500,1558.57,15,1543.57
41430.062,3047.02,1500,1547.02,15,1532.02
41430.083,3032.65,1500,1532.65,15,1517.65
41430.104,3017.82,1500,1517.82,15,1502.82
41430.125,2944.19,1500,1444.19,15,1429.19
41430.146,2856.32,1500,1356.32,15,1341.32
41430.167,2824.81,1500,1324.81,15,1309.81
41430.187,2807.41,1500,1307.41,15,1292.41
41430.208,2793.46,1500,1293.46,15,1278.46
41430.229,2780.68,1500,1280.68,15,1265.68
41430.25,2781.37,1500,1281.37,15,1266.37
41430.271,2786.88,1500,1286.88,15,1271.88
41430.292,2782.64,1500,1282.64,15,1267.64
41430.312,2776.86,1500,1276.86,15,1261.86
41430.333,2771.28,1500,1271.28,15,1256.28
41430.354,2765.83,1500,1265.83,15,1250.83
41430.375,2749.8,1500,1249.8,15,1234.8
41430.396,2730.81,1500,1230.81,15,1215.81
41430.417,2720.83,1500,1220.83,15,1205.83
41430.437,2712.54,1500,1212.54,15,1197.54
41430.458,2704.63,1500,1204.63,15,1189.63
41430.479,2697.53,1500,1197.53,15,1182.53
41430.5,2726.43,1500,1226.43,15,1211.43
41430.521,2760.02,1500,1260.02,15,1245.02
41430.542,2755.72,1500,1255.72,15,1240.72
41430.562,2742.82,1500,1242.82,15,1227.82
41430.583,2727.94,1500,1227.94,15,1212.94
41430.604,2712.19,1500,1212.19,15,1197.19
41430.625,2715.54,1500,1215.54,15,1200.54
41430.646,2729.38,1500,1229.38,15,1214.38
41430.667,2733.01,1500,1233.01,15,1218.01
41430.687,2735.34,1500,1235.34,15,1220.34
41430.708,2738.47,1500,1238.47,15,1223.47
41430.729,2742.45,1500,1242.45,15,1227.45
41430.75,2724.59,1500,1224.59,15,1209.59
41430.771,2699.08,1500,1199.08,15,1184.08
41430.792,2690.75,1500,1190.75,15,1175.75
41430.812,2685.99,1500,1185.99,15,1170.99
41430.833,2681.57,1500,1181.57,15,1166.57
41430.854,2677.19,1500,1177.19,15,1162.19
41430.875,2677.83,1500,1177.83,15,1162.83
41430.896,2678.71,1500,1178.71,15,1163.71
41430.917,2673.79,1500,1173.79,15,1158.79
41430.937,2667.42,1500,1167.42,15,1152.42
41430.958,2660.84,1500,1160.84,15,1145.84
41430.979,2654.04,1500,1154.04,15,1139.04
41431,2645.94,1500,1145.94,15,1130.94
41431.021,2638.26,1500,1138.26,15,1123.26
41431.042,2632.76,1500,1132.76,15,1117.76
41431.062,2628.06,1500,1128.06,15,1113.06
41431.083,2623.81,1500,1123.81,15,1108.81
41431.104,2619.71,1500,1119.71,15,1104.71
41431.125,2616.76,1500,1116.76,15,1101.76
41431.146,2614.24,1500,1114.24,15,1099.24
41431.167,2611.11,1500,1111.11,15,1096.11
41431.187,2607.17,1500,1107.17,15,1092.17
41431.208,2603.61,1500,1103.61,15,1088.61
41431.229,2601.81,1500,1101.81,15,1086.81
41431.25,2607.95,1500,1107.95,15,1092.95
41431.271,2616.66,1500,1116.66,15,1101.66
41431.292,2618.76,1500,1118.76,15,1103.76
41431.312,2618.46,1500,1118.46,15,1103.46
41431.333,2617.17,1500,1117.17,15,1102.17
41431.354,2615.67,1500,1115.67,15,1100.67
41431.375,2606.55,1500,1106.55,15,1091.55
41431.396,2587.33,1500,1087.33,15,1072.33
41431.417,2562.77,1500,1062.77,15,1047.77
41431.437,2533.94,1500,1033.94,15,1018.94
41431.458,2503.77,1500,1003.77,15,988.77
41431.479,2473.53,1500,973.53,15,958.53
41431.5,2423.58,1500,923.58,15,908.58
41431.521,2374.23,1500,874.23,15,859.23
