"TXLS","QGAM","QKRA","QWEH","QMIN","D-E"
41431.542,2350.8,1500,850.8,15,835.8
41431.562,2334.14,1500,834.14,15,819.14
41431.583,2322.14,1500,822.14,15,807.14
41431.604,2315.15,1500,815.15,15,800.15
41431.625,2344.24,1500,844.24,15,829.24
41431.646,2390.87,1500,890.87,15,875.87
41431.667,2420.31,1500,920.31,15,905.31
41431.687,2449.23,1500,949.23,15,934.23
41431.708,2477.4,1500,977.4,15,962.4
41431.729,2504.98,1500,1004.98,15,989.98
41431.75,2527.85,1500,1027.85,15,1012.85
41431.771,2542.67,1500,1042.67,15,1027.67
41431.792,2550.31,1500,1050.31,15,1035.31
41431.812,2554.29,1500,1054.29,15,1039.29
41431.833,2556.19,1500,1056.19,15,1041.19
41431.854,2555.26,1500,1055.26,15,1040.26
41431.875,2541.97,1500,1041.97,15,1026.97
41431.896,2524.74,1500,1024.74,15,1009.74
41431.917,2516.9,1500,1016.9,15,1001.9
41431.937,2511.36,1500,1011.36,15,996.36
41431.958,2506.78,1500,1006.78,15,991.78
41431.979,2502.69,1500,1002.69,15,987.69
41432,2497.32,1500,997.32,15,982.32
41432.021,2491.78,1500,991.78,15,976.78
41432.042,2487.89,1500,987.89,15,972.89
41432.062,2484.08,1500,984.08,15,969.08
41432.083,2479.85,1500,979.85,15,964.85
41432.104,2476.97,1500,976.97,15,961.97
41432.125,2475.26,1500,975.26,15,960.26
41432.146,2473.12,1500,973.12,15,958.12
41432.167,2470.79,1500,970.79,15,955.79
41432.187,2468.51,1500,968.51,15,953.51
41432.208,2466.05,1500,966.05,15,951.05
41432.229,2463.35,1500,963.35,15,948.35
41432.25,2473.95,1500,973.95,15,958.95
41432.271,2488.74,1500,988.74,15,973.74
41432.292,2492.65,1500,992.65,15,977.65
41432.312,2494.09,1500,994.09,15,979.09
41432.333,2494.63,1500,994.63,15,979.63
41432.354,2495.03,1500,995.03,15,980.03
41432.375,2490.51,1500,990.51,15,975.51
41432.396,2483.53,1500,983.53,15,968.53
41432.417,2478.36,1500,978.36,15,963.36
41432.437,2471.23,1500,971.23,15,956.23
41432.458,2463.04,1500,963.04,15,948.04
41432.479,2455.12,1500,955.12,15,940.12
41432.5,2431.38,1500,931.38,15,916.38
41432.521,2405.32,1500,905.32,15,890.32
41432.542,2396.8,1500,896.8,15,881.8
41432.562,2392.49,1500,892.49,15,877.49
41432.583,2389.81,1500,889.81,15,874.81
41432.604,2389.88,1500,889.88,15,874.88
41432.625,2408.84,1500,908.84,15,893.84
41432.646,2432.22,1500,932.22,15,917.22
41432.667,2440.14,1500,940.14,15,925.14
41432.687,2444.86,1500,944.86,15,929.86
41432.708,2448.25,1500,948.25,15,933.25
41432.729,2450.92,1500,950.92,15,935.92
41432.75,2444.22,1500,944.22,15,929.22
41432.771,2434.43,1500,934.43,15,919.43
41432.792,2431.58,1500,931.58,15,916.58
41432.812,2429.76,1500,929.76,15,914.76
41432.833,2428.48,1500,928.48,15,913.48
41432.854,2427.48,1500,927.48,15,912.48
41432.875,2429.18,1500,929.18,15,914.18
41432.896,2430.97,1500,930.97,15,915.97
41432.917,2429.21,1500,929.21,15,914.21
41432.937,2426.3,1500,926.3,15,911.3
41432.958,2422.9,1500,922.9,15,907.9
41432.979,2419.26,1500,919.26,15,904.26
41433,2415.26,1500,915.26,15,900.26
41433.021,2409.99,1500,909.99,15,894.99
41433.042,2403.08,1500,903.08,15,888.08
41433.062,2395.22,1500,895.22,15,880.22
41433.083,2386.96,1500,886.96,15,871.96
41433.104,2378.52,1500,878.52,15,863.52
41433.125,2376.84,1500,876.84,15,861.84
41433.146,2380.58,1500,880.58,15,865.58
41433.167,2383.98,1500,883.98,15,868.98
41433.187,2388.77,1500,888.77,15,873.77
41433.208,2393.96,1500,893.96,15,878.96
41433.229,2399.26,1500,899.26,15,884.26
41433.25,2393.74,1500,893.74,15,878.74
41433.271,2382.98,1500,882.98,15,867.98
41433.292,2377.88,1500,877.88,15,862.88
41433.312,2372.76,1500,872.76,15,857.76
41433.333,2367.59,1500,867.59,15,852.59
41433.354,2362.29,1500,862.29,15,847.29
41433.375,2362.91,1500,862.91,15,847.91
41433.396,2366.22,1500,866.22,15,851.22
41433.417,2365.41,1500,865.41,15,850.41
41433.437,2363.38,1500,863.38,15,848.38
41433.458,2360.56,1500,860.56,15,845.56
41433.479,2357.37,1500,857.37,15,842.37
41433.5,2347.39,1500,847.39,15,832.39
41433.521,2332.67,1500,832.67,15,817.67
41433.542,2320.4,1500,820.4,15,805.4
41433.562,2309.33,1500,809.33,15,794.33
41433.583,2300,1500,800,15,785
41433.604,2291.64,1500,791.64,15,776.64
41433.625,2283.83,1500,783.83,15,768.83
41433.646,2278.97,1500,778.97,15,763.97
41433.667,2277.22,1500,777.22,15,762.22
41433.687,2276.32,1500,776.32,15,761.32
41433.708,2276.19,1500,776.19,15,761.19
41433.729,2277.76,1500,777.76,15,762.76
41433.75,2297.95,1500,797.95,15,782.95
41433.771,2324.38,1500,824.38,15,809.38
41433.792,2338.4,1500,838.4,15,823.4
41433.812,2350.53,1500,850.53,15,835.53
41433.833,2360.78,1500,860.78,15,845.78
41433.854,2371.3,1500,871.3,15,856.3
41433.875,2348.41,1500,848.41,15,833.41
41433.896,2302.52,1500,802.52,15,787.52
41433.917,2273.87,1500,773.87,15,758.87
41433.937,2251.39,1500,751.39,15,736.39
41433.958,2229.97,1500,729.97,15,714.97
41433.979,2203.69,1500,703.69,15,688.69
41434,2218.29,1500,718.29,15,703.29
41434.021,2265.74,1500,765.74,15,750.74
41434.042,2291.51,1500,791.51,15,776.51
41434.062,2305.72,1500,805.72,15,790.72
41434.083,2318.64,1500,818.64,15,803.64
41434.104,2332.89,1500,832.89,15,817.89
41434.125,2324.96,1500,824.96,15,809.96
41434.146,2306.33,1500,806.33,15,791.33
41434.167,2300.19,1500,800.19,15,785.19
41434.187,2297.01,1500,797.01,15,782.01
41434.208,2296.08,1500,796.08,15,781.08
41434.229,2296.35,1500,796.35,15,781.35
41434.25,2302.7,1500,802.7,15,787.7
41434.271,2309.3,1500,809.3,15,794.3
41434.292,2309.18,1500,809.18,15,794.18
41434.312,2307.43,1500,807.43,15,792.43
41434.333,2305.14,1500,805.14,15,790.14
41434.354,2302.62,1500,802.62,15,787.62
41434.375,2290.17,1500,790.17,15,775.17
41434.396,2271.97,1500,771.97,15,756.97
41434.417,2257.37,1500,757.37,15,742.37
41434.437,2241.25,1500,741.25,15,726.25
41434.458,2224.49,1500,724.49,15,709.49
41434.479,2208.82,1500,708.82,15,693.82
41434.5,2192.6,1500,692.6,15,677.6
41434.521,2176.72,1500,676.72,15,661.72
41434.542,2161.57,1500,661.57,15,646.57
41434.562,2149.02,1500,649.02,15,634.02
41434.583,2144.54,1500,644.54,15,629.54
41434.604,2141.93,1500,641.93,15,626.93
41434.625,2152.33,1500,652.33,15,637.33
41434.646,2169.96,1500,669.96,15,654.96
41434.667,2179.33,1500,679.33,15,664.33
41434.687,2193.15,1500,693.15,15,678.15
41434.708,2208.87,1500,708.87,15,693.87
41434.729,2223.75,1500,723.75,15,708.75
41434.75,2226.73,1500,726.73,15,711.73
41434.771,2218.84,1500,718.84,15,703.84
41434.792,2213.68,1500,713.68,15,698.68
41434.812,2209.22,1500,709.22,15,694.22
41434.833,2205.6,1500,705.6,15,690.6
41434.854,2202.46,1500,702.46,15,687.46
41434.875,2191.11,1500,691.11,15,676.11
41434.896,2173.89,1500,673.89,15,658.89
41434.917,2158.51,1500,658.51,15,643.51
41434.937,2144.42,1500,644.42,15,629.42
41434.958,2128.6,1500,628.6,15,613.6
41434.979,2111.43,1500,611.43,15,596.43
41435,2099.72,1500,599.72,15,584.72
41435.021,2093.14,1500,593.14,15,578.14
41435.042,2090.57,1500,590.57,15,575.57
41435.062,2090.72,1500,590.72,15,575.72
41435.083,2091.62,1500,591.62,15,576.62
41435.104,2092.71,1500,592.71,15,577.71
41435.125,2106.14,1500,606.14,15,591.14
41435.146,2123.3,1500,623.3,15,608.3
41435.167,2136.24,1500,636.24,15,621.24
41435.187,2148.62,1500,648.62,15,633.62
41435.208,2162.29,1500,662.29,15,647.29
41435.229,2181.43,1500,681.43,15,666.43
41435.25,2203.03,1500,703.03,15,688.03
41435.271,2224.7,1500,724.7,15,709.7
41435.292,2242.68,1500,742.68,15,727.68
41435.312,2261.66,1500,761.66,15,746.66
41435.333,2283.68,1500,783.68,15,768.68
41435.354,2307.47,1500,807.47,15,792.47
41435.375,2318.04,1500,818.04,15,803.04
41435.396,2315.91,1500,815.91,15,800.91
41435.417,2311.61,1500,811.61,15,796.61
41435.437,2303.22,1500,803.22,15,788.22
41435.458,2293.55,1500,793.55,15,778.55
41435.479,2283.47,1500,783.47,15,768.47
41435.5,2292.43,1500,792.43,15,777.43
41435.521,2318.88,1500,818.88,15,803.88
41435.542,2346.92,1500,846.92,15,831.92
41435.562,2374.75,1500,874.75,15,859.75
41435.583,2399.53,1500,899.53,15,884.53
41435.604,2425.8,1500,925.8,15,910.8
41435.625,2457.54,1500,957.54,15,942.54
41435.646,2489.03,1500,989.03,15,974.03
41435.667,2514.79,1500,1014.79,15,999.79
41435.687,2537.07,1500,1037.07,15,1022.07
41435.708,2556.74,1500,1056.74,15,1041.74
41435.729,2578.18,1500,1078.18,15,1063.18
41435.75,2593.77,1500,1093.77,15,1078.77
41435.771,2602.66,1500,1102.66,15,1087.66
41435.792,2610.25,1500,1110.25,15,1095.25
41435.812,2616.27,1500,1116.27,15,1101.27
41435.833,2623.68,1500,1123.68,15,1108.68
41435.854,2631.98,1500,1131.98,15,1116.98
41435.875,2628.45,1500,1128.45,15,1113.45
41435.896,2620.3,1500,1120.3,15,1105.3
41435.917,2620.67,1500,1120.67,15,1105.67
41435.937,2621.83,1500,1121.83,15,1106.83
41435.958,2622.81,1500,1122.81,15,1107.81
41435.979,2623.73,1500,1123.73,15,1108.73
41436,2634.97,1500,1134.97,15,1119.97
41436.021,2650.8,1500,1150.8,15,1135.8
41436.042,2660.17,1500,1160.17,15,1145.17
41436.062,2669.36,1500,1169.36,15,1154.36
41436.083,2679.17,1500,1179.17,15,1164.17
41436.104,2688.92,1500,1188.92,15,1173.92
41436.125,2688.34,1500,1188.34,15,1173.34
41436.146,2682.8,1500,1182.8,15,1167.8
41436.167,2682.84,1500,1182.84,15,1167.84
41436.187,2682.9,1500,1182.9,15,1167.9
41436.208,2682.52,1500,1182.52,15,1167.52
41436.229,2682.03,1500,1182.03,15,1167.03
41436.25,2669.85,1500,1169.85,15,1154.85
41436.271,2652.43,1500,1152.43,15,1137.43
41436.292,2642.35,1500,1142.35,15,1127.35
41436.312,2632.47,1500,1132.47,15,1117.47
41436.333,2621.52,1500,1121.52,15,1106.52
41436.354,2609.86,1500,1109.86,15,1094.86
41436.375,2608.12,1500,1108.12,15,1093.12
41436.396,2611.85,1500,1111.85,15,1096.85
41436.417,2610.01,1500,1110.01,15,1095.01
41436.437,2607.15,1500,1107.15,15,1092.15
41436.458,2603.8,1500,1103.8,15,1088.8
41436.479,2600.2,1500,1100.2,15,1085.2
41436.5,2590.26,1500,1090.26,15,1075.26
41436.521,2576.34,1500,1076.34,15,1061.34
41436.542,2563.95,1500,1063.95,15,1048.95
41436.562,2552.63,1500,1052.63,15,1037.63
41436.583,2543.7,1500,1043.7,15,1028.7
41436.604,2535.63,1500,1035.63,15,1020.63
41436.625,2535.77,1500,1035.77,15,1020.77
41436.646,2538.48,1500,1038.48,15,1023.48
41436.667,2534.32,1500,1034.32,15,1019.32
41436.687,2528.08,1500,1028.08,15,1013.08
41436.708,2521.04,1500,1021.04,15,1006.04
41436.729,2513.6,1500,1013.6,15,998.6
41436.75,2491.35,1500,991.35,15,976.35
41436.771,2465.06,1500,965.06,15,950.06
41436.792,2452.07,1500,952.07,15,937.07
41436.812,2441.66,1500,941.66,15,926.66
41436.833,2432.88,1500,932.88,15,917.88
41436.854,2426.94,1500,926.94,15,911.94
41436.875,2438.2,1500,938.2,15,923.2
41436.896,2454.85,1500,954.85,15,939.85
41436.917,2459.54,1500,959.54,15,944.54
41436.937,2462.51,1500,962.51,15,947.51
41436.958,2464.68,1500,964.68,15,949.68
41436.979,2466.41,1500,966.41,15,951.41
41437,2487.41,1500,987.41,15,972.41
41437.021,2514.94,1500,1014.94,15,999.94
41437.042,2527.39,1500,1027.39,15,1012.39
41437.062,2537.18,1500,1037.18,15,1022.18
41437.083,2547.57,1500,1047.57,15,1032.57
41437.104,2557.26,1500,1057.26,15,1042.26
41437.125,2553.58,1500,1053.58,15,1038.58
41437.146,2547.9,1500,1047.9,15,1032.9
41437.167,2553.38,1500,1053.38,15,1038.38
41437.187,2561.49,1500,1061.49,15,1046.49
41437.208,2572.06,1500,1072.06,15,1057.06
41437.229,2582.67,1500,1082.67,15,1067.67
41437.25,2579.53,1500,1079.53,15,1064.53
41437.271,2569.29,1500,1069.29,15,1054.29
41437.292,2565.32,1500,1065.32,15,1050.32
41437.312,2563.15,1500,1063.15,15,1048.15
41437.333,2561.32,1500,1061.32,15,1046.32
41437.354,2560.05,1500,1060.05,15,1045.05
41437.375,2540.28,1500,1040.28,15,1025.28
41437.396,2509.6,1500,1009.6,15,994.6
41437.417,2489.5,1500,989.5,15,974.5
41437.437,2469.61,1500,969.61,15,954.61
41437.458,2449.14,1500,949.14,15,934.14
41437.479,2430.41,1500,930.41,15,915.41
41437.5,2435.4,1500,935.4,15,920.4
41437.521,2447.98,1500,947.98,15,932.98
41437.542,2443.06,1500,943.06,15,928.06
41437.562,2435.23,1500,935.23,15,920.23
41437.583,2425.9,1500,925.9,15,910.9
41437.604,2415.81,1500,915.81,15,900.81
41437.625,2402.83,1500,902.83,15,887.83
41437.646,2390.94,1500,890.94,15,875.94
41437.667,2384.33,1500,884.33,15,869.33
41437.687,2379.85,1500,879.85,15,864.85
41437.708,2376.17,1500,876.17,15,861.17
41437.729,2372.84,1500,872.84,15,857.84
41437.75,2371.33,1500,871.33,15,856.33
41437.771,2371.22,1500,871.22,15,856.22
41437.792,2371.19,1500,871.19,15,856.19
41437.812,2371.64,1500,871.64,15,856.64
41437.833,2372.14,1500,872.14,15,857.14
41437.854,2372.6,1500,872.6,15,857.6
41437.875,2364.06,1500,864.06,15,849.06
41437.896,2348.3,1500,848.3,15,833.3
41437.917,2335.46,1500,835.46,15,820.46
41437.937,2324.56,1500,824.56,15,809.56
41437.958,2314.77,1500,814.77,15,799.77
41437.979,2303.76,1500,803.76,15,788.76
41438,2293.44,1500,793.44,15,778.44
41438.021,2288.57,1500,788.57,15,773.57
41438.042,2289.33,1500,789.33,15,774.33
41438.062,2292.55,1500,792.55,15,777.55
41438.083,2295.04,1500,795.04,15,780.04
41438.104,2296.23,1500,796.23,15,781.23
41438.125,2309.66,1500,809.66,15,794.66
41438.146,2330.96,1500,830.96,15,815.96
41438.167,2346.4,1500,846.4,15,831.4
41438.187,2359.17,1500,859.17,15,844.17
41438.208,2369.01,1500,869.01,15,854.01
41438.229,2377.22,1500,877.22,15,862.22
41438.25,2385.02,1500,885.02,15,870.02
41438.271,2386.23,1500,886.23,15,871.23
41438.292,2376.3,1500,876.3,15,861.3
41438.312,2361.39,1500,861.39,15,846.39
41438.333,2346.3,1500,846.3,15,831.3
41438.354,2331.49,1500,831.49,15,816.49
41438.375,2308.88,1500,808.88,15,793.88
41438.396,2283.63,1500,783.63,15,768.63
41438.417,2263.89,1500,763.89,15,748.89
41438.437,2245.05,1500,745.05,15,730.05
41438.458,2226.94,1500,726.94,15,711.94
41438.479,2209.22,1500,709.22,15,694.22
41438.5,2180.88,1500,680.88,15,665.88
41438.521,2146.77,1500,646.77,15,631.77
41438.542,2115.35,1500,615.35,15,600.35
41438.562,2087.19,1500,587.19,15,572.19
41438.583,2064.85,1500,564.85,15,549.85
41438.604,2042.03,1500,542.03,15,527.03
41438.625,2034.88,1500,534.88,15,519.88
41438.646,2042.78,1500,542.78,15,527.78
41438.667,2051.15,1500,551.15,15,536.15
41438.687,2061.4,1500,561.4,15,546.4
41438.708,2071.51,1500,571.51,15,556.51
41438.729,2081.26,1500,581.26,15,566.26
41438.75,2089.15,1500,589.15,15,574.15
41438.771,2096.72,1500,596.72,15,581.72
41438.792,2106.09,1500,606.09,15,591.09
41438.812,2116.16,1500,616.16,15,601.16
41438.833,2126.55,1500,626.55,15,611.55
41438.854,2137.06,1500,637.06,15,622.06
41438.875,2147.2,1500,647.2,15,632.2
41438.896,2155.32,1500,655.32,15,640.32
41438.917,2160.72,1500,660.72,15,645.72
41438.937,2164.73,1500,664.73,15,649.73
41438.958,2168.34,1500,668.34,15,653.34
41438.979,2171.86,1500,671.86,15,656.86
41439,2181.47,1500,681.47,15,666.47
41439.021,2198.17,1500,698.17,15,683.17
41439.042,2211.03,1500,711.03,15,696.03
41439.062,2222.27,1500,722.27,15,707.27
41439.083,2238.96,1500,738.96,15,723.96
41439.104,2256.98,1500,756.98,15,741.98
41439.125,2252.07,1500,752.07,15,737.07
41439.146,2227.61,1500,727.61,15,712.61
41439.167,2208.01,1500,708.01,15,693.01
41439.187,2191.83,1500,691.83,15,676.83
41439.208,2179.59,1500,679.59,15,664.59
41439.229,2166.04,1500,666.04,15,651.04
41439.25,2154.88,1500,654.88,15,639.88
41439.271,2149.39,1500,649.39,15,634.39
41439.292,2143.23,1500,643.23,15,628.23
41439.312,2136.78,1500,636.78,15,621.78
41439.333,2129.65,1500,629.65,15,614.65
41439.354,2122.59,1500,622.59,15,607.59
41439.375,2115.48,1500,615.48,15,600.48
41439.396,2106.67,1500,606.67,15,591.67
41439.417,2095.43,1500,595.43,15,580.43
41439.437,2082.84,1500,582.84,15,567.84
41439.458,2069.64,1500,569.64,15,554.64
41439.479,2056.48,1500,556.48,15,541.48
41439.5,2049.42,1500,549.42,15,534.42
41439.521,2047.41,1500,547.41,15,532.41
41439.542,2045.2,1500,545.2,15,530.2
41439.562,2043.53,1500,543.53,15,528.53
41439.583,2040.55,1500,540.55,15,525.55
41439.604,2036.11,1500,536.11,15,521.11
41439.625,2029.17,1500,529.17,15,514.17
41439.646,2021.34,1500,521.34,15,506.34
41439.667,2014.75,1500,514.75,15,499.75
41439.687,2008.81,1500,508.81,15,493.81
41439.708,2004.38,1500,504.38,15,489.38
41439.729,2000.96,1500,500.96,15,485.96
41439.75,1999.03,1500,499.03,15,484.03
41439.771,2002.19,1500,502.19,15,487.19
41439.792,2012.39,1500,512.39,15,497.39
41439.812,2026.28,1500,526.28,15,511.28
41439.833,2040.62,1500,540.62,15,525.62
41439.854,2054.74,1500,554.74,15,539.74
41439.875,2074.29,1500,574.29,15,559.29
41439.896,2091.13,1500,591.13,15,576.13
41439.917,2095.96,1500,595.96,15,580.96
41439.937,2095.74,1500,595.74,15,580.74
41439.958,2094.04,1500,594.04,15,579.04
41439.979,2092.13,1500,592.13,15,577.13
41440,2088.53,1500,588.53,15,573.53
41440.021,2084.16,1500,584.16,15,569.16
41440.042,2080.95,1500,580.95,15,565.95
41440.062,2077.87,1500,577.87,15,562.87
41440.083,2074.88,1500,574.88,15,559.88
41440.104,2072.32,1500,572.32,15,557.32
41440.125,2068.24,1500,568.24,15,553.24
41440.146,2063.16,1500,563.16,15,548.16
41440.167,2059.08,1500,559.08,15,544.08
41440.187,2055.35,1500,555.35,15,540.35
41440.208,2051.79,1500,551.79,15,536.79
41440.229,2048.29,1500,548.29,15,533.29
41440.25,2045.89,1500,545.89,15,530.89
41440.271,2041.41,1500,541.41,15,526.41
41440.292,2031.73,1500,531.73,15,516.73
41440.312,2018.56,1500,518.56,15,503.56
41440.333,2004.14,1500,504.14,15,489.14
41440.354,1990.65,1500,490.65,15,475.65
41440.375,1976.14,1500,476.14,15,461.14
41440.396,1965.37,1500,465.37,15,450.37
41440.417,1961.91,1500,461.91,15,446.91
41440.437,1960.76,1500,460.76,15,445.76
41440.458,1960.53,1500,460.53,15,445.53
41440.479,1961.03,1500,461.03,15,446.03
41440.5,1963.66,1500,463.66,15,448.66
41440.521,1967.45,1500,467.45,15,452.45
41440.542,1970.19,1500,470.19,15,455.19
41440.562,1972.37,1500,472.37,15,457.37
41440.583,1974.2,1500,474.2,15,459.2
41440.604,1975.92,1500,475.92,15,460.92
41440.625,1972.17,1500,472.17,15,457.17
41440.646,1964.73,1500,464.73,15,449.73
41440.667,1959.69,1500,459.69,15,444.69
41440.687,1955.79,1500,455.79,15,440.79
41440.708,1952.61,1500,452.61,15,437.61
41440.729,1949.78,1500,449.78,15,434.78
41440.75,1958.95,1500,458.95,15,443.95
41440.771,1972.34,1500,472.34,15,457.34
41440.792,1975.56,1500,475.56,15,460.56
41440.812,1975.12,1500,475.12,15,460.12
41440.833,1973.13,1500,473.13,15,458.13
41440.854,1967.31,1500,467.31,15,452.31
41440.875,1953.97,1500,453.97,15,438.97
41440.896,1938.31,1500,438.31,15,423.31
41440.917,1927.34,1500,427.34,15,412.34
41440.937,1921.49,1500,421.49,15,406.49
41440.958,1919.06,1500,419.06,15,404.06
41440.979,1918.1,1500,418.1,15,403.1
41441,1925.71,1500,425.71,15,410.71
41441.021,1935.33,1500,435.33,15,420.33
41441.042,1935.86,1500,435.86,15,420.86
41441.062,1932.29,1500,432.29,15,417.29
41441.083,1926.99,1500,426.99,15,411.99
41441.104,1921.26,1500,421.26,15,406.26
41441.125,1911.69,1500,411.69,15,396.69
41441.146,1905.8,1500,405.8,15,390.8
41441.167,1912.33,1500,412.33,15,397.33
41441.187,1925.93,1500,425.93,15,410.93
41441.208,1942.23,1500,442.23,15,427.23
41441.229,1959.12,1500,459.12,15,444.12
41441.25,1969.34,1500,469.34,15,454.34
41441.271,1970.61,1500,470.61,15,455.61
41441.292,1967.34,1500,467.34,15,452.34
41441.312,1961.58,1500,461.58,15,446.58
41441.333,1955.17,1500,455.17,15,440.17
41441.354,1948.19,1500,448.19,15,433.19
41441.375,1961.23,1500,461.23,15,446.23
41441.396,1980.43,1500,480.43,15,465.43
41441.417,1981.29,1500,481.29,15,466.29
41441.437,1977.45,1500,477.45,15,462.45
41441.458,1969.86,1500,469.86,15,454.86
41441.479,1957.06,1500,457.06,15,442.06
41441.5,1926.94,1500,426.94,15,411.94
41441.521,1895.58,1500,395.58,15,380.58
41441.542,1879.89,1500,379.89,15,364.89
41441.562,1864.3,1500,364.3,15,349.3
41441.583,1851.8,1500,351.8,15,336.8
41441.604,1846.07,1500,346.07,15,331.07
41441.625,1857.39,1500,357.39,15,342.39
41441.646,1876.72,1500,376.72,15,361.72
41441.667,1886.99,1500,386.99,15,371.99
41441.687,1893.36,1500,393.36,15,378.36
41441.708,1897.62,1500,397.62,15,382.62
41441.729,1901.21,1500,401.21,15,386.21
41441.75,1899.27,1500,399.27,15,384.27
41441.771,1893.96,1500,393.96,15,378.96
41441.792,1891.38,1500,391.38,15,376.38
41441.812,1890,1500,390,15,375
41441.833,1889.41,1500,389.41,15,374.41
41441.854,1889.13,1500,389.13,15,374.13
41441.875,1895.75,1500,395.75,15,380.75
41441.896,1905.12,1500,405.12,15,390.12
41441.917,1908.75,1500,408.75,15,393.75
41441.937,1909.98,1500,409.98,15,394.98
41441.958,1910.11,1500,410.11,15,395.11
41441.979,1907.92,1500,407.92,15,392.92
41442,1898.07,1500,398.07,15,383.07
41442.021,1879.46,1500,379.46,15,364.46
41442.042,1858.05,1500,358.05,15,343.05
41442.062,1838.1,1500,338.1,15,323.1
41442.083,1820.47,1500,320.47,15,305.47
41442.104,1804.59,1500,304.59,15,289.59
41442.125,1805.58,1500,305.58,15,290.58
41442.146,1823.15,1500,323.15,15,308.15
41442.167,1843.05,1500,343.05,15,328.05
41442.187,1862.17,1500,362.17,15,347.17
41442.208,1877.82,1500,377.82,15,362.82
41442.229,1892.21,1500,392.21,15,377.21
41442.25,1887.91,1500,387.91,15,372.91
41442.271,1871.86,1500,371.86,15,356.86
41442.292,1857.39,1500,357.39,15,342.39
41442.312,1845.33,1500,345.33,15,330.33
41442.333,1843.52,1500,343.52,15,328.52
41442.354,1846.2,1500,346.2,15,331.2
41442.375,1883.83,1500,383.83,15,368.83
41442.396,1931.5,1500,431.5,15,416.5
41442.417,1947.96,1500,447.96,15,432.96
41442.437,1955.47,1500,455.47,15,440.47
41442.458,1958.07,1500,458.07,15,443.07
41442.479,1956.73,1500,456.73,15,441.73
41442.5,1933.89,1500,433.89,15,418.89
41442.521,1902.47,1500,402.47,15,387.47
41442.542,1883.22,1500,383.22,15,368.22
41442.562,1861.26,1500,361.26,15,346.26
41442.583,1841.12,1500,341.12,15,326.12
41442.604,1827.47,1500,327.47,15,312.47
41442.625,1841.98,1500,341.98,15,326.98
41442.646,1870.48,1500,370.48,15,355.48
41442.667,1883.37,1500,383.37,15,368.37
41442.687,1886.61,1500,386.61,15,371.61
41442.708,1884.45,1500,384.45,15,369.45
41442.729,1883.63,1500,383.63,15,368.63
41442.75,1861.05,1500,361.05,15,346.05
41442.771,1835.61,1500,335.61,15,320.61
41442.792,1833.82,1500,333.82,15,318.82
41442.812,1843.32,1500,343.32,15,328.32
41442.833,1855.8,1500,355.8,15,340.8
41442.854,1864.05,1500,364.05,15,349.05
41442.875,1871.92,1500,371.92,15,356.92
41442.896,1878.78,1500,378.78,15,363.78
41442.917,1884.4,1500,384.4,15,369.4
41442.937,1888.46,1500,388.46,15,373.46
41442.958,1891.46,1500,391.46,15,376.46
41442.979,1894.05,1500,394.05,15,379.05
41443,1910.37,1500,410.37,15,395.37
41443.021,1932.38,1500,432.38,15,417.38
41443.042,1943.56,1500,443.56,15,428.56
41443.062,1950.95,1500,450.95,15,435.95
41443.083,1956.78,1500,456.78,15,441.78
41443.104,1962.14,1500,462.14,15,447.14
41443.125,1956.76,1500,456.76,15,441.76
41443.146,1944.95,1500,444.95,15,429.95
41443.167,1939,1500,439,15,424
41443.187,1935.83,1500,435.83,15,420.83
41443.208,1934.38,1500,434.38,15,419.38
41443.229,1933.62,1500,433.62,15,418.62
41443.25,1935.73,1500,435.73,15,420.73
41443.271,1935.77,1500,435.77,15,420.77
41443.292,1928.41,1500,428.41,15,413.41
41443.312,1917.38,1500,417.38,15,402.38
41443.333,1905.04,1500,405.04,15,390.04
41443.354,1892.44,1500,392.44,15,377.44
41443.375,1882.46,1500,382.46,15,367.46
41443.396,1877.38,1500,377.38,15,362.38
41443.417,1876.42,1500,376.42,15,361.42
41443.437,1877.77,1500,377.77,15,362.77
41443.458,1879.62,1500,379.62,15,364.62
41443.479,1881.44,1500,381.44,15,366.44
41443.5,1875.85,1500,375.85,15,360.85
41443.521,1865.6,1500,365.6,15,350.6
41443.542,1859,1500,359,15,344
41443.562,1854.12,1500,354.12,15,339.12
41443.583,1850.29,1500,350.29,15,335.29
41443.604,1846.89,1500,346.89,15,331.89
41443.625,1854.76,1500,354.76,15,339.76
41443.646,1870.62,1500,370.62,15,355.62
41443.667,1882.94,1500,382.94,15,367.94
41443.687,1894.32,1500,394.32,15,379.32
41443.708,1904.77,1500,404.77,15,389.77
41443.729,1914.8,1500,414.8,15,399.8
41443.75,1916.55,1500,416.55,15,401.55
41443.771,1916.76,1500,416.76,15,401.76
41443.792,1926.89,1500,426.89,15,411.89
41443.812,1941.84,1500,441.84,15,426.84
41443.833,1959.05,1500,459.05,15,444.05
41443.854,1977.46,1500,477.46,15,462.46
41443.875,2004.06,1500,504.06,15,489.06
41443.896,2024.98,1500,524.98,15,509.98
41443.917,2026.05,1500,526.05,15,511.05
41443.937,2019.44,1500,519.44,15,504.44
41443.958,2011.45,1500,511.45,15,496.45
41443.979,1999.59,1500,499.59,15,484.59
41444,1987.18,1500,487.18,15,472.18
41444.021,1975.95,1500,475.95,15,460.95
41444.042,1960.49,1500,460.49,15,445.49
41444.062,1945.54,1500,445.54,15,430.54
