"ZEIT[H]" "K1101" "K1077" "K1013" "K 936" "K 971" "K1107" "K5117" "K1134" "K1146" "K1153" "K1157" "K1166" "K1190"
 41421.354 1515.73 1518.65 1522.71  731.76 1523.91 1514.81 1513.13 1510.21 1507.87 1506.38 1505.46 1503.02   15.00
 41421.375 1503.17 1505.18 1507.99  716.58 1508.83 1502.54 1501.40 1499.49 1498.01 1497.09 1496.53 1495.08   15.00
 41421.396 1497.42 1497.80 1498.23  705.92 1498.36 1497.30 1497.11 1496.89 1496.80 1496.79 1496.80 1496.89   15.00
 41421.417 1500.57 1499.02 1496.61  703.20 1495.88 1501.05 1501.95 1503.61 1505.04 1505.99 1506.60 1508.27   21.50
 41421.437 1512.00 1508.93 1504.28  709.99 1502.87 1512.95 1514.70 1517.80 1520.33 1521.98 1523.01 1525.79   39.25
 41421.458 1528.96 1525.12 1519.44  724.76 1517.73 1530.15 1532.33 1536.12 1539.18 1541.15 1542.37 1545.64   61.25
 41421.479 1548.00 1544.16 1538.55  743.89 1536.87 1549.19 1551.37 1555.13 1558.13 1560.05 1561.24 1564.39   79.45
 41421.500 1565.44 1562.31 1557.77  763.49 1556.39 1566.41 1568.17 1571.18 1573.54 1575.04 1575.96 1578.38   89.84
 41421.521 1578.28 1576.31 1573.54  779.96 1572.70 1578.89 1579.99 1581.86 1583.30 1584.20 1584.75 1586.18   92.82
 41421.542 1585.57 1584.75 1583.74  790.85 1583.45 1585.83 1586.30 1587.09 1587.69 1588.05 1588.27 1588.83   91.31
 41421.562 1588.26 1588.22 1588.38  795.95 1588.45 1588.29 1588.33 1588.40 1588.44 1588.46 1588.47 1588.48   88.40
 41421.583 1588.16 1588.48 1589.10  796.86 1589.31 1588.07 1587.91 1587.65 1587.43 1587.30 1587.21 1586.98   85.84
 41421.604 1589.08 1588.75 1588.52  796.01 1588.51 1589.20 1589.47 1590.03 1590.57 1590.95 1591.20 1591.91   95.63
 41421.625 1597.35 1595.05 1591.80  798.14 1590.88 1598.09 1599.50 1602.12 1604.36 1605.87 1606.83 1609.45  122.77
 41421.646 1613.66 1609.85 1603.85  808.94 1601.97 1614.81 1616.93 1620.61 1623.57 1625.48 1626.66 1629.84  145.49
 41421.667 1630.87 1627.45 1621.91  827.10 1620.14 1631.90 1633.74 1636.82 1639.21 1640.71 1641.63 1644.03  155.56
 41421.687 1644.42 1642.12 1638.69  844.81 1637.64 1645.13 1646.41 1648.59 1650.30 1651.38 1652.04 1653.78  162.11
 41421.708 1654.70 1653.11 1650.93  857.59 1650.29 1655.20 1656.13 1657.74 1659.03 1659.86 1660.37 1661.72  168.30
 41421.729 1661.18 1660.41 1659.23  866.22 1658.85 1661.41 1661.82 1662.47 1662.93 1663.21 1663.37 1663.77  165.43
 41421.750 1659.74 1660.80 1662.27  870.24 1662.65 1659.38 1658.69 1657.35 1656.13 1655.30 1654.75 1653.24  145.18
 41421.771 1647.59 1650.87 1655.98  865.48 1657.55 1646.58 1644.69 1641.33 1638.53 1636.68 1635.52 1632.37  116.48
 41421.792 1627.07 1631.82 1639.31  849.82 1641.65 1625.63 1622.96 1618.32 1614.55 1612.11 1610.59 1606.50   86.46
 41421.812 1601.58 1607.03 1615.34  826.15 1617.90 1599.91 1596.83 1591.49 1587.18 1584.39 1582.66 1578.04   55.69
 41421.833 1573.43 1579.13 1587.56  798.37 1590.11 1571.67 1568.43 1562.80 1558.26 1555.34 1553.53 1548.70   27.73
 41421.854 1544.72 1550.30 1558.38  769.00 1560.79 1542.98 1539.80 1534.27 1529.83 1526.98 1525.22 1520.53   15.00
 41421.875 1518.33 1523.16 1530.03  740.17 1532.07 1516.82 1514.08 1509.35 1505.60 1503.21 1501.75 1497.86   15.00
 41421.896 1498.57 1501.66 1505.94  715.09 1507.21 1497.60 1495.85 1492.93 1490.68 1489.29 1488.44 1486.26   15.00
 41421.917 1489.15 1489.85 1490.56  698.30 1490.73 1488.91 1488.52 1487.94 1487.60 1487.42 1487.34 1487.19   15.00
 41421.937 1490.25 1488.90 1486.54  693.09 1485.78 1490.65 1491.39 1492.72 1493.85 1494.61 1495.09 1496.41   15.00
 41421.958 1498.75 1496.29 1492.43  698.43 1491.24 1499.51 1500.88 1503.27 1505.21 1506.46 1507.23 1509.32   21.19
 41421.979 1510.37 1507.82 1503.98  709.99 1502.81 1511.15 1512.57 1515.00 1516.92 1518.14 1518.89 1520.88   30.22
 41422.000 1520.18 1518.51 1516.07  722.62 1515.34 1520.69 1521.61 1523.11 1524.25 1524.95 1525.37 1526.45   31.37
 41422.021 1525.09 1524.66 1524.20  731.53 1524.08 1525.23 1525.48 1525.86 1526.11 1526.24 1526.32 1526.48   27.11
 41422.042 1525.28 1525.77 1526.70  734.58 1527.01 1525.14 1524.89 1524.42 1524.03 1523.77 1523.60 1523.13   20.84
 41422.062 1522.06 1523.07 1524.66  732.79 1525.16 1521.76 1521.20 1520.22 1519.43 1518.92 1518.60 1517.73   16.07
 41422.083 1516.81 1518.03 1519.86  728.06 1520.41 1516.43 1515.74 1514.53 1513.57 1512.95 1512.56 1511.53   15.00
 41422.104 1512.90 1513.47 1514.42  722.34 1514.75 1512.74 1512.48 1512.12 1511.91 1511.81 1511.76 1511.66   17.51
 41422.125 1515.97 1514.67 1512.87  719.74 1512.37 1516.40 1517.23 1518.82 1520.23 1521.19 1521.80 1523.52   32.20
 41422.146 1525.74 1523.28 1519.33  725.23 1518.07 1526.49 1527.83 1530.14 1531.98 1533.15 1533.88 1535.81   44.96
 41422.167 1534.19 1532.63 1530.03  736.42 1529.17 1534.63 1535.41 1536.61 1537.45 1537.94 1538.22 1538.92   41.94
 41422.187 1536.67 1536.72 1536.94  744.53 1537.02 1536.65 1536.61 1536.48 1536.30 1536.16 1536.06 1535.77   34.14
 41422.208 1534.32 1535.34 1537.10  745.33 1537.68 1534.03 1533.48 1532.54 1531.78 1531.28 1530.97 1530.12   26.03
 41422.229 1526.78 1528.87 1531.88  740.49 1532.76 1526.12 1524.89 1522.65 1520.77 1519.53 1518.75 1516.61   18.56
 41422.250 1510.32 1514.37 1520.12  729.74 1521.79 1509.02 1506.61 1502.26 1498.63 1496.24 1494.74 1490.66   15.00
 41422.271 1486.66 1491.83 1499.54  710.05 1501.90 1485.05 1482.13 1477.06 1473.00 1470.40 1468.79 1464.51   15.00
 41422.292 1464.70 1468.81 1474.82  684.68 1476.66 1463.43 1461.14 1457.30 1454.33 1452.48 1451.36 1448.42   15.00
 41422.312 1449.40 1451.67 1454.51  663.02 1455.29 1448.66 1447.32 1445.04 1443.27 1442.17 1441.50 1439.76   15.00
 41422.333 1439.85 1440.92 1441.96  649.75 1442.18 1439.47 1438.77 1437.53 1436.54 1435.91 1435.52 1434.51   15.00
 41422.354 1435.08 1435.34 1435.49  643.01 1435.51 1434.97 1434.78 1434.47 1434.25 1434.12 1434.05 1433.87   15.00
 41422.375 1436.27 1435.38 1434.06  641.09 1433.68 1436.56 1437.10 1438.12 1439.02 1439.63 1440.02 1441.10   15.00
 41422.396 1444.15 1441.98 1438.79  645.09 1437.83 1444.83 1446.10 1448.36 1450.24 1451.47 1452.24 1454.32   15.00
 41422.417 1457.02 1454.04 1449.72  655.58 1448.42 1457.96 1459.68 1462.71 1465.16 1466.74 1467.73 1470.36   15.00
 41422.437 1472.97 1469.61 1464.88  670.61 1463.49 1474.04 1475.99 1479.42 1482.20 1483.98 1485.09 1488.05   15.00
 41422.458 1490.69 1487.18 1482.27  687.95 1480.85 1491.81 1493.87 1497.47 1500.39 1502.26 1503.42 1506.53   22.89
 41422.479 1509.54 1505.87 1500.77  706.38 1499.29 1510.71 1512.86 1516.65 1519.72 1521.69 1522.92 1526.20   41.78
 41422.500 1528.89 1525.21 1520.00  725.53 1518.46 1530.05 1532.19 1535.90 1538.89 1540.81 1542.00 1545.16   60.20
 41422.521 1545.44 1542.64 1538.53  744.42 1537.28 1546.31 1547.87 1550.50 1552.54 1553.81 1554.58 1556.60   65.99
 41422.542 1554.45 1553.49 1552.16  759.11 1551.76 1554.75 1555.25 1556.02 1556.53 1556.80 1556.96 1557.31   58.60
 41422.562 1554.82 1555.62 1557.08  765.17 1557.56 1554.59 1554.16 1553.35 1552.65 1552.18 1551.88 1551.03   46.75
 41422.583 1549.22 1550.95 1553.78  762.42 1554.68 1548.70 1547.75 1546.11 1544.78 1543.92 1543.39 1541.95   35.05
 41422.604 1540.17 1542.31 1545.51  754.27 1546.49 1539.51 1538.31 1536.20 1534.50 1533.40 1532.72 1530.90   22.22
 41422.625 1529.39 1531.61 1534.86  743.62 1535.84 1528.70 1527.43 1525.23 1523.47 1522.35 1521.65 1519.80   15.00
 41422.646 1520.43 1521.92 1524.14  732.54 1524.84 1519.98 1519.18 1517.86 1516.88 1516.29 1515.93 1515.02   15.01
 41422.667 1517.85 1517.70 1517.45  724.90 1517.39 1517.90 1518.04 1518.38 1518.75 1519.04 1519.23 1519.80   22.94
 41422.687 1522.93 1521.17 1518.39  724.83 1517.54 1523.46 1524.47 1526.26 1527.76 1528.75 1529.37 1531.06   39.27
 41422.708 1533.55 1530.91 1526.85  732.75 1525.60 1534.37 1535.85 1538.44 1540.54 1541.88 1542.72 1544.97   55.76
 41422.729 1545.79 1543.29 1539.49  745.48 1538.32 1546.56 1547.93 1550.27 1552.10 1553.25 1553.96 1555.83   64.61
 41422.750 1554.46 1553.17 1551.24  757.95 1550.64 1554.84 1555.52 1556.59 1557.36 1557.81 1558.08 1558.74   61.61
 41422.771 1557.45 1557.42 1557.60  765.21 1557.69 1557.47 1557.51 1557.54 1557.55 1557.53 1557.52 1557.45   57.00
 41422.792 1557.44 1557.79 1558.59  766.47 1558.88 1557.35 1557.20 1556.98 1556.82 1556.73 1556.68 1556.54   55.90
 41422.812 1556.87 1557.09 1557.49  765.17 1557.63 1556.81 1556.70 1556.54 1556.43 1556.36 1556.32 1556.23   55.80
 41422.833 1556.48 1556.52 1556.57  764.08 1556.57 1556.47 1556.45 1556.41 1556.40 1556.39 1556.38 1556.38   56.38
 41422.854 1556.92 1556.73 1556.45  763.85 1556.37 1556.99 1557.10 1557.33 1557.53 1557.66 1557.74 1557.98   59.17
 41422.875 1559.00 1558.44 1557.63  764.82 1557.38 1559.18 1559.51 1560.12 1560.63 1560.97 1561.19 1561.77   64.64
 41422.896 1562.57 1561.75 1560.50  767.51 1560.11 1562.83 1563.29 1564.09 1564.73 1565.15 1565.40 1566.10   69.43
 41422.917 1566.37 1565.61 1564.44  771.48 1564.08 1566.60 1567.02 1567.72 1568.27 1568.62 1568.83 1569.39   72.06
 41422.937 1569.47 1568.94 1568.16  775.36 1567.93 1569.64 1569.94 1570.46 1570.86 1571.11 1571.27 1571.68   73.60
 41422.958 1571.74 1571.40 1570.94  778.27 1570.82 1571.85 1572.05 1572.38 1572.65 1572.82 1572.93 1573.20   74.48
 41422.979 1573.49 1573.21 1572.86  780.23 1572.77 1573.58 1573.75 1574.05 1574.30 1574.46 1574.56 1574.83   76.15
 41423.000 1575.69 1575.22 1574.60  781.87 1574.42 1575.84 1576.13 1576.66 1577.10 1577.40 1577.58 1578.09   80.60
 41423.021 1579.47 1578.60 1577.34  784.35 1576.95 1579.75 1580.27 1581.20 1581.97 1582.48 1582.80 1583.67   87.94
 41423.042 1585.36 1584.02 1582.04  788.77 1581.44 1585.78 1586.55 1587.91 1589.03 1589.76 1590.22 1591.44   97.48
 41423.062 1593.31 1591.58 1589.00  795.48 1588.21 1593.85 1594.84 1596.57 1597.99 1598.91 1599.48 1601.01  108.52
 41423.083 1602.82 1600.85 1597.90  804.25 1597.00 1603.43 1604.55 1606.50 1608.08 1609.09 1609.72 1611.41  119.65
 41423.104 1612.77 1610.83 1607.91  814.28 1607.03 1613.37 1614.46 1616.34 1617.84 1618.80 1619.39 1620.97  128.62
 41423.125 1621.78 1620.16 1617.72  824.26 1616.98 1622.28 1623.19 1624.75 1625.98 1626.77 1627.25 1628.53  134.67
 41423.146 1629.19 1627.93 1626.11  832.88 1625.55 1629.58 1630.29 1631.52 1632.50 1633.12 1633.51 1634.53  139.45
 41423.167 1635.25 1634.23 1632.79  839.72 1632.36 1635.56 1636.15 1637.16 1637.98 1638.50 1638.82 1639.68  143.85
 41423.187 1640.37 1639.49 1638.23  845.23 1637.84 1640.64 1641.14 1642.01 1642.71 1643.16 1643.44 1644.18  147.78
 41423.208 1644.73 1643.98 1642.87  849.93 1642.52 1644.97 1645.40 1646.14 1646.74 1647.12 1647.35 1647.98  151.02
 41423.229 1648.22 1647.65 1646.79  853.94 1646.52 1648.40 1648.72 1649.26 1649.69 1649.96 1650.12 1650.56  152.64
 41423.250 1649.66 1649.61 1649.47  856.87 1649.40 1649.67 1649.66 1649.62 1649.54 1649.47 1649.42 1649.26  148.31
 41423.271 1646.95 1647.86 1649.22  857.20 1649.60 1646.66 1646.10 1645.08 1644.19 1643.59 1643.21 1642.16  136.76
 41423.292 1639.23 1641.17 1644.20  852.87 1645.12 1638.64 1637.52 1635.55 1633.93 1632.86 1632.19 1630.39  121.33
 41423.312 1626.86 1629.70 1634.08  843.29 1635.41 1625.98 1624.36 1621.50 1619.15 1617.63 1616.67 1614.11  101.41
 41423.333 1610.14 1613.78 1619.28  828.94 1620.96 1609.02 1606.94 1603.30 1600.34 1598.42 1597.22 1594.01   78.32
 41423.354 1592.13 1595.67 1601.14  810.83 1602.84 1591.05 1589.10 1585.78 1583.16 1581.50 1580.48 1577.78   64.94
 41423.375 1579.72 1581.55 1584.45  793.18 1585.39 1579.19 1578.25 1576.78 1575.74 1575.13 1574.78 1573.91   70.19
 41423.396 1577.10 1576.69 1575.87  783.06 1575.60 1577.22 1577.47 1577.99 1578.50 1578.87 1579.11 1579.82   83.59
 41423.417 1581.79 1580.12 1577.24  783.54 1576.30 1582.28 1583.17 1584.69 1585.92 1586.72 1587.21 1588.54   95.07
 41423.437 1589.55 1587.67 1584.69  790.97 1583.74 1590.11 1591.12 1592.85 1594.21 1595.09 1595.62 1597.05  103.93
 41423.458 1597.74 1596.12 1593.70  800.24 1592.95 1598.24 1599.14 1600.69 1601.91 1602.69 1603.17 1604.44  110.54
 41423.479 1605.11 1603.80 1601.92  808.68 1601.35 1605.51 1606.26 1607.54 1608.56 1609.21 1609.61 1610.68  115.80
 41423.500 1611.55 1610.42 1608.83  815.71 1608.36 1611.90 1612.56 1613.71 1614.63 1615.23 1615.59 1616.57  121.34
 41423.521 1617.74 1616.59 1614.95  821.82 1614.47 1618.09 1618.76 1619.94 1620.89 1621.51 1621.89 1622.92  127.97
 41423.542 1624.16 1622.92 1621.09  827.86 1620.53 1624.54 1625.25 1626.49 1627.49 1628.14 1628.55 1629.62  134.92
 41423.562 1630.90 1629.58 1627.61  834.33 1627.01 1631.31 1632.07 1633.38 1634.45 1635.14 1635.56 1636.71  142.33
 41423.583 1637.97 1636.59 1634.53  841.21 1633.89 1638.39 1639.17 1640.54 1641.63 1642.34 1642.78 1643.96  149.73
 41423.604 1644.29 1643.18 1641.44  848.21 1640.89 1644.62 1645.22 1646.23 1647.01 1647.49 1647.79 1648.57  152.29
 41423.625 1648.01 1647.54 1646.81  853.98 1646.57 1648.15 1648.39 1648.78 1649.05 1649.21 1649.30 1649.53  150.46
 41423.646 1649.57 1649.45 1649.43  856.95 1649.44 1649.61 1649.70 1649.88 1650.03 1650.13 1650.19 1650.35  151.17
 41423.667 1651.07 1650.83 1650.56  857.99 1650.50 1651.16 1651.33 1651.65 1651.93 1652.12 1652.24 1652.56  154.25
 41423.687 1653.70 1653.09 1652.20  859.37 1651.94 1653.89 1654.24 1654.89 1655.43 1655.79 1656.01 1656.63  159.75
 41423.708 1658.62 1657.43 1655.67  862.50 1655.15 1658.98 1659.68 1660.92 1661.96 1662.65 1663.08 1664.25  170.23
 41423.729 1669.05 1666.48 1662.74  868.85 1661.66 1669.86 1671.40 1674.17 1676.52 1678.07 1679.05 1681.73  195.55
 41423.750 1689.42 1684.62 1677.36  882.04 1675.17 1690.90 1693.68 1698.62 1702.73 1705.43 1707.12 1711.71  235.32
 41423.771 1716.94 1711.19 1701.77  905.35 1698.75 1718.66 1721.79 1727.16 1731.45 1734.19 1735.89 1740.40  262.93
 41423.792 1741.25 1736.93 1729.61  933.89 1727.17 1742.50 1744.77 1748.55 1751.47 1753.29 1754.40 1757.29  271.12
 41423.812 1756.31 1754.26 1750.98  956.99 1749.88 1756.92 1758.01 1759.81 1761.19 1762.04 1762.55 1763.84  269.75
 41423.833 1761.40 1761.43 1761.60  969.08 1761.62 1761.39 1761.35 1761.19 1760.99 1760.82 1760.70 1760.33  257.83
 41423.854 1754.76 1757.17 1760.96  969.90 1762.10 1754.02 1752.60 1750.01 1747.79 1746.30 1745.35 1742.74  228.88
 41423.875 1736.84 1741.18 1748.34  958.80 1750.64 1735.54 1733.13 1728.91 1725.44 1723.18 1721.77 1717.98  198.67
 41423.896 1717.85 1721.45 1727.93  938.35 1730.16 1716.82 1715.01 1712.07 1709.85 1708.49 1707.67 1705.57  195.78
 41423.917 1708.52 1709.58 1711.43  919.85 1712.09 1708.23 1707.75 1707.05 1706.61 1706.39 1706.28 1706.04  205.55
 41423.937 1706.66 1706.37 1705.39  912.40 1704.98 1706.71 1706.79 1706.87 1706.90 1706.92 1706.92 1706.94  207.05
 41423.958 1707.17 1706.66 1705.66  912.73 1705.32 1707.30 1707.55 1707.96 1708.29 1708.50 1708.64 1709.00  210.86
 41423.979 1713.10 1711.38 1709.01  915.69 1708.37 1713.66 1714.73 1716.72 1718.45 1719.62 1720.36 1722.41  233.29
 41424.000 1730.40 1726.13 1719.66  924.67 1717.72 1731.72 1734.23 1738.72 1742.51 1745.02 1746.59 1750.89  273.38
 41424.021 1757.94 1751.91 1742.00  945.37 1738.81 1759.73 1763.05 1768.80 1773.49 1776.51 1778.38 1783.41  309.06
 41424.042 1787.36 1781.65 1771.95  975.24 1768.74 1789.03 1792.10 1797.34 1801.53 1804.20 1805.83 1810.17  331.80
 41424.062 1812.93 1808.44 1801.01 1005.25 1798.56 1814.25 1816.70 1820.91 1824.30 1826.46 1827.78 1831.28  348.78
 41424.083 1834.11 1830.58 1824.89 1029.91 1823.03 1835.16 1837.13 1840.55 1843.33 1845.12 1846.21 1849.12  363.80
 41424.104 1851.10 1848.38 1843.87 1049.36 1842.36 1851.92 1853.41 1856.01 1858.12 1859.45 1860.27 1862.43  373.20
 41424.125 1862.62 1861.01 1858.16 1064.32 1857.17 1863.09 1863.95 1865.40 1866.54 1867.24 1867.67 1868.76  373.91
 41424.146 1868.73 1868.03 1866.91 1073.87 1866.53 1868.94 1869.34 1870.02 1870.58 1870.92 1871.13 1871.68  374.27
 41424.167 1872.77 1872.19 1871.44 1078.64 1871.22 1872.97 1873.34 1874.02 1874.62 1875.01 1875.25 1875.92  379.46
 41424.187 1877.76 1876.78 1875.25 1082.13 1874.77 1878.06 1878.63 1879.67 1880.54 1881.12 1881.48 1882.45  387.64
 41424.208 1884.51 1883.11 1880.75 1087.23 1879.97 1884.92 1885.70 1887.09 1888.25 1889.00 1889.47 1890.73  397.34
 41424.229 1893.64 1891.72 1888.51 1094.64 1887.47 1894.22 1895.30 1897.26 1898.89 1899.96 1900.62 1902.42  411.92
 41424.250 1906.18 1903.59 1899.22 1104.82 1897.77 1906.95 1908.40 1911.01 1913.17 1914.57 1915.45 1917.81  430.24
 41424.271 1919.94 1917.41 1912.77 1118.11 1911.14 1920.68 1922.02 1924.37 1926.26 1927.45 1928.19 1930.12  439.88
 41424.292 1929.68 1928.27 1925.44 1131.49 1924.38 1930.08 1930.78 1931.95 1932.83 1933.37 1933.69 1934.49  438.05
 41424.312 1932.83 1932.78 1932.59 1139.88 1932.47 1932.83 1932.82 1932.76 1932.66 1932.58 1932.51 1932.31  430.79
 41424.333 1930.23 1931.20 1932.93 1141.16 1933.51 1929.95 1929.41 1928.43 1927.61 1927.06 1926.72 1925.78  420.62
 41424.354 1922.51 1924.40 1927.63 1136.50 1928.69 1921.94 1920.88 1918.93 1917.30 1916.23 1915.56 1913.74  403.97
 41424.375 1909.36 1912.22 1917.13 1126.74 1918.74 1908.51 1906.91 1904.01 1901.60 1900.03 1899.05 1896.41  382.46
 41424.396 1892.94 1896.17 1901.95 1112.04 1903.92 1891.99 1890.24 1887.15 1884.64 1883.03 1882.04 1879.39  365.82
 41424.417 1877.27 1880.10 1885.17 1095.00 1886.92 1876.44 1874.93 1872.28 1870.14 1868.79 1867.96 1865.75  354.68
 41424.437 1864.74 1866.78 1870.38 1079.53 1871.62 1864.14 1863.05 1861.15 1859.63 1858.68 1858.10 1856.56  349.01
 41424.458 1856.75 1857.81 1859.69 1068.08 1860.34 1856.44 1855.88 1854.94 1854.21 1853.76 1853.49 1852.81  349.67
 41424.479 1854.41 1854.32 1854.26 1061.82 1854.28 1854.44 1854.52 1854.71 1854.92 1855.08 1855.18 1855.51  357.60
 41424.500 1858.18 1856.95 1854.89 1061.57 1854.24 1858.56 1859.26 1860.55 1861.64 1862.36 1862.82 1864.07  370.88
 41424.521 1865.49 1863.90 1860.95 1067.11 1859.92 1865.95 1866.77 1868.20 1869.34 1870.07 1870.51 1871.69  377.63
 41424.542 1870.92 1870.09 1868.35 1074.96 1867.69 1871.14 1871.53 1872.13 1872.56 1872.81 1872.95 1873.30  374.65
 41424.562 1871.62 1871.87 1872.22 1079.79 1872.30 1871.54 1871.38 1871.04 1870.73 1870.51 1870.37 1869.96  367.51
 41424.583 1868.21 1869.20 1870.98 1079.24 1871.57 1867.91 1867.36 1866.38 1865.57 1865.03 1864.70 1863.79  358.94
 41424.604 1862.69 1863.88 1866.06 1074.54 1866.81 1862.35 1861.72 1860.63 1859.74 1859.18 1858.84 1857.92  353.24
 41424.625 1857.61 1858.51 1860.17 1068.45 1860.75 1857.35 1856.88 1856.08 1855.45 1855.05 1854.81 1854.18  351.11
 41424.646 1853.24 1854.03 1855.26 1063.30 1855.66 1853.00 1852.55 1851.73 1851.05 1850.60 1850.32 1849.57  345.69
 41424.667 1847.05 1848.38 1850.38 1058.68 1850.99 1846.64 1845.86 1844.43 1843.21 1842.40 1841.90 1840.52  333.18
 41424.687 1836.42 1838.80 1842.59 1051.65 1843.78 1835.70 1834.34 1831.88 1829.81 1828.46 1827.61 1825.30  313.14
 41424.708 1820.28 1823.78 1829.56 1039.51 1831.43 1819.22 1817.26 1813.77 1810.87 1808.99 1807.81 1804.64  288.20
 41424.729 1798.45 1803.09 1810.69 1021.38 1813.13 1797.06 1794.46 1789.85 1786.04 1783.56 1782.01 1777.85  256.44
 41424.750 1771.78 1777.23 1786.18  997.45 1789.07 1770.16 1767.14 1761.87 1757.55 1754.77 1753.04 1748.41  224.99
 41424.771 1746.89 1751.35 1759.03  969.94 1761.61 1745.60 1743.26 1739.35 1736.30 1734.40 1733.24 1730.21  215.70
 41424.792 1732.21 1734.16 1737.48  946.52 1738.62 1731.65 1730.67 1729.11 1727.98 1727.31 1726.92 1725.95  221.89
 41424.812 1726.41 1726.78 1726.91  934.40 1726.87 1726.27 1726.00 1725.50 1725.09 1724.82 1724.66 1724.23  222.20
 41424.833 1722.73 1723.13 1723.35  930.84 1723.34 1722.58 1722.28 1721.67 1721.14 1720.77 1720.54 1719.89  216.52
 41424.854 1720.21 1720.47 1721.02  928.81 1721.24 1720.14 1720.04 1719.90 1719.84 1719.82 1719.81 1719.82  220.08
 41424.875 1723.42 1722.30 1720.84  927.87 1720.47 1723.78 1724.50 1725.87 1727.08 1727.91 1728.44 1729.92  237.87
 41424.896 1733.35 1730.95 1727.01  932.88 1725.75 1734.06 1735.39 1737.70 1739.59 1740.82 1741.58 1743.64  254.19
 41424.917 1744.68 1742.40 1738.40  944.14 1737.06 1745.34 1746.53 1748.52 1750.08 1751.05 1751.65 1753.22  260.85
 41424.937 1752.99 1751.64 1749.36  955.86 1748.61 1753.38 1754.09 1755.26 1756.16 1756.72 1757.06 1757.93  262.04
 41424.958 1757.54 1757.03 1756.31  963.49 1756.08 1757.70 1757.98 1758.45 1758.81 1759.04 1759.17 1759.50  261.00
 41424.979 1758.45 1758.66 1759.03  966.67 1759.15 1758.39 1758.26 1758.01 1757.77 1757.60 1757.49 1757.18  255.38
 41425.000 1754.99 1756.06 1757.74  965.90 1758.26 1754.66 1754.03 1752.90 1751.94 1751.30 1750.90 1749.80  243.95
 41425.021 1748.30 1749.80 1752.38  960.97 1753.22 1747.86 1747.05 1745.67 1744.55 1743.84 1743.40 1742.22  236.33
 41425.042 1743.02 1743.88 1745.53  953.80 1746.11 1742.79 1742.39 1741.77 1741.35 1741.10 1740.96 1740.62  239.28
 41425.062 1743.03 1742.57 1741.95  949.26 1741.79 1743.18 1743.49 1744.09 1744.65 1745.04 1745.29 1746.01  250.01
 41425.083 1748.81 1747.19 1744.50  950.91 1743.65 1749.30 1750.21 1751.83 1753.17 1754.06 1754.61 1756.12  263.99
 41425.104 1759.18 1756.77 1752.82  958.69 1751.56 1759.90 1761.24 1763.59 1765.51 1766.77 1767.55 1769.65  280.48
 41425.125 1772.84 1769.97 1765.27  970.82 1763.77 1773.70 1775.30 1778.08 1780.36 1781.83 1782.74 1785.19  297.68
 41425.146 1787.20 1784.48 1779.91  985.44 1778.40 1788.01 1789.48 1792.00 1794.03 1795.32 1796.11 1798.21  308.67
 41425.167 1798.70 1796.81 1793.58  999.63 1792.49 1799.25 1800.26 1801.95 1803.28 1804.12 1804.62 1805.95  312.33
 41425.187 1805.88 1804.91 1803.34 1010.14 1802.83 1806.17 1806.69 1807.59 1808.29 1808.73 1808.99 1809.68  312.92
 41425.208 1809.64 1809.25 1808.73 1016.00 1808.57 1809.76 1809.98 1810.37 1810.68 1810.88 1810.99 1811.30  312.71
 41425.229 1811.97 1811.65 1811.29 1018.66 1811.20 1812.08 1812.28 1812.67 1813.01 1813.24 1813.38 1813.77  315.81
 41425.250 1815.31 1814.60 1813.55 1020.64 1813.23 1815.53 1815.96 1816.75 1817.42 1817.87 1818.15 1818.92  323.01
 41425.271 1819.89 1818.96 1817.35 1024.13 1816.80 1820.16 1820.65 1821.51 1822.19 1822.63 1822.90 1823.62  327.24
 41425.292 1823.38 1822.82 1821.74 1028.70 1821.33 1823.53 1823.81 1824.24 1824.56 1824.75 1824.86 1825.15  326.39
 41425.312 1824.52 1824.48 1824.42 1031.85 1824.38 1824.52 1824.53 1824.51 1824.49 1824.46 1824.44 1824.37  323.90
 41425.333 1823.58 1823.95 1824.60 1032.37 1824.82 1823.47 1823.26 1822.88 1822.56 1822.35 1822.22 1821.85  319.87
 41425.354 1819.89 1820.86 1822.38 1030.48 1822.85 1819.59 1819.02 1817.98 1817.09 1816.50 1816.12 1815.10  309.64
 41425.375 1811.59 1813.56 1816.67 1025.42 1817.64 1810.99 1809.85 1807.80 1806.08 1804.94 1804.23 1802.29  292.07
 41425.396 1798.86 1801.60 1806.18 1015.62 1807.67 1798.05 1796.54 1793.89 1791.71 1790.31 1789.44 1787.09  275.09
 41425.417 1785.43 1788.00 1792.46 1001.94 1793.96 1784.68 1783.31 1780.98 1779.12 1777.94 1777.22 1775.31  265.90
 41425.437 1775.67 1777.19 1779.87  988.60 1780.79 1775.23 1774.45 1773.17 1772.18 1771.59 1771.23 1770.31  266.08
 41425.458 1771.89 1772.07 1772.39  980.07 1772.51 1771.84 1771.77 1771.71 1771.72 1771.75 1771.78 1771.90  272.88
 41425.479 1774.53 1773.42 1771.58  978.37 1771.01 1774.86 1775.50 1776.66 1777.66 1778.32 1778.75 1779.91  286.18
 41425.500 1783.49 1781.22 1777.48  983.47 1776.31 1784.18 1785.46 1787.74 1789.64 1790.89 1791.66 1793.77  304.83
 41425.521 1796.60 1793.82 1789.07  994.54 1787.51 1797.42 1798.93 1801.55 1803.68 1805.04 1805.89 1808.14  319.58
